Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	FixationPointX	FixationPointY	Average_pupil_diameter	Average_velocity	Peak_velocity	Saccade_amplitude	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording 221	P23-J1	C	1	scenevideo	Saccade	Partial	1	37	67	30				111.84	131.7					
Recording 221	P23-J1	C	1	scenevideo	Saccade	Partial	2	108	158	50				73.67	101.51				0.5153	1.08705
Recording 221	P23-J1	C	1	scenevideo	Fixation	Whole	1	158	588	431	0.5153	1.08705	5.94333							
Recording 221	P23-J1	C	1	scenevideo	Saccade	Partial	3	588	598	10				31.69	31.69		0.5153	1.08705		
Recording 221	P23-J1	C	1	scenevideo	Saccade	Partial	4	609	629	20				36.95	43.1					
Recording 221	P23-J1	C	1	scenevideo	Saccade	Partial	5	649	679	30				33.79	36.68					
Recording 335	P43-P1	C	1	scenevideo	Fixation	Partial	1	0	140	140	0.54772	0.37651	4.63764							
Recording 335	P43-P1	C	1	scenevideo	Saccade	Whole	1	140	160	20				47.28	49.21	2.62	0.54772	0.37651	0.56993	0.36634
Recording 335	P43-P1	C	1	scenevideo	Fixation	Whole	2	160	341	180	0.56993	0.36634	4.61076							
Recording 335	P43-P1	C	1	scenevideo	Saccade	Partial	2	341	361	20				57.88	62.48		0.56993	0.36634		
Recording 335	P43-P1	C	1	scenevideo	Saccade	Partial	3	401	441	40				372.19	525.3					
Recording 335	P43-P1	C	1	scenevideo	Saccade	Partial	4	501	611	110				76.22	155.04					
Recording 335	P43-P1	C	1	scenevideo	Saccade	Partial	5	631	661	30				40.84	48.1					
Recording 335	P43-P1	C	1	scenevideo	Saccade	Partial	6	671	701	30				77.56	110.23				0.46415	0.85407
Recording 335	P43-P1	C	1	scenevideo	Fixation	Whole	3	701	842	140	0.46415	0.85407	4.61974							
Recording 335	P43-P1	C	1	scenevideo	Saccade	Partial	7	842	854	12				179.46	341.57		0.46415	0.85407		
Recording 291	P40-P1	C	1	scenevideo	Fixation	Partial	1	0	767	767	0.49337	0.40959	3.20636							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	1	767	777	10				33.01	33.01		0.49337	0.40959		
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	2	807	847	40				41.15	57.31				0.49786	0.4051
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	2	847	967	120	0.49786	0.4051	3.18612							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	3	967	1008	40				95.53	149.86	4.01	0.49786	0.4051	0.46307	0.41644
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	3	1008	1288	281	0.46307	0.41644	3.1569							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	4	1288	1328	40				97.37	159.71	3.87	0.46307	0.41644	0.49713	0.42003
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	4	1328	1699	371	0.49713	0.42003	3.085							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	5	1699	1729	30				42.7	54.99	1.4	0.49713	0.42003	0.50728	0.43265
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	5	1729	2951	1222	0.50728	0.43265	3.17047							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	6	2951	2981	30				47.6	60.2	1.79	0.50728	0.43265	0.49405	0.41713
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	6	2981	4103	1122	0.49405	0.41713	3.28							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	7	4103	4273	170				211.16	517.52		0.49405	0.41713		
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	8	4283	4384	100				54.98	89.11				0.54062	0.76039
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	7	4384	4444	60	0.54062	0.76039	3.12243							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	9	4444	4464	20				35.17	37.16	1.72	0.54062	0.76039	0.5329	0.7361
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	8	4464	4564	100	0.5329	0.7361	3.09474							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	10	4564	4584	20				50.66	51.99	0.93	0.5329	0.7361	0.53887	0.72377
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	9	4584	4754	170	0.53887	0.72377	3.141							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	11	4754	4854	100				297.43	510.4		0.53887	0.72377		
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	12	4875	4905	30				44.41	52.63					
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	13	4945	4975	30				32.79	36.49				0.47403	0.33286
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	10	4975	5095	120	0.47403	0.33286	3.3785							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	14	5095	5115	20				33.07	35.01	4.74	0.47403	0.33286	0.4924	0.39999
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	11	5115	6117	1002	0.4924	0.39999	3.10302							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	15	6117	6127	10				31.16	31.16	4.05	0.4924	0.39999	0.50331	0.45952
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	12	6127	7048	922	0.50331	0.45952	3.12195							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	16	7048	7079	30				109.98	143.78	4.64	0.50331	0.45952	0.46282	0.46715
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	13	7079	7319	240	0.46282	0.46715	3.0967							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	17	7319	7359	40				95.49	143.95		0.46282	0.46715		
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	18	7399	7419	20				46.33	47.31				0.49347	0.45447
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	14	7419	7650	230	0.49347	0.45447	3.01626							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	19	7650	7670	20				44.8	47.79		0.49347	0.45447		
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	20	7690	7720	30				70.17	93.74				0.47252	0.47194
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	15	7720	8140	421	0.47252	0.47194	2.94715							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	21	8140	8181	40				86.92	126.78	2.96	0.47252	0.47194	0.44628	0.46765
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	16	8181	8411	230	0.44628	0.46765	2.83473							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	22	8411	8451	40				92.08	149.02	4.54	0.44628	0.46765	0.48656	0.46966
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	17	8451	9252	801	0.48656	0.46966	3.00131							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	23	9252	9272	20				61.2	62.22	1.39	0.48656	0.46966	0.49861	0.46728
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	18	9272	9773	501	0.49861	0.46728	3.12761							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	24	9773	9834	60				163.73	289.05	10.12	0.49861	0.46728	0.48572	0.62334
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	19	9834	10004	170	0.48572	0.62334	3.17377							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	25	10004	10054	50				195.05	307.17	10.31	0.48572	0.62334	0.52042	0.77902
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	20	10054	10304	250	0.52042	0.77902	3.08205							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	26	10304	10395	90				241.91	477.48	20.5	0.52042	0.77902	0.49265	0.45451
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	21	10395	10835	441	0.49265	0.45451	3.13653							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	27	10835	11076	240				128.76	319.08	16.57	0.49265	0.45451	0.53063	0.73856
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	22	11076	11346	270	0.53063	0.73856	3.10546							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	28	11346	11446	100				286.59	516.85		0.53063	0.73856		
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	29	11466	11487	20				42.31	49.31				0.48735	0.28923
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	23	11487	11657	170	0.48735	0.28923	3.28696							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	30	11657	11677	20				63.55	66.8	2.16	0.48735	0.28923	0.49574	0.3207
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	24	11677	12709	1032	0.49574	0.3207	3.06655							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	31	12709	12729	20				60.61	64.99	1.93	0.49574	0.3207	0.48109	0.33712
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	25	12729	12859	130	0.48109	0.33712	3.16515							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	32	12859	12899	40				76.15	112.68	3.55	0.48109	0.33712	0.44948	0.33956
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	26	12899	13170	270	0.44948	0.33956	3.02474							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	33	13170	13230	60				100.26	185.78	6.76	0.44948	0.33956	0.50851	0.36046
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	27	13230	14412	1182	0.50851	0.36046	3.04909							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	34	14412	14492	80				311.65	497.33		0.50851	0.36046		
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	35	14652	14782	130				111.92	200.34					
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	36	14792	14802	10				46.46	46.46					
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	37	14813	14893	80				78.31	177.73				0.51843	0.68263
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	28	14893	15013	120	0.51843	0.68263	3.2214							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	38	15013	15033	20				40.65	48.74	1.98	0.51843	0.68263	0.5221	0.65096
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	29	15033	15103	70	0.5221	0.65096	3.21344							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	39	15103	15163	60				113	189.48		0.5221	0.65096		
Recording 291	P40-P1	C	1	scenevideo	Saccade	Partial	40	15173	15203	30				42.87	56.79				0.52191	0.61131
Recording 291	P40-P1	C	1	scenevideo	Fixation	Whole	30	15203	15333	130	0.52191	0.61131	3.1191							
Recording 291	P40-P1	C	1	scenevideo	Saccade	Whole	41	15333	15353	20				45.68	48.29	1.54	0.52191	0.61131	0.51668	0.63509
Recording 291	P40-P1	C	1	scenevideo	Fixation	Partial	31	15353	15411	58	0.51668	0.63509	3.04985							
Recording 167	P18-D1	C	1	scenevideo	Fixation	Partial	1	0	809	809	0.50296	0.38161	3.81926							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	1	809	849	40				64.17	82.48	3.25	0.50296	0.38161	0.47538	0.36304
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	2	849	980	130	0.47538	0.36304	3.88666							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	2	980	1020	40				53.16	72.97	2.35	0.47538	0.36304	0.45422	0.35913
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	3	1020	1310	291	0.45422	0.35913	3.72803							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	3	1310	1400	90				95.19	187.2	4.12	0.45422	0.35913	0.49155	0.35379
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	4	1400	1551	150	0.49155	0.35379	3.52508							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	4	1551	1601	50				127.97	192.46		0.49155	0.35379		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	5	1641	1661	20				42.42	43.79				0.42865	0.35292
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	5	1661	1871	210	0.42865	0.35292	3.62912							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	6	1871	1921	50				162.62	290.27	8.18	0.42865	0.35292	0.5026	0.33502
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	6	1921	2162	240	0.5026	0.33502	3.69478							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	7	2162	2192	30				51.33	59.38	2.2	0.5026	0.33502	0.52006	0.31807
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	7	2192	2723	531	0.52006	0.31807	3.79889							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	8	2723	2753	30				60.12	71.91	2.44	0.52006	0.31807	0.50276	0.34249
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	8	2753	3214	461	0.50276	0.34249	3.95157							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	9	3214	3274	60				102.1	153.72	6.25	0.50276	0.34249	0.53048	0.42954
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	9	3274	3554	281	0.53048	0.42954	3.93164							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	10	3554	3594	40				201.7	251.7		0.53048	0.42954		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	11	3634	3694	60				329.43	616.82				0.55022	0.33673
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	10	3694	3815	120	0.55022	0.33673	3.80429							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	12	3815	3875	60				138.12	249.89	9.3	0.55022	0.33673	0.46804	0.37267
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	11	3875	4215	341	0.46804	0.37267	3.83496							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	13	4215	4245	30				227.08	295.04		0.46804	0.37267		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	14	4286	4356	70				105.91	157.83				0.46557	0.41237
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	12	4356	4586	230	0.46557	0.41237	3.7688							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	15	4586	4616	30				84.9	112.07	3.51	0.46557	0.41237	0.49726	0.40411
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	13	4616	4706	90	0.49726	0.40411	3.74527							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	16	4706	4716	10				40.71	40.71	1.39	0.49726	0.40411	0.50097	0.42532
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	14	4716	4837	120	0.50097	0.42532	3.70569							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	17	4837	4887	50				54.97	80.96	4.01	0.50097	0.42532	0.48141	0.47823
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	15	4887	4947	60	0.48141	0.47823	3.65214							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	18	4947	4967	20				36.11	36.55		0.48141	0.47823		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	19	4997	5027	30				42.5	54.55					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	20	5037	5057	20				45.91	55.77					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	21	5077	5097	20				34.05	37.7					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	22	5137	5147	10				36.04	36.04				0.4982	0.58951
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	16	5147	5408	261	0.4982	0.58951	3.56069							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	23	5408	5438	30				67.98	88.05	1.15	0.4982	0.58951	0.48934	0.59921
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	17	5438	5959	521	0.48934	0.59921	3.32296							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	24	5959	5999	40				107.02	171.87	4.84	0.48934	0.59921	0.53242	0.61186
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	18	5999	6279	281	0.53242	0.61186	3.24924							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	25	6279	6339	60				159.65	266.59	10.29	0.53242	0.61186	0.62738	0.62017
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	19	6339	6490	150	0.62738	0.62017	3.32383							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	26	6490	6590	100				201.84	315.78	20.71	0.62738	0.62017	0.85171	0.48768
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	20	6590	6650	60	0.85171	0.48768	3.49867							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	27	6650	6680	30				106.6	153.01		0.85171	0.48768		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	28	6690	6730	40				77.66	105.76					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	29	6750	6760	10				38.92	38.92					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	30	6780	6810	30				66.06	87.18				0.9198	0.44996
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	21	6810	6870	60	0.9198	0.44996	3.50251							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	31	6870	6880	10				34.51	34.51		0.9198	0.44996		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	32	6890	6910	20				355.31	355.31					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	33	6950	7000	50				293.87	445.44				0.51245	0.60181
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	22	7000	7161	160	0.51245	0.60181	3.49237							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	34	7161	7201	40				73.07	111.58	3.05	0.51245	0.60181	0.53722	0.62152
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	23	7201	7441	240	0.53722	0.62152	3.57693							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	35	7441	7491	50				123.33	198.68		0.53722	0.62152		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	36	7521	7541	20				106.6	108.11					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	37	7551	7571	20				58.4	61.75				0.46535	0.54039
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	24	7571	7632	60	0.46535	0.54039	3.43461							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	38	7632	7682	50				63.95	106.91	3.53	0.46535	0.54039	0.47885	0.59903
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	25	7682	7942	260	0.47885	0.59903	3.41413							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	39	7942	7962	20				49.91	50.37	1	0.47885	0.59903	0.47362	0.58285
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	26	7962	8022	60	0.47362	0.58285	3.33593							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	40	8022	8072	50				148.99	229.11	7.28	0.47362	0.58285	0.53379	0.62891
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	27	8072	8383	311	0.53379	0.62891	3.26393							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	41	8383	8403	20				42.44	49.22	1.66	0.53379	0.62891	0.52186	0.64396
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	28	8403	8824	421	0.52186	0.64396	3.29945							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	42	8824	8844	20				49	56.68	1.94	0.52186	0.64396	0.50482	0.65407
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	29	8844	9054	210	0.50482	0.65407	3.42864							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	43	9054	9084	30				60.47	85.87	1.87	0.50482	0.65407	0.52112	0.64291
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	30	9084	9475	391	0.52112	0.64291	3.38246							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	44	9475	9525	50				100.68	170.59	5.16	0.52112	0.64291	0.47947	0.60834
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	31	9525	9645	120	0.47947	0.60834	3.33084							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	45	9645	9665	20				31.89	33.11	1.76	0.47947	0.60834	0.46472	0.59893
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	32	9665	9836	170	0.46472	0.59893	3.3476							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	46	9836	9856	20				33.95	35.55	1.49	0.46472	0.59893	0.45103	0.59762
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	33	9856	10346	491	0.45103	0.59762	3.21415							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	47	10346	10377	30				253.67	325.96		0.45103	0.59762		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	48	10427	10477	50				113.36	134.99				0.6022	0.62802
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	34	10477	10607	130	0.6022	0.62802	3.15071							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	49	10607	10647	40				104.94	129.46	3.74	0.6022	0.62802	0.56919	0.64028
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	35	10647	10837	190	0.56919	0.64028	3.22801							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	50	10837	10857	20				47.12	51.54	1.74	0.56919	0.64028	0.5573	0.61564
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	36	10857	11008	150	0.5573	0.61564	3.28395							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	51	11008	11108	100				184.99	283.8		0.5573	0.61564		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	52	11158	11188	30				37.01	45.48				0.60357	0.54264
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	37	11188	11549	361	0.60357	0.54264	3.47921							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	53	11549	11609	60				143.52	261.42	9.7	0.60357	0.54264	0.51808	0.50803
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	38	11609	12130	521	0.51808	0.50803	3.51913							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	54	12130	12160	30				112.72	143.64	4.44	0.51808	0.50803	0.55618	0.4889
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	39	12160	12380	220	0.55618	0.4889	3.46944							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	55	12380	12400	20				212.59	212.7		0.55618	0.4889		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	56	12430	12520	90				71.29	147.54				0.61231	0.48269
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	40	12520	12641	120	0.61231	0.48269	3.41159							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	57	12641	12731	90				217.09	373.6	19.68	0.61231	0.48269	0.80751	0.2939
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	41	12731	12791	60	0.80751	0.2939	3.50617							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	58	12791	12821	30				61.13	88.07	2.5	0.80751	0.2939	0.79076	0.34021
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	42	12821	12921	100	0.79076	0.34021	3.48816							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	59	12921	12971	50				111.02	184.49	5.93	0.79076	0.34021	0.86812	0.29789
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	43	12971	13081	110	0.86812	0.29789	3.50548							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	60	13081	13121	40				297.9	462.21		0.86812	0.29789		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	61	13152	13232	80				177.66	326.7				0.57161	0.4907
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	44	13232	13422	190	0.57161	0.4907	3.56099							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	62	13422	13462	40				73.49	99.44	3.37	0.57161	0.4907	0.54305	0.50934
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	45	13462	13863	401	0.54305	0.50934	3.45951							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	63	13863	14003	140				254.95	408.04		0.54305	0.50934		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	64	14053	14213	160				72.96	158.21					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	65	14244	14274	30				59.5	82.48					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	66	14294	14314	20				51.46	62.08				0.36417	0.61591
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	46	14314	14494	180	0.36417	0.61591	3.31952							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	67	14494	14584	90				234.94	454.71	21.25	0.36417	0.61591	0.49612	0.35537
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	47	14584	14714	130	0.49612	0.35537	3.38133							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	68	14714	14774	60				166.47	266.89	9.33	0.49612	0.35537	0.56507	0.44113
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	48	14774	14925	150	0.56507	0.44113	3.30805							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	69	14925	14965	40				37.59	45.6	3.53	0.56507	0.44113	0.53597	0.41691
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	49	14965	15175	210	0.53597	0.41691	3.25934							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	70	15175	15245	70				230.4	354.48		0.53597	0.41691		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	71	15255	15476	220				84.55	141.46					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	72	15496	15556	60				237.45	374.01					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	73	15606	15626	20				35.32	39.93				0.598	0.43507
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	50	15626	15736	110	0.598	0.43507	3.35315							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	74	15736	15796	60				157.37	269.33	8.69	0.598	0.43507	0.6867	0.41176
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	51	15796	16087	290	0.6867	0.41176	3.571							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	75	16087	16097	10				33.45	33.45		0.6867	0.41176		
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	76	16127	16147	20				51.17	52.8					
Recording 167	P18-D1	C	1	scenevideo	Saccade	Partial	77	16157	16227	70				185.4	382.23				0.55416	0.41097
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	52	16227	16578	351	0.55416	0.41097	3.67677							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	78	16578	16618	40				77.78	113.02	2.91	0.55416	0.41097	0.52791	0.41322
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	53	16618	16938	321	0.52791	0.41322	3.75383							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	79	16938	16978	40				105.11	164.06	4.28	0.52791	0.41322	0.56647	0.41874
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	54	16978	17209	230	0.56647	0.41874	3.77538							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	80	17209	17239	30				84.79	107.67	3.69	0.56647	0.41874	0.53358	0.42723
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	55	17239	17660	421	0.53358	0.42723	3.73519							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	81	17660	17770	110				151.22	295.84	3	0.53358	0.42723	0.56025	0.43477
Recording 167	P18-D1	C	1	scenevideo	Fixation	Whole	56	17770	18000	230	0.56025	0.43477	3.58284							
Recording 167	P18-D1	C	1	scenevideo	Saccade	Whole	82	18000	18060	60				117.19	205.51	7.34	0.56025	0.43477	0.61557	0.36542
