Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	FixationPointX	FixationPointY	Average_pupil_diameter	Average_velocity	Peak_velocity	Saccade_amplitude	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	6	2544	2654	110	0.58677	0.91452	5.03136							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Whole	20	2654	2694	40				74.69	100.25	1.66	0.58677	0.91452	0.59713	0.93902
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	7	2694	3185	491	0.59713	0.93902	5.08648							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Whole	21	3185	3205	20				61.99	63.45	1.22	0.59713	0.93902	0.60958	0.9478
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	8	3205	3305	100	0.60958	0.9478	5.17384							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	22	3305	3436	130				62.01	138.54		0.60958	0.9478		
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	23	3456	3476	20				333.8	333.8					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	24	3506	3546	40				204.82	247.07					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	25	3556	3586	30				169.94	217.4					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	26	3616	3646	30				47.54	65.11					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	27	3676	3696	20				50.28	56.81					
Recording 93	P13-W1	C	1	scenevideo	Fixation	Partial	9	3746	3997	250	0.63357	1.04212	5.00369							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	28	3997	4017	20				63.66	71.9		0.63357	1.04212		
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	29	4027	4037	10				42.9	42.9					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	30	4057	4227	170				111.77	321.84					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	31	4247	4267	20				54.83	63.72					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	32	4307	4327	20				33.81	34.12					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	33	4377	4397	20				39.99	41.69					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	34	4448	4598	150				81.27	199.09					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	35	4638	4658	20				43.09	43.37				0.54186	0.91054
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	10	4658	4798	140	0.54186	0.91054	4.63864							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Whole	36	4798	4828	30				73.98	95.79	3.36	0.54186	0.91054	0.50602	0.90835
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	11	4828	5209	381	0.50602	0.90835	4.57638							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	37	5209	5229	20				120.23	120.23		0.50602	0.90835		
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	38	5329	5379	50				437.44	562.96					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	39	5399	5409	10				44.91	44.91				0.49904	0.26915
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	12	5409	5560	150	0.49904	0.26915	4.62224							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Whole	40	5560	5610	50				132.09	223.6	5.65	0.49904	0.26915	0.54858	0.24476
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	13	5610	5780	170	0.54858	0.24476	4.66003							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Whole	41	5780	5800	20				45.91	57.04	1.22	0.54858	0.24476	0.55934	0.24777
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	14	5800	5870	70	0.55934	0.24777	4.36899							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Whole	42	5870	5890	20				45.8	51.62	0.78	0.55934	0.24777	0.55232	0.25092
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	15	5890	6111	220	0.55232	0.25092	4.25462							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Whole	43	6111	6161	50				169.8	252.91	8.94	0.55232	0.25092	0.49412	0.35148
Recording 93	P13-W1	C	1	scenevideo	Fixation	Whole	16	6161	6461	301	0.49412	0.35148	4.22433							
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	44	6461	6491	30				155.65	201.43		0.49412	0.35148		
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	45	6732	6762	30				251.22	251.22					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	46	6772	6792	20				54.8	54.8					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	47	6822	6842	20				251.79	257.63					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	48	6872	6922	50				54.53	93.17					
Recording 93	P13-W1	C	1	scenevideo	Saccade	Partial	49	6932	6952	20				38.72	39.56				0.46818	0.91585
Recording 93	P13-W1	C	1	scenevideo	Fixation	Partial	17	6952	7017	65	0.46818	0.91585	4.3932							
Recording 32	P07-D1	C	1	scenevideo	Fixation	Partial	1	0	505	505	0.50405	0.54177	4.11868							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Whole	1	505	525	20				38.35	42.05	1.57	0.50405	0.54177	0.51695	0.55019
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	2	525	786	260	0.51695	0.55019	3.80743							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Whole	2	786	856	70				174.79	305.94	12.51	0.51695	0.55019	0.56678	0.73991
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	3	856	1006	150	0.56678	0.73991	3.87732							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	3	1006	1096	90				181.46	285.52		0.56678	0.73991		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	4	1116	1126	10				38.18	38.18				0.50422	0.51792
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	4	1126	1206	80	0.50422	0.51792	3.85517							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	5	1206	1226	20				44	48.49		0.50422	0.51792		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	6	1277	1327	50				104.59	176.72				0.45948	0.5192
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	5	1327	1567	240	0.45948	0.5192	3.68514							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	7	1567	1597	30				122.9	148.48		0.45948	0.5192		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	8	1697	1757	60				188.11	273.32				0.48887	0.52179
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	6	1757	1928	170	0.48887	0.52179	3.55281							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	9	1928	1948	20				52.22	59.49		0.48887	0.52179		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	10	1958	1968	10				30.54	30.54				0.48781	0.5052
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	7	1968	2038	70	0.48781	0.5052	3.58074							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	11	2038	2068	30				62.36	91.11		0.48781	0.5052		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	12	2078	2098	20				43.76	52.92				0.49395	0.51174
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	8	2098	2288	190	0.49395	0.51174	3.67573							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	13	2288	2439	150				223.14	379.33		0.49395	0.51174		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	14	2449	2459	10				92.25	92.25					
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	15	2489	2519	30				67.24	85.17					
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	16	2529	2569	40				75.77	131.83					
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	17	2619	2639	20				61.32	62.5					
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	18	2649	2669	20				55.92	65.07				0.17839	0.74575
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	9	2669	2759	90	0.17839	0.74575	3.49617							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	19	2759	2789	30				195.94	254.28		0.17839	0.74575		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	20	2879	2950	70				233.89	417.34				0.53651	0.51944
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	10	2950	3130	180	0.53651	0.51944	3.7202							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	21	3130	3150	20				66.39	69.73		0.53651	0.51944		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	22	3170	3190	20				52.9	60.37				0.52799	0.51884
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	11	3190	3280	90	0.52799	0.51884	3.79905							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Whole	23	3280	3310	30				99.21	138.74	1.37	0.52799	0.51884	0.53938	0.51228
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	12	3310	3711	401	0.53938	0.51228	3.7925							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	24	3711	3741	30				448.25	637.86		0.53938	0.51228		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	25	3901	3981	80				184.77	314.16				0.50869	0.53034
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	13	3981	4522	541	0.50869	0.53034	3.58279							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	26	4522	4542	20				201.67	201.67		0.50869	0.53034		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	27	4673	4723	50				333.81	535.66				0.62994	0.47854
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	14	4723	5083	361	0.62994	0.47854	3.63098							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Whole	28	5083	5154	70				139.16	241.87	10.01	0.62994	0.47854	0.54165	0.50722
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	15	5154	5364	210	0.54165	0.50722	3.39079							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	29	5364	5394	30				1058.07	1553.1		0.54165	0.50722		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	30	5534	5604	70				292.09	556.02				0.53445	0.4936
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	16	5604	6646	1042	0.53445	0.4936	3.09531							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Whole	31	6646	6676	30				63.99	90.16	2.57	0.53445	0.4936	0.51373	0.51012
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	17	6676	7187	511	0.51373	0.51012	3.07654							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	32	7187	7207	20				264.83	264.83		0.51373	0.51012		
Recording 32	P07-D1	C	1	scenevideo	Saccade	Partial	33	7287	7348	60				218.8	342.77				0.54043	0.49293
Recording 32	P07-D1	C	1	scenevideo	Fixation	Whole	18	7348	7778	431	0.54043	0.49293	3.05114							
Recording 32	P07-D1	C	1	scenevideo	Saccade	Whole	34	7778	7838	60				132	235.55	8.47	0.54043	0.49293	0.46673	0.47681
Recording 32	P07-D1	C	1	scenevideo	Fixation	Partial	19	7838	8039	200	0.46673	0.47681	2.93445							
Recording 346	P29-W1	C	1	scenevideo	Fixation	Partial	1	0	657	657	0.5542	0.48964	3.93872							
Recording 346	P29-W1	C	1	scenevideo	Saccade	Whole	1	657	667	10				43.95	43.95	0.67	0.5542	0.48964	0.55792	0.48171
Recording 346	P29-W1	C	1	scenevideo	Fixation	Whole	2	667	1418	751	0.55792	0.48171	3.8543							
Recording 346	P29-W1	C	1	scenevideo	Saccade	Whole	2	1418	1438	20				46.07	58.24	0.59	0.55792	0.48171	0.56167	0.48857
Recording 346	P29-W1	C	1	scenevideo	Fixation	Whole	3	1438	2440	1002	0.56167	0.48857	3.78999							
Recording 346	P29-W1	C	1	scenevideo	Saccade	Whole	3	2440	2460	20				63.59	75.42	1.64	0.56167	0.48857	0.57506	0.4777
Recording 346	P29-W1	C	1	scenevideo	Fixation	Whole	4	2460	2670	210	0.57506	0.4777	3.95232							
Recording 346	P29-W1	C	1	scenevideo	Saccade	Whole	4	2670	2680	10				30.81	30.81	0.68	0.57506	0.4777	0.56982	0.48239
Recording 346	P29-W1	C	1	scenevideo	Fixation	Whole	5	2680	3001	321	0.56982	0.48239	3.85455							
Recording 346	P29-W1	C	1	scenevideo	Saccade	Partial	5	3001	3021	20				92.82	92.82		0.56982	0.48239		
Recording 346	P29-W1	C	1	scenevideo	Saccade	Partial	6	3311	3331	20				127	127					
Recording 346	P29-W1	C	1	scenevideo	Saccade	Partial	7	3351	3391	40				63.45	85.6					
Recording 346	P29-W1	C	1	scenevideo	Saccade	Partial	8	3402	3432	30				80.38	112.81				0.51066	1.04773
Recording 346	P29-W1	C	1	scenevideo	Fixation	Whole	6	3432	3532	100	0.51066	1.04773	3.72836							
Recording 346	P29-W1	C	1	scenevideo	Saccade	Partial	9	3532	3562	30				189.74	276.53		0.51066	1.04773		
Recording 346	P29-W1	C	1	scenevideo	Saccade	Partial	10	3582	3691	109				184.47	540.98					
Recording 376	P35-M1	C	1	scenevideo	Fixation	Partial	1	0	912	912	0.48769	0.40231	3.80882							
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	1	912	962	50				65.2	84.72		0.48769	0.40231		
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	2	982	1012	30				52.23	69.49				0.46721	0.40223
Recording 376	P35-M1	C	1	scenevideo	Fixation	Whole	2	1012	1072	60	0.46721	0.40223	3.69789							
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	3	1072	1102	30				268.41	360.72		0.46721	0.40223		
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	4	1232	1323	90				417.09	650.19				0.50258	0.37008
Recording 376	P35-M1	C	1	scenevideo	Fixation	Whole	3	1323	1383	60	0.50258	0.37008	3.6978							
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	5	1383	1403	20				74.86	84.82		0.50258	0.37008		
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	6	1413	1423	10				32.12	32.12				0.49781	0.36447
Recording 376	P35-M1	C	1	scenevideo	Fixation	Whole	4	1423	1673	250	0.49781	0.36447	3.7115							
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	7	1673	1793	120				276.45	698.84		0.49781	0.36447		
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	8	1904	1924	20				185.59	185.59					
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	9	1964	1984	20				39.96	41.03				0.41836	1.04267
Recording 376	P35-M1	C	1	scenevideo	Fixation	Whole	5	1984	2104	120	0.41836	1.04267	3.69133							
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	10	2104	2124	20				53.23	55.82		0.41836	1.04267		
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	11	2144	2164	20				35.36	35.39				0.4289	1.02845
Recording 376	P35-M1	C	1	scenevideo	Fixation	Whole	6	2164	2505	341	0.4289	1.02845	3.61472							
Recording 376	P35-M1	C	1	scenevideo	Saccade	Whole	12	2505	2515	10				39.94	39.94	3.81	0.4289	1.02845	0.46689	0.99387
Recording 376	P35-M1	C	1	scenevideo	Fixation	Whole	7	2515	2885	371	0.46689	0.99387	3.61449							
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	13	2885	2915	30				139.84	195.83		0.46689	0.99387		
Recording 376	P35-M1	C	1	scenevideo	Saccade	Partial	14	2955	3019	63				58.06	86.96				0.37018	0.90234
Recording 157	P21-W1	C	1	scenevideo	Fixation	Partial	1	0	364	364	0.53354	0.39712	4.61291							
Recording 157	P21-W1	C	1	scenevideo	Saccade	Whole	1	364	374	10				33.2	33.2	1.07	0.53354	0.39712	0.53544	0.38137
Recording 157	P21-W1	C	1	scenevideo	Fixation	Whole	2	374	854	481	0.53544	0.38137	4.5533							
Recording 157	P21-W1	C	1	scenevideo	Saccade	Whole	2	854	884	30				103.34	139.69	3.64	0.53544	0.38137	0.50518	0.36612
Recording 157	P21-W1	C	1	scenevideo	Fixation	Whole	3	884	1295	411	0.50518	0.36612	4.51467							
Recording 157	P21-W1	C	1	scenevideo	Saccade	Partial	3	1295	1496	200				232.58	561.31		0.50518	0.36612		
Recording 157	P21-W1	C	1	scenevideo	Saccade	Partial	4	1526	1546	20				39.69	44.85					
Recording 157	P21-W1	C	1	scenevideo	Saccade	Partial	5	1556	1596	40				46.47	54.56					
Recording 157	P21-W1	C	1	scenevideo	Saccade	Partial	6	1626	1646	20				32.5	34.14					
Recording 157	P21-W1	C	1	scenevideo	Saccade	Partial	7	1656	1676	20				33.7	36.09					
Recording 157	P21-W1	C	1	scenevideo	Saccade	Partial	8	1686	1796	110				44.04	55.53					
Recording 157	P21-W1	C	1	scenevideo	Saccade	Partial	9	1846	1886	40				105.99	141.06				0.53864	1.00558
Recording 157	P21-W1	C	1	scenevideo	Fixation	Whole	4	1886	1956	70	0.53864	1.00558	4.47598							
Recording 157	P21-W1	C	1	scenevideo	Saccade	Whole	10	1956	1976	20				37.07	38.12	3.65	0.53864	1.00558	0.52822	0.93516
Recording 157	P21-W1	C	1	scenevideo	Fixation	Partial	5	1976	2132	155	0.52822	0.93516	4.51673							
Recording 384	P44-P1	C	1	scenevideo	Fixation	Partial	1	0	115	115	0.50521	0.45009	4.54306							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	1	115	135	20				41.52	45.66		0.50521	0.45009		
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	2	145	196	50				42.87	56.31					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	3	206	286	80				113.88	332.85					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	4	496	516	20				33.93	33.93				0.50254	0.83904
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	2	516	646	130	0.50254	0.83904	4.61058							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	5	646	666	20				32.2	34.26		0.50254	0.83904		
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	6	676	736	60				62.47	98.32					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	7	757	857	100				277.06	611.14				0.51933	0.45791
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	3	857	957	100	0.51933	0.45791	4.82944							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	8	957	967	10				30.62	30.62	2.33	0.51933	0.45791	0.52104	0.49407
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	4	967	1087	120	0.52104	0.49407	4.9083							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	9	1087	1127	40				134.45	206.44	4.06	0.52104	0.49407	0.49298	0.45742
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	5	1127	1368	240	0.49298	0.45742	4.81063							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	10	1368	1408	40				90.9	135.52	3.97	0.49298	0.45742	0.51929	0.49491
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	6	1408	2169	761	0.51929	0.49491	4.92295							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	11	2169	2189	20				36.4	36.49	1.16	0.51929	0.49491	0.51079	0.48403
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	7	2189	2269	80	0.51079	0.48403	5.09037							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	12	2269	2289	20				40.4	41.04	1.29	0.51079	0.48403	0.5071	0.50384
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	8	2289	2440	150	0.5071	0.50384	4.95604							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	13	2440	2540	100				292.9	371.84		0.5071	0.50384		
Recording 384	P44-P1	C	1	scenevideo	Fixation	Partial	9	2630	2710	80	0.52481	0.93591	4.93142							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	14	2710	2740	30				88.75	105.01		0.52481	0.93591		
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	15	2790	2800	10				32.12	32.12				0.51126	0.94533
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	10	2800	2961	160	0.51126	0.94533	4.92668							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	16	2961	3071	110				261.43	710.41	26.4	0.51126	0.94533	0.52416	0.47743
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	11	3071	3381	311	0.52416	0.47743	5.07589							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	17	3381	3411	30				58.13	77.39	2.72	0.52416	0.47743	0.50686	0.50653
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	12	3411	3952	541	0.50686	0.50653	4.79278							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	18	3952	3992	40				133.81	184.99	4.82	0.50686	0.50653	0.54352	0.47063
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	13	3992	4243	250	0.54352	0.47063	4.62081							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	19	4243	4273	30				80.95	103.2	3.67	0.54352	0.47063	0.52061	0.43555
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	14	4273	4453	180	0.52061	0.43555	4.61035							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	20	4453	4523	70				72.34	105.2	5.42	0.52061	0.43555	0.47436	0.44931
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	15	4523	4674	150	0.47436	0.44931	4.39361							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	21	4674	4694	20				49.05	55.41	1.77	0.47436	0.44931	0.45906	0.4461
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	16	4694	4914	220	0.45906	0.4461	4.24207							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	22	4914	4964	50				146.48	237.88	7.51	0.45906	0.4461	0.52417	0.44342
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	17	4964	5505	541	0.52417	0.44342	4.27627							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	23	5505	5535	30				55.9	73.72	1.98	0.52417	0.44342	0.52581	0.47311
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	18	5535	5946	411	0.52581	0.47311	4.35229							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	24	5946	5986	40				331.14	515.84		0.52581	0.47311		
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	25	6176	6277	100				104.17	283.33					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	26	6327	6357	30				116.98	162.03				0.6732	0.82986
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	19	6357	6487	130	0.6732	0.82986	4.71385							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	27	6487	6527	40				174.94	261.6		0.6732	0.82986		
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	28	6627	6697	70				171.22	313.34					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	29	6707	6797	90				117.87	181.4					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	30	6807	6827	20				40.79	41.58					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	31	6848	6868	20				34.85	36.49					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	32	6918	6948	30				72.92	93.9				0.32241	0.48435
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	20	6948	7158	210	0.32241	0.48435	4.62594							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	33	7158	7188	30				94.78	128.17		0.32241	0.48435		
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	34	7218	7258	40				61.95	99.97					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	35	7268	7288	20				59.33	71.16				0.37206	0.48651
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	21	7288	7449	160	0.37206	0.48651	4.28984							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	36	7449	7469	20				33.1	34.24		0.37206	0.48651		
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	37	7489	7549	60				37.37	46.38					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	38	7599	7699	100				40.81	50.48					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	39	7709	7729	20				30.6	30.67				0.46833	0.48685
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	22	7729	7799	70	0.46833	0.48685	4.50917							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	40	7799	7819	20				33.81	35.36	6.09	0.46833	0.48685	0.50609	0.42261
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	23	7819	8691	872	0.50609	0.42261	4.46971							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	41	8691	8781	90				274.37	376.44	24.24	0.50609	0.42261	0.51759	0.81938
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	24	8781	8871	90	0.51759	0.81938	4.46874							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	42	8871	8901	30				74.29	101.6	1.73	0.51759	0.81938	0.51348	0.85493
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	25	8901	9062	160	0.51348	0.85493	4.53089							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	43	9062	9102	40				177.72	227.43	4.56	0.51348	0.85493	0.55977	0.94466
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	26	9102	9192	90	0.55977	0.94466	5.97698							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	44	9192	9212	20				228.21	234.06		0.55977	0.94466		
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	45	9232	9332	100				258.95	516.33				0.52989	0.4295
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	27	9332	9412	80	0.52989	0.4295	4.74609							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	46	9412	9422	10				30.19	30.19	4.44	0.52989	0.4295	0.53587	0.49878
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	28	9422	11105	1683	0.53587	0.49878	4.64791							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	47	11105	11135	30				37.65	43.42		0.53587	0.49878		
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	48	11175	11185	10				33.78	33.78					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	49	11215	11256	40				133.33	212.84					
Recording 384	P44-P1	C	1	scenevideo	Saccade	Partial	50	11266	11296	30				45.17	59.63				0.54735	0.39841
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	29	11296	12107	811	0.54735	0.39841	4.45204							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	51	12107	12127	20				46.24	49.56	0.83	0.54735	0.39841	0.54647	0.41102
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	30	12127	12588	461	0.54647	0.41102	4.26093							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	52	12588	12608	20				45.42	46.46	1.68	0.54647	0.41102	0.53201	0.41156
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	31	12608	12718	110	0.53201	0.41156	4.40328							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	53	12718	12748	30				108.92	154.56	3.75	0.53201	0.41156	0.5002	0.40428
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	32	12748	13059	311	0.5002	0.40428	4.38641							
Recording 384	P44-P1	C	1	scenevideo	Saccade	Whole	54	13059	13099	40				111.6	170.15	5.07	0.5002	0.40428	0.54235	0.42275
Recording 384	P44-P1	C	1	scenevideo	Fixation	Whole	33	13099	13590	491	0.54235	0.42275	4.1661							
