"id","task","drv_percentage","pupil_raw","pupil_z","pupil_change","fix_count","fix_dur","switch_count","grid_transition","entropy_log2","spatial_density","drv_scanpath_len","drv_saccade_len","drv_convex_hull","drv_fix_count","drv_fix_dur","drv_grid_transition","drv_entropy_log2","drv_spatial_density","drv_NNI"
"26","D",0.125594025797692,3.32766904276986,0.483195915446858,0.0175252526292681,38,25.84676,9,18.6666666666667,6.43757421971037,0.0178433641975309,3269.95995651319,136.248331521383,71815.5,25,21.979932,33.2686335403727,7.30512464313595,0.0481770833333333,632.994972419932
"26","J",1,5.07992181757434,15.2559270419174,0.553324163048911,71,25.005309,0,23.3666666666667,7.83744129130681,0.0204957561728395,0,0,0,0,0,0,0,0,0
"26","M",1,4.87285316795173,13.5101917635484,0.490007295502651,15,28.732254,0,10.8333333333333,5.6322384121821,0.00733024691358025,0,0,0,0,0,0,0,0,0
"26","P",1,4.49968017414601,10.3640792959754,0.375899510168171,74,25.727143,0,19.2333333333333,7.16313670088241,0.0146122685185185,0,0,0,0,0,0,0,0,0
"26","W",0.963079066527342,4.51308080808081,10.4770561249406,0.379997118209908,37,25.396042,2,16.5,6.31695832203709,0.0111400462962963,0,0,0,1,0.621181000000001,49.0566037735849,5.07347220074588,0.00553385416666667,36.6223411042694
"27","D",0.089475758770201,3.31591486007095,-0.566652140864304,-0.0533366255444768,64,17.240984,12,30.6,7.97993718235962,0.0285493827160494,6558.08440040764,119.23789818923,217266,56,13.604503,49.7402597402597,8.01992450670155,0.060546875,874.371642487072
"27","J",1,5.48239098250336,6.0044332233935,0.565172498871131,75,23.983281,0,27.2,7.90409559656823,0.023533950617284,0,0,0,0,0,0,0,0,0
"27","M",1,5.66589820156091,6.56102444953211,0.617562132067638,55,25.416351,0,27.1333333333333,7.60055938945951,0.0186149691358025,0,0,0,0,0,0,0,0,0
"27","P",1,5.02580066889632,4.61956038951406,0.434820139035903,78,24.845645,0,22.6,7.37588263293692,0.015625,0,0,0,0,0,0,0,0,0
"27","W",0.92140221402214,4.43161402214022,2.81734750670938,0.265185284158324,66,19.044545,3,32.8,7.92155609917231,0.0255111882716049,197.814886958565,39.562977391713,2628,6,1.091886,66.1971830985916,6.00854256563999,0.00998263888888889,121.451823480597
"28","D",0.208815028901734,3.32971676300578,0.466836259430164,0.0274426634604767,35,21.327105,12,20,7.66984077476111,0.0211226851851852,2078.41838664287,98.972304125851,38174,22,9.634253,56.5296803652968,6.82212217017931,0.0275607638888889,373.497743683357
"28","J",1,3.86960547667343,3.30079075381056,0.194034820518965,64,12.312585,0,20.8,8.0854212522522,0.0185667438271605,0,0,0,0,0,0,0,0,0
"28","M",0.93859649122807,4.11492105263158,4.58848794293181,0.269731255588492,4,1.07934,0,2.5,5.57324245840617,0.0035204475308642,0,0,0,0,0,71.4285714285714,2.52164063634332,0.000651041666666667,11.5870648826646
"28","P",1,3.71965331152903,2.51366999800486,0.147764442912267,66,17.869084,0,22.2666666666667,8.33750171487434,0.0226658950617284,0,0,0,0,0,0,0,0,0
"28","W",0.945167286245353,4.22823698884758,5.18329979692059,0.304696880476415,52,15.130992,4,20.8333333333333,8.09380287881377,0.019434799382716,121.252536439183,60.6262682195917,425,3,0.639620000000003,86.4406779661017,4.97569771030545,0.00412326388888889,63.3318195689152
"29","D",0.0567834070044203,3.59218395103706,0.247446108948994,0.0261733979002763,57,25.386036,7,22.0666666666667,6.14827575858442,0.00983796296296296,3930.28605531249,75.5824241406248,30978.5,53,24.233926,46.6834895457823,6.97181023075036,0.0347222222222222,959.021927908934
"29","J",0.949897048730268,4.63993273850377,3.07714270327379,0.325482104813854,75,17.671697,6,40.9,8.7135827905478,0.0393518518518519,530.497458132149,106.09949162643,12428,6,0.520977999999997,80.1369863013699,6.53469619934752,0.0116102430555556,100.368241920309
"29","M",0.94720603359616,4.41315221117587,2.46466756274842,0.260698077192298,56,22.621048,0,28.5666666666667,7.61568063908772,0.0236786265432099,0,0,0,0,0,74.025974025974,6.35270760582147,0.0110677083333333,106.548521333721
"29","P",0.917525773195876,4.03220859106529,1.43583805957813,0.151874527400411,93,20.667633,8,36.4,8.48989559495211,0.0316358024691358,701.014737051236,116.835789508539,12498,7,0.841555000000002,81.25,7.08515571266251,0.0173611111111111,165.955682469494
"29","W",0.779426993441491,3.71947531929582,0.591226942253183,0.0625365178490076,81,20.396569,12,37,7.7981908649433,0.0217496141975309,647.307757544451,53.9423131287042,7145,13,4.46822099999999,46.79186228482,6.31786338387363,0.017578125,296.14132243166
"31","D",0.14862138533961,3.36395796906523,-0.0919085950900281,-0.00564530873499037,26,27.129168,5,15.3333333333333,5.92936767516801,0.0127797067901235,3283.80697544799,218.920465029866,51356,16,22.139968,26.6587677725118,5.53727466233614,0.0254991319444444,568.559264464738
"31","J",1,5.33917286432161,9.41356035966307,0.578209845049964,118,19.875965,0,47.7,7.51074779322238,0.0168306327160494,0,0,0,0,0,0,0,0,0
"31","M",1,4.65230827586207,6.10811241199864,0.375179060456558,106,15.197629,0,55,8.34155234598919,0.0265239197530864,0,0,0,0,0,0,0,0,0
"31","P",1,4.45461340033501,5.15673111857621,0.31674229378851,96,20.617276,0,42.1,8.01472895736109,0.0220871913580247,0,0,0,0,0,0,0,0,0
"31","W",1,5.11206849779586,8.32064965375269,0.511079906347313,123,18.483123,0,49.3666666666667,7.27592573993284,0.0149980709876543,0,0,0,0,0,0,0,0,0
"32","D",0.0634974533106961,3.18169813242784,-0.00646272648464261,-0.000625523861245599,35,27.148787,5,11.4666666666667,5.30579642888557,0.00887345679012346,3600.96354353025,120.032118117675,43039.5,31,25.946538,24.1479332849891,6.1672262027078,0.0329861111111111,503.529941533462
"32","J",1,4.01305607790463,2.69145826580767,0.260504814927581,84,22.790776,0,31.5333333333333,8.39837407081168,0.0308641975308642,0,0,0,0,0,0,0,0,0
"32","M",1,3.96293529810298,2.52880642045917,0.244761829272395,48,24.153522,0,21.2,7.16744125893675,0.0180362654320988,0,0,0,0,0,0,0,0,0
"32","P",1,3.58248154419235,1.29415872766152,0.125260935352162,101,23.222398,0,31.5,8.50198651413636,0.0289351851851852,0,0,0,0,0,0,0,0,0
"32","W",1,3.58911827956989,1.31569624684058,0.127345540385432,61,23.743041,0,22.7,6.93916740317273,0.0171682098765432,0,0,0,0,0,0,0,0,0
"33","D",0.0447042640990372,4.6072871389271,0.61033121291643,0.0700183994228361,36,25.716487,2,18.2333333333333,5.91218633870716,0.0121045524691358,3844.01467308323,116.485293123734,79057.5,34,24.784908,45.1043916486681,7.8437751084116,0.0550130208333333,696.854742356492
"33","J",1,6.2075669535284,3.84996034178566,0.441675036878931,79,9.96748000000002,0,59.6,8.97967484339639,0.0380497685185185,0,0,0,0,0,0,0,0,0
"33","M",0.998565794191467,5.74391287199713,2.91133245024906,0.333993795565744,83,19.325347,0,40.3666666666667,8.1085135148649,0.0229552469135802,0,0,0,0,0,75,2,0.000434027777777778,13.1033936270021
"33","P",1,6.63366113416321,4.71255143781227,0.540633187178288,95,11.58009,0,57.4,9.21400993111881,0.0439814814814815,0,0,0,0,0,0,0,0,0
"33","W",1,5.87556663015699,3.1778541834911,0.364569693992821,81,13.764745,0,49.5666666666667,8.49082217971525,0.0318769290123457,0,0,0,0,0,0,0,0,0
"34","D",0.152588555858311,4.12963351498638,0.524343142494937,0.0403929820293111,23,26.484129,5,12.5,5.72375916503093,0.0115258487654321,1998.33079932184,166.527566610153,39179.5,13,19.828123,48.8745980707396,6.24738782245927,0.0270182291666667,383.315505767538
"34","J",1,6.90454919137466,9.59931671093122,0.739487171613109,90,18.688626,0,38.0333333333333,9.06150821770819,0.03515625,0,0,0,0,0,0,0,0,0
"34","M",0.936507936507937,5.7853119047619,5.93900772235716,0.457513816352483,56,18.029361,6,24.7333333333333,8.26017116496053,0.023341049382716,163.328440550627,54.4428135168758,2142,4,1.219232,58.75,4.55285349090532,0.00401475694444444,70.0668062076802
"34","P",1,5.38020866666667,4.61417424742175,0.355454743947598,43,27.003698,0,17.5666666666667,7.64544278694155,0.0157696759259259,0,0,0,0,0,0,0,0,0
"34","W",1,5.53473108108108,5.11951818939224,0.394384115026066,54,24.864708,0,25.2333333333333,7.96843740264736,0.0182773919753086,0,0,0,0,0,0,0,0,0
"35","D",0.0910389146733309,3.36048268475544,1.15977494901851,0.054539782206861,40,25.135355,13,14.0666666666667,5.12828776247946,0.00974151234567901,3780.87570468502,130.375024299483,37414.5,30,21.929546,30.5184603299293,6.33369485965197,0.0352647569444444,533.141788328441
"35","J",1,3.84670340681363,4.40432960487056,0.207118784226332,99,13.204343,0,54.0333333333333,9.05949035690919,0.0432098765432099,0,0,0,0,0,0,0,0,0
"35","M",1,3.84316407832546,4.38071163837116,0.206008121549805,80,22.400777,0,31.3333333333333,7.72187544849561,0.0230034722222222,0,0,0,0,0,0,0,0,0
"35","P",1,3.77986054307744,3.95828665584178,0.186143089488725,103,22.880983,0,33.7666666666667,8.24231145422766,0.0243537808641975,0,0,0,0,0,0,0,0,0
"35","W",1,3.53482578046324,2.32316778118725,0.109249699627653,63,26.637917,0,22.4,6.96705964619803,0.0114293981481481,0,0,0,0,0,0,0,0,0
"37","D",0.0349507974211062,3.70744553783509,2.62729560919002,0.189118368897321,22,27.139059,7,13.0333333333333,4.55640447517397,0.00863233024691358,1668.02525185504,98.1191324620609,20130,18,21.809426,27.2503516174402,5.65991537005088,0.0250651041666667,538.210208783428
"37","J",0.991245791245791,4.73759831649832,7.21744872500286,0.519527428013094,92,19.365181,2,41.6333333333333,8.79731893869879,0.0376157407407407,0,0,0,1,0.0701199999999999,61.5384615384615,4.07487577558377,0.00206163194444444,24.9516291201285
"37","M",0.909319899244333,4.52405433609212,6.26593979610735,0.451035775990948,83,20.166885,6,32.9333333333333,7.74721947020236,0.0236786265432099,202.815013190863,50.7037532977158,1248,5,1.041962,59.9206349206349,6.24644790549366,0.0120442708333333,118.065357779513
"37","P",0.966315073154134,4.35024430078258,5.49147731669638,0.395288306857266,122,16.900491,4,41.4,8.03041387788449,0.0234375,26.1725046566048,26.1725046566048,0,2,0.370637999999997,79.7979797979798,5.645679064673,0.00651041666666667,56.5737749906781
"37","W",0.938319744771358,4.26080184331797,5.09293975671438,0.366600719124666,82,20.317266,6,36.7666666666667,7.68198798076561,0.019579475308642,88.3624338061498,44.1812169030749,823,3,0.510872999999998,81.6091954022989,6.59757807096481,0.0128038194444444,146.718730634434
"38","D",0.0223501523874027,3.12836098882492,0.0866523791413082,0.00669387319759968,19,27.10891,3,12.3,3.80156523089569,0.00810185185185185,1375.244492275,85.9527807671878,44606,17,26.928643,24.2466227918254,5.14208581407605,0.0259331597222222,508.923155860644
"38","J",0.946192893401015,3.90900947546531,3.33856671140024,0.257903388796708,96,20.467202,6,36.8,8.57973612437643,0.035204475308642,267.490788833602,66.8726972084005,1573,5,0.741357999999999,64.7798742138365,6.11512994892451,0.00965711805555556,92.6838123845113
"38","M",0.823549372242959,3.88718595181541,3.24765738338381,0.250880667432894,70,21.60886,13,33.2,8.14714380194487,0.0314911265432099,1296.39420795764,99.7226313813566,17907.5,14,2.063825,73.2692307692308,7.87680922548097,0.0324435763888889,286.516651394135
"38","P",0.910321489001692,3.40111776649746,1.2228637338207,0.0944658975697623,94,22.00045,8,29.8,8.14378368971079,0.0280189043209877,679.586857171425,97.083836738775,12151.5,8,1.753205,58.4905660377359,6.47243721233287,0.0143229166666667,142.142149127477
"38","W",0.764342150463758,3.64669666781175,2.24586136021872,0.173492191601306,72,19.94583,16,36.1666666666667,7.97677767744898,0.0291280864197531,908.198358687735,75.6831965573113,8534.5,13,3.165689,65.597667638484,7.42031549692105,0.0311414930555556,400.093064272809
"39","D",0.03125,3.24546199324324,0.389705051423477,0.0260915888556794,40,19.048548,1,16.2666666666667,5.6492272688125,0.00906635802469136,2230.50430850928,58.6974818028759,32887,39,19.008583,49.8692240627724,6.28358603403806,0.0254991319444444,468.6543601401
"39","J",1,4.6360379403794,6.95629385636517,0.465738790391862,66,20.487451,0,26.1666666666667,8.60287394060108,0.029369212962963,0,0,0,0,0,0,0,0,0
"39","M",1,3.89035049205148,3.43500265306188,0.229980793460301,36,20.447707,0,19.9,7.79010271458048,0.0181327160493827,0,0,0,0,0,0,0,0,0
"39","P",1,4.15267645003494,4.67376037966245,0.312918279582686,66,22.726291,0,19.6,8.14790898534199,0.0216531635802469,0,0,0,0,0,0,0,0,0
"39","W",1,4.04485130111524,4.16458760327044,0.2788280703601,51,20.027638,0,22.4,7.97973603252543,0.0199170524691358,0,0,0,0,0,0,0,0,0
"40","D",1,2.78244751940601,1.4621434673018,0.0665707495173163,52,20.256507,0,33.7333333333333,8.26508910175085,0.0383391203703704,0,0,0,0,0,0,0,0,0
"40","J",1,4.1734081496326,13.1728761281562,0.599755261204552,70,26.417819,0,17.0666666666667,7.05768404602247,0.0126832561728395,0,0,0,0,0,0,0,0,0
"40","M",1,3.56460054719562,8.0472220160957,0.366386481986152,29,27.349516,0,13.8333333333333,6.01433383984928,0.00925925925925926,0,0,0,0,0,0,0,0,0
"40","P",1,3.15559686038744,4.6037508426994,0.209606752718348,64,26.988656,0,13.4,6.99736071585669,0.01171875,0,0,0,0,0,0,0,0,0
"40","W",1,3.4629587000677,7.19148212453848,0.327425020784293,38,27.048997,0,14.7666666666667,6.38730660684226,0.0103202160493827,0,0,0,0,0,0,0,0,0
"41","D",0.198287671232877,3.56381678082192,-0.988453345723221,-0.0608521517306516,64,21.629289,6,34.1666666666667,7.49392023768183,0.0243537808641975,6025.31141279753,111.579840977732,149313,55,17.942734,49.1243058521999,7.74738697090689,0.0495876736111111,827.909104143598
"41","J",1,5.24057670346403,6.18898913336528,0.381012728048729,44,3.726686,0,68.7333333333333,9.45996197974315,0.0478395061728395,0,0,0,0,0,0,0,0,0
"41","M",1,4.69957905474328,3.87322558690792,0.238447380568187,60,21.759617,0,32.7333333333333,7.46421293491275,0.0212673611111111,0,0,0,0,0,0,0,0,0
"41","P",1,4.65429726118905,3.67939493518684,0.226514584468486,108,19.365375,0,41.5333333333333,8.13151712481954,0.0222800925925926,0,0,0,0,0,0,0,0,0
"41","W",1,4.50331191385898,3.03309570593334,0.186726466058951,99,14.687181,0,53.2666666666667,8.16752502243211,0.025462962962963,0,0,0,0,0,0,0,0,0
"42","D",0.136943773715074,4.26593032080028,1.07267496977666,0.0824769720260249,34,25.275409,10,17.7666666666667,6.05337354470375,0.0169270833333333,4636.85299981624,201.602304339837,46942,24,20.48688,40.7673860911271,7.20877363387518,0.0399305555555556,664.282931923718
"42","J",0.997277985709425,5.75887784960871,5.99970139356887,0.461311411139676,57,5.780333,0,73.9333333333333,8.98646155954981,0.0408468364197531,0,0,0,0,0,87.5,3,0.000868055555555556,5.52099278812234
"42","M",0.989150090415913,4.50570415913201,1.86397674991184,0.143319423489156,42,5.039161,0,65.8666666666667,9.15826891883389,0.0461998456790123,0,0,0,0,0,83.3333333333333,4.52323142879762,0.00271267361111111,36.4911114300704
"42","P",1,4.18766406779661,0.814380629755188,0.0626169625574836,87,12.121914,0,60.7666666666667,9.20985540270842,0.0437403549382716,0,0,0,0,0,0,0,0,0
"42","W",0.860661764705882,5.06846360294118,3.72119583925209,0.286119256797104,73,12.803297,8,51.6666666666667,8.95755774286916,0.0394483024691358,275.544130180738,39.3634471686768,4784.5,8,2.204108,50.131926121372,6.22998616066313,0.0172526041666667,193.424021639397
"43","D",0.085419734904271,4.01100478645066,0.680465322107744,0.0399318398238739,31,22.861414,5,21.7666666666667,5.60150594618169,0.0134066358024691,1764.04463293347,76.6975927362377,78628.5,24,19.204674,37.43961352657,5.93223814226814,0.0405815972222222,723.665738416891
"43","J",1,4.52716448911223,2.96092536832952,0.173756389484103,81,23.361938,0,28.2666666666667,8.22475781858468,0.0277777777777778,0,0,0,0,0,0,0,0,0
"43","M",0.877038043478261,4.40208899456522,2.40832572406224,0.141328108769871,80,20.627574,8,33.2333333333333,8.01905472691699,0.0247878086419753,735.311555196091,147.062311039218,16833,6,2.404343,33.4254143646409,5.3034959387705,0.00965711805555556,106.779593072749
"43","P",0.998661759785882,4.16345265975243,1.353999661196,0.0794569478206228,92,21.939599,0,33.4333333333333,8.31391830612283,0.0275848765432099,0,0,0,0,0,0,0,0.000108506944444444,16
"43","W",0.771096686026648,3.78604065596174,-0.313455181115649,-0.0183945333841591,72,21.699269,10,29.9333333333333,7.77938173097119,0.0229070216049383,1806.06202267672,112.878876417295,21543,17,3.376207,54.0298507462687,6.78193934553854,0.0235460069444444,270.431436708394
"44","D",0.0881834215167548,3.90668430335097,0.457678956848563,0.0297296921815652,42,23.983238,9,17.5,5.80636570233575,0.0162037037037037,2815.17986946973,80.4337105562779,78365.5,36,23.262127,26.1121856866538,5.7645611307805,0.0277777777777778,474.556785548397
"44","J",0.972250770811922,4.76324357656732,3.9333836609513,0.255502866632282,91,17.451912,4,44.8,8.92727170396914,0.0398823302469136,173.366663462155,173.366663462155,0,2,0.170276999999998,66.6666666666667,5.45529765113469,0.00575086805555556,51.231948820006
"44","M",0.22503008423586,3.98072563176895,0.758120270750957,0.0492456162748344,23,4.768524,9,11.8333333333333,7.5293267916842,0.013744212962963,2367.20809750625,169.086292679018,90057,15,3.436028,62.5776397515528,7.61967246197746,0.0316840277777778,327.244874972624
"44","P",0.922945789294238,4.22289532901466,1.7407847310252,0.113077067305221,91,22.63085,5,28.2333333333333,8.08361365658772,0.0227141203703704,111.480450328817,55.7402251644084,1132,3,0.991819999999997,69.9115044247788,6.79574071696089,0.0146484375,130.179396299022
"44","W",0.738222698072805,4.00626124197002,0.861737432193525,0.0559763306070522,53,12.652934,6,23.5,8.13554381910185,0.0256558641975309,2317.46464737387,231.746464737387,42672,11,3.055584,41.5132924335378,6.31585306230467,0.0181206597222222,152.418453102607
"45","D",0.164625850340136,3.91076666666667,-1.27315130286433,-0.0695472094748191,39,23.783451,15,28.5,6.8484406363061,0.0236786265432099,4242.36128265667,169.694451306267,104727.5,26,17.712255,38.7622149837134,6.67223123150092,0.0467664930555556,689.060674552023
"45","J",0.993033786137234,5.23978335074887,4.51531061886465,0.246653522442744,86,20.326783,0,40.6333333333333,8.27217359098509,0.0279224537037037,0,0,0,0,0,90,4.12192809488736,0.001953125,29.5272795180717
"45","M",0.985412667946257,4.27164299424184,0.298626467604276,0.0163127803038607,68,16.319433,0,43.4,8.60670960989658,0.0342399691358025,0,0,0,0,0,86.8421052631579,4.6818808028034,0.00314670138888889,35.6474341329297
"45","P",1,4.18101949579832,-0.0960793899195975,-0.0052484362557049,108,21.919743,0,39.3333333333333,8.277242352804,0.023389274691358,0,0,0,0,0,0,0,0,0
"45","W",0.929072486360094,4.46579812938426,1.14425889655766,0.0625063281899662,73,11.741273,6,48.8,8.80910236977472,0.0325038580246914,853.254304819165,170.650860963833,18973.5,6,0.761538000000001,67.5824175824176,6.4004221134606,0.0119357638888889,96.620643972717
"46","D",0.0837121212121212,3.76305037878788,-0.275189009185807,-0.0174424592700093,49,22.250266,9,20.3,5.75138862902064,0.0122974537037037,3602.16985461363,83.7713919677589,43500,44,19.795812,43.6130632492766,7.08177906084841,0.0490451388888889,781.143133524359
"46","J",1,4.06604052649809,0.972969765790905,0.0616702882174322,95,15.447608,0,46.7333333333333,8.80319912513079,0.0365547839506173,0,0,0,0,0,0,0,0,0
"46","M",1,3.80644573643411,-0.0964231422137963,-0.00611164208820152,71,22.410562,0,27.2666666666667,7.56592829514728,0.0204957561728395,0,0,0,0,0,0,0,0,0
"46","P",1,3.43432024793388,-1.62938286837716,-0.103276087954988,111,20.838018,0,36.9,8.21781527763563,0.0256076388888889,0,0,0,0,0,0,0,0,0
"46","W",1,3.47018007246377,-1.48165940279798,-0.0939128487063975,72,21.168389,0,28.4,6.9952368799775,0.0162037037037037,0,0,0,0,0,0,0,0,0
"47","D",0.128248396895039,2.61296186297671,0.0782420932001627,0.00399237242490879,15,28.742019,5,9.63333333333333,3.68912714597726,0.00477430555555556,1268.63858083911,105.719881736592,12708.5,13,21.949749,26.1324041811847,5.80582562428075,0.0325520833333333,488.749964275394
"47","J",1,3.13380500834725,4.00029735414506,0.204118731937135,63,27.27958,0,13.6333333333333,6.86590120765706,0.0108506944444444,0,0,0,0,0,0,0,0,0
"47","M",1,3.28416060100167,5.13250567525726,0.261890668954423,29,28.57153,0,11.6333333333333,6.04140801177501,0.00631751543209877,0,0,0,0,0,0,0,0,0
"47","P",1,3.31456645463676,5.36146796318022,0.273573673425036,51,27.810312,0,11.9,6.24300750850523,0.00945216049382716,0,0,0,0,0,0,0,0,0
"47","W",1,3.03480527722111,3.25480915919307,0.166079533458544,21,28.742126,0,11.2333333333333,4.87924063080221,0.00535300925925926,0,0,0,0,0,0,0,0,0
"48","D",0.160899036746343,4.31373885123082,0.453029453720657,0.0408261989655142,77,10.659127,7,53.5333333333333,8.18030245924468,0.0278260030864198,6691.67159030903,92.9398831987365,129351,73,9.80757500000001,67.1768707482993,8.82606722186105,0.0818142361111111,1215.2736618699
"48","J",0.985559566787004,5.32171299638989,3.15177071384783,0.284031903887147,48,3.83685799999999,2,71.2333333333333,9.76416249812488,0.0560860339506173,0,0,0,1,0.050098,85,4.83418371977919,0.00358072916666667,30.2517186795229
"48","M",0.803427959292983,3.97624317086235,-0.450578562516079,-0.0406053290614955,31,4.257701,1,45.5,9.43983028907153,0.0457658179012346,181.220859726467,181.220859726467,0,2,0.130204,95.3678474114441,8.18416100630707,0.0336371527777778,269.518422718625
"48","P",0.929075380616413,4.12368845154103,-0.0558098430110683,-0.00502948260050424,40,2.915414,2,73.0333333333333,9.69152406285122,0.0544463734567901,112.203587482909,56.1017937414545,1347,3,0.230328000000005,84.2931937172775,7.0070848648444,0.0162760416666667,133.457339665196
"48","W",0.945935582822086,4.10676418711656,-0.101122722234182,-0.00911299771783224,48,5.03898,1,62.6,9.53484811590178,0.0509259259259259,0,0,0,1,0.0801460000000006,90.0709219858156,6.80955613954077,0.0135633680555556,98.7263018091763
"50","D",0.166208791208791,4.05899656593407,2.01283973588166,0.139706498409324,36,26.297349,9,13.9,5.8889120819615,0.0103684413580247,2393.82446335396,92.0701716674601,51075.5,27,20.977694,24.670510708402,5.8227119319802,0.0270182291666667,508.753292810692
"50","J",1,4.83651035404142,5.15823355983147,0.358020927237838,87,20.818039,0,35.6,8.171145202764,0.0282118055555556,0,0,0,0,0,0,0,0,0
"50","M",1,4.82382596872876,5.1069195023404,0.354459338521431,98,13.404415,0,54,7.75708463230994,0.0202546296296296,0,0,0,0,0,0,0,0,0
"50","P",0.985324232081911,4.42515597269625,3.49411962342479,0.242518670965209,102,18.403238,2,43.2666666666667,8.73142843152059,0.0343846450617284,0,0,0,1,0.420742000000002,62.7906976744186,4.50511032506403,0.00303819444444444,36.2909586283196
"50","W",1,4.47732399179768,3.70516278124295,0.257166682958627,69,23.572543,0,30.3333333333333,6.5759431087488,0.0108989197530864,0,0,0,0,0,0,0,0,0
