"id","task","drv_percentage","pupil_raw","pupil_z","pupil_change","fix_count","fix_dur","fix_rate","mean_fix_dur","switch_count.x","grid_transition","entropy_log2","spatial_density","drv_scanpath_len","drv_saccade_len","drv_convex_hull","drv_fix_count","drv_fix_dur","drv_fix_rate","drv_mean_fix_dur","drv_grid_transition","drv_entropy_log2","drv_spatial_density","drv_NNI","drv_percentage_B","pupil_raw_B","pupil_z_B","pupil_change_B","fix_count_B","fix_dur_B","fix_rate_B","mean_fix_dur_B","grid_transition_B.x","drv_scanpath_len_B","drv_saccade_len_B","drv_convex_hull_B","drv_fix_count_B","drv_fix_dur_B","drv_fix_rate_B","drv_mean_fix_dur_B","drv_grid_transition_B","entropy_log2_B","drv_entropy_log2_B","drv_NNI_B","grid_transition_B.y","y_first_fix","y_first_gaze","switch_count.y"
"05","W",0,3.13959878213802,2.43971192973755,0.135284580759821,68,24.203996,2.26666666666667,0.355941117647059,0,21.6333333333333,7.32968581185565,0.0166859567901235,0,0,0,0,0,0,0,0,0,0,0,0.635233918128655,3.49118201754386,4.73242124489199,0.262417712636653,30,10.058423,2.08535670860643,0.335280766666667,15.4333333333333,1362.52405279418,85.1577532996361,30789.5,17,7.012873,1.18170213487698,0.412521941176471,47.9861910241657,7.42248788834048,7.13905663586715,336.938916074805,15.4333333333333,1.652964,1.372458,5
"06","D",0.959821428571429,2.98211847527473,0.426006345707487,0.027311421604164,26,25.996987,0.866666666666667,0.999884115384615,3,16.6,5.11940028142331,0.00896990740740741,888.034078092679,38.6101773083773,6363.5,24,18.924209,0.8,0.788508708333333,29.1234347048301,6.34221816780933,0.0237630208333333,632.09316777338,0.919744318181818,3.51780255681818,3.30444995748348,0.211849487379848,24,12.252306,1.69904118858125,0.51051275,9.5,1231.82497814354,68.4347210079745,23849,19,11.601115,1.34507427429349,0.610585,36.4478764478765,5.69214432367539,6.52537087986157,323.764296481013,9.5,0,0.090213,5
"06","J",0.120886501007388,4.23652820685024,7.16644871240912,0.45944363073788,100,20.466553,3.33333333333333,0.20466553,12,32.7333333333333,8.41196254849947,0.0299479166666667,831.312236791227,69.2760197326022,11271.5,13,1.92359,0.433333333333333,0.147968461538461,60.8333333333333,6.83265371289787,0.0170355902777778,216.247321509958,0.688815789473684,3.97143947368421,5.74202152327744,0.368123086105612,50,9.877872,3.24299558355889,0.19755744,19.9333333333333,1577.85231158451,50.8984616640163,14749.5,32,7.573677,2.07551717347769,0.23667740625,50.334288443171,7.60773402805114,7.02435975040348,303.243145629469,19.9333333333333,1.222194,1.162103,11
"06","M",0.18527397260274,3.5173154109589,3.3018323290436,0.211681670269504,74,20.106362,2.46666666666667,0.271707594594594,14,35.5666666666667,8.33553024560509,0.03515625,1129.26300140141,94.1052501167843,23231,13,4.007322,0.433333333333333,0.308255538461538,47.6894639556377,6.34136545292969,0.0200737847222222,182.976956644678,0.706948640483384,3.59519410876133,3.72030554470633,0.238510140169487,44,8.725953,3.26062026631116,0.198317113636364,18.0333333333333,2618.90316278634,79.3607019026163,69621,34,5.890887,2.5195702057859,0.173261382352941,55.0213675213675,7.54552869264839,7.56543513542254,441.496854847676,18.0333333333333,1.753123,1.723118,7
"06","P",0.0200803212851406,3.55783668005355,3.51956922320418,0.22564086166447,105,19.765946,3.5,0.188247104761905,2,33.5,8.38148105137824,0.0303819444444444,0,0,0,1,0.0600509999999995,0.0333333333333333,0.0600509999999995,63.3333333333333,5.02323142879762,0.00401475694444444,36.2128577868064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","W",0.150120233596702,3.65354998282377,4.03387486418407,0.258613183170325,87,19.304394,2.9,0.221889586206897,15,34.4666666666667,8.28512405585651,0.0320216049382716,503.296421241599,38.7151093262768,3815,14,2.855249,0.466666666666667,0.203946357142857,56.7505720823799,5.95179693862026,0.0121527777777778,181.108182042516,0.515444015444015,3.96861518661519,5.72684550563616,0.367150146100728,42,10.849539,2.6450394803631,0.258322357142857,18.3333333333333,1795.40109134212,99.7445050745621,31451.5,19,6.271231,1.19656547921188,0.330064789473684,49.438202247191,7.68752678567793,6.95672177444977,225.008677131464,18.3333333333333,0,0.090213,9
"07","D",0.971919971919972,3.12185679185679,0.283992878902286,0.031409204932145,49,22.841619,1.63333333333333,0.466155489795918,3,22.0666666666667,5.99168582593709,0.0128279320987654,3563.25792683724,75.8139984433456,97885.5,48,22.521038,1.6,0.469188291666666,39.4005055976887,6.70686636048168,0.0499131944444444,851.226919956882,0.904761904761905,3.88029323308271,2.54961629676035,0.281983904219078,21,9.77757,1.69458317611367,0.465598571428571,10.3,719.194931848904,39.9552739916058,7773,19,9.386872,1.53319430219808,0.494045894736842,41.3665743305633,5.23245119372456,6.06391452442344,470.389450029861,10.3,0,0.090171,3
"07","J",0,3.77293674242424,2.22891786235795,0.246515117513941,88,13.674704,2.93333333333333,0.155394363636364,0,41.6333333333333,8.79025552345356,0.0356385030864198,0,0,0,0,0,0,0,0,0,0,0,0.58072696534235,3.98557819103973,2.86412658836774,0.316768291209867,28,6.341264,2.1173743801481,0.226473714285714,20.4333333333333,845.050952151817,56.3367301434545,12516,16,5.089255,1.20992821722749,0.3180784375,58.2241630276565,7.51165127380531,7.17401527385035,261.739844526785,20.4333333333333,5.890657,4.06734,5
"07","M",0,3.79461851585014,2.29368628716494,0.253678412367523,61,21.158337,2.03333333333333,0.346857983606557,0,28.2666666666667,7.23953223718222,0.0171199845679012,0,0,0,0,0,0,0,0,0,0,0,0.494704992435703,3.94146066565809,2.73233743213862,0.302192599622687,32,9.036116,2.27670827825359,0.282378625,19,599.585361034718,59.9585361034718,10162,11,5.139343,0.782618470649673,0.467213,44.6483180428135,7.57104472514632,6.32403135592366,278.821150022631,19,3.596458,3.2058,4
"07","P",0,3.5085518701482,1.43913967476479,0.159166783143955,99,17.882425,3.3,0.180630555555556,0,39.9333333333333,8.57755753360825,0.0308641975308642,0,0,0,0,0,0,0,0,0,0,0,0.725656223539373,3.89697036409822,2.5994347080571,0.287493749028786,18,8.645588,1.41810927114935,0.480310444444444,12.3666666666667,307.023040494635,38.3778800618294,3891,9,6.431652,0.709054635574673,0.714628,33.8389731621937,6.44677660611757,5.27032858377301,304.74056995627,12.3666666666667,3.035485,2.765003,5
"07","W",0,3.60058254545455,1.71405638736146,0.18957217710523,74,11.290317,2.46666666666667,0.152571851351351,0,57.4666666666667,8.43014378680802,0.0269579475308642,0,0,0,0,0,0,0,0,0,0,0,0.666949152542373,3.87056186440678,2.52054646893885,0.278768822971559,25,6.051382,1.92850105481294,0.24205528,20.7333333333333,1334.13039129939,70.2173890157572,21623.5,20,5.229799,1.54280084385035,0.26148995,54.8919949174079,7.48365391354101,6.72265301007863,213.553109999572,20.7333333333333,4.187558,3.766815,3
"08","D",0.969676085458305,4.04770468642316,-0.275352231747816,-0.0221828277005666,28,25.446016,0.933333333333333,0.908786285714286,1,17.2,5.46431101637858,0.0132137345679012,1751.21085706768,64.8596613728772,26903.5,28,25.446016,0.933333333333333,0.908786285714286,31.9118692253021,5.6450689470634,0.0282118055555556,675.19144466551,0.800131061598952,4.82081979030144,2.04292138741311,0.164581099833948,35,11.701115,2.27896705492669,0.334317571428571,14.9666666666667,2291.76535301318,99.6419718701384,83844,24,10.258436,1.56272026623544,0.427434833333333,41.6052416052416,6.93696222265969,7.02572076386427,379.033091371209,14.9666666666667,0,0.090213,11
"08","J",0.0283783783783784,5.60049932432432,4.38087919739207,0.352930818086662,85,22.791119,2.83333333333333,0.268130811764706,2,29.8333333333333,8.21778939393833,0.0247878086419753,203.887738515243,67.9625795050809,2194,4,0.511036,0.133333333333333,0.127759,61.9047619047619,4.8136363537329,0.00423177083333333,47.5712805804392,0.700714285714286,4.84282571428571,2.10890865474508,0.169897142389204,32,10.689099,2.27833346172692,0.33403434375,14.8333333333333,1986.04074268024,132.402716178683,62133.5,16,8.024122,1.13916673086346,0.501507625,38.8379204892966,7.42247730599079,6.98833872155405,311.039846880212,14.8333333333333,3.255866,2.765002,7
"08","M",0.0557083906464924,4.92766850068776,2.36331940484592,0.190392889958912,44,23.482625,1.46666666666667,0.533696022727273,2,24.3666666666667,7.39383912453824,0.0211709104938272,0,0,0,1,0.180384000000002,0.0333333333333333,0.180384000000002,61.1111111111111,6.17025664277719,0.00998263888888889,102.394364340287,0.639024390243902,4.95409825783972,2.44257203936161,0.196777612265749,23,12.192157,1.60100526424453,0.530093782608696,10.2333333333333,287.924597931355,41.132085418765,3435,8,7.994599,0.556871396258966,0.999324875,32.7153762268266,6.41177502118733,5.94579976511153,236.896372938846,10.2333333333333,4.277689,3.947123,4
"08","P",0,4.61057080828323,1.41246588858355,0.11379057013808,84,25.947286,2.8,0.308896261904762,0,18.4666666666667,7.3851773587119,0.0135513117283951,0,0,0,0,0,0,0,0,0,0,0,0.821868211440985,4.62668573497466,1.46078833013983,0.11768350533715,18,11.741185,1.28798500327506,0.652288055555556,10.4,803.09401865481,73.0085471504373,15059,12,9.887855,0.85865666885004,0.823987916666666,37.3568281938326,6.5139558735694,6.48510771469933,345.87771468613,10.4,1.92348,1.653042,2
"08","W",0.0791878172588832,5.33303384094755,3.57885350802444,0.288318312258256,53,25.365962,1.76666666666667,0.478603056603774,4,17.9333333333333,6.29656337264397,0.0133101851851852,330.585926143306,55.0976543572176,4070,7,1.492754,0.233333333333333,0.213250571428572,60.2564102564103,6.13424815936492,0.0104166666666667,112.118113228903,0.790535298681148,5.02653374709077,2.65977809700986,0.214276088750745,20,10.428771,1.53804212620482,0.52143855,10.6333333333333,668.078632720237,47.7199023371598,5642.5,15,8.83595,1.15353159465361,0.589063333333333,30.3238469087341,6.50342113551896,5.92057113932797,248.548907580819,10.6333333333333,1.923481,1.512762,7
"09","D",0.91534208707671,3.59381237042156,-0.0518195724046289,-0.00345409609179607,73,22.951445,2.43333333333333,0.314403356164383,13,25.5,6.45663774416518,0.0168788580246914,9548.73419277883,144.677790799679,338831.5,67,21.098051,2.23333333333333,0.314896283582089,48.4711211778029,7.61930014715001,0.05859375,858.822391708802,0.945077026121902,4.0331841929002,1.77600082896651,0.118381477069306,24,13.013383,1.57817323291943,0.542224291666667,9.93333333333333,920.933896784702,43.8539950849858,6962.5,22,12.412295,1.44665879684281,0.564195227272727,33.6640680368533,5.86461301710441,6.07362932712605,275.120839179799,9.93333333333333,0,0.090138,3
"09","J",0,5.91593789649416,9.60840030049479,0.640459509530547,79,23.432424,2.63333333333333,0.296612962025316,0,31.2666666666667,7.68049845805774,0.0201099537037037,0,0,0,0,0,0,0,0,0,0,0,0.469164715066354,5.7191850117096,8.78989324465072,0.585900934623318,28,10.118139,2.15161277978074,0.361362107142857,13.9333333333333,386.018435873691,35.0925850794265,10385.5,12,4.858681,0.922119762763175,0.404890083333333,45.4242928452579,6.91667382252037,5.29578130325648,194.551165615587,13.9333333333333,6.221263,5.990821,5
"09","M",0,5.58898039215686,8.24823206431221,0.54979585541742,49,26.458086,1.63333333333333,0.53996093877551,0,21.7,6.73605661986351,0.01171875,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09","P",0.01193724420191,5.41125784447476,7.50889266697797,0.500514296262468,70,24.795133,2.33333333333333,0.354216185714286,2,24.0333333333333,7.4168638621306,0.0161554783950617,0,0,0,1,0.110148999999999,0.0333333333333333,0.110148999999999,80,4.65057194545458,0.0029296875,14.5120939885861,0.463068181818182,5.34525378787879,7.23431074103928,0.482211706849786,19,8.174835,1.73360653755799,0.43025447368421,13.3333333333333,602.894214729443,120.578842945889,14775,6,1.833349,0.547454696070945,0.305558166666667,60.7361963190184,7.00114062793912,6.99327441635475,201.201964189999,13.3333333333333,4.748574,4.418,5
"09","W",0,5.23557547169811,6.77804055336056,0.451798467239121,49,23.723043,1.63333333333333,0.484143734693878,0,25.2,6.46183721096932,0.0146604938271605,0,0,0,0,0,0,0,0,0,0,0,0.614549402823019,4.90569272529859,5.40570308636537,0.360323658370379,30,5.359565,3.1226154277395,0.178652166666667,15.2333333333333,968.743881134551,48.4371940567275,12125,21,3.255896,2.18583079941765,0.155042666666667,60.9540636042403,7.02802832300996,7.10050320970542,260.337657899515,15.2333333333333,3.716673,3.406162,5
"10","D",0.973869346733668,3.2993567839196,1.06847444870635,0.0636524602664999,42,25.145756,1.4,0.598708476190476,3,24.3333333333333,6.0915756743976,0.0137924382716049,4687.50131154385,117.187532788596,49267.5,41,25.065611,1.36666666666667,0.611356365853658,45.9236326109391,7.09776243360853,0.0508897569444444,1062.93265194465,0.89329396878954,3.99780725432307,4.8481544094749,0.28882015502438,41,20.26635,1.69957725295753,0.494301219512195,20.0666666666667,1997.57801564248,60.5326671406813,31164.5,34,18.713586,1.40940552684283,0.550399588235294,41.5958451369216,6.08750293978494,7.27985817898429,661.841712481311,20.0666666666667,0,0.090137,9
"10","J",0.0115254237288136,4.95035423728814,10.0028831923531,0.595903931743604,87,23.111344,2.9,0.265647632183908,2,28.8333333333333,7.66327806297643,0.0218942901234568,40,40,0,2,0.110109,0.0666666666666667,0.0550545000000002,85.2941176470588,4.74894004700543,0.00314670138888889,33.0608614538286,0.558662006989516,4.74699950074888,8.9024245983732,0.530346073047925,51,15.207558,2.47245527267812,0.298187411764706,22.4,1661.34961474151,72.2325919452831,64511,24,8.7458,1.16350836361323,0.364408333333333,54.2448614834674,7.64666667960618,7.73918480642925,403.126441258907,22.4,8.866048,5.389733,7
"10","M",0.0281803542673108,4.26930032206119,6.31734506951494,0.376344569132117,63,16.599604,2.1,0.263485777777778,0,34.2,7.64560317696814,0.0219425154320988,0,0,0,0,0,0,0,88.5714285714286,5.56283323902492,0.00596788194444444,54.4993911141643,0.638996138996139,4.43054954954955,7.18994878252423,0.428328379543281,43,11.320608,2.73215380958502,0.263269953488372,18.5333333333333,909.076779916005,39.5250773876524,8160,24,7.924367,1.52492305651257,0.330181958333333,45.3172205438066,7.35553511273056,6.61115327864814,265.947715040767,18.5333333333333,5.12928,4.8087,3
"10","P",0,4.36081350153427,6.81257063704986,0.405846749365474,81,22.811261,2.7,0.281620506172839,0,27.6,7.68744154330269,0.0213638117283951,0,0,0,0,0,0,0,0,0,0,0,0.686373695858362,4.31246127094531,6.55091148617266,0.390258871971923,81,19.464956,2.52667040988209,0.240308098765432,46.0666666666667,6907.0934663818,143.897780549621,132363.5,49,12.742962,1.52847963066941,0.260060448979592,57.1625978811608,8.50573419408329,8.71329702146793,835.466307963149,46.0666666666667,6.551912,6.030968,15
"10","W",0,4.40782513850415,7.06697513630573,0.421002443823221,51,23.842677,1.7,0.467503470588235,0,23.9333333333333,7.28716040645365,0.0205922067901235,0,0,0,0,0,0,0,0,0,0,0,0.652592592592593,4.38020888888889,6.91752919892651,0.412099468555503,28,9.977707,2.04308054224817,0.356346678571429,14.0666666666667,518.64422761646,37.0460162583186,3324.5,15,6.762035,1.09450743334723,0.450802333333333,44.8354143019296,6.74978288072373,6.07484317424917,189.611041890742,14.0666666666667,4.117474,3.997256,5
"11","D",0.00421940928270042,3.16615682137834,-1.46729886920552,-0.0894826795914044,69,23.011174,2.3,0.333495275362319,0,32.4,6.88718038158239,0.0138406635802469,0,0,0,0,0,0,0,25,1.18872187554087,0.000325520833333333,16.1739178892419,0.833436150524368,3.20613818630475,-1.27876342509982,-0.077984915168218,26,12.011889,1.53658663000607,0.461995730769231,19.5333333333333,1193.80782670233,62.83199087907,14926,20,10.779469,1.18198971538929,0.53897345,41.820873427091,7.29238108016142,6.2469683265777,410.92205766637,19.5333333333333,0,0.090171,9
"11","J",0,4.55107721216262,5.06340815913482,0.308790076414148,85,22.210271,2.83333333333333,0.261297305882353,0,35.0333333333333,8.00612824355695,0.0230034722222222,0,0,0,0,0,0,0,0,0,0,0,0.711604938271605,3.77925333333333,1.42380860983736,0.0868304421869721,56,8.60573200000001,2.5010607177151,0.153673785714286,38.3333333333333,1856.60753669985,44.2049413499965,44442,43,6.582091,1.92045733681695,0.15307188372093,66.6204024982651,8.27525067127506,8.28508007832585,581.682867624807,38.3333333333333,4.077369,3.917079,5
"11","M",0,3.6396625,0.765556451512481,0.0466871774370793,50,7.833899,1.66666666666667,0.15667798,0,41.4333333333333,8.77318336823162,0.0319733796296296,0,0,0,0,0,0,0,0,0,0,0,0.738595220854453,3.69961766835626,1.04828002318857,0.063928970031745,43,3.90721199999999,2.50713805526549,0.0908653953488371,30.2,2129.540064373,66.5481270116564,63000,33,3.12590099999999,1.92408269357584,0.0947242727272726,72.156862745098,8.17074583123785,7.8536202014983,423.619911332795,30.2,6.431577,5.499925,5
"11","P",0,4.06137622424856,2.75418251350442,0.167962803328274,81,24.594522,2.7,0.303636074074074,0,28.3,7.58962544244179,0.0169270833333333,0,0,0,0,0,0,0,0,0,0,0,0.490701001430615,3.82278016213639,1.6290629830685,0.0993478043277347,46,8.275345,2.03171579016828,0.179898804347826,43.3,1946.9103530362,88.4959251380089,57248,23,4.097392,1.01585789508414,0.17814747826087,69.77648202138,8.85774074875026,8.1820212378236,489.982331658578,43.3,4.297743,3.766814,11
"11","W",0,4.35628263139575,4.1448381487847,0.25277142360694,68,15.358183,2.26666666666667,0.225855632352941,0,49.8666666666667,8.17670067818636,0.0245949074074074,0,0,0,0,0,0,0,0,0,0,0,0.621353196772191,4.06352265673495,2.76430419401252,0.168580070275616,43,9.25668,2.5997660210581,0.215271627906977,26.8666666666667,913.247561963779,36.5299024785511,10508.5,26,6.632058,1.57195154761653,0.255079153846154,56.043956043956,8.17230373097428,6.9095499944388,408.124144905612,26.8666666666667,6.131093,5.059121,3
"12","D",0.847989093387866,3.90809100204499,1.62338097115467,0.109948324401875,40,25.947289,1.33333333333333,0.648682225,13,20.1333333333333,5.82895054221484,0.0158179012345679,3518.35155975013,125.655412848219,52803,29,21.559209,0.966666666666667,0.743421,42.604501607717,6.93074509653877,0.0445963541666667,715.668430217605,0.835038363171355,4.40314961636829,3.6993771494602,0.250551365416356,22,14.345886,1.40231302609845,0.652085727272727,8.56666666666667,816.712555096003,48.0419150056472,10359.5,18,12.632723,1.14734702135328,0.701817944444445,41.04134762634,4.91970414705052,6.88841798238343,403.291652413221,8.56666666666667,0,0.090171,5
"12","J",0,4.88254326762446,5.70968332153263,0.386705354579415,90,25.686441,3,0.2854049,0,23.6333333333333,7.51662151978358,0.0158661265432099,0,0,0,0,0,0,0,0,0,0,0,0.707667076670767,4.6559626896269,4.75953236891429,0.322353543744201,59,18.533674,2.36423917541108,0.31413006779661,25.8333333333333,4434.08290846503,123.168969679584,137542,37,13.975077,1.48265846593576,0.377704783783784,44.2062572421784,8.2444955109263,7.83633691724245,529.963587883257,25.8333333333333,6.571889,1.582882,6
"12","M",0.0944176430048243,4.5098883528601,4.14697911541539,0.28086654529724,42,25.886839,1.4,0.61635330952381,4,19.8,7.44545808204553,0.017602237654321,660.293963802633,110.048993967105,23209.5,7,2.003505,0.233333333333333,0.286215,49.2700729927007,5.97244682159007,0.0109592013888889,112.46888722458,0.648711943793911,4.7056174863388,4.96775653717637,0.336456147388807,16,10.589091,1.17004309414971,0.6618181875,10.7666666666667,884.517984162739,88.4517984162739,19839.5,11,7.15288,0.804404627227927,0.650261818181818,37.9061371841155,6.55192426285579,6.52452636553294,258.619988399117,10.7666666666667,5.279578,4.708538,3
"12","P",0.0253424657534247,4.48547157534247,4.04458894312756,0.273931865096905,69,24.534536,2.3,0.355572985507246,2,22.1666666666667,7.58127542943758,0.0184220679012346,0,0,0,1,0.190368999999999,0.0333333333333333,0.190368999999999,68.9189189189189,4.85217550214588,0.00520833333333333,63.8870619071382,0.648468708388815,4.70593941411451,4.96910652041621,0.33654757903537,30,11.761506,1.93322847931668,0.3920502,13.6333333333333,760.533947484626,50.7022631656417,12489.5,16,8.375298,1.0310551889689,0.523456125,38.0903490759754,7.14186763959427,6.54112110295582,308.288896983402,13.6333333333333,2.023643,1.6029,5
"12","W",0.0361189801699717,4.43097273371105,3.81605158679137,0.258453490125856,44,24.253992,1.46666666666667,0.551227090909091,2,20.9,7.2048391470322,0.0171199845679012,0,0,0,1,0.420818999999999,0.0333333333333333,0.420818999999999,58.8235294117647,5.13431967692953,0.00531684027777778,52.4619896949812,0.577006507592191,4.72527331887202,5.05018199557619,0.342038657717649,23,9.808021,1.60885390074673,0.426435695652174,15.4666666666667,681.524356361199,61.9567596691999,14539.5,12,6.321698,0.839402035172204,0.526808166666667,43.734335839599,7.29436057510522,6.71370471604056,320.48045905238,15.4666666666667,5.299557,1.803263,9
