"Frame","veh_speed","stream_1","Acc_Position","Brake_Force","Steering_Angle","Steering_Rate","CVED.ID","Distance","b2b_time","b2b_distance","time_to_col","velocity","x_coord","y_coord","z_coord","type","offset","width","lane_id","AD_State","subject"
186593,0.003550266,0,0,0,5.225433,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,"P31"
186594,0.003109499,0,0,0,5.225433,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,"P31"
186595,0.002686903,0,0,0,5.225433,0,-1,0,0,0,0,0,0,0,0,1,0.2488786,12,0,0,"P31"
186596,0.002226648,0,0,0,5.225433,0,-1,0,0,0,0,0,0,0,0,1,0.2489269,12,0,0,"P31"
186597,0.001757725,0,0,0,5.225433,0,-1,0,0,0,0,0,0,0,0,1,0.2488997,12,0,1,"P31"
186598,0.0012984,0,0,0,5.225433,0,-1,0,0,0,0,0,0,0,0,1,0.2489485,12,0,1,"P31"
186599,0.0008593186,0,0,0,5.225433,0,-1,0,0,0,0,0,0,0,0,1,0.248944,12,0,1,"P31"
186600,0.0004549507,0,0,0,5.307892,4.953037,-1,0,0,0,0,0,0,0,0,1,0.248943,12,0,1,"P31"
186601,0.0002492057,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489518,12,0,1,"P31"
186602,0.0004323639,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489424,12,0,1,"P31"
186603,0.0007043626,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489575,12,0,0,"P31"
186604,0.0009508178,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489519,12,0,0,"P31"
186605,0.001157236,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.24897,12,0,0,"P31"
186606,0.001319926,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489642,12,0,0,"P31"
186607,0.001443133,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489825,12,0,0,"P31"
186608,0.001526631,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489741,12,0,0,"P31"
186609,0.001572218,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489898,12,0,0,"P31"
186610,0.001582642,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489814,12,0,0,"P31"
186611,0.001561135,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489922,12,0,0,"P31"
186612,0.001511328,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489863,12,0,0,"P31"
186613,0.001437169,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489915,12,0,0,"P31"
186614,0.001342145,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489883,12,0,0,"P31"
186615,0.001231369,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489886,12,0,0,"P31"
186616,0.001108861,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489869,12,0,0,"P31"
186617,0.0009780778,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.248983,12,0,0,"P31"
186618,0.0008423518,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489834,12,0,0,"P31"
186619,0.0007049686,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489766,12,0,0,"P31"
186620,0.0005692861,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489787,12,0,0,"P31"
186621,0.0004390501,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489707,12,0,0,"P31"
186622,0.0003193632,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489736,12,0,0,"P31"
186623,0.0002199178,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489659,12,0,0,"P31"
186624,0.000163546,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.248969,12,0,0,"P31"
186625,0.0001757591,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489627,12,0,0,"P31"
186626,0.0002350611,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489652,12,0,0,"P31"
186627,0.0003002913,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489614,12,0,0,"P31"
186628,0.0003612935,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489623,12,0,0,"P31"
186629,0.000413587,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489609,12,0,0,"P31"
186630,0.0004550377,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489612,12,0,0,"P31"
186631,0.0004848344,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489618,12,0,0,"P31"
186632,0.0005028683,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489619,12,0,0,"P31"
186633,0.0005094702,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489641,12,0,0,"P31"
186634,0.0005053031,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489636,12,0,0,"P31"
186635,0.0004912721,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489669,12,0,0,"P31"
186636,0.0004684538,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489658,12,0,0,"P31"
186637,0.0004380422,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489693,12,0,0,"P31"
186638,0.0004013079,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489679,12,0,0,"P31"
186639,0.0003595641,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489713,12,0,0,"P31"
186640,0.0003141328,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489698,12,0,0,"P31"
186641,0.0002663148,0,0,0,5.307892,0,-1,0,0,0,0,0,0,0,0,1,0.2489725,12,0,0,"P31"
