"Frame","veh_speed","stream_1","Acc_Position","Brake_Force","Steering_Angle","Steering_Rate","CVED.ID","Distance","b2b_time","b2b_distance","time_to_col","velocity","x_coord","y_coord","z_coord","type","offset","width","lane_id","AD_State","subject"
236005,0.005074971,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,"P10"
236006,0.003921339,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,"P10"
236007,0.002921763,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1981287,12,0,0,"P10"
236008,0.002114887,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1981287,12,0,0,"P10"
236009,0.001504021,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1981287,12,0,0,"P10"
236010,0.001155548,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1981686,12,0,0,"P10"
236011,0.001157355,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1981848,12,0,1,"P10"
236012,0.001419226,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1982172,12,0,1,"P10"
236013,0.001764919,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1982695,12,0,1,"P10"
236014,0.002091001,0,0,0,3.797211,4.922559,-1,0,0,0,0,0,0,0,0,1,0.1982514,12,0,1,"P10"
236015,0.002401751,0,0,0,3.797211,0,-1,0,0,0,0,0,0,0,0,1,0.1983047,12,0,1,"P10"
236016,0.002601971,0,0,0,3.797211,0,-1,0,0,0,0,0,0,0,0,1,0.1982879,12,0,1,"P10"
236017,0.002731461,0,0,0,3.797211,0,-1,0,0,0,0,0,0,0,0,1,0.198333,12,0,0,"P10"
236018,0.002798897,0,0,0,3.714813,-4.882308,-1,0,0,0,0,0,0,0,0,1,0.1983187,12,0,0,"P10"
236019,0.002790624,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1983519,12,0,0,"P10"
236020,0.002756821,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.198333,12,0,0,"P10"
236021,0.002682111,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1983521,12,0,0,"P10"
236022,0.002568187,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1983358,12,0,0,"P10"
236023,0.002419306,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1983381,12,0,0,"P10"
236024,0.002241636,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1983331,12,0,0,"P10"
236025,0.002041007,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1983217,12,0,0,"P10"
236026,0.001823095,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1983258,12,0,0,"P10"
236027,0.001595269,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1983054,12,0,0,"P10"
236028,0.001363779,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1983145,12,0,0,"P10"
236029,0.001134039,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1982906,12,0,0,"P10"
236030,0.0009118973,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.198301,12,0,0,"P10"
236031,0.0007057429,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1982781,12,0,0,"P10"
236032,0.0005304915,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1982879,12,0,0,"P10"
236033,0.0004144529,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1982693,12,0,0,"P10"
236034,0.0003926158,0,0,0,3.714813,0,-1,0,0,0,0,0,0,0,0,1,0.1982774,12,0,0,"P10"
