"Frame","veh_speed","stream_1","Acc_Position","Brake_Force","Steering_Angle","Steering_Rate","CVED.ID","Distance","b2b_time","b2b_distance","time_to_col","velocity","x_coord","y_coord","z_coord","type","offset","width","lane_id","AD_State","subject"
214218,0.003545427,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,"P15"
214219,0.003109693,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,"P15"
214220,0.002694347,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03619473,0,2,0,"P15"
214221,0.002226452,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03619473,0,2,0,"P15"
214222,0.001753955,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604804,0,2,0,"P15"
214223,0.001296624,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03606686,0,2,1,"P15"
214224,0.0008641501,0,0,0,9.468994,4.961387,-1,0,0,0,0,0,0,0,0,-2,-0.03603638,0,2,1,"P15"
214225,0.0005095903,0,0,0,9.468994,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603008,0,2,1,"P15"
214226,0.0003417708,0,0,0,9.565125,5.659142,-1,0,0,0,0,0,0,0,0,-2,-0.03604005,0,2,1,"P15"
214227,0.0005740912,0,0,0,9.565125,0,-1,0,0,0,0,0,0,0,0,-2,-0.03602216,0,2,1,"P15"
214228,0.0008158352,0,0,0,9.468994,-5.729636,-1,0,0,0,0,0,0,0,0,-2,-0.03603131,0,2,1,"P15"
214229,0.0009886174,0,0,0,9.386597,-4.913167,-1,0,0,0,0,0,0,0,0,-2,-0.03600802,0,2,0,"P15"
214230,0.001152129,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.0360225,0,2,0,"P15"
214231,0.001311767,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03599538,0,2,0,"P15"
214232,0.00143815,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03602023,0,2,0,"P15"
214233,0.001526783,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.0359982,0,2,0,"P15"
214234,0.001576773,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03601512,0,2,0,"P15"
214235,0.001589486,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03600093,0,2,0,"P15"
214236,0.001568147,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03600869,0,2,0,"P15"
214237,0.001515771,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.03600214,0,2,0,"P15"
214238,0.001439683,0,0,0,9.386597,0,-1,0,0,0,0,0,0,0,0,-2,-0.0360044,0,2,0,"P15"
214239,0.001345125,0,0,0,9.304199,-4.954526,-1,0,0,0,0,0,0,0,0,-2,-0.036004,0,2,0,"P15"
214240,0.001240244,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03600553,0,2,0,"P15"
214241,0.001124524,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03600875,0,2,0,"P15"
214242,0.001000064,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03601529,0,2,0,"P15"
214243,0.0008693885,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03602274,0,2,0,"P15"
214244,0.0007354314,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03602442,0,2,0,"P15"
214245,0.000601668,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603496,0,2,0,"P15"
214246,0.000472357,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603154,0,2,0,"P15"
214247,0.0003531643,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.0360425,0,2,0,"P15"
214248,0.0002535714,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603709,0,2,0,"P15"
214249,0.0001925834,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604636,0,2,0,"P15"
214250,0.0001922518,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604133,0,2,0,"P15"
214251,0.0002389824,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604762,0,2,0,"P15"
214252,0.0003025293,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604421,0,2,0,"P15"
214253,0.0003625746,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604684,0,2,0,"P15"
214254,0.0004151437,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604612,0,2,0,"P15"
214255,0.0004576926,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604561,0,2,0,"P15"
214256,0.0004888808,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604595,0,2,0,"P15"
214257,0.0005082643,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604325,0,2,0,"P15"
214258,0.000515973,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604405,0,2,0,"P15"
214259,0.0005125401,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.0360399,0,2,0,"P15"
214260,0.0004988079,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03604127,0,2,0,"P15"
214261,0.0004758482,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603654,0,2,0,"P15"
214262,0.0004448911,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603832,0,2,0,"P15"
214263,0.0004072713,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603381,0,2,0,"P15"
214264,0.0003643864,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603569,0,2,0,"P15"
214265,0.0003164605,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.036032,0,2,0,"P15"
214266,0.0002674351,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603422,0,2,0,"P15"
214267,0.0002176674,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603147,0,2,0,"P15"
214268,0.00016804,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603375,0,2,0,"P15"
214269,0.0001198239,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.0360326,0,2,0,"P15"
214270,7.457488e-05,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603362,0,2,0,"P15"
214271,3.593244e-05,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603391,0,2,0,"P15"
214272,2.714695e-05,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603401,0,2,0,"P15"
214273,5.4334e-05,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603534,0,2,0,"P15"
214274,8.343312e-05,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603488,0,2,0,"P15"
214275,0.0001088616,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603683,0,2,0,"P15"
214276,0.0001297697,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603606,0,2,0,"P15"
214277,0.0001460041,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.0360382,0,2,0,"P15"
214278,0.0001576545,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603729,0,2,0,"P15"
214279,0.0001649463,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603927,0,2,0,"P15"
214280,0.0001681901,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603836,0,2,0,"P15"
214281,0.0001677561,0,0,0,9.304199,0,-1,0,0,0,0,0,0,0,0,-2,-0.03603992,0,2,0,"P15"
