"Frame","veh_speed","stream_1","Acc_Position","Brake_Force","Steering_Angle","Steering_Rate","CVED.ID","Distance","b2b_time","b2b_distance","time_to_col","velocity","x_coord","y_coord","z_coord","type","offset","width","lane_id","AD_State","subject"
302468,0.005074971,0,0,0,6.818512,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,"P44"
302469,0.003905835,0,0,0,6.818512,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,"P44"
302470,0.002923991,0,0,0,6.818512,0,-1,0,0,0,0,0,0,0,0,1,0.1981324,12,0,0,"P44"
302471,0.002135689,0,0,0,6.818512,0,-1,0,0,0,0,0,0,0,0,1,0.1981324,12,0,0,"P44"
302472,0.00154112,0,0,0,6.818512,0,-1,0,0,0,0,0,0,0,0,1,0.1982026,12,0,0,"P44"
302473,0.001199168,0,0,0,6.818512,0,-1,0,0,0,0,0,0,0,0,1,0.198224,12,0,1,"P44"
302474,0.001196318,0,0,0,6.900909,4.96318,-1,0,0,0,0,0,0,0,0,1,0.1982391,12,0,1,"P44"
302475,0.001516288,0,0,0,6.99704,5.775765,-1,0,0,0,0,0,0,0,0,1,0.1982865,12,0,1,"P44"
302476,0.001912999,0,0,0,7.079437,4.944715,-1,0,0,0,0,0,0,0,0,1,0.198277,12,0,1,"P44"
302477,0.002267029,0,0,0,7.175568,5.720771,-1,0,0,0,0,0,0,0,0,1,0.1983319,12,0,0,"P44"
302478,0.002559366,0,0,0,7.175568,0,-1,0,0,0,0,0,0,0,0,1,0.1983261,12,0,0,"P44"
302479,0.002723989,0,0,0,7.079437,-5.274145,-1,0,0,0,0,0,0,0,0,1,0.1983785,12,0,0,"P44"
302480,0.002781754,0,0,0,6.99704,-5.368344,-1,0,0,0,0,0,0,0,0,1,0.1983707,12,0,0,"P44"
302481,0.002800744,0,0,0,6.900909,-5.868855,-1,0,0,0,0,0,0,0,0,1,0.1984182,12,0,0,"P44"
302482,0.002786785,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983861,12,0,0,"P44"
302483,0.002756172,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1984216,12,0,0,"P44"
302484,0.002685155,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983843,12,0,0,"P44"
302485,0.00257335,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.198399,12,0,0,"P44"
302486,0.002424924,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983812,12,0,0,"P44"
302487,0.002246435,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983766,12,0,0,"P44"
302488,0.00204544,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983768,12,0,0,"P44"
302489,0.001829394,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983588,12,0,0,"P44"
302490,0.001604996,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983686,12,0,0,"P44"
302491,0.001378116,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983437,12,0,0,"P44"
302492,0.001154187,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983563,12,0,0,"P44"
302493,0.0009391212,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983303,12,0,0,"P44"
302494,0.0007410105,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983421,12,0,0,"P44"
302495,0.0005734132,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983192,12,0,0,"P44"
302496,0.0004600933,0,0,0,6.900909,0,-1,0,0,0,0,0,0,0,0,1,0.1983289,12,0,0,"P44"
