"Frame","stream_1","CG_x","CG_y","CG_z","subject"
317554,0,-25849.12,12290.04,-1.73804,"P21"
317555,0,-25849.12,12290.04,-1.737845,"P21"
317556,0,-25849.12,12290.04,-1.737688,"P21"
317557,0,-25849.12,12290.04,-1.737558,"P21"
317558,0,-25849.12,12290.04,-1.737453,"P21"
317559,0,-25849.12,12290.04,-1.737375,"P21"
317560,0,-25849.12,12290.04,-1.737322,"P21"
317561,0,-25849.12,12290.04,-1.737293,"P21"
317562,0,-25849.12,12290.04,-1.737285,"P21"
317563,0,-25849.12,12290.04,-1.737297,"P21"
317564,0,-25849.12,12290.04,-1.737328,"P21"
317565,0,-25849.12,12290.04,-1.737374,"P21"
317566,0,-25849.12,12290.04,-1.737434,"P21"
317567,0,-25849.12,12290.04,-1.737504,"P21"
317568,0,-25849.12,12290.04,-1.737583,"P21"
317569,0,-25849.12,12290.04,-1.737668,"P21"
317570,0,-25849.12,12290.04,-1.737756,"P21"
317571,0,-25849.12,12290.04,-1.737847,"P21"
317572,0,-25849.12,12290.04,-1.737937,"P21"
317573,0,-25849.12,12290.04,-1.738024,"P21"
317574,0,-25849.12,12290.04,-1.738108,"P21"
317575,0,-25849.12,12290.04,-1.738188,"P21"
317576,0,-25849.12,12290.04,-1.73826,"P21"
317577,0,-25849.12,12290.04,-1.738326,"P21"
317578,0,-25849.12,12290.04,-1.738384,"P21"
317579,0,-25849.12,12290.04,-1.738434,"P21"
317580,0,-25849.12,12290.04,-1.738475,"P21"
317581,0,-25849.12,12290.04,-1.738507,"P21"
317582,0,-25849.12,12290.04,-1.738531,"P21"
317583,0,-25849.12,12290.04,-1.738547,"P21"
317584,0,-25849.12,12290.04,-1.738556,"P21"
317585,0,-25849.12,12290.04,-1.738557,"P21"
317586,0,-25849.12,12290.04,-1.738552,"P21"
317587,0,-25849.12,12290.04,-1.738541,"P21"
317588,0,-25849.12,12290.04,-1.738525,"P21"
317589,0,-25849.12,12290.04,-1.738505,"P21"
317590,0,-25849.12,12290.04,-1.738481,"P21"
317591,0,-25849.12,12290.04,-1.738455,"P21"
317592,0,-25849.12,12290.04,-1.738427,"P21"
