"Frame","stream_1","CG_x","CG_y","CG_z","subject"
224577,0,-24421.89,12268.25,-1.73804,"P44"
224578,0,-24421.89,12268.25,-1.737845,"P44"
224579,0,-24421.89,12268.25,-1.737688,"P44"
224580,0,-24421.89,12268.25,-1.737558,"P44"
224581,0,-24421.89,12268.25,-1.737454,"P44"
224582,0,-24421.89,12268.25,-1.737376,"P44"
224583,0,-24421.89,12268.25,-1.737323,"P44"
224584,0,-24421.89,12268.25,-1.737293,"P44"
224585,0,-24421.89,12268.25,-1.737285,"P44"
224586,0,-24421.89,12268.25,-1.737298,"P44"
224587,0,-24421.89,12268.25,-1.737328,"P44"
224588,0,-24421.89,12268.25,-1.737374,"P44"
224589,0,-24421.89,12268.25,-1.737434,"P44"
224590,0,-24421.89,12268.25,-1.737504,"P44"
224591,0,-24421.89,12268.25,-1.737582,"P44"
224592,0,-24421.89,12268.25,-1.737667,"P44"
224593,0,-24421.89,12268.25,-1.737756,"P44"
224594,0,-24421.89,12268.25,-1.737846,"P44"
224595,0,-24421.89,12268.25,-1.737935,"P44"
224596,0,-24421.89,12268.25,-1.738023,"P44"
224597,0,-24421.89,12268.25,-1.738107,"P44"
224598,0,-24421.89,12268.25,-1.738185,"P44"
224599,0,-24421.89,12268.25,-1.738258,"P44"
224600,0,-24421.89,12268.25,-1.738323,"P44"
224601,0,-24421.89,12268.25,-1.738381,"P44"
224602,0,-24421.89,12268.25,-1.73843,"P44"
224603,0,-24421.89,12268.25,-1.738471,"P44"
224604,0,-24421.89,12268.25,-1.738504,"P44"
224605,0,-24421.89,12268.25,-1.738528,"P44"
224606,0,-24421.89,12268.25,-1.738544,"P44"
224607,0,-24421.89,12268.25,-1.738552,"P44"
224608,0,-24421.89,12268.25,-1.738554,"P44"
224609,0,-24421.89,12268.25,-1.738548,"P44"
224610,0,-24421.89,12268.25,-1.738538,"P44"
224611,0,-24421.89,12268.25,-1.738522,"P44"
224612,0,-24421.89,12268.25,-1.738502,"P44"
224613,0,-24421.89,12268.25,-1.738478,"P44"
224614,0,-24421.89,12268.25,-1.738452,"P44"
224615,0,-24421.89,12268.25,-1.738424,"P44"
224616,0,-24421.89,12268.25,-1.738396,"P44"
224617,0,-24421.89,12268.25,-1.738366,"P44"
224618,0,-24421.89,12268.25,-1.738337,"P44"
224619,0,-24421.89,12268.25,-1.738309,"P44"
224620,0,-24421.89,12268.25,-1.738282,"P44"
224621,0,-24421.89,12268.25,-1.738257,"P44"
224622,0,-24421.89,12268.25,-1.738234,"P44"
224623,0,-24421.89,12268.25,-1.738213,"P44"
224624,0,-24421.89,12268.25,-1.738195,"P44"
224625,0,-24421.89,12268.25,-1.738179,"P44"
224626,0,-24421.89,12268.25,-1.738166,"P44"
224627,0,-24421.89,12268.25,-1.738156,"P44"
224628,0,-24421.89,12268.25,-1.738149,"P44"
224629,0,-24421.89,12268.25,-1.738144,"P44"
224630,0,-24421.89,12268.25,-1.738142,"P44"
224631,0,-24421.89,12268.25,-1.738142,"P44"
224632,0,-24421.89,12268.25,-1.738144,"P44"
224633,0,-24421.89,12268.25,-1.738148,"P44"
224634,0,-24421.89,12268.25,-1.738153,"P44"
224635,0,-24421.89,12268.25,-1.73816,"P44"
224636,0,-24421.89,12268.25,-1.738168,"P44"
224637,0,-24421.89,12268.25,-1.738176,"P44"
224638,0,-24421.89,12268.25,-1.738185,"P44"
224639,0,-24421.89,12268.25,-1.738195,"P44"
224640,0,-24421.89,12268.25,-1.738204,"P44"
