"Frame","stream_1","CG_x","CG_y","CG_z","subject"
3991,0,-19163.45,10005.6,-1.741498,"P06"
3992,0,-19163.45,10005.6,-1.741305,"P06"
3993,0,-19163.45,10005.6,-1.741149,"P06"
3994,0,-19163.45,10005.6,-1.741018,"P06"
3995,0,-19163.45,10005.6,-1.740912,"P06"
3996,0,-19163.45,10005.6,-1.74083,"P06"
3997,0,-19163.45,10005.6,-1.740773,"P06"
3998,0,-19163.45,10005.6,-1.740738,"P06"
3999,0,-19163.45,10005.6,-1.740725,"P06"
4000,0,-19163.45,10005.6,-1.740732,"P06"
4001,0,-19163.45,10005.6,-1.740756,"P06"
4002,0,-19163.45,10005.6,-1.740796,"P06"
4003,0,-19163.45,10005.6,-1.740849,"P06"
4004,0,-19163.45,10005.6,-1.740914,"P06"
4005,0,-19163.45,10005.6,-1.740987,"P06"
4006,0,-19163.45,10005.6,-1.741066,"P06"
4007,0,-19163.45,10005.6,-1.741149,"P06"
4008,0,-19163.45,10005.6,-1.741235,"P06"
4009,0,-19163.45,10005.6,-1.741321,"P06"
4010,0,-19163.45,10005.6,-1.741406,"P06"
4011,0,-19163.45,10005.6,-1.741487,"P06"
4012,0,-19163.45,10005.6,-1.741564,"P06"
4013,0,-19163.45,10005.6,-1.741635,"P06"
4014,0,-19163.45,10005.6,-1.7417,"P06"
4015,0,-19163.45,10005.6,-1.741757,"P06"
4016,0,-19163.45,10005.6,-1.741807,"P06"
4017,0,-19163.45,10005.6,-1.741849,"P06"
4018,0,-19163.45,10005.6,-1.741883,"P06"
4019,0,-19163.45,10005.6,-1.741909,"P06"
4020,0,-19163.45,10005.6,-1.741927,"P06"
4021,0,-19163.45,10005.6,-1.741938,"P06"
4022,0,-19163.45,10005.6,-1.741942,"P06"
4023,0,-19163.45,10005.6,-1.741939,"P06"
4024,0,-19163.45,10005.6,-1.741931,"P06"
4025,0,-19163.45,10005.6,-1.741918,"P06"
4026,0,-19163.45,10005.6,-1.7419,"P06"
4027,0,-19163.45,10005.6,-1.741879,"P06"
4028,0,-19163.45,10005.6,-1.741856,"P06"
4029,0,-19163.45,10005.6,-1.74183,"P06"
4030,0,-19163.45,10005.6,-1.741803,"P06"
4031,0,-19163.45,10005.6,-1.741775,"P06"
4032,0,-19163.45,10005.6,-1.741748,"P06"
4033,0,-19163.45,10005.6,-1.74172,"P06"
4034,0,-19163.45,10005.6,-1.741694,"P06"
4035,0,-19163.45,10005.6,-1.74167,"P06"
4036,0,-19163.45,10005.6,-1.741647,"P06"
4037,0,-19163.45,10005.6,-1.741626,"P06"
4038,0,-19163.45,10005.6,-1.741608,"P06"
4039,0,-19163.45,10005.6,-1.741592,"P06"
4040,0,-19163.45,10005.6,-1.741579,"P06"
4041,0,-19163.45,10005.6,-1.741568,"P06"
4042,0,-19163.45,10005.6,-1.74156,"P06"
4043,0,-19163.45,10005.6,-1.741554,"P06"
4044,0,-19163.45,10005.6,-1.741551,"P06"
4045,0,-19163.45,10005.6,-1.74155,"P06"
4046,0,-19163.45,10005.6,-1.741551,"P06"
4047,0,-19163.45,10005.6,-1.741553,"P06"
4048,0,-19163.45,10005.6,-1.741558,"P06"
4049,0,-19163.45,10005.6,-1.741563,"P06"
4050,0,-19163.45,10005.6,-1.74157,"P06"
4051,0,-19163.45,10005.6,-1.741578,"P06"
4052,0,-19163.45,10005.6,-1.741586,"P06"
4053,0,-19163.45,10005.6,-1.741595,"P06"
4054,0,-19163.45,10005.6,-1.741604,"P06"
4055,0,-19163.45,10005.6,-1.741613,"P06"
4056,0,-19163.45,10005.6,-1.741621,"P06"
4057,0,-19163.45,10005.6,-1.74163,"P06"
4058,0,-19163.45,10005.6,-1.741638,"P06"
4059,0,-19163.45,10005.6,-1.741645,"P06"
4060,0,-19163.45,10005.6,-1.741652,"P06"
4061,0,-19163.45,10005.6,-1.741657,"P06"
4062,0,-19163.45,10005.6,-1.741663,"P06"
4063,0,-19163.45,10005.6,-1.741667,"P06"
4064,0,-19163.45,10005.6,-1.74167,"P06"
4065,0,-19163.45,10005.6,-1.741673,"P06"
4066,0,-19163.45,10005.6,-1.741675,"P06"
4067,0,-19163.45,10005.6,-1.741676,"P06"
4068,0,-19163.45,10005.6,-1.741676,"P06"
4069,0,-19163.45,10005.6,-1.741675,"P06"
4070,0,-19163.45,10005.6,-1.741675,"P06"
4071,0,-19163.45,10005.6,-1.741673,"P06"
4072,0,-19163.45,10005.6,-1.741671,"P06"
4073,0,-19163.45,10005.6,-1.741669,"P06"
4074,0,-19163.45,10005.6,-1.741667,"P06"
4075,0,-19163.45,10005.6,-1.741664,"P06"
4076,0,-19163.45,10005.6,-1.741661,"P06"
4077,0,-19163.45,10005.6,-1.741658,"P06"
4078,0,-19163.45,10005.6,-1.741655,"P06"
4079,0,-19163.45,10005.6,-1.741653,"P06"
4080,0,-19163.45,10005.6,-1.74165,"P06"
4081,0,-19163.45,10005.6,-1.741647,"P06"
4082,0,-19163.45,10005.6,-1.741645,"P06"
4083,0,-19163.45,10005.6,-1.741643,"P06"
4084,0,-19163.45,10005.6,-1.741641,"P06"
4085,0,-19163.45,10005.6,-1.741639,"P06"
4086,0,-19163.45,10005.6,-1.741638,"P06"
4087,0,-19163.45,10005.6,-1.741637,"P06"
4088,0,-19163.45,10005.6,-1.741636,"P06"
4089,0,-19163.45,10005.6,-1.741636,"P06"
4090,0,-19163.45,10005.6,-1.741635,"P06"
4091,0,-19163.45,10005.6,-1.741635,"P06"
4092,0,-19163.45,10005.6,-1.741635,"P06"
4093,0,-19163.45,10005.6,-1.741636,"P06"
4094,0,-19163.45,10005.6,-1.741636,"P06"
4095,0,-19163.45,10005.6,-1.741637,"P06"
4096,0,-19163.45,10005.6,-1.741637,"P06"
4097,0,-19163.45,10005.6,-1.741638,"P06"
4098,0,-19163.45,10005.6,-1.741639,"P06"
4099,0,-19163.45,10005.6,-1.74164,"P06"
4100,0,-19163.45,10005.6,-1.741641,"P06"
4101,0,-19163.45,10005.6,-1.741642,"P06"
4102,0,-19163.45,10005.6,-1.741643,"P06"
4103,0,-19163.45,10005.6,-1.741644,"P06"
4104,0,-19163.45,10005.6,-1.741644,"P06"
4105,0,-19163.45,10005.6,-1.741645,"P06"
4106,0,-19163.45,10005.6,-1.741646,"P06"
4107,0,-19163.45,10005.6,-1.741646,"P06"
4108,0,-19163.45,10005.6,-1.741647,"P06"
4109,0,-19163.45,10005.6,-1.741647,"P06"
4110,0,-19163.45,10005.6,-1.741648,"P06"
4111,0,-19163.45,10005.6,-1.741648,"P06"
4112,0,-19163.45,10005.6,-1.741648,"P06"
4113,0,-19163.45,10005.6,-1.741648,"P06"
4114,0,-19163.45,10005.6,-1.741648,"P06"
4115,0,-19163.45,10005.6,-1.741648,"P06"
4116,0,-19163.45,10005.6,-1.741648,"P06"
4117,0,-19163.45,10005.6,-1.741648,"P06"
4118,0,-19163.45,10005.6,-1.741648,"P06"
4119,0,-19163.45,10005.6,-1.741648,"P06"
4120,0,-19163.45,10005.6,-1.741647,"P06"
4121,0,-19163.45,10005.6,-1.741647,"P06"
4122,0,-19163.45,10005.6,-1.741647,"P06"
4123,0,-19163.45,10005.6,-1.741646,"P06"
4124,0,-19163.45,10005.6,-1.741646,"P06"
