"Frame","stream_1","CG_x","CG_y","CG_z","subject"
62375,0,-21133.53,11893.24,-1.744217,"P22"
62376,0,-21133.53,11893.24,-1.744014,"P22"
62377,0,-21133.53,11893.24,-1.743852,"P22"
62378,0,-21133.53,11893.24,-1.743719,"P22"
62379,0,-21133.53,11893.24,-1.743614,"P22"
62380,0,-21133.53,11893.24,-1.743538,"P22"
62381,0,-21133.53,11893.24,-1.743488,"P22"
62382,0,-21133.53,11893.24,-1.743463,"P22"
62383,0,-21133.53,11893.24,-1.743462,"P22"
62384,0,-21133.53,11893.24,-1.743481,"P22"
62385,0,-21133.53,11893.24,-1.74352,"P22"
62386,0,-21133.53,11893.24,-1.743574,"P22"
62387,0,-21133.53,11893.24,-1.743643,"P22"
62388,0,-21133.53,11893.24,-1.743722,"P22"
62389,0,-21133.53,11893.24,-1.74381,"P22"
62390,0,-21133.53,11893.24,-1.743903,"P22"
62391,0,-21133.53,11893.24,-1.744,"P22"
62392,0,-21133.53,11893.24,-1.744098,"P22"
62393,0,-21133.53,11893.24,-1.744195,"P22"
62394,0,-21133.53,11893.24,-1.744289,"P22"
62395,0,-21133.53,11893.24,-1.744379,"P22"
62396,0,-21133.53,11893.24,-1.744463,"P22"
62397,0,-21133.53,11893.24,-1.74454,"P22"
62398,0,-21133.53,11893.24,-1.744608,"P22"
62399,0,-21133.53,11893.24,-1.744668,"P22"
62400,0,-21133.53,11893.24,-1.744719,"P22"
62401,0,-21133.53,11893.24,-1.744761,"P22"
62402,0,-21133.53,11893.24,-1.744794,"P22"
62403,0,-21133.53,11893.24,-1.744817,"P22"
62404,0,-21133.53,11893.24,-1.744832,"P22"
62405,0,-21133.53,11893.24,-1.744839,"P22"
62406,0,-21133.53,11893.24,-1.744838,"P22"
62407,0,-21133.53,11893.24,-1.744831,"P22"
62408,0,-21133.53,11893.24,-1.744817,"P22"
62409,0,-21133.53,11893.24,-1.744798,"P22"
62410,0,-21133.53,11893.24,-1.744775,"P22"
62411,0,-21133.53,11893.24,-1.744749,"P22"
62412,0,-21133.53,11893.24,-1.74472,"P22"
62413,0,-21133.53,11893.24,-1.744689,"P22"
62414,0,-21133.53,11893.24,-1.744658,"P22"
62415,0,-21133.53,11893.24,-1.744626,"P22"
62416,0,-21133.53,11893.24,-1.744594,"P22"
62417,0,-21133.53,11893.24,-1.744564,"P22"
62418,0,-21133.53,11893.24,-1.744535,"P22"
62419,0,-21133.53,11893.24,-1.744508,"P22"
62420,0,-21133.53,11893.24,-1.744484,"P22"
62421,0,-21133.53,11893.24,-1.744462,"P22"
62422,0,-21133.53,11893.24,-1.744443,"P22"
62423,0,-21133.53,11893.24,-1.744427,"P22"
62424,0,-21133.53,11893.24,-1.744414,"P22"
62425,0,-21133.53,11893.24,-1.744404,"P22"
62426,0,-21133.53,11893.24,-1.744397,"P22"
62427,0,-21133.53,11893.24,-1.744393,"P22"
62428,0,-21133.53,11893.24,-1.744391,"P22"
62429,0,-21133.53,11893.24,-1.744392,"P22"
62430,0,-21133.53,11893.24,-1.744395,"P22"
62431,0,-21133.53,11893.24,-1.744399,"P22"
62432,0,-21133.53,11893.24,-1.744406,"P22"
62433,0,-21133.53,11893.24,-1.744413,"P22"
62434,0,-21133.53,11893.24,-1.744422,"P22"
62435,0,-21133.53,11893.24,-1.744432,"P22"
62436,0,-21133.53,11893.24,-1.744442,"P22"
62437,0,-21133.53,11893.24,-1.744452,"P22"
62438,0,-21133.53,11893.24,-1.744462,"P22"
62439,0,-21133.53,11893.24,-1.744472,"P22"
62440,0,-21133.53,11893.24,-1.744482,"P22"
62441,0,-21133.53,11893.24,-1.744491,"P22"
62442,0,-21133.53,11893.24,-1.7445,"P22"
62443,0,-21133.53,11893.24,-1.744508,"P22"
62444,0,-21133.53,11893.24,-1.744515,"P22"
62445,0,-21133.53,11893.24,-1.74452,"P22"
62446,0,-21133.53,11893.24,-1.744526,"P22"
62447,0,-21133.53,11893.24,-1.74453,"P22"
62448,0,-21133.53,11893.24,-1.744533,"P22"
62449,0,-21133.53,11893.24,-1.744535,"P22"
62450,0,-21133.53,11893.24,-1.744536,"P22"
62451,0,-21133.53,11893.24,-1.744536,"P22"
62452,0,-21133.53,11893.24,-1.744536,"P22"
62453,0,-21133.53,11893.24,-1.744535,"P22"
62454,0,-21133.53,11893.24,-1.744533,"P22"
62455,0,-21133.53,11893.24,-1.744531,"P22"
62456,0,-21133.53,11893.24,-1.744529,"P22"
62457,0,-21133.53,11893.24,-1.744526,"P22"
62458,0,-21133.53,11893.24,-1.744523,"P22"
62459,0,-21133.53,11893.24,-1.744519,"P22"
62460,0,-21133.53,11893.24,-1.744516,"P22"
62461,0,-21133.53,11893.24,-1.744513,"P22"
62462,0,-21133.53,11893.24,-1.744509,"P22"
62463,0,-21133.53,11893.24,-1.744506,"P22"
62464,0,-21133.53,11893.24,-1.744503,"P22"
62465,0,-21133.53,11893.24,-1.744501,"P22"
62466,0,-21133.53,11893.24,-1.744498,"P22"
62467,0,-21133.53,11893.24,-1.744496,"P22"
62468,0,-21133.53,11893.24,-1.744494,"P22"
62469,0,-21133.53,11893.24,-1.744493,"P22"
62470,0,-21133.53,11893.24,-1.744491,"P22"
62471,0,-21133.53,11893.24,-1.74449,"P22"
62472,0,-21133.53,11893.24,-1.74449,"P22"
62473,0,-21133.53,11893.24,-1.744489,"P22"
62474,0,-21133.53,11893.24,-1.744489,"P22"
62475,0,-21133.53,11893.24,-1.744489,"P22"
62476,0,-21133.53,11893.24,-1.74449,"P22"
62477,0,-21133.53,11893.24,-1.74449,"P22"
62478,0,-21133.53,11893.24,-1.744491,"P22"
62479,0,-21133.53,11893.24,-1.744492,"P22"
62480,0,-21133.53,11893.24,-1.744493,"P22"
62481,0,-21133.53,11893.24,-1.744494,"P22"
62482,0,-21133.53,11893.24,-1.744495,"P22"
62483,0,-21133.53,11893.24,-1.744496,"P22"
62484,0,-21133.53,11893.24,-1.744497,"P22"
62485,0,-21133.53,11893.24,-1.744498,"P22"
62486,0,-21133.53,11893.24,-1.744499,"P22"
62487,0,-21133.53,11893.24,-1.7445,"P22"
62488,0,-21133.53,11893.24,-1.744501,"P22"
62489,0,-21133.53,11893.24,-1.744502,"P22"
62490,0,-21133.53,11893.24,-1.744503,"P22"
62491,0,-21133.53,11893.24,-1.744503,"P22"
62492,0,-21133.53,11893.24,-1.744504,"P22"
62493,0,-21133.53,11893.24,-1.744504,"P22"
62494,0,-21133.53,11893.24,-1.744504,"P22"
62495,0,-21133.53,11893.24,-1.744505,"P22"
62496,0,-21133.53,11893.24,-1.744505,"P22"
62497,0,-21133.53,11893.24,-1.744505,"P22"
62498,0,-21133.53,11893.24,-1.744505,"P22"
62499,0,-21133.53,11893.24,-1.744505,"P22"
62500,0,-21133.53,11893.24,-1.744504,"P22"
62501,0,-21133.53,11893.24,-1.744504,"P22"
62502,0,-21133.53,11893.24,-1.744504,"P22"
62503,0,-21133.53,11893.24,-1.744504,"P22"
62504,0,-21133.53,11893.24,-1.744503,"P22"
62505,0,-21133.53,11893.24,-1.744503,"P22"
62506,0,-21133.53,11893.24,-1.744503,"P22"
62507,0,-21133.53,11893.24,-1.744502,"P22"
62508,0,-21133.53,11893.24,-1.744502,"P22"
62509,0,-21133.53,11893.24,-1.744502,"P22"
62510,0,-21133.53,11893.24,-1.744501,"P22"
62511,0,-21133.53,11893.24,-1.744501,"P22"
62512,0,-21133.53,11893.24,-1.744501,"P22"
62513,0,-21133.53,11893.24,-1.744501,"P22"
62514,0,-21133.53,11893.24,-1.7445,"P22"
62515,0,-21133.53,11893.24,-1.7445,"P22"
62516,0,-21133.53,11893.24,-1.7445,"P22"
62517,0,-21133.53,11893.24,-1.7445,"P22"
62518,0,-21133.53,11893.24,-1.7445,"P22"
62519,0,-21133.53,11893.24,-1.7445,"P22"
62520,0,-21133.53,11893.24,-1.7445,"P22"
62521,0,-21133.53,11893.24,-1.7445,"P22"
62522,0,-21133.53,11893.24,-1.7445,"P22"
62523,0,-21133.53,11893.24,-1.7445,"P22"
62524,0,-21133.53,11893.24,-1.7445,"P22"
62525,0,-21133.53,11893.24,-1.7445,"P22"
62526,0,-21133.53,11893.24,-1.7445,"P22"
62527,0,-21133.53,11893.24,-1.744501,"P22"
62528,0,-21133.53,11893.24,-1.744501,"P22"
62529,0,-21133.53,11893.24,-1.744501,"P22"
62530,0,-21133.53,11893.24,-1.744501,"P22"
62531,0,-21133.53,11893.24,-1.744501,"P22"
62532,0,-21133.53,11893.24,-1.744501,"P22"
62533,0,-21133.53,11893.24,-1.744501,"P22"
62534,0,-21133.53,11893.24,-1.744501,"P22"
62535,0,-21133.53,11893.24,-1.744501,"P22"
62536,0,-21133.53,11893.24,-1.744501,"P22"
62537,0,-21133.53,11893.24,-1.744502,"P22"
62538,0,-21133.53,11893.24,-1.744502,"P22"
62539,0,-21133.53,11893.24,-1.744502,"P22"
62540,0,-21133.53,11893.24,-1.744502,"P22"
62541,0,-21133.53,11893.24,-1.744502,"P22"
62542,0,-21133.53,11893.24,-1.744502,"P22"
62543,0,-21133.53,11893.24,-1.744502,"P22"
62544,0,-21133.53,11893.24,-1.744502,"P22"
62545,0,-21133.53,11893.24,-1.744502,"P22"
62546,0,-21133.53,11893.24,-1.744502,"P22"
