Frame,stream_1,CG_x,CG_y,CG_z,subject
582215,0,-25849.12,12290.04,-1.73804,P11
582216,0,-25849.12,12290.04,-1.737845,P11
582217,0,-25849.12,12290.04,-1.737688,P11
582218,0,-25849.12,12290.04,-1.737557,P11
582219,0,-25849.12,12290.04,-1.737452,P11
582220,0,-25849.12,12290.04,-1.737373,P11
582221,0,-25849.12,12290.04,-1.737319,P11
582222,0,-25849.12,12290.04,-1.737288,P11
582223,0,-25849.12,12290.04,-1.737279,P11
582224,0,-25849.12,12290.04,-1.737291,P11
582225,0,-25849.12,12290.04,-1.73732,P11
582226,0,-25849.12,12290.04,-1.737366,P11
582227,0,-25849.12,12290.04,-1.737425,P11
582228,0,-25849.12,12290.04,-1.737495,P11
582229,0,-25849.12,12290.04,-1.737573,P11
582230,0,-25849.12,12290.04,-1.737658,P11
582231,0,-25849.12,12290.04,-1.737746,P11
582232,0,-25849.12,12290.04,-1.737836,P11
582233,0,-25849.12,12290.04,-1.737926,P11
582234,0,-25849.12,12290.04,-1.738014,P11
582235,0,-25849.12,12290.04,-1.738098,P11
582236,0,-25849.12,12290.04,-1.738178,P11
582237,0,-25849.12,12290.04,-1.738251,P11
582238,0,-25849.12,12290.04,-1.738317,P11
582239,0,-25849.12,12290.04,-1.738375,P11
582240,0,-25849.12,12290.04,-1.738425,P11
582241,0,-25849.12,12290.04,-1.738467,P11
582242,0,-25849.12,12290.04,-1.7385,P11
582243,0,-25849.12,12290.04,-1.738525,P11
582244,0,-25849.12,12290.04,-1.738542,P11
582245,0,-25849.12,12290.04,-1.738552,P11
582246,0,-25849.12,12290.04,-1.738554,P11
582247,0,-25849.12,12290.04,-1.73855,P11
582248,0,-25849.12,12290.04,-1.73854,P11
582249,0,-25849.12,12290.04,-1.738525,P11
582250,0,-25849.12,12290.04,-1.738505,P11
582251,0,-25849.12,12290.04,-1.738483,P11
582252,0,-25849.12,12290.04,-1.738457,P11
582253,0,-25849.12,12290.04,-1.738429,P11
582254,0,-25849.12,12290.04,-1.7384,P11
582255,0,-25849.12,12290.04,-1.738371,P11
582256,0,-25849.12,12290.04,-1.738342,P11
582257,0,-25849.12,12290.04,-1.738314,P11
582258,0,-25849.12,12290.04,-1.738286,P11
582259,0,-25849.12,12290.04,-1.738261,P11
582260,0,-25849.12,12290.04,-1.738238,P11
582261,0,-25849.12,12290.04,-1.738217,P11
582262,0,-25849.12,12290.04,-1.738198,P11
582263,0,-25849.12,12290.04,-1.738183,P11
582264,0,-25849.12,12290.04,-1.73817,P11
582265,0,-25849.12,12290.04,-1.738159,P11
582266,0,-25849.12,12290.04,-1.738152,P11
582267,0,-25849.12,12290.04,-1.738147,P11
582268,0,-25849.12,12290.04,-1.738145,P11
582269,0,-25849.12,12290.04,-1.738144,P11
582270,0,-25849.12,12290.04,-1.738146,P11
582271,0,-25849.12,12290.04,-1.73815,P11
582272,0,-25849.12,12290.04,-1.738155,P11
582273,0,-25849.12,12290.04,-1.738162,P11
582274,0,-25849.12,12290.04,-1.738169,P11
582275,0,-25849.12,12290.04,-1.738178,P11
582276,0,-25849.12,12290.04,-1.738187,P11
582277,0,-25849.12,12290.04,-1.738196,P11
582278,0,-25849.12,12290.04,-1.738206,P11
582279,0,-25849.12,12290.04,-1.738215,P11
