Frame,stream_1,CG_x,CG_y,CG_z,subject
197610,0,-23007.92,12267.96,-1.685396,P46
197611,0,-23007.92,12267.96,-1.685186,P46
197612,0,-23007.92,12267.96,-1.685034,P46
197613,0,-23007.92,12267.96,-1.684927,P46
197614,0,-23007.92,12267.96,-1.684864,P46
197615,0,-23007.92,12267.96,-1.684843,P46
197616,0,-23007.92,12267.96,-1.68486,P46
197617,0,-23007.92,12267.96,-1.684913,P46
197618,0,-23007.92,12267.96,-1.684996,P46
197619,0,-23007.92,12267.96,-1.685105,P46
197620,0,-23007.92,12267.96,-1.685235,P46
197621,0,-23007.92,12267.96,-1.685383,P46
197622,0,-23007.92,12267.96,-1.685542,P46
197623,0,-23007.92,12267.96,-1.685708,P46
197624,0,-23007.92,12267.96,-1.685878,P46
197625,0,-23007.92,12267.96,-1.686048,P46
197626,0,-23007.92,12267.96,-1.686213,P46
197627,0,-23007.92,12267.96,-1.686372,P46
197628,0,-23007.92,12267.96,-1.686521,P46
197629,0,-23007.92,12267.96,-1.686659,P46
197630,0,-23007.92,12267.96,-1.686783,P46
197631,0,-23007.92,12267.96,-1.686892,P46
197632,0,-23007.92,12267.96,-1.686987,P46
197633,0,-23007.92,12267.96,-1.687065,P46
197634,0,-23007.92,12267.96,-1.687128,P46
197635,0,-23007.92,12267.96,-1.687175,P46
197636,0,-23007.92,12267.96,-1.687208,P46
197637,0,-23007.92,12267.96,-1.687225,P46
197638,0,-23007.92,12267.96,-1.68723,P46
197639,0,-23007.92,12267.96,-1.687222,P46
197640,0,-23007.92,12267.96,-1.687204,P46
197641,0,-23007.92,12267.96,-1.687176,P46
197642,0,-23007.92,12267.96,-1.68714,P46
197643,0,-23007.92,12267.96,-1.687097,P46
197644,0,-23007.92,12267.96,-1.68705,P46
197645,0,-23007.92,12267.96,-1.686999,P46
197646,0,-23007.92,12267.96,-1.686945,P46
197647,0,-23007.92,12267.96,-1.686891,P46
197648,0,-23007.92,12267.96,-1.686837,P46
197649,0,-23007.92,12267.96,-1.686784,P46
197650,0,-23007.92,12267.96,-1.686733,P46
197651,0,-23007.92,12267.96,-1.686686,P46
197652,0,-23007.92,12267.96,-1.686642,P46
197653,0,-23007.92,12267.96,-1.686602,P46
197654,0,-23007.92,12267.96,-1.686568,P46
197655,0,-23007.92,12267.96,-1.686538,P46
197656,0,-23007.92,12267.96,-1.686513,P46
197657,0,-23007.92,12267.96,-1.686493,P46
197658,0,-23007.92,12267.96,-1.686479,P46
197659,0,-23007.92,12267.96,-1.686469,P46
197660,0,-23007.92,12267.96,-1.686464,P46
197661,0,-23007.92,12267.96,-1.686463,P46
197662,0,-23007.92,12267.96,-1.686466,P46
197663,0,-23007.92,12267.96,-1.686472,P46
197664,0,-23007.92,12267.96,-1.686482,P46
197665,0,-23007.92,12267.96,-1.686493,P46
197666,0,-23007.92,12267.96,-1.686507,P46
197667,0,-23007.92,12267.96,-1.686523,P46
197668,0,-23007.92,12267.96,-1.68654,P46
197669,0,-23007.92,12267.96,-1.686557,P46
197670,0,-23007.92,12267.96,-1.686574,P46
197671,0,-23007.92,12267.96,-1.686592,P46
197672,0,-23007.92,12267.96,-1.686609,P46
197673,0,-23007.92,12267.96,-1.686625,P46
197674,0,-23007.92,12267.96,-1.68664,P46
197675,0,-23007.92,12267.96,-1.686654,P46
197676,0,-23007.92,12267.96,-1.686667,P46
197677,0,-23007.92,12267.96,-1.686678,P46
197678,0,-23007.92,12267.96,-1.686687,P46
197679,0,-23007.92,12267.96,-1.686695,P46
197680,0,-23007.92,12267.96,-1.686701,P46
197681,0,-23007.92,12267.96,-1.686706,P46
197682,0,-23007.92,12267.96,-1.686709,P46
197683,0,-23007.92,12267.96,-1.68671,P46
197684,0,-23007.92,12267.96,-1.686711,P46
197685,0,-23007.92,12267.96,-1.686709,P46
197686,0,-23007.92,12267.96,-1.686707,P46
197687,0,-23007.92,12267.96,-1.686704,P46
197688,0,-23007.92,12267.96,-1.6867,P46
197689,0,-23007.92,12267.96,-1.686696,P46
197690,0,-23007.92,12267.96,-1.686691,P46
197691,0,-23007.92,12267.96,-1.686685,P46
197692,0,-23007.92,12267.96,-1.68668,P46
197693,0,-23007.92,12267.96,-1.686674,P46
197694,0,-23007.92,12267.96,-1.686668,P46
197695,0,-23007.92,12267.96,-1.686663,P46
197696,0,-23007.92,12267.96,-1.686658,P46
197697,0,-23007.92,12267.96,-1.686653,P46
197698,0,-23007.92,12267.96,-1.686648,P46
197699,0,-23007.92,12267.96,-1.686644,P46
197700,0,-23007.92,12267.96,-1.686641,P46
197701,0,-23007.92,12267.96,-1.686638,P46
197702,0,-23007.92,12267.96,-1.686635,P46
197703,0,-23007.92,12267.96,-1.686633,P46
197704,0,-23007.92,12267.96,-1.686632,P46
197705,0,-23007.92,12267.96,-1.686631,P46
197706,0,-23007.92,12267.96,-1.686631,P46
197707,0,-23007.92,12267.96,-1.686631,P46
197708,0,-23007.92,12267.96,-1.686631,P46
197709,0,-23007.92,12267.96,-1.686632,P46
197710,0,-23007.92,12267.96,-1.686633,P46
197711,0,-23007.92,12267.96,-1.686634,P46
197712,0,-23007.92,12267.96,-1.686636,P46
197713,0,-23007.92,12267.96,-1.686637,P46
197714,0,-23007.92,12267.96,-1.686639,P46
197715,0,-23007.92,12267.96,-1.686641,P46
197716,0,-23007.92,12267.96,-1.686643,P46
197717,0,-23007.92,12267.96,-1.686644,P46
197718,0,-23007.92,12267.96,-1.686646,P46
197719,0,-23007.92,12267.96,-1.686648,P46
197720,0,-23007.92,12267.96,-1.686649,P46
197721,0,-23007.92,12267.96,-1.686651,P46
197722,0,-23007.92,12267.96,-1.686652,P46
197723,0,-23007.92,12267.96,-1.686653,P46
197724,0,-23007.92,12267.96,-1.686654,P46
197725,0,-23007.92,12267.96,-1.686655,P46
197726,0,-23007.92,12267.96,-1.686656,P46
197727,0,-23007.92,12267.96,-1.686656,P46
197728,0,-23007.92,12267.96,-1.686656,P46
197729,0,-23007.92,12267.96,-1.686657,P46
197730,0,-23007.92,12267.96,-1.686657,P46
197731,0,-23007.92,12267.96,-1.686656,P46
197732,0,-23007.92,12267.96,-1.686656,P46
197733,0,-23007.92,12267.96,-1.686656,P46
197734,0,-23007.92,12267.96,-1.686655,P46
197735,0,-23007.92,12267.96,-1.686655,P46
197736,0,-23007.92,12267.96,-1.686654,P46
197737,0,-23007.92,12267.96,-1.686654,P46
197738,0,-23007.92,12267.96,-1.686653,P46
197739,0,-23007.92,12267.96,-1.686653,P46
197740,0,-23007.92,12267.96,-1.686652,P46
197741,0,-23007.92,12267.96,-1.686651,P46
197742,0,-23007.92,12267.96,-1.686651,P46
197743,0,-23007.92,12267.96,-1.68665,P46
197744,0,-23007.92,12267.96,-1.68665,P46
197745,0,-23007.92,12267.96,-1.68665,P46
197746,0,-23007.92,12267.96,-1.686649,P46
197747,0,-23007.92,12267.96,-1.686649,P46
197748,0,-23007.92,12267.96,-1.686649,P46
197749,0,-23007.92,12267.96,-1.686649,P46
197750,0,-23007.92,12267.96,-1.686648,P46
197751,0,-23007.92,12267.96,-1.686648,P46
197752,0,-23007.92,12267.96,-1.686648,P46
197753,0,-23007.92,12267.96,-1.686648,P46
197754,0,-23007.92,12267.96,-1.686648,P46
197755,0,-23007.92,12267.96,-1.686649,P46
197756,0,-23007.92,12267.96,-1.686649,P46
197757,0,-23007.92,12267.96,-1.686649,P46
197758,0,-23007.92,12267.96,-1.686649,P46
197759,0,-23007.92,12267.96,-1.686649,P46
197760,0,-23007.92,12267.96,-1.686649,P46
197761,0,-23007.92,12267.96,-1.68665,P46
197762,0,-23007.92,12267.96,-1.68665,P46
197763,0,-23007.92,12267.96,-1.68665,P46
197764,0,-23007.92,12267.96,-1.68665,P46
197765,0,-23007.92,12267.96,-1.68665,P46
197766,0,-23007.92,12267.96,-1.68665,P46
197767,0,-23007.92,12267.96,-1.68665,P46
197768,0,-23007.92,12267.96,-1.686651,P46
197769,0,-23007.92,12267.96,-1.686651,P46
197770,0,-23007.92,12267.96,-1.686651,P46
197771,0,-23007.92,12267.96,-1.686651,P46
197772,0,-23007.92,12267.96,-1.686651,P46
197773,0,-23007.92,12267.96,-1.686651,P46
197774,0,-23007.92,12267.96,-1.686651,P46
197775,0,-23007.92,12267.96,-1.686651,P46
197776,0,-23007.92,12267.96,-1.686651,P46
197777,0,-23007.92,12267.96,-1.686651,P46
197778,0,-23007.92,12267.96,-1.686651,P46
197779,0,-23007.92,12267.96,-1.686651,P46
197780,0,-23007.92,12267.96,-1.686651,P46
197781,0,-23007.92,12267.96,-1.686651,P46
197782,0,-23007.92,12267.96,-1.686651,P46
197783,0,-23007.92,12267.96,-1.686651,P46
197784,0,-23007.92,12267.96,-1.686651,P46
197785,0,-23007.92,12267.96,-1.686651,P46
197786,0,-23007.92,12267.96,-1.686651,P46
197787,0,-23007.92,12267.96,-1.68665,P46
197788,0,-23007.92,12267.96,-1.68665,P46
197789,0,-23007.92,12267.96,-1.68665,P46
197790,0,-23007.92,12267.96,-1.68665,P46
197791,0,-23007.92,12267.96,-1.68665,P46
197792,0,-23007.92,12267.96,-1.68665,P46
197793,0,-23007.92,12267.96,-1.68665,P46
197794,0,-23007.92,12267.96,-1.68665,P46
197795,0,-23007.92,12267.96,-1.68665,P46
197796,0,-23007.92,12267.96,-1.68665,P46
197797,0,-23007.92,12267.96,-1.68665,P46
197798,0,-23007.92,12267.96,-1.68665,P46
197799,0,-23007.92,12267.96,-1.68665,P46
197800,0,-23007.92,12267.96,-1.68665,P46
197801,0,-23007.92,12267.96,-1.68665,P46
197802,0,-23007.92,12267.96,-1.68665,P46
197803,0,-23007.92,12267.96,-1.68665,P46
197804,0,-23007.92,12267.96,-1.68665,P46
197805,0,-23007.92,12267.96,-1.68665,P46
197806,0,-23007.92,12267.96,-1.68665,P46
197807,0,-23007.92,12267.96,-1.68665,P46
197808,0,-23007.92,12267.96,-1.68665,P46
197809,0,-23007.92,12267.96,-1.68665,P46
197810,0,-23007.92,12267.96,-1.68665,P46
197811,0,-23007.92,12267.96,-1.68665,P46
197812,0,-23007.92,12267.96,-1.68665,P46
197813,0,-23007.92,12267.96,-1.68665,P46
197814,0,-23007.92,12267.96,-1.68665,P46
197815,0,-23007.92,12267.96,-1.68665,P46
197816,0,-23007.92,12267.96,-1.68665,P46
197817,0,-23007.92,12267.96,-1.686651,P46
197818,0,-23007.92,12267.96,-1.686651,P46
197819,0,-23007.92,12267.96,-1.686651,P46
197820,0,-23007.92,12267.96,-1.686651,P46
197821,0,-23007.92,12267.96,-1.686651,P46
197822,0,-23007.92,12267.96,-1.686651,P46
197823,0,-23007.92,12267.96,-1.686651,P46
197824,0,-23007.92,12267.96,-1.686651,P46
197825,0,-23007.92,12267.96,-1.686651,P46
197826,0,-23007.92,12267.96,-1.686651,P46
197827,0,-23007.92,12267.96,-1.686651,P46
197828,0,-23007.92,12267.96,-1.686651,P46
197829,0,-23007.92,12267.96,-1.686651,P46
197830,0,-23007.92,12267.96,-1.686651,P46
197831,0,-23007.92,12267.96,-1.686651,P46
197832,0,-23007.92,12267.96,-1.686651,P46
197833,0,-23007.92,12267.96,-1.68665,P46
197834,0,-23007.92,12267.96,-1.68665,P46
197835,0,-23007.92,12267.96,-1.68665,P46
197836,0,-23007.92,12267.96,-1.68665,P46
197837,0,-23007.92,12267.96,-1.68665,P46
197838,0,-23007.92,12267.96,-1.68665,P46
197839,0,-23007.92,12267.96,-1.68665,P46
197840,0,-23007.92,12267.96,-1.68665,P46
197841,0,-23007.92,12267.96,-1.68665,P46
197842,0,-23007.92,12267.96,-1.68665,P46
197843,0,-23007.92,12267.96,-1.68665,P46
197844,0,-23007.92,12267.96,-1.68665,P46
197845,0,-23007.92,12267.96,-1.68665,P46
197846,0,-23007.92,12267.96,-1.68665,P46
197847,0,-23007.92,12267.96,-1.68665,P46
197848,0,-23007.92,12267.96,-1.68665,P46
197849,0,-23007.92,12267.96,-1.68665,P46
197850,0,-23007.92,12267.96,-1.68665,P46
197851,0,-23007.92,12267.96,-1.68665,P46
197852,0,-23007.92,12267.96,-1.68665,P46
197853,0,-23007.92,12267.96,-1.68665,P46
197854,0,-23007.92,12267.96,-1.68665,P46
197855,0,-23007.92,12267.96,-1.68665,P46
197856,0,-23007.92,12267.96,-1.68665,P46
197857,0,-23007.92,12267.96,-1.68665,P46
197858,0,-23007.92,12267.96,-1.68665,P46
197859,0,-23007.92,12267.96,-1.68665,P46
197860,0,-23007.92,12267.96,-1.68665,P46
197861,0,-23007.92,12267.96,-1.68665,P46
197862,0,-23007.92,12267.96,-1.68665,P46
197863,0,-23007.92,12267.96,-1.68665,P46
197864,0,-23007.92,12267.96,-1.68665,P46
197865,0,-23007.92,12267.96,-1.68665,P46
197866,0,-23007.92,12267.96,-1.68665,P46
197867,0,-23007.92,12267.96,-1.68665,P46
197868,0,-23007.92,12267.96,-1.68665,P46
197869,0,-23007.92,12267.96,-1.68665,P46
197870,0,-23007.92,12267.96,-1.68665,P46
197871,0,-23007.92,12267.96,-1.68665,P46
197872,0,-23007.92,12267.96,-1.68665,P46
197873,0,-23007.92,12267.96,-1.68665,P46
197874,0,-23007.92,12267.96,-1.68665,P46
197875,0,-23007.92,12267.96,-1.68665,P46
197876,0,-23007.92,12267.96,-1.68665,P46
197877,0,-23007.92,12267.96,-1.68665,P46
197878,0,-23007.92,12267.96,-1.68665,P46
197879,0,-23007.92,12267.96,-1.68665,P46
197880,0,-23007.92,12267.96,-1.68665,P46
197881,0,-23007.92,12267.96,-1.686651,P46
197882,0,-23007.92,12267.96,-1.686651,P46
197883,0,-23007.92,12267.96,-1.686651,P46
197884,0,-23007.92,12267.96,-1.686651,P46
197885,0,-23007.92,12267.96,-1.686651,P46
197886,0,-23007.92,12267.96,-1.686651,P46
197887,0,-23007.92,12267.96,-1.686651,P46
197888,0,-23007.92,12267.96,-1.686651,P46
197889,0,-23007.92,12267.96,-1.686651,P46
197890,0,-23007.92,12267.96,-1.686651,P46
197891,0,-23007.92,12267.96,-1.686651,P46
197892,0,-23007.92,12267.96,-1.686651,P46
197893,0,-23007.92,12267.96,-1.686651,P46
197894,0,-23007.92,12267.96,-1.686651,P46
197895,0,-23007.92,12267.96,-1.686651,P46
197896,0,-23007.92,12267.96,-1.686651,P46
197897,0,-23007.92,12267.96,-1.686651,P46
197898,0,-23007.92,12267.96,-1.686651,P46
197899,0,-23007.92,12267.96,-1.686651,P46
197900,0,-23007.92,12267.96,-1.686651,P46
197901,0,-23007.92,12267.96,-1.686651,P46
197902,0,-23007.92,12267.96,-1.686651,P46
197903,0,-23007.92,12267.96,-1.686651,P46
197904,0,-23007.92,12267.96,-1.686651,P46
197905,0,-23007.92,12267.96,-1.686651,P46
197906,0,-23007.92,12267.96,-1.686651,P46
197907,0,-23007.92,12267.96,-1.686651,P46
197908,0,-23007.92,12267.96,-1.686651,P46
197909,0,-23007.92,12267.96,-1.686651,P46
197910,0,-23007.92,12267.96,-1.686651,P46
197911,0,-23007.92,12267.96,-1.686651,P46
197912,0,-23007.92,12267.96,-1.686651,P46
197913,0,-23007.92,12267.96,-1.686651,P46
197914,0,-23007.92,12267.96,-1.686651,P46
197915,0,-23007.92,12267.96,-1.686651,P46
197916,0,-23007.92,12267.96,-1.686651,P46
197917,0,-23007.92,12267.96,-1.686651,P46
197918,0,-23007.92,12267.96,-1.686651,P46
197919,0,-23007.92,12267.96,-1.686651,P46
197920,0,-23007.92,12267.96,-1.686651,P46
197921,0,-23007.92,12267.96,-1.686651,P46
197922,0,-23007.92,12267.96,-1.686651,P46
197923,0,-23007.92,12267.96,-1.686651,P46
197924,0,-23007.92,12267.96,-1.686651,P46
197925,0,-23007.92,12267.96,-1.686651,P46
197926,0,-23007.92,12267.96,-1.686651,P46
197927,0,-23007.92,12267.96,-1.686453,P46
197928,0,-23007.93,12267.96,-1.685879,P46
197929,0,-23007.93,12267.96,-1.684941,P46
197930,0,-23007.93,12267.96,-1.683646,P46
197931,0,-23007.93,12267.96,-1.682077,P46
197932,0,-23007.93,12267.96,-1.680362,P46
197933,0,-23007.93,12267.96,-1.678574,P46
197934,0,-23007.93,12267.96,-1.676806,P46
197935,0,-23007.94,12267.96,-1.675205,P46
197936,0,-23007.94,12267.96,-1.673966,P46
197937,0,-23007.94,12267.96,-1.673203,P46
197938,0,-23007.94,12267.96,-1.672997,P46
197939,0,-23007.94,12267.96,-1.673396,P46
197940,0,-23007.93,12267.96,-1.674324,P46
197941,0,-23007.93,12267.96,-1.675663,P46
197942,0,-23007.93,12267.96,-1.677253,P46
