Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[456.86920166015625, 132.63076782226562]","[454.398193359375, 119.715576171875]","[453.4109191894531, 117.46049499511719]","[410.6941223144531, 108.28475189208984]","[416.5335388183594, 107.48419189453125]","[380.50518798828125, 163.73275756835938]","[387.9682922363281, 175.9720001220703]","[418.3581237792969, 275.9112548828125]","[445.3936462402344, 291.0379333496094]","[486.2406921386719, 263.5990295410156]","[492.86932373046875, 266.5859069824219]","[413.9786071777344, 347.83587646484375]","[418.7655944824219, 366.0615234375]","[572.0322875976562, 359.6422119140625]","[575.0578002929688, 379.0903015136719]","[605.7550048828125, 453.97174072265625]","[620.9152221679688, 488.2174987792969]"
2,"[457.1351013183594, 132.4988250732422]","[454.44635009765625, 119.4764175415039]","[453.815673828125, 117.22135162353516]","[410.05950927734375, 107.90354919433594]","[417.5264587402344, 107.26206970214844]","[379.9769287109375, 163.90676879882812]","[388.8196105957031, 175.7798309326172]","[416.95074462890625, 277.02642822265625]","[444.63714599609375, 290.961181640625]","[485.3451232910156, 264.1785583496094]","[492.45904541015625, 266.1952819824219]","[412.46697998046875, 349.4776611328125]","[418.1991882324219, 367.43511962890625]","[570.9644165039062, 360.5907287597656]","[574.7913818359375, 379.5882873535156]","[603.2452392578125, 454.5978698730469]","[617.9481811523438, 488.29541015625]"
3,"[457.4653015136719, 131.95306396484375]","[454.73876953125, 118.84403228759766]","[454.04168701171875, 116.68675231933594]","[409.8262939453125, 107.61946105957031]","[417.2308044433594, 107.27046203613281]","[378.9128723144531, 164.3210906982422]","[389.18133544921875, 176.341064453125]","[416.09320068359375, 278.1440734863281]","[444.8979797363281, 291.6625061035156]","[485.406494140625, 264.5335998535156]","[492.7579650878906, 266.5545349121094]","[411.8446960449219, 350.3149108886719]","[418.407470703125, 368.3464050292969]","[570.1495971679688, 362.08636474609375]","[575.0560913085938, 381.34332275390625]","[603.3767700195312, 455.742919921875]","[618.0223388671875, 489.2694396972656]"
4,"[457.4029846191406, 131.1024932861328]","[455.1394348144531, 118.21269226074219]","[453.7440490722656, 115.88291931152344]","[411.9402770996094, 108.33057403564453]","[417.38104248046875, 107.51792907714844]","[381.9847412109375, 166.0588836669922]","[389.45703125, 177.56210327148438]","[418.2961120605469, 278.53265380859375]","[444.2342834472656, 291.9026184082031]","[484.84161376953125, 264.8005065917969]","[491.24554443359375, 265.6756896972656]","[413.6177978515625, 351.0430603027344]","[418.2090759277344, 368.5770568847656]","[570.6146850585938, 367.02740478515625]","[574.0270385742188, 385.3611145019531]","[600.8467407226562, 457.9953308105469]","[615.1430053710938, 490.1986083984375]"
5,"[457.24688720703125, 130.23348999023438]","[455.1549072265625, 117.18849182128906]","[453.4382629394531, 115.0968246459961]","[412.5460510253906, 107.67729949951172]","[417.68218994140625, 107.45599365234375]","[382.77239990234375, 166.14125061035156]","[390.3699645996094, 178.25555419921875]","[418.5411376953125, 278.56585693359375]","[444.2646789550781, 292.6605224609375]","[485.0482177734375, 264.2010192871094]","[491.9150695800781, 264.42413330078125]","[413.3131103515625, 350.84930419921875]","[417.8740539550781, 368.5776062011719]","[570.2839965820312, 365.00244140625]","[573.4835815429688, 383.7403564453125]","[600.4403686523438, 457.5227966308594]","[613.125, 489.8854064941406]"
6,"[457.7042541503906, 128.05947875976562]","[455.54388427734375, 115.03081512451172]","[453.3819580078125, 113.0054931640625]","[413.9417724609375, 106.93437194824219]","[416.3399353027344, 106.54273986816406]","[384.53973388671875, 167.49002075195312]","[389.07891845703125, 178.924072265625]","[421.9656677246094, 278.15789794921875]","[444.7233581542969, 291.36419677734375]","[484.740966796875, 263.8543395996094]","[490.24200439453125, 264.2585754394531]","[414.5677185058594, 350.2786560058594]","[417.09063720703125, 367.7564392089844]","[571.1715698242188, 363.24072265625]","[572.9846801757812, 381.8429260253906]","[602.6129760742188, 457.31011962890625]","[613.2520751953125, 489.223388671875]"
7,"[457.88006591796875, 127.22514343261719]","[455.65277099609375, 114.22563171386719]","[453.5584716796875, 112.26500701904297]","[413.5018005371094, 106.50067138671875]","[415.8080749511719, 106.07164764404297]","[383.74420166015625, 167.4599151611328]","[388.3453674316406, 178.83416748046875]","[422.06170654296875, 278.8763427734375]","[445.3741455078125, 292.2035217285156]","[485.79437255859375, 262.54376220703125]","[491.4767150878906, 264.91705322265625]","[415.084716796875, 350.04779052734375]","[417.68438720703125, 367.57244873046875]","[570.23291015625, 362.8340759277344]","[572.2416381835938, 380.7973937988281]","[606.44189453125, 457.46612548828125]","[617.1857299804688, 487.9424133300781]"
8,"[457.1594543457031, 127.65585327148438]","[454.8818664550781, 114.5427474975586]","[453.23272705078125, 112.7476806640625]","[411.9379577636719, 106.34591674804688]","[416.60687255859375, 106.37451171875]","[381.3693542480469, 166.6761474609375]","[389.3583984375, 178.43934631347656]","[419.3264465332031, 278.35107421875]","[445.66015625, 291.3402404785156]","[485.4345703125, 262.7007751464844]","[490.5384521484375, 264.6283264160156]","[412.4486389160156, 349.1022033691406]","[417.3504638671875, 366.92633056640625]","[569.2833251953125, 360.6598205566406]","[572.7315063476562, 379.4164123535156]","[606.8621215820312, 455.80108642578125]","[618.3450927734375, 488.2114562988281]"
9,"[457.4906921386719, 125.92044830322266]","[455.1463623046875, 112.5993881225586]","[453.169677734375, 111.07024383544922]","[411.95574951171875, 105.51689147949219]","[416.0985107421875, 106.35376739501953]","[380.4374084472656, 167.54481506347656]","[389.9345397949219, 179.60801696777344]","[417.3296813964844, 279.7442932128906]","[445.95684814453125, 291.6942138671875]","[484.4403991699219, 265.60546875]","[490.65081787109375, 264.9473876953125]","[411.38671875, 349.3871154785156]","[417.2145080566406, 367.44354248046875]","[570.9864501953125, 358.6410827636719]","[575.4602661132812, 377.8441162109375]","[606.8267211914062, 455.74896240234375]","[618.8875122070312, 488.50140380859375]"
10,"[457.8693542480469, 126.2955322265625]","[455.06488037109375, 112.8978271484375]","[453.8089599609375, 111.31060028076172]","[410.83721923828125, 104.95250701904297]","[417.29095458984375, 105.89546203613281]","[380.0567626953125, 166.42892456054688]","[390.7130126953125, 178.71067810058594]","[416.6046142578125, 279.3244323730469]","[444.4809265136719, 291.5493469238281]","[483.51080322265625, 265.1635437011719]","[489.3944091796875, 263.77471923828125]","[411.301025390625, 349.8998107910156]","[418.11383056640625, 367.90667724609375]","[570.658935546875, 360.05047607421875]","[576.4060668945312, 378.9320983886719]","[604.1434936523438, 457.29840087890625]","[616.585693359375, 489.26275634765625]"
