Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[263.4023132324219, 149.80052185058594]","[263.3064270019531, 134.6140594482422]","[253.4065399169922, 134.85911560058594]","[236.56521606445312, 124.916015625]","[215.68267822265625, 128.40870666503906]","[213.17930603027344, 183.1632843017578]","[188.80409240722656, 203.4415740966797]","[247.4608154296875, 273.6258544921875]","[241.57498168945312, 311.78375244140625]","[300.9368591308594, 262.2119140625]","[312.6607360839844, 287.1241149902344]","[271.52264404296875, 342.1144714355469]","[257.87091064453125, 367.7468566894531]","[420.8833923339844, 349.9123229980469]","[414.06427001953125, 375.34454345703125]","[471.52105712890625, 445.808349609375]","[482.2076110839844, 473.5864562988281]"
2,"[263.583740234375, 149.8099822998047]","[263.46600341796875, 134.652099609375]","[253.62356567382812, 134.8883514404297]","[236.64976501464844, 124.85723876953125]","[215.95729064941406, 128.36473083496094]","[213.02528381347656, 182.86891174316406]","[189.04930114746094, 202.99269104003906]","[246.99880981445312, 273.2860107421875]","[240.8756103515625, 311.2757263183594]","[301.069091796875, 262.3735656738281]","[312.8923645019531, 288.29461669921875]","[271.7084655761719, 341.3179016113281]","[258.345703125, 366.98876953125]","[421.23284912109375, 347.9300537109375]","[414.8777160644531, 373.6401062011719]","[471.82452392578125, 445.48773193359375]","[482.5053405761719, 473.7323303222656]"
3,"[263.79345703125, 151.0796356201172]","[263.6921081542969, 137.0701446533203]","[254.99546813964844, 137.2305908203125]","[235.86776733398438, 128.41737365722656]","[215.20126342773438, 131.99754333496094]","[215.80764770507812, 184.18038940429688]","[190.88902282714844, 203.7879180908203]","[254.1372528076172, 273.3243713378906]","[248.40048217773438, 311.8135070800781]","[312.117431640625, 262.3600158691406]","[317.27191162109375, 291.2142333984375]","[263.659423828125, 339.0220642089844]","[249.659912109375, 362.6305236816406]","[416.6246337890625, 342.81903076171875]","[413.4804382324219, 367.2952880859375]","[452.51031494140625, 445.575439453125]","[473.9923400878906, 478.29931640625]"
4,"[263.82708740234375, 151.0271453857422]","[263.5700378417969, 137.07904052734375]","[255.41099548339844, 137.23362731933594]","[235.06761169433594, 128.35574340820312]","[216.53335571289062, 132.06346130371094]","[215.2978057861328, 183.6221923828125]","[192.0319061279297, 204.0735321044922]","[253.31991577148438, 272.67022705078125]","[248.283203125, 312.79327392578125]","[311.5072937011719, 261.9104919433594]","[316.9801330566406, 291.1773986816406]","[263.3414306640625, 338.8704833984375]","[250.4896697998047, 362.7872619628906]","[416.5797119140625, 342.2879943847656]","[413.99029541015625, 367.4495544433594]","[451.07879638671875, 443.5856628417969]","[472.79974365234375, 477.341796875]"
5,"[262.99652099609375, 150.25144958496094]","[262.5286560058594, 134.98818969726562]","[253.01156616210938, 135.42825317382812]","[235.35159301757812, 124.98623657226562]","[215.87045288085938, 129.1197967529297]","[211.9107666015625, 182.4283447265625]","[190.94329833984375, 203.5364227294922]","[246.7397918701172, 270.6969909667969]","[243.4016571044922, 310.5037536621094]","[300.9347839355469, 262.3664245605469]","[314.361328125, 290.14080810546875]","[271.349853515625, 341.5845642089844]","[259.795654296875, 367.5379333496094]","[420.62347412109375, 346.0342712402344]","[415.868408203125, 372.7108154296875]","[468.8529052734375, 443.67388916015625]","[479.66802978515625, 472.9075012207031]"
6,"[263.78631591796875, 150.79014587402344]","[263.3150939941406, 136.8702850341797]","[255.23031616210938, 137.10598754882812]","[234.80838012695312, 128.49508666992188]","[216.15371704101562, 132.3892822265625]","[215.1529083251953, 184.02288818359375]","[192.57235717773438, 204.2838592529297]","[253.9254913330078, 272.04791259765625]","[249.90386962890625, 311.61767578125]","[311.7991943359375, 262.8441467285156]","[317.9709777832031, 292.4380187988281]","[263.2425231933594, 339.23382568359375]","[250.7625274658203, 362.9788818359375]","[416.58380126953125, 341.2953796386719]","[414.5516357421875, 366.23382568359375]","[450.46820068359375, 443.7466735839844]","[471.9350280761719, 477.063720703125]"
7,"[262.82818603515625, 150.37020874023438]","[262.3426208496094, 135.23533630371094]","[252.78375244140625, 135.5968017578125]","[235.2692108154297, 125.29371643066406]","[215.5906219482422, 129.23013305664062]","[212.04434204101562, 182.5290985107422]","[191.21104431152344, 203.11080932617188]","[248.4586639404297, 270.99737548828125]","[245.46141052246094, 309.78759765625]","[304.36431884765625, 263.4414978027344]","[316.9285888671875, 290.5577392578125]","[271.1346130371094, 342.5177917480469]","[259.5758361816406, 368.1849365234375]","[420.6316223144531, 347.3923645019531]","[415.9825134277344, 373.575439453125]","[468.15509033203125, 444.2077331542969]","[479.1566162109375, 472.8006896972656]"
8,"[262.6644287109375, 150.2357940673828]","[262.28607177734375, 135.0365447998047]","[252.31861877441406, 135.48202514648438]","[235.79843139648438, 125.13803100585938]","[214.7483367919922, 129.246826171875]","[212.55322265625, 182.41845703125]","[190.93081665039062, 203.10374450683594]","[249.0373992919922, 270.32061767578125]","[245.73080444335938, 309.22314453125]","[304.33001708984375, 262.8084411621094]","[316.8340759277344, 289.9256286621094]","[271.6388854980469, 342.28948974609375]","[259.50091552734375, 368.0225830078125]","[421.0242004394531, 346.20538330078125]","[416.1571044921875, 372.57733154296875]","[468.3185119628906, 443.8202819824219]","[479.3409423828125, 472.53607177734375]"
9,"[262.5643615722656, 150.38723754882812]","[261.97003173828125, 135.1625518798828]","[252.33151245117188, 135.6015625]","[234.9254608154297, 125.2141342163086]","[214.89527893066406, 129.3566436767578]","[211.5504913330078, 182.5498809814453]","[191.54812622070312, 203.41021728515625]","[248.42349243164062, 270.43939208984375]","[247.01953125, 309.5208740234375]","[303.6115417480469, 262.2865295410156]","[317.0984802246094, 289.224365234375]","[271.08270263671875, 342.3190612792969]","[260.0079650878906, 368.0746765136719]","[420.55902099609375, 345.58697509765625]","[416.4196472167969, 372.07196044921875]","[467.6694030761719, 443.2913818359375]","[478.82373046875, 472.2236022949219]"
10,"[262.5653076171875, 150.37350463867188]","[262.0866394042969, 135.1377410888672]","[252.352294921875, 135.55201721191406]","[235.1969757080078, 125.18023681640625]","[214.93154907226562, 129.22723388671875]","[211.84368896484375, 182.69998168945312]","[191.14576721191406, 203.4883270263672]","[248.68690490722656, 271.0821533203125]","[246.53903198242188, 310.18017578125]","[304.1296691894531, 262.7415466308594]","[317.20086669921875, 289.7162780761719]","[271.0598449707031, 342.65289306640625]","[259.5760803222656, 368.4112548828125]","[420.5448303222656, 346.0576171875]","[416.0352478027344, 372.4646301269531]","[468.1732177734375, 443.7904357910156]","[479.31298828125, 472.668212890625]"
