Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[429.6387634277344, 167.7124481201172]","[428.9808654785156, 156.41830444335938]","[421.3462829589844, 155.64678955078125]","[405.8318786621094, 156.04774475097656]","[381.68463134765625, 153.4265899658203]","[384.30316162109375, 201.66705322265625]","[339.33636474609375, 211.8797149658203]","[416.1713562011719, 277.39013671875]","[358.03009033203125, 308.77203369140625]","[448.8796691894531, 245.36892700195312]","[432.3105773925781, 254.1880645751953]","[382.06353759765625, 347.88568115234375]","[351.0061950683594, 361.2528076171875]","[459.37738037109375, 347.21337890625]","[442.6310119628906, 363.89923095703125]","[441.9327697753906, 417.35247802734375]","[426.86846923828125, 441.90338134765625]"
2,"[428.68389892578125, 168.39080810546875]","[428.1273193359375, 157.02374267578125]","[420.6596374511719, 156.40182495117188]","[405.0111083984375, 155.99267578125]","[381.8321228027344, 153.7288055419922]","[382.6639099121094, 200.8788299560547]","[338.7510070800781, 211.1272430419922]","[410.4277038574219, 278.0184631347656]","[352.80487060546875, 308.5495300292969]","[444.5159912109375, 248.6739501953125]","[427.42236328125, 256.266357421875]","[379.65740966796875, 346.30755615234375]","[349.42083740234375, 359.6149597167969]","[455.9277648925781, 346.3384704589844]","[439.7677001953125, 362.89654541015625]","[436.57086181640625, 415.1102600097656]","[422.3763427734375, 439.43115234375]"
3,"[428.5778503417969, 168.40626525878906]","[427.99786376953125, 156.9906005859375]","[420.5702209472656, 156.38681030273438]","[404.3021240234375, 155.92433166503906]","[381.6474609375, 153.79641723632812]","[382.0099792480469, 200.93138122558594]","[338.5332336425781, 211.52349853515625]","[409.3018798828125, 278.9718017578125]","[353.1923522949219, 309.7371520996094]","[442.75103759765625, 249.68824768066406]","[428.356201171875, 257.049072265625]","[379.90960693359375, 347.495361328125]","[349.91876220703125, 361.0265808105469]","[457.31488037109375, 349.75250244140625]","[441.7524719238281, 366.457763671875]","[437.515625, 419.3702087402344]","[424.115966796875, 443.82843017578125]"
4,"[428.6891174316406, 168.15481567382812]","[427.992919921875, 156.8269500732422]","[420.4946594238281, 156.28977966308594]","[405.2456359863281, 156.0474853515625]","[381.5246276855469, 154.00648498535156]","[383.9587097167969, 201.2025604248047]","[338.7138977050781, 211.52439880371094]","[411.2948303222656, 278.4042663574219]","[352.33380126953125, 308.3671875]","[442.78594970703125, 250.06436157226562]","[426.17535400390625, 256.2947082519531]","[382.1602478027344, 347.31536865234375]","[351.06036376953125, 360.7281494140625]","[460.3945617675781, 349.5556945800781]","[443.6280212402344, 366.2107849121094]","[441.1493225097656, 420.0590515136719]","[427.1333312988281, 444.4181213378906]"
5,"[427.8523254394531, 169.39797973632812]","[427.4032287597656, 157.95492553710938]","[419.50555419921875, 157.4090576171875]","[405.5703125, 156.73135375976562]","[380.7005310058594, 154.59820556640625]","[384.5138854980469, 201.62155151367188]","[338.20654296875, 211.7991180419922]","[412.2807312011719, 278.4979248046875]","[352.18450927734375, 308.47760009765625]","[443.9916076660156, 249.5511016845703]","[426.18304443359375, 255.67185974121094]","[382.6074523925781, 347.731201171875]","[350.80389404296875, 361.0713806152344]","[459.8571472167969, 349.25146484375]","[442.2413635253906, 365.8632507324219]","[440.645263671875, 418.7627868652344]","[425.52734375, 443.0009765625]"
6,"[426.9461975097656, 170.51808166503906]","[426.9289855957031, 158.894775390625]","[418.51202392578125, 158.26187133789062]","[405.4897155761719, 157.08071899414062]","[379.77886962890625, 154.72894287109375]","[384.4134826660156, 201.7020263671875]","[336.9921569824219, 211.6105194091797]","[412.0404052734375, 280.0162048339844]","[352.37164306640625, 309.6607360839844]","[443.4299011230469, 249.6866912841797]","[426.9276428222656, 255.5843048095703]","[380.38421630859375, 349.3199157714844]","[347.66107177734375, 362.329833984375]","[454.7034606933594, 354.0020446777344]","[435.66259765625, 370.2731628417969]","[434.76190185546875, 424.5213623046875]","[417.5877990722656, 448.367431640625]"
7,"[426.7061767578125, 171.40975952148438]","[426.91436767578125, 159.6848602294922]","[418.27325439453125, 158.9761505126953]","[405.6746520996094, 157.42144775390625]","[379.5243835449219, 154.87460327148438]","[384.1524353027344, 201.5188751220703]","[336.53155517578125, 211.2850341796875]","[411.4360656738281, 280.247802734375]","[351.7731018066406, 309.7225341796875]","[443.0997619628906, 250.24575805664062]","[426.27569580078125, 255.91392517089844]","[379.96343994140625, 349.0331726074219]","[347.1024475097656, 362.0301818847656]","[454.21343994140625, 353.3783874511719]","[435.1562194824219, 369.6264953613281]","[434.5926818847656, 423.509033203125]","[417.31927490234375, 447.2774353027344]"
8,"[426.58148193359375, 171.11825561523438]","[426.82904052734375, 159.38893127441406]","[417.9295349121094, 158.728271484375]","[406.56292724609375, 157.14500427246094]","[379.2229309082031, 154.648193359375]","[385.7622375488281, 201.38778686523438]","[336.8138732910156, 211.12322998046875]","[413.086669921875, 279.6689453125]","[351.8915100097656, 309.15728759765625]","[444.1405334472656, 249.882568359375]","[426.4957580566406, 255.395751953125]","[383.1086730957031, 348.6185607910156]","[349.4444274902344, 361.7121276855469]","[458.5455322265625, 352.4285888671875]","[438.8392639160156, 368.7756042480469]","[439.2730407714844, 422.8531494140625]","[421.710205078125, 446.5943298339844]"
9,"[427.0759582519531, 170.14022827148438]","[427.0865783691406, 158.41575622558594]","[418.1722412109375, 157.869384765625]","[406.7091369628906, 156.4984130859375]","[378.99285888671875, 154.30372619628906]","[386.2044982910156, 200.94708251953125]","[337.2989807128906, 211.21339416503906]","[415.116943359375, 278.7038269042969]","[354.0668029785156, 309.3823547363281]","[445.9637145996094, 249.34603881835938]","[427.3912658691406, 255.8217010498047]","[383.7410888671875, 346.8952331542969]","[350.0653991699219, 360.20172119140625]","[459.1436462402344, 350.6871643066406]","[439.5997009277344, 367.3605651855469]","[439.654296875, 420.9412841796875]","[422.0889587402344, 445.2812805175781]"
10,"[428.2063293457031, 167.78512573242188]","[427.84307861328125, 156.6026153564453]","[419.42559814453125, 155.90382385253906]","[407.5286865234375, 156.29754638671875]","[380.49261474609375, 153.6884307861328]","[388.1124572753906, 202.1265106201172]","[339.45831298828125, 211.53515625]","[416.9168701171875, 278.6528625488281]","[356.44415283203125, 308.0012512207031]","[445.6031799316406, 248.85604858398438]","[429.3395690917969, 255.8123016357422]","[387.85455322265625, 347.56640625]","[354.206298828125, 360.5416259765625]","[467.13226318359375, 351.14410400390625]","[446.45849609375, 367.3785095214844]","[449.0408020019531, 422.29205322265625]","[429.5733337402344, 445.8620300292969]"
