Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[399.7419738769531, 153.9835662841797]","[396.1842346191406, 141.68479919433594]","[397.9528503417969, 138.85694885253906]","[351.947998046875, 127.50244903564453]","[361.7192077636719, 125.21867370605469]","[320.0717468261719, 169.6211700439453]","[319.3160400390625, 198.74647521972656]","[358.72247314453125, 268.62396240234375]","[361.27947998046875, 334.008544921875]","[421.78143310546875, 290.370849609375]","[433.6927185058594, 315.54425048828125]","[350.76708984375, 347.4068603515625]","[352.26617431640625, 372.6686096191406]","[491.6415710449219, 297.6585388183594]","[495.6295166015625, 322.3169860839844]","[501.4839782714844, 363.3750305175781]","[534.5597534179688, 387.74102783203125]"
2,"[400.12811279296875, 154.64541625976562]","[396.33013916015625, 142.38259887695312]","[398.6986999511719, 139.44390869140625]","[351.02130126953125, 128.09402465820312]","[363.0575256347656, 125.7631607055664]","[318.99835205078125, 169.93112182617188]","[320.50079345703125, 199.00657653808594]","[357.5511474609375, 268.86676025390625]","[361.9934997558594, 334.2015075683594]","[421.96136474609375, 291.0531921386719]","[434.2928771972656, 316.0085754394531]","[348.4692077636719, 348.1122741699219]","[351.42041015625, 373.066162109375]","[490.244873046875, 298.04986572265625]","[494.8821716308594, 321.9923400878906]","[498.3753662109375, 364.56610107421875]","[530.892822265625, 388.2091369628906]"
3,"[400.504150390625, 154.7253875732422]","[396.9104919433594, 142.4535369873047]","[399.1258239746094, 139.47299194335938]","[351.8525695800781, 128.1039276123047]","[363.76971435546875, 125.64209747314453]","[319.6907958984375, 170.22657775878906]","[320.58056640625, 199.24493408203125]","[357.9938659667969, 268.973876953125]","[361.78460693359375, 334.1186828613281]","[422.1683654785156, 290.7221374511719]","[434.876220703125, 315.840576171875]","[349.4124755859375, 347.4957580566406]","[352.29638671875, 372.7099914550781]","[493.824462890625, 298.01568603515625]","[498.8186950683594, 322.0350036621094]","[504.0259094238281, 365.5040588378906]","[537.1936645507812, 389.4089660644531]"
4,"[400.58251953125, 155.4920654296875]","[396.8661193847656, 143.2356719970703]","[399.2498474121094, 140.2234344482422]","[351.5252380371094, 128.5071258544922]","[363.9027099609375, 126.03189086914062]","[319.3128967285156, 170.21099853515625]","[321.1206359863281, 199.17462158203125]","[357.2743225097656, 269.41796875]","[362.4822082519531, 334.3948059082031]","[422.0153503417969, 290.2807922363281]","[435.3470764160156, 315.2187194824219]","[349.74945068359375, 347.70098876953125]","[353.16339111328125, 372.8452453613281]","[493.33441162109375, 297.0898132324219]","[498.52020263671875, 321.1740417480469]","[502.72064208984375, 364.79486083984375]","[535.8954467773438, 389.04052734375]"
5,"[400.1156921386719, 155.63531494140625]","[396.7392272949219, 143.39381408691406]","[398.674560546875, 140.39256286621094]","[352.1858825683594, 128.40243530273438]","[363.542236328125, 125.91913604736328]","[319.28594970703125, 169.680419921875]","[320.9868469238281, 198.7722930908203]","[357.0447082519531, 268.8849792480469]","[362.5382995605469, 334.27008056640625]","[421.8355407714844, 290.5008239746094]","[435.21142578125, 315.73114013671875]","[348.79156494140625, 347.263916015625]","[352.06768798828125, 372.66595458984375]","[494.26849365234375, 295.1038513183594]","[499.3517761230469, 320.0106201171875]","[503.3103332519531, 363.6122741699219]","[537.2908325195312, 389.44427490234375]"
6,"[400.197265625, 155.55198669433594]","[397.2911682128906, 143.51136779785156]","[398.3489990234375, 140.37509155273438]","[354.78350830078125, 128.7923126220703]","[362.9902038574219, 125.80662536621094]","[322.5921936035156, 169.71002197265625]","[320.7055358886719, 197.91668701171875]","[359.9277648925781, 269.0298156738281]","[362.4643249511719, 333.8438415527344]","[422.9198913574219, 290.24945068359375]","[435.52178955078125, 315.1951904296875]","[350.6349792480469, 347.1725769042969]","[351.2038879394531, 372.042236328125]","[493.7422790527344, 295.5119934082031]","[496.4644775390625, 320.2149353027344]","[499.26617431640625, 363.9053649902344]","[532.8002319335938, 389.7325744628906]"
7,"[399.7525939941406, 156.39491271972656]","[396.9036560058594, 144.35824584960938]","[398.03369140625, 141.12203979492188]","[354.3159484863281, 129.29054260253906]","[363.1479187011719, 126.11590576171875]","[321.6535339355469, 170.2638397216797]","[320.85626220703125, 198.03561401367188]","[359.4714660644531, 269.5525817871094]","[362.4825744628906, 333.44000244140625]","[423.0508117675781, 289.39801025390625]","[435.6219177246094, 314.5314636230469]","[349.88763427734375, 348.44805908203125]","[351.3025207519531, 373.4307861328125]","[496.1851501464844, 295.8273010253906]","[499.9080810546875, 320.8261413574219]","[503.08990478515625, 364.0655212402344]","[537.0980224609375, 390.71697998046875]"
8,"[399.6009521484375, 156.22544860839844]","[396.7537536621094, 144.4225616455078]","[398.0039367675781, 140.97174072265625]","[354.44757080078125, 129.8238067626953]","[363.4219665527344, 126.1132583618164]","[322.60540771484375, 170.4846954345703]","[320.1632080078125, 197.3831329345703]","[360.6919860839844, 270.7253723144531]","[361.4732971191406, 333.9236145019531]","[423.4839782714844, 289.51922607421875]","[435.1894226074219, 314.1429138183594]","[348.79632568359375, 348.859130859375]","[348.9172668457031, 373.2307434082031]","[495.23583984375, 296.55938720703125]","[497.392578125, 320.52117919921875]","[499.90191650390625, 364.3497619628906]","[532.67724609375, 389.80841064453125]"
9,"[399.5879821777344, 156.05996704101562]","[396.7894592285156, 144.23016357421875]","[397.80615234375, 140.85972595214844]","[355.26123046875, 129.7091827392578]","[363.2523193359375, 126.11597442626953]","[324.8811340332031, 170.53652954101562]","[320.2016906738281, 197.4686737060547]","[361.70477294921875, 269.95562744140625]","[361.52545166015625, 333.16510009765625]","[423.64208984375, 289.74957275390625]","[435.8060302734375, 314.5401916503906]","[353.1400451660156, 347.59027099609375]","[351.92578125, 371.8849182128906]","[496.72705078125, 296.97283935546875]","[497.65411376953125, 320.1643371582031]","[501.7927551269531, 364.5970764160156]","[534.1730346679688, 388.64990234375]"
10,"[399.8002624511719, 155.57232666015625]","[397.29730224609375, 143.6937255859375]","[397.91375732421875, 140.48902893066406]","[356.46734619140625, 129.690185546875]","[363.28472900390625, 126.25357818603516]","[326.348876953125, 170.79400634765625]","[319.3017883300781, 198.25172424316406]","[362.5408935546875, 268.9888916015625]","[361.0102233886719, 333.5235900878906]","[423.06329345703125, 289.51312255859375]","[436.4136962890625, 314.95037841796875]","[353.4505920410156, 347.5489196777344]","[350.7513732910156, 372.0264587402344]","[496.54925537109375, 297.2135009765625]","[496.2023010253906, 320.1021728515625]","[503.8841247558594, 367.3685302734375]","[535.824462890625, 390.5514221191406]"
