Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[344.9346618652344, 137.7020721435547]","[342.88336181640625, 123.6794204711914]","[343.3825378417969, 118.01309967041016]","[290.3852844238281, 105.36914825439453]","[305.294677734375, 99.66484069824219]","[247.49716186523438, 161.25013732910156]","[261.767333984375, 183.75006103515625]","[272.1408996582031, 276.136962890625]","[287.21923828125, 324.5695495605469]","[355.87933349609375, 257.1054382324219]","[352.9700622558594, 273.208251953125]","[278.07861328125, 357.0079650878906]","[291.9602966308594, 380.38677978515625]","[443.942138671875, 303.1712951660156]","[450.4437561035156, 332.33294677734375]","[430.3222351074219, 439.18865966796875]","[453.7129211425781, 484.6548156738281]"
2,"[344.9706115722656, 137.6838836669922]","[342.89593505859375, 123.65689849853516]","[343.4063720703125, 118.02511596679688]","[290.4524230957031, 105.368896484375]","[305.285888671875, 99.7091064453125]","[247.6200408935547, 161.15740966796875]","[261.71099853515625, 183.7495880126953]","[272.4429931640625, 275.9290466308594]","[287.1588439941406, 324.5075378417969]","[355.8481750488281, 256.9562072753906]","[352.86468505859375, 273.0621337890625]","[278.18316650390625, 356.9051513671875]","[291.9211120605469, 380.360595703125]","[443.9674987792969, 302.7805480957031]","[450.3430480957031, 332.2003479003906]","[430.45916748046875, 438.6410827636719]","[453.6615905761719, 484.4043273925781]"
3,"[345.0148620605469, 137.41856384277344]","[342.78729248046875, 123.41522216796875]","[343.3333740234375, 117.82962799072266]","[290.8918151855469, 105.35344696044922]","[305.2118225097656, 99.67643737792969]","[249.2665557861328, 161.36550903320312]","[261.4217834472656, 183.6226043701172]","[274.49627685546875, 275.5419006347656]","[287.20538330078125, 323.8577575683594]","[356.2722473144531, 256.67236328125]","[352.9267272949219, 272.8670349121094]","[279.9791564941406, 355.8666076660156]","[292.52142333984375, 379.0819091796875]","[444.53277587890625, 302.7678527832031]","[450.2842712402344, 331.4925231933594]","[431.0981140136719, 439.1320495605469]","[453.61285400390625, 483.67510986328125]"
4,"[345.45587158203125, 137.91664123535156]","[343.13983154296875, 123.95359802246094]","[343.82635498046875, 118.35230255126953]","[290.9456481933594, 105.50212097167969]","[305.6113586425781, 99.79364776611328]","[249.135498046875, 160.9573974609375]","[261.8293151855469, 183.109130859375]","[274.77227783203125, 275.5946044921875]","[288.1357727050781, 323.64056396484375]","[356.9994201660156, 256.45062255859375]","[353.2627258300781, 272.61419677734375]","[279.541259765625, 355.7608947753906]","[292.4529724121094, 378.8877258300781]","[443.9294128417969, 302.98486328125]","[450.056884765625, 331.50128173828125]","[431.251953125, 439.4865417480469]","[453.9120788574219, 483.7179870605469]"
5,"[345.5364990234375, 137.9674530029297]","[343.1524658203125, 123.92285919189453]","[343.9483337402344, 118.51728057861328]","[290.857177734375, 105.51013946533203]","[306.10931396484375, 100.269287109375]","[249.18092346191406, 160.7133026123047]","[262.1068115234375, 183.40988159179688]","[274.6086120605469, 274.5914611816406]","[288.12969970703125, 323.4176025390625]","[356.712890625, 256.1465148925781]","[353.560546875, 272.6756591796875]","[278.5837097167969, 355.35479736328125]","[291.6685791015625, 378.6612243652344]","[443.539306640625, 302.8921813964844]","[449.8845520019531, 331.4474792480469]","[431.5579833984375, 440.0224914550781]","[453.86199951171875, 484.0641174316406]"
6,"[345.6054382324219, 138.20318603515625]","[343.1664123535156, 124.1037826538086]","[344.14794921875, 118.77912139892578]","[290.61785888671875, 105.44094848632812]","[306.6285095214844, 100.3970947265625]","[249.01409912109375, 160.32164001464844]","[262.1726379394531, 183.46444702148438]","[274.2877197265625, 273.9512939453125]","[287.63079833984375, 323.5353088378906]","[356.14752197265625, 256.282470703125]","[353.3279113769531, 273.153564453125]","[277.9178161621094, 355.1460266113281]","[291.2143859863281, 378.6579284667969]","[443.0826721191406, 302.4007873535156]","[449.4700927734375, 331.314453125]","[431.64697265625, 439.4638366699219]","[453.5495910644531, 483.94427490234375]"
7,"[345.67132568359375, 137.99267578125]","[343.1967468261719, 123.9155502319336]","[344.13336181640625, 118.53572845458984]","[290.77874755859375, 105.42327117919922]","[306.33306884765625, 100.244873046875]","[249.3549041748047, 160.477294921875]","[261.9911193847656, 183.4514617919922]","[274.9661865234375, 273.57049560546875]","[287.65777587890625, 323.098388671875]","[356.6404724121094, 256.0360107421875]","[353.4270935058594, 272.9935607910156]","[278.71221923828125, 354.84967041015625]","[291.67926025390625, 378.26947021484375]","[443.6748962402344, 302.12237548828125]","[449.8477783203125, 330.8328857421875]","[431.559814453125, 439.5842590332031]","[453.4842224121094, 483.7049865722656]"
8,"[345.51202392578125, 137.74139404296875]","[343.06768798828125, 123.6108169555664]","[343.7344665527344, 118.36209869384766]","[291.23590087890625, 105.21739959716797]","[305.7784118652344, 100.27068328857422]","[249.90554809570312, 160.63829040527344]","[261.93597412109375, 183.46670532226562]","[275.5783996582031, 273.8099060058594]","[288.25933837890625, 322.7520446777344]","[356.7298889160156, 255.99636840820312]","[353.3042907714844, 272.3331298828125]","[278.90985107421875, 354.5362243652344]","[291.43994140625, 377.8956604003906]","[443.6846923828125, 302.08935546875]","[449.8282775878906, 330.72686767578125]","[431.9588928222656, 439.55487060546875]","[453.7835388183594, 483.4785461425781]"
9,"[344.9145812988281, 137.25543212890625]","[342.6880798339844, 123.09405517578125]","[343.0059814453125, 117.90440368652344]","[291.4178466796875, 105.10648345947266]","[305.192138671875, 100.28227233886719]","[249.82113647460938, 161.068359375]","[262.0110168457031, 183.88645935058594]","[275.2470703125, 274.0155944824219]","[287.9755554199219, 322.8692321777344]","[356.5390319824219, 255.87887573242188]","[353.40704345703125, 272.8179931640625]","[278.9091491699219, 355.0382080078125]","[291.3996276855469, 378.5009765625]","[443.8428955078125, 302.3870544433594]","[450.064208984375, 331.77044677734375]","[431.27301025390625, 438.6101989746094]","[453.26312255859375, 483.7861633300781]"
10,"[345.7318115234375, 137.60699462890625]","[343.0260009765625, 123.3630142211914]","[344.4160461425781, 118.1817626953125]","[289.7496643066406, 105.0583724975586]","[307.2689208984375, 100.40208435058594]","[248.36065673828125, 160.47666931152344]","[262.965087890625, 184.1287078857422]","[274.14874267578125, 273.3043212890625]","[288.1088562011719, 323.7060852050781]","[355.99493408203125, 255.51516723632812]","[353.93438720703125, 273.598388671875]","[277.2570495605469, 355.2789001464844]","[291.5931091308594, 378.91845703125]","[442.6231384277344, 302.0258483886719]","[450.0146789550781, 331.07574462890625]","[431.309326171875, 439.0948791503906]","[452.88427734375, 483.556640625]"
