Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[310.302978515625, 121.18437194824219]","[309.48468017578125, 107.63200378417969]","[305.3128967285156, 107.7967758178711]","[270.5556945800781, 105.61107635498047]","[267.5127258300781, 107.70829010009766]","[235.04893493652344, 157.7841339111328]","[211.58721923828125, 178.47735595703125]","[264.9029235839844, 261.9035339355469]","[230.39791870117188, 308.6866149902344]","[320.32049560546875, 277.3832092285156]","[321.12542724609375, 295.6238098144531]","[219.91494750976562, 306.88494873046875]","[202.4534454345703, 326.9720764160156]","[320.3458557128906, 308.3573303222656]","[315.1148986816406, 331.2550964355469]","[303.1378173828125, 357.27001953125]","[302.5853271484375, 389.9533996582031]"
2,"[310.40966796875, 120.43472290039062]","[309.5299072265625, 106.84801483154297]","[305.27154541015625, 107.12311553955078]","[271.39398193359375, 104.95850372314453]","[267.3421936035156, 107.36672973632812]","[236.86212158203125, 157.149169921875]","[212.14500427246094, 178.17091369628906]","[267.1035461425781, 260.6357421875]","[231.58163452148438, 307.727783203125]","[320.7195739746094, 278.27008056640625]","[322.1423034667969, 295.81512451171875]","[222.13604736328125, 304.0361022949219]","[203.9128875732422, 324.1855773925781]","[319.7504577636719, 302.8134460449219]","[313.90472412109375, 325.8209228515625]","[302.3489074707031, 349.270751953125]","[301.653076171875, 382.1752624511719]"
3,"[310.4382629394531, 120.42064666748047]","[309.5419006347656, 106.8460922241211]","[305.3060302734375, 107.11976623535156]","[271.3266906738281, 104.98471069335938]","[267.3584289550781, 107.38748931884766]","[236.73348999023438, 157.19374084472656]","[212.14361572265625, 178.2172393798828]","[266.91204833984375, 260.6109313964844]","[231.5196990966797, 307.7183837890625]","[320.7500915527344, 278.36663818359375]","[322.1551513671875, 295.9622802734375]","[222.12945556640625, 304.27252197265625]","[203.9808349609375, 324.43499755859375]","[320.0447082519531, 303.2871398925781]","[314.19390869140625, 326.2978515625]","[302.6988830566406, 350.0082092285156]","[301.93792724609375, 382.9083251953125]"
4,"[310.51556396484375, 120.31617736816406]","[309.6109619140625, 106.7454833984375]","[305.35595703125, 107.025146484375]","[271.5295715332031, 104.88533020019531]","[267.3554992675781, 107.28318786621094]","[236.98619079589844, 157.03518676757812]","[212.11940002441406, 178.0498809814453]","[267.1316833496094, 260.3691711425781]","[231.48129272460938, 307.5148010253906]","[320.79742431640625, 278.34649658203125]","[322.1672058105469, 296.00860595703125]","[222.43162536621094, 304.0067443847656]","[204.09014892578125, 324.1683044433594]","[320.1433410644531, 303.2665100097656]","[314.1468505859375, 326.2976379394531]","[302.7289123535156, 350.1476745605469]","[301.9076232910156, 383.08941650390625]"
5,"[310.4536437988281, 120.43915557861328]","[309.5900573730469, 106.89099884033203]","[305.296142578125, 107.12133026123047]","[271.67340087890625, 105.04367065429688]","[267.27203369140625, 107.28634643554688]","[237.1962432861328, 157.2052764892578]","[211.85980224609375, 178.0404052734375]","[267.271728515625, 260.5582275390625]","[231.24920654296875, 307.532470703125]","[320.7440185546875, 278.2079162597656]","[322.0692443847656, 295.84698486328125]","[222.70559692382812, 304.4109802246094]","[204.05319213867188, 324.51776123046875]","[320.4421081542969, 303.5458068847656]","[314.2657165527344, 326.5376281738281]","[302.9541320800781, 350.6941833496094]","[302.0389709472656, 383.5528869628906]"
6,"[305.1513366699219, 125.4895248413086]","[301.2099609375, 112.18357849121094]","[302.0874328613281, 111.71954345703125]","[257.11993408203125, 108.78108215332031]","[266.90350341796875, 111.84107971191406]","[238.0774383544922, 164.51712036132812]","[210.00970458984375, 194.51303100585938]","[269.5010681152344, 266.7080993652344]","[231.09555053710938, 327.5805358886719]","[315.2113952636719, 273.59228515625]","[313.65704345703125, 302.8844909667969]","[256.4169616699219, 343.7412414550781]","[241.74595642089844, 370.0236511230469]","[406.883544921875, 341.5361633300781]","[400.5698547363281, 367.46551513671875]","[423.7496337890625, 422.35784912109375]","[439.77001953125, 448.2623291015625]"
7,"[305.4022521972656, 125.27835845947266]","[301.5442199707031, 111.99787902832031]","[302.33526611328125, 111.50929260253906]","[257.7910461425781, 108.69317626953125]","[267.2882385253906, 111.62335968017578]","[239.14646911621094, 164.433349609375]","[210.02618408203125, 194.366455078125]","[270.6314392089844, 266.1008605957031]","[230.6116943359375, 327.3406982421875]","[315.7062683105469, 273.53485107421875]","[313.47265625, 303.5780029296875]","[257.1628723144531, 343.6875915527344]","[241.87815856933594, 369.9123229980469]","[407.0439147949219, 341.5372009277344]","[400.3293762207031, 367.3002624511719]","[423.8060302734375, 422.81134033203125]","[439.8199157714844, 448.4099426269531]"
8,"[309.6663818359375, 121.37908172607422]","[309.2296142578125, 108.00526428222656]","[304.271484375, 107.95065307617188]","[273.0577697753906, 106.68955993652344]","[265.9292907714844, 108.05536651611328]","[238.50852966308594, 158.74241638183594]","[210.54981994628906, 178.43284606933594]","[268.0826110839844, 261.4809265136719]","[230.35205078125, 307.345458984375]","[320.3219909667969, 278.3648986816406]","[321.59466552734375, 295.7691650390625]","[223.91111755371094, 305.40509033203125]","[203.39695739746094, 325.04986572265625]","[321.4713439941406, 305.5567932128906]","[314.5369567871094, 328.1941223144531]","[304.0382995605469, 355.0903015136719]","[302.5689697265625, 387.3863525390625]"
9,"[309.112548828125, 122.1478042602539]","[308.7946472167969, 108.86837768554688]","[303.8517150878906, 108.72023010253906]","[272.8401794433594, 107.44073486328125]","[265.72705078125, 108.51457214355469]","[237.96849060058594, 158.9257049560547]","[209.8247833251953, 178.3399658203125]","[267.32861328125, 261.083984375]","[229.46923828125, 306.7842102050781]","[319.7943420410156, 278.1583251953125]","[320.9642028808594, 295.9002990722656]","[223.06260681152344, 304.9633483886719]","[202.37576293945312, 324.54620361328125]","[321.287353515625, 304.6201171875]","[314.37908935546875, 327.22320556640625]","[303.6519775390625, 354.4464416503906]","[302.3854064941406, 386.66229248046875]"
10,"[309.1410217285156, 122.14984130859375]","[308.83392333984375, 108.87588500976562]","[303.88330078125, 108.708984375]","[272.89471435546875, 107.45457458496094]","[265.7386779785156, 108.47586822509766]","[238.00689697265625, 158.96925354003906]","[209.80027770996094, 178.32839965820312]","[267.398193359375, 261.2133483886719]","[229.46864318847656, 306.8633728027344]","[319.84326171875, 278.13897705078125]","[321.00433349609375, 295.8644714355469]","[223.1217498779297, 305.24151611328125]","[202.38780212402344, 324.8089599609375]","[321.4306945800781, 305.2137756347656]","[314.4905090332031, 327.80322265625]","[303.99713134765625, 355.4604797363281]","[302.6427001953125, 387.6493835449219]"
