Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[415.0140380859375, 131.17469787597656]","[417.76318359375, 115.0211181640625]","[403.0338134765625, 115.65000915527344]","[395.51690673828125, 107.79898071289062]","[362.79010009765625, 109.43793487548828]","[375.9931335449219, 161.0697784423828]","[332.4059143066406, 175.64932250976562]","[399.98541259765625, 274.6995544433594]","[363.48614501953125, 311.0525207519531]","[449.8358459472656, 236.32022094726562]","[452.8326721191406, 252.3606414794922]","[381.98919677734375, 317.1309509277344]","[353.0396728515625, 331.1416320800781]","[432.84979248046875, 314.2609558105469]","[416.313720703125, 329.5599060058594]","[412.5171203613281, 381.28759765625]","[395.4335021972656, 402.8409423828125]"
2,"[415.0602722167969, 131.36553955078125]","[417.8936462402344, 115.276611328125]","[403.19000244140625, 115.88859558105469]","[395.92254638671875, 108.05694580078125]","[363.276123046875, 109.60611724853516]","[376.3650207519531, 161.18820190429688]","[332.4770812988281, 175.5237579345703]","[400.0382080078125, 274.8432312011719]","[363.1302795410156, 310.855712890625]","[450.8475036621094, 236.45086669921875]","[453.4317626953125, 252.21437072753906]","[381.18768310546875, 317.10626220703125]","[352.0598449707031, 330.8913269042969]","[429.9612121582031, 315.1989440917969]","[413.1219482421875, 330.29022216796875]","[409.3699035644531, 383.1588134765625]","[392.09832763671875, 404.4853820800781]"
3,"[415.187744140625, 132.02755737304688]","[417.8993225097656, 115.93370819091797]","[403.422119140625, 116.57496643066406]","[395.34814453125, 108.36392211914062]","[363.5391540527344, 110.04183959960938]","[375.62713623046875, 160.95054626464844]","[332.5218811035156, 175.77291870117188]","[400.1473693847656, 274.0547180175781]","[363.5406494140625, 310.9093933105469]","[451.3062744140625, 236.2041778564453]","[453.8354187011719, 252.27906799316406]","[381.0343322753906, 317.4357604980469]","[352.3974609375, 331.5518493652344]","[430.90283203125, 315.76007080078125]","[414.674560546875, 331.2001647949219]","[409.7630310058594, 382.6743469238281]","[392.9212646484375, 404.482177734375]"
4,"[415.25335693359375, 132.0201416015625]","[417.8211364746094, 115.92407989501953]","[403.5449523925781, 116.62084197998047]","[394.85302734375, 108.3940658569336]","[363.6471862792969, 110.23991394042969]","[375.24407958984375, 161.01513671875]","[332.5813903808594, 176.09234619140625]","[399.9829406738281, 274.0577087402344]","[363.64776611328125, 311.1736755371094]","[451.1227111816406, 236.1337432861328]","[453.63348388671875, 252.14305114746094]","[380.738525390625, 317.58612060546875]","[352.3949279785156, 331.8131103515625]","[430.72589111328125, 315.8261413574219]","[414.6182556152344, 331.3843688964844]","[409.42218017578125, 382.8829040527344]","[392.6390075683594, 404.8878479003906]"
5,"[414.69232177734375, 132.233154296875]","[417.3248291015625, 116.20836639404297]","[403.2740478515625, 116.7627944946289]","[394.0660400390625, 108.44829559326172]","[363.9171142578125, 109.9388656616211]","[374.5604553222656, 160.89566040039062]","[332.4357604980469, 175.46018981933594]","[399.05914306640625, 274.6290588378906]","[363.3065490722656, 310.984130859375]","[451.1347961425781, 235.95062255859375]","[453.77337646484375, 251.84628295898438]","[379.53204345703125, 317.63873291015625]","[351.6758117675781, 331.564208984375]","[428.4355163574219, 316.21630859375]","[412.92828369140625, 331.3815002441406]","[407.2522888183594, 383.0387878417969]","[391.159423828125, 404.4311828613281]"
6,"[414.42144775390625, 131.86134338378906]","[417.0827941894531, 115.94889068603516]","[403.017333984375, 116.46847534179688]","[394.1000061035156, 108.46253204345703]","[363.9244689941406, 109.85559844970703]","[374.7499694824219, 161.11180114746094]","[332.56280517578125, 175.4032440185547]","[399.3376770019531, 274.5268249511719]","[363.4236145019531, 310.45709228515625]","[451.46575927734375, 236.3998260498047]","[453.99407958984375, 252.1412811279297]","[379.19134521484375, 317.9830627441406]","[351.297119140625, 331.72930908203125]","[428.3204345703125, 316.506591796875]","[412.92437744140625, 331.4899597167969]","[406.4863586425781, 383.9473571777344]","[390.70037841796875, 405.0905456542969]"
7,"[414.522216796875, 131.7182159423828]","[417.10302734375, 115.76721954345703]","[403.1448974609375, 116.32717895507812]","[393.7662353515625, 108.25916290283203]","[363.9824523925781, 109.80299377441406]","[374.6056823730469, 161.0272674560547]","[332.57861328125, 175.6072235107422]","[399.4061584472656, 274.73614501953125]","[363.5098571777344, 310.9803161621094]","[451.17181396484375, 236.18020629882812]","[453.9178161621094, 252.02455139160156]","[379.61822509765625, 318.194580078125]","[351.8258056640625, 332.1161804199219]","[429.6385803222656, 316.4640197753906]","[414.0836181640625, 331.58795166015625]","[408.1525573730469, 384.0444030761719]","[392.151611328125, 405.3567810058594]"
8,"[414.74835205078125, 131.76101684570312]","[417.2584533691406, 115.81570434570312]","[403.3773498535156, 116.37191009521484]","[393.82342529296875, 108.28778076171875]","[364.1320495605469, 109.82318115234375]","[374.82159423828125, 161.03335571289062]","[332.6002502441406, 175.6775360107422]","[399.9769592285156, 274.74822998046875]","[363.7751159667969, 311.2079772949219]","[451.8386535644531, 235.8704376220703]","[454.5672302246094, 251.85128784179688]","[380.0450134277344, 318.0975646972656]","[352.1455078125, 332.0972900390625]","[430.5997314453125, 317.2049255371094]","[415.33734130859375, 332.4297180175781]","[408.9229431152344, 383.958740234375]","[393.4477844238281, 405.38079833984375]"
9,"[415.0845642089844, 131.6576385498047]","[417.51519775390625, 115.69214630126953]","[403.8218078613281, 116.3006591796875]","[393.4790344238281, 108.10965728759766]","[364.6690979003906, 109.84202575683594]","[374.40380859375, 160.74264526367188]","[332.8831787109375, 175.71337890625]","[399.5737609863281, 274.5873718261719]","[363.59185791015625, 311.32196044921875]","[451.0328063964844, 235.76904296875]","[453.66094970703125, 251.78750610351562]","[379.3183898925781, 318.25335693359375]","[351.9241638183594, 332.3375244140625]","[428.9072570800781, 318.2033386230469]","[414.24169921875, 333.4941101074219]","[406.78338623046875, 384.8989562988281]","[392.0714111328125, 406.51165771484375]"
10,"[414.8520812988281, 131.65765380859375]","[417.3927917480469, 115.7306900024414]","[403.7026062011719, 116.25132751464844]","[393.6355895996094, 108.02302551269531]","[364.8251037597656, 109.48384857177734]","[374.67816162109375, 160.58958435058594]","[332.7174987792969, 175.09068298339844]","[399.389404296875, 274.89837646484375]","[363.14739990234375, 310.9726867675781]","[451.3006896972656, 236.06910705566406]","[453.86456298828125, 251.84536743164062]","[379.0418395996094, 317.9884338378906]","[351.4324035644531, 331.8040466308594]","[427.3863830566406, 317.408203125]","[412.36370849609375, 332.40142822265625]","[405.6031494140625, 385.03363037109375]","[390.7372131347656, 406.1999816894531]"
