Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[391.2195129394531, 161.83279418945312]","[399.9217834472656, 146.17002868652344]","[381.1097106933594, 141.20352172851562]","[384.1250915527344, 130.9284210205078]","[345.7722473144531, 123.77254486083984]","[358.84088134765625, 176.2991180419922]","[292.3132629394531, 198.2585906982422]","[371.0226745605469, 273.659912109375]","[255.2752227783203, 347.3710632324219]","[434.53582763671875, 292.9150085449219]","[400.6329345703125, 337.6287841796875]","[391.3247985839844, 363.4077453613281]","[347.2785949707031, 393.9416198730469]","[565.235107421875, 343.6923828125]","[517.3345336914062, 390.1065979003906]","[505.7846374511719, 405.37628173828125]","[526.8349609375, 463.5112609863281]"
2,"[391.6494140625, 161.2419891357422]","[400.28167724609375, 145.80621337890625]","[381.7950744628906, 140.69070434570312]","[383.9366760253906, 130.83416748046875]","[346.5709533691406, 123.32604217529297]","[358.7701110839844, 176.02565002441406]","[292.3469543457031, 197.50442504882812]","[370.47528076171875, 274.2768249511719]","[255.61648559570312, 346.9961242675781]","[433.8670349121094, 292.77154541015625]","[401.5269775390625, 336.4352111816406]","[391.4013977050781, 363.0884094238281]","[347.4720764160156, 393.35919189453125]","[565.550537109375, 344.6878967285156]","[517.7891845703125, 390.144287109375]","[507.34234619140625, 406.837646484375]","[528.7653198242188, 463.6473388671875]"
3,"[392.17120361328125, 160.97743225097656]","[400.2835693359375, 145.46104431152344]","[382.55908203125, 140.47653198242188]","[382.56768798828125, 130.17626953125]","[347.2009582519531, 123.02412414550781]","[357.6035461425781, 175.35694885253906]","[291.96038818359375, 197.71591186523438]","[369.8745422363281, 273.8568420410156]","[254.8041229248047, 348.0815124511719]","[432.6664123535156, 292.1555480957031]","[400.9134521484375, 336.7986145019531]","[390.40716552734375, 363.9630432128906]","[347.1847229003906, 394.64666748046875]","[564.630859375, 344.0937194824219]","[517.901123046875, 389.9548034667969]","[507.5448303222656, 406.84381103515625]","[529.3722534179688, 463.70233154296875]"
4,"[391.97216796875, 160.77452087402344]","[400.4096374511719, 145.30941772460938]","[382.3992919921875, 140.2189178466797]","[383.1805419921875, 130.16390991210938]","[347.12164306640625, 122.61141204833984]","[358.2401123046875, 175.39527893066406]","[291.467041015625, 197.6787872314453]","[370.6348876953125, 273.8971252441406]","[254.5176544189453, 348.3628234863281]","[433.2828674316406, 292.66510009765625]","[401.16229248046875, 337.3821105957031]","[391.394287109375, 364.6728515625]","[347.48443603515625, 395.44866943359375]","[565.1231689453125, 344.8103332519531]","[517.6717529296875, 390.8396301269531]","[509.14801025390625, 408.5818176269531]","[531.3739013671875, 465.77288818359375]"
5,"[390.7774658203125, 160.8053741455078]","[399.9477844238281, 145.7367706298828]","[381.8076171875, 139.80197143554688]","[383.06158447265625, 131.03390502929688]","[346.7571105957031, 121.46749877929688]","[356.5902404785156, 175.68905639648438]","[289.865966796875, 197.89846801757812]","[370.00103759765625, 273.047607421875]","[253.9075927734375, 350.84796142578125]","[430.788330078125, 289.2475891113281]","[399.3982849121094, 338.13299560546875]","[387.9368591308594, 365.9628601074219]","[343.7227478027344, 396.6333923339844]","[564.0159301757812, 345.3576354980469]","[515.0266723632812, 391.68988037109375]","[505.7800598144531, 405.72271728515625]","[528.9102783203125, 464.43927001953125]"
6,"[391.0481262207031, 161.1511993408203]","[400.15283203125, 145.81178283691406]","[381.6884460449219, 140.22972106933594]","[384.0487976074219, 130.46347045898438]","[346.6401062011719, 121.70340728759766]","[358.10589599609375, 174.79856872558594]","[289.7606506347656, 197.4671630859375]","[370.7644958496094, 272.1214904785156]","[253.74459838867188, 350.7160339355469]","[430.35113525390625, 288.62664794921875]","[399.1628112792969, 338.4170837402344]","[387.55718994140625, 364.6160888671875]","[342.22796630859375, 395.4042663574219]","[564.0042724609375, 345.6783142089844]","[514.3714599609375, 392.0607604980469]","[505.4055480957031, 405.0385437011719]","[527.2762451171875, 463.4048767089844]"
7,"[390.2607421875, 160.44488525390625]","[399.69580078125, 145.3435821533203]","[381.276123046875, 139.42324829101562]","[383.60369873046875, 130.7539825439453]","[346.65966796875, 121.12184143066406]","[357.2965393066406, 175.75726318359375]","[289.467529296875, 197.59890747070312]","[370.2121887207031, 274.1428527832031]","[254.02162170410156, 351.38409423828125]","[430.7899475097656, 289.470703125]","[400.2760925292969, 338.1462707519531]","[387.374755859375, 365.39703369140625]","[342.3768615722656, 395.956787109375]","[564.3533325195312, 345.3077392578125]","[514.689697265625, 391.5273742675781]","[506.2640075683594, 404.614013671875]","[529.200439453125, 463.5697937011719]"
8,"[389.849853515625, 160.9612274169922]","[399.6101989746094, 145.94009399414062]","[381.14654541015625, 139.91200256347656]","[383.7693786621094, 131.328369140625]","[346.9579162597656, 121.26707458496094]","[357.3774719238281, 176.02088928222656]","[289.08465576171875, 197.65576171875]","[370.1078796386719, 274.9364318847656]","[253.56130981445312, 351.7986145019531]","[431.1153564453125, 290.0289306640625]","[399.93524169921875, 338.5433349609375]","[387.9068298339844, 366.9051818847656]","[342.63482666015625, 397.535888671875]","[564.2057495117188, 346.57257080078125]","[513.88916015625, 393.06512451171875]","[508.7948913574219, 408.0506286621094]","[531.6219482421875, 467.7671203613281]"
9,"[389.5119323730469, 160.0218963623047]","[399.8311462402344, 144.7803497314453]","[380.0712890625, 138.79994201660156]","[384.80364990234375, 130.77142333984375]","[345.1902770996094, 121.01275634765625]","[356.0811462402344, 176.84930419921875]","[289.7884826660156, 197.798095703125]","[367.4505615234375, 274.831298828125]","[253.53631591796875, 350.1275329589844]","[430.5303039550781, 289.6106872558594]","[399.2953796386719, 337.9514465332031]","[384.6856384277344, 365.3936767578125]","[340.4674377441406, 395.6544189453125]","[562.7943115234375, 344.2877197265625]","[513.4005126953125, 390.8717956542969]","[503.8681640625, 406.3157958984375]","[526.7535400390625, 466.72906494140625]"
10,"[389.92620849609375, 160.32142639160156]","[399.8608093261719, 144.9127197265625]","[380.1064758300781, 139.19046020507812]","[385.0272216796875, 130.3207244873047]","[345.1085510253906, 121.32239532470703]","[357.07208251953125, 176.4111785888672]","[290.669677734375, 197.0357666015625]","[367.90081787109375, 274.63385009765625]","[255.33494567871094, 348.607177734375]","[430.7295227050781, 289.7961730957031]","[400.18670654296875, 337.63092041015625]","[384.8439636230469, 364.2918701171875]","[340.5382995605469, 394.14837646484375]","[563.66552734375, 344.5735778808594]","[514.9354248046875, 389.8370666503906]","[503.7138366699219, 406.1009521484375]","[525.884765625, 464.3515319824219]"
