Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[390.80047607421875, 92.1617202758789]","[387.5741271972656, 80.90750885009766]","[374.5092468261719, 82.56399536132812]","[373.5807800292969, 91.78559875488281]","[331.37664794921875, 98.8626480102539]","[381.0677185058594, 152.9102325439453]","[309.270263671875, 193.75726318359375]","[437.1255798339844, 194.1268768310547]","[355.8092956542969, 320.9304504394531]","[411.3858947753906, 118.06942749023438]","[461.0230407714844, 286.5430908203125]","[418.9874267578125, 357.4342956542969]","[368.4028625488281, 383.3760070800781]","[511.0336608886719, 396.8760681152344]","[485.53399658203125, 425.9139404296875]","[459.4999694824219, 460.5333557128906]","[466.49395751953125, 477.00030517578125]"
2,"[389.470947265625, 92.98624420166016]","[386.97174072265625, 81.5899429321289]","[372.8396911621094, 83.19759368896484]","[374.4422607421875, 92.06886291503906]","[329.7618713378906, 99.0230712890625]","[380.8900451660156, 153.24020385742188]","[308.952880859375, 193.85462951660156]","[436.3901672363281, 194.124755859375]","[355.3623046875, 321.161865234375]","[411.8003845214844, 117.54730987548828]","[460.6256103515625, 287.00677490234375]","[417.58642578125, 358.6273498535156]","[366.76715087890625, 384.38507080078125]","[508.15155029296875, 401.5107421875]","[483.19281005859375, 430.6026306152344]","[455.4028015136719, 463.77923583984375]","[464.1847229003906, 480.55682373046875]"
3,"[390.67486572265625, 92.74188995361328]","[387.8635559082031, 81.40118408203125]","[374.1803894042969, 82.93861389160156]","[374.4443664550781, 92.07077026367188]","[330.72216796875, 98.9227066040039]","[380.56488037109375, 153.3988037109375]","[309.18817138671875, 194.12026977539062]","[435.7715148925781, 193.87802124023438]","[355.7205505371094, 320.9581604003906]","[411.4130859375, 117.64932250976562]","[460.4572448730469, 286.1419372558594]","[417.6854553222656, 358.3135986328125]","[367.3058776855469, 384.1986999511719]","[509.8187255859375, 398.9560852050781]","[484.69866943359375, 428.024169921875]","[457.311767578125, 462.55975341796875]","[465.2637939453125, 479.2203369140625]"
4,"[390.7590637207031, 92.62342071533203]","[387.608642578125, 81.3487319946289]","[374.6021423339844, 82.7527084350586]","[373.26324462890625, 92.00788879394531]","[331.24029541015625, 98.5495376586914]","[379.7187194824219, 153.57618713378906]","[309.11151123046875, 193.64002990722656]","[435.4409484863281, 194.90773010253906]","[355.8240661621094, 320.5289611816406]","[411.48760986328125, 117.99976348876953]","[460.3857421875, 285.7918701171875]","[417.324462890625, 358.96893310546875]","[367.59259033203125, 384.5435485839844]","[509.32763671875, 401.1098327636719]","[485.1550598144531, 429.5460205078125]","[457.785400390625, 465.573486328125]","[465.6720886230469, 481.5486145019531]"
5,"[390.6296081542969, 92.68236541748047]","[387.53375244140625, 81.31848907470703]","[374.3244934082031, 82.81071472167969]","[373.47747802734375, 91.9544906616211]","[330.8900146484375, 98.68938446044922]","[379.76123046875, 153.72080993652344]","[309.0213623046875, 193.68768310546875]","[435.7273864746094, 195.3981170654297]","[355.70245361328125, 320.4112548828125]","[411.51434326171875, 117.77932739257812]","[460.4222717285156, 285.3565368652344]","[417.4441223144531, 358.2894287109375]","[367.59051513671875, 384.03436279296875]","[511.1603698730469, 397.33331298828125]","[486.6876525878906, 426.4590759277344]","[460.0736389160156, 462.3847351074219]","[467.3863220214844, 479.4678039550781]"
6,"[390.6143493652344, 92.96218872070312]","[387.49432373046875, 81.62612915039062]","[374.4603576660156, 83.15709686279297]","[373.3075866699219, 92.14546966552734]","[331.2532958984375, 98.92172241210938]","[379.783203125, 153.61427307128906]","[309.57623291015625, 193.7295684814453]","[435.52423095703125, 194.64788818359375]","[356.1357727050781, 320.05810546875]","[411.5238037109375, 117.37727355957031]","[460.5374450683594, 285.385009765625]","[417.44091796875, 358.6625061035156]","[367.8775329589844, 384.20233154296875]","[507.7321472167969, 402.3182678222656]","[483.68878173828125, 430.93890380859375]","[457.5377197265625, 465.38885498046875]","[464.66546630859375, 481.4969177246094]"
7,"[390.4081726074219, 93.56293487548828]","[387.2837219238281, 82.14971923828125]","[374.37548828125, 83.51548767089844]","[372.87115478515625, 92.39545440673828]","[331.20751953125, 98.84822845458984]","[378.6149597167969, 153.89468383789062]","[309.43267822265625, 193.92269897460938]","[435.6294250488281, 194.9110107421875]","[355.7578125, 320.4654235839844]","[412.5599670410156, 117.63253784179688]","[460.7328186035156, 285.8561096191406]","[416.41094970703125, 358.75543212890625]","[367.5918884277344, 384.6053771972656]","[510.3831787109375, 397.9426574707031]","[486.91729736328125, 427.71844482421875]","[458.8346862792969, 463.1175842285156]","[466.4857482910156, 481.302734375]"
8,"[391.50970458984375, 93.35600280761719]","[387.4170227050781, 82.1385726928711]","[375.9634094238281, 83.45697784423828]","[370.9052429199219, 92.94989776611328]","[332.58050537109375, 99.36641693115234]","[377.9496765136719, 154.7876434326172]","[309.2076110839844, 195.16868591308594]","[436.49212646484375, 194.8682098388672]","[356.4809875488281, 320.6528015136719]","[411.84442138671875, 118.884521484375]","[460.11199951171875, 286.9710388183594]","[417.1410827636719, 357.4242858886719]","[369.0810546875, 383.389892578125]","[513.2772216796875, 392.2703552246094]","[489.9707336425781, 421.2135314941406]","[463.82171630859375, 458.8678894042969]","[470.171630859375, 475.49267578125]"
9,"[392.05181884765625, 93.06571197509766]","[387.7955017089844, 81.74661254882812]","[376.26422119140625, 83.18692016601562]","[371.0283508300781, 92.63297271728516]","[332.3763732910156, 99.42636108398438]","[377.33404541015625, 155.09457397460938]","[309.593994140625, 195.45782470703125]","[435.78179931640625, 195.74436950683594]","[356.7760009765625, 320.9036560058594]","[412.11895751953125, 118.95957946777344]","[459.9217834472656, 286.4339599609375]","[416.3475341796875, 357.8700866699219]","[368.842041015625, 383.9449768066406]","[513.3951416015625, 390.55224609375]","[490.5841369628906, 420.2325744628906]","[462.966552734375, 457.99346923828125]","[468.7491149902344, 475.6893615722656]"
10,"[392.0238037109375, 93.74069213867188]","[387.7283020019531, 82.30467224121094]","[376.24945068359375, 83.83699035644531]","[371.03228759765625, 92.7978286743164]","[332.3011474609375, 99.74237823486328]","[377.0809631347656, 154.6219024658203]","[309.6077575683594, 195.11585998535156]","[436.20074462890625, 195.59678649902344]","[356.6225280761719, 320.71368408203125]","[412.4193420410156, 118.57354736328125]","[459.3087463378906, 286.46484375]","[416.2548828125, 355.185546875]","[368.94146728515625, 381.52423095703125]","[514.59814453125, 383.44903564453125]","[491.58343505859375, 414.1276550292969]","[464.6534729003906, 451.35369873046875]","[470.0245056152344, 470.7043762207031]"
