Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[271.4817810058594, 140.29014587402344]","[269.2032165527344, 125.12580871582031]","[265.2279968261719, 125.9143295288086]","[225.1444854736328, 114.974609375]","[230.35189819335938, 118.98662567138672]","[207.20045471191406, 154.20980834960938]","[193.9266357421875, 180.16058349609375]","[239.318115234375, 240.04098510742188]","[222.33169555664062, 290.9880065917969]","[282.2230224609375, 190.00955200195312]","[277.44378662109375, 205.5860137939453]","[241.80905151367188, 321.84698486328125]","[232.3940887451172, 344.9138488769531]","[353.26995849609375, 341.253662109375]","[356.3136291503906, 364.9110107421875]","[339.25897216796875, 384.1898193359375]","[333.50238037109375, 414.9109802246094]"
2,"[271.6937255859375, 139.8435516357422]","[269.2508850097656, 124.73202514648438]","[265.3438720703125, 125.6484375]","[225.77464294433594, 114.77019500732422]","[230.5393524169922, 119.0498046875]","[208.12648010253906, 153.95205688476562]","[194.5589141845703, 180.12496948242188]","[239.9490966796875, 238.5538787841797]","[222.34378051757812, 290.0367736816406]","[282.21002197265625, 187.98468017578125]","[277.30316162109375, 204.74295043945312]","[243.52784729003906, 320.12054443359375]","[233.96875, 343.3468017578125]","[355.877197265625, 340.61444091796875]","[359.2677001953125, 364.48785400390625]","[342.15069580078125, 382.8155822753906]","[337.22735595703125, 413.7788391113281]"
3,"[271.67236328125, 139.23529052734375]","[269.01080322265625, 124.1037826538086]","[265.2967529296875, 125.14583587646484]","[225.2377166748047, 114.48576354980469]","[230.46287536621094, 119.09285736083984]","[207.58924865722656, 154.1154327392578]","[194.8857879638672, 180.80795288085938]","[239.7821044921875, 238.80555725097656]","[223.0428924560547, 291.156005859375]","[282.0845031738281, 188.04757690429688]","[277.39788818359375, 205.49473571777344]","[243.96524047851562, 319.2319641113281]","[234.98081970214844, 342.7649230957031]","[357.042236328125, 339.93402099609375]","[360.991943359375, 364.1613464355469]","[344.01611328125, 380.88592529296875]","[339.5603942871094, 412.3431701660156]"
4,"[272.0562438964844, 139.44998168945312]","[269.40887451171875, 124.2873306274414]","[265.6275939941406, 125.34976959228516]","[225.7124786376953, 114.55027770996094]","[230.5889892578125, 119.18399810791016]","[208.0469512939453, 153.9893798828125]","[195.04505920410156, 180.5665740966797]","[239.69329833984375, 238.53602600097656]","[222.8346405029297, 290.34979248046875]","[281.81781005859375, 188.5094757080078]","[277.4175109863281, 204.9554443359375]","[244.516845703125, 319.06292724609375]","[235.30215454101562, 342.53021240234375]","[357.1514892578125, 340.0889587402344]","[360.8179016113281, 364.2364196777344]","[343.7257385253906, 380.4953918457031]","[338.91168212890625, 411.85357666015625]"
5,"[272.0552673339844, 139.033203125]","[269.3760681152344, 123.93120574951172]","[265.56512451171875, 125.00812530517578]","[226.01954650878906, 114.47113037109375]","[230.57093811035156, 119.09237670898438]","[208.75286865234375, 154.2962188720703]","[195.20852661132812, 180.66197204589844]","[240.2049102783203, 239.03201293945312]","[222.86878967285156, 290.3583984375]","[282.0914611816406, 188.80178833007812]","[277.4976501464844, 204.70175170898438]","[245.59002685546875, 319.06695556640625]","[236.0584259033203, 342.4254455566406]","[358.00433349609375, 340.5152282714844]","[361.39849853515625, 364.5516357421875]","[344.7651062011719, 381.08935546875]","[339.8371887207031, 412.2775573730469]"
6,"[271.86676025390625, 138.87657165527344]","[269.0281677246094, 123.75716400146484]","[265.3876953125, 124.98165893554688]","[225.94317626953125, 114.20409393310547]","[230.67599487304688, 119.16985321044922]","[209.16224670410156, 153.69137573242188]","[195.6060791015625, 180.4739227294922]","[240.69700622558594, 237.82205200195312]","[223.12423706054688, 289.72088623046875]","[282.5526428222656, 187.93450927734375]","[277.9512634277344, 204.11558532714844]","[247.27322387695312, 317.3538818359375]","[237.81680297851562, 340.9577331542969]","[359.3421325683594, 339.9557189941406]","[362.80657958984375, 364.2344055175781]","[347.06488037109375, 380.3895263671875]","[342.5037536621094, 411.8815002441406]"
7,"[271.6022033691406, 138.58299255371094]","[268.5821533203125, 123.52059173583984]","[265.37896728515625, 124.77262115478516]","[224.71194458007812, 113.93463897705078]","[231.15716552734375, 119.03227233886719]","[207.62255859375, 153.19174194335938]","[196.10569763183594, 180.2869873046875]","[239.29478454589844, 236.45248413085938]","[223.31837463378906, 289.00439453125]","[282.17938232421875, 186.26170349121094]","[278.0025939941406, 203.47677612304688]","[245.9685516357422, 316.3682556152344]","[237.91525268554688, 340.12567138671875]","[359.12603759765625, 337.8014831542969]","[363.5361328125, 362.17376708984375]","[347.0523681640625, 377.4518127441406]","[343.31683349609375, 409.05047607421875]"
8,"[272.1285095214844, 139.59828186035156]","[269.20587158203125, 124.58349609375]","[266.01812744140625, 125.7455825805664]","[225.08139038085938, 114.58773040771484]","[231.7379608154297, 119.53534698486328]","[207.54049682617188, 153.25433349609375]","[196.33497619628906, 180.08644104003906]","[238.27020263671875, 236.28993225097656]","[223.22874450683594, 288.2908630371094]","[279.9326477050781, 186.25991821289062]","[276.8952941894531, 203.37205505371094]","[243.70362854003906, 318.27264404296875]","[235.7736053466797, 341.75140380859375]","[356.7040710449219, 337.7049255371094]","[360.90057373046875, 361.7709045410156]","[344.34130859375, 379.6778869628906]","[340.1825866699219, 410.9379577636719]"
9,"[272.4725341796875, 140.2386016845703]","[269.57781982421875, 125.20528411865234]","[266.5242004394531, 126.27305603027344]","[224.53587341308594, 115.04978942871094]","[232.26283264160156, 119.85990905761719]","[206.4446563720703, 153.55189514160156]","[196.38194274902344, 180.44381713867188]","[237.98245239257812, 236.4412078857422]","[223.6563262939453, 288.8486022949219]","[280.3167419433594, 185.73712158203125]","[277.04608154296875, 203.471923828125]","[240.67030334472656, 320.2432556152344]","[233.40101623535156, 343.61517333984375]","[353.1805419921875, 338.17529296875]","[357.6102294921875, 362.1407165527344]","[339.3045959472656, 380.17620849609375]","[334.8071594238281, 411.4251708984375]"
10,"[272.0585021972656, 140.09190368652344]","[269.2196960449219, 125.0075912475586]","[265.9724426269531, 126.1026382446289]","[224.55789184570312, 114.82054901123047]","[231.6697235107422, 119.6638412475586]","[206.7186279296875, 153.40530395507812]","[196.11570739746094, 180.34840393066406]","[238.68984985351562, 236.75083923339844]","[223.9515838623047, 289.3228454589844]","[281.2674560546875, 185.8651885986328]","[277.920166015625, 203.66207885742188]","[241.80848693847656, 319.18060302734375]","[234.2164306640625, 342.64044189453125]","[354.4206848144531, 337.55828857421875]","[358.74822998046875, 361.6070251464844]","[340.96728515625, 379.0009765625]","[336.4927062988281, 410.3035888671875]"
11,"[271.99310302734375, 139.77410888671875]","[269.15386962890625, 124.78631591796875]","[265.9094543457031, 125.89423370361328]","[224.8511505126953, 115.02017211914062]","[231.76956176757812, 119.84454345703125]","[206.91748046875, 153.84800720214844]","[196.27505493164062, 180.69049072265625]","[238.83970642089844, 236.8333282470703]","[223.7313232421875, 289.4263000488281]","[281.7424011230469, 185.86061096191406]","[277.9792785644531, 204.10328674316406]","[241.98692321777344, 318.3270263671875]","[234.39749145507812, 341.7513732910156]","[354.6072082519531, 336.4595947265625]","[359.1340026855469, 360.509521484375]","[341.661376953125, 377.9277038574219]","[337.6563720703125, 409.2252502441406]"
12,"[272.54986572265625, 140.30018615722656]","[269.52679443359375, 125.21232604980469]","[266.5679626464844, 126.44359588623047]","[224.72952270507812, 115.1624526977539]","[232.5359344482422, 120.31769561767578]","[206.74893188476562, 153.87681579589844]","[196.95726013183594, 181.07896423339844]","[238.38587951660156, 237.20663452148438]","[223.2754669189453, 289.9730224609375]","[281.707275390625, 184.97341918945312]","[276.6825256347656, 202.67904663085938]","[242.08250427246094, 319.0474548339844]","[235.17532348632812, 342.59271240234375]","[352.9578552246094, 337.0705261230469]","[357.8215026855469, 361.2485046386719]","[340.7934265136719, 377.1859130859375]","[336.7626647949219, 408.7265930175781]"
13,"[272.7952880859375, 140.34400939941406]","[269.756103515625, 125.28595733642578]","[266.932861328125, 126.3996810913086]","[223.97361755371094, 115.39517974853516]","[232.68649291992188, 120.32595825195312]","[205.447998046875, 154.32015991210938]","[196.84164428710938, 181.4555206298828]","[237.90220642089844, 237.95697021484375]","[223.90274047851562, 290.6202392578125]","[281.4569091796875, 185.7740936279297]","[277.2898864746094, 203.3008575439453]","[240.52529907226562, 319.6983947753906]","[234.30166625976562, 343.2428283691406]","[352.7112121582031, 337.52392578125]","[358.0196533203125, 361.66802978515625]","[340.66748046875, 377.7834167480469]","[336.78326416015625, 409.3389587402344]"
14,"[272.6365661621094, 140.7436065673828]","[269.5978088378906, 125.70197296142578]","[266.7681884765625, 126.83544158935547]","[224.0313720703125, 115.65227508544922]","[232.65220642089844, 120.64757537841797]","[205.59690856933594, 154.39271545410156]","[197.02908325195312, 181.65789794921875]","[237.95787048339844, 237.95115661621094]","[224.36517333984375, 290.9043884277344]","[280.7499084472656, 185.96859741210938]","[277.1543884277344, 203.939208984375]","[240.68203735351562, 319.66632080078125]","[234.47264099121094, 343.2877197265625]","[353.4404602050781, 337.47088623046875]","[358.88238525390625, 361.717041015625]","[341.50970458984375, 378.2569885253906]","[337.7228088378906, 409.9094543457031]"
15,"[273.6106872558594, 141.1644287109375]","[270.5659484863281, 126.08136749267578]","[267.7059631347656, 127.24486541748047]","[225.03067016601562, 116.03945922851562]","[233.11056518554688, 121.09197235107422]","[206.4810028076172, 154.65318298339844]","[197.09674072265625, 182.082275390625]","[238.61395263671875, 237.9536590576172]","[224.30508422851562, 291.0173034667969]","[280.5260009765625, 186.19520568847656]","[276.830322265625, 203.83355712890625]","[241.7177734375, 319.3316955566406]","[234.91168212890625, 343.0980224609375]","[354.2812805175781, 337.9808654785156]","[359.3899230957031, 362.43463134765625]","[342.8937683105469, 377.94500732421875]","[338.87506103515625, 409.9186706542969]"
16,"[272.93798828125, 140.67535400390625]","[269.8586730957031, 125.59906768798828]","[267.014404296875, 126.80651092529297]","[224.4292755126953, 115.6290512084961]","[232.74069213867188, 120.8071517944336]","[206.1493377685547, 154.3883514404297]","[197.06126403808594, 181.8906707763672]","[238.63018798828125, 237.7265625]","[224.26080322265625, 290.9892272949219]","[281.1148986816406, 185.57945251464844]","[276.8425598144531, 203.66354370117188]","[241.341796875, 319.2475891113281]","[234.7876739501953, 343.004150390625]","[354.2073974609375, 337.15771484375]","[359.4482116699219, 361.5712890625]","[342.547607421875, 377.5388488769531]","[338.69964599609375, 409.4351806640625]"
17,"[272.4033508300781, 140.3836669921875]","[269.452880859375, 125.43305969238281]","[266.6649475097656, 126.4657974243164]","[223.3524627685547, 115.69952392578125]","[232.7772216796875, 120.50096130371094]","[204.43310546875, 154.646728515625]","[197.36073303222656, 181.54405212402344]","[236.5863800048828, 238.0543212890625]","[224.25926208496094, 290.1374206542969]","[279.8822021484375, 186.42308044433594]","[276.8127136230469, 203.95724487304688]","[239.19924926757812, 320.0534362792969]","[233.95985412597656, 343.42437744140625]","[352.47698974609375, 338.1953430175781]","[358.6146240234375, 362.05511474609375]","[340.89556884765625, 379.86474609375]","[337.6407165527344, 411.008056640625]"
18,"[272.3502502441406, 139.692138671875]","[269.2440490722656, 124.79292297363281]","[266.5070495605469, 125.92739868164062]","[223.44371032714844, 115.48507690429688]","[232.58946228027344, 120.48381042480469]","[205.05020141601562, 154.83436584472656]","[197.49581909179688, 181.8272247314453]","[237.54995727539062, 238.23504638671875]","[224.4693145751953, 290.2559509277344]","[280.8342590332031, 187.4241943359375]","[277.37493896484375, 204.32017517089844]","[240.7751922607422, 319.33465576171875]","[235.24819946289062, 342.7600402832031]","[353.3688049316406, 338.0515441894531]","[359.2384033203125, 362.000732421875]","[341.87982177734375, 379.55340576171875]","[338.60888671875, 410.86962890625]"
19,"[272.3516845703125, 139.7936553955078]","[269.2296447753906, 124.89820861816406]","[266.5234680175781, 126.05355834960938]","[223.68751525878906, 115.51788330078125]","[232.6885986328125, 120.53597259521484]","[205.48622131347656, 154.75169372558594]","[197.44972229003906, 181.77989196777344]","[237.85235595703125, 237.94972229003906]","[224.30648803710938, 290.09539794921875]","[280.8441162109375, 187.06834411621094]","[277.2990417480469, 204.07383728027344]","[241.3988800048828, 318.7416687011719]","[235.57086181640625, 342.2176513671875]","[353.81854248046875, 337.4784240722656]","[359.39990234375, 361.51263427734375]","[342.4884033203125, 378.2475891113281]","[339.0666198730469, 409.64739990234375]"
20,"[271.8309631347656, 140.47018432617188]","[268.4841613769531, 125.73280334472656]","[266.4144592285156, 126.81090545654297]","[221.87786865234375, 116.36744689941406]","[233.41873168945312, 121.2217788696289]","[203.44798278808594, 155.37710571289062]","[197.92538452148438, 182.2379608154297]","[236.1636199951172, 238.80795288085938]","[224.4740753173828, 290.72930908203125]","[281.6200866699219, 188.1214141845703]","[278.2451477050781, 204.92076110839844]","[239.70465087890625, 319.33282470703125]","[235.61233520507812, 342.74267578125]","[353.44464111328125, 337.3285217285156]","[359.9665832519531, 361.19415283203125]","[342.1171875, 378.7246398925781]","[339.25360107421875, 409.86651611328125]"
