Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[441.4075927734375, 197.62611389160156]","[445.34832763671875, 183.5617218017578]","[436.7983093261719, 182.63758850097656]","[423.9457702636719, 172.81443786621094]","[403.822021484375, 170.06610107421875]","[374.26580810546875, 215.58876037597656]","[337.515625, 230.16220092773438]","[378.343994140625, 314.4634704589844]","[304.5876159667969, 362.54241943359375]","[462.2439880371094, 312.5086669921875]","[409.3530578613281, 359.6704406738281]","[350.4440002441406, 409.2649230957031]","[323.6470642089844, 428.7102355957031]","[482.549560546875, 403.60211181640625]","[483.9264221191406, 427.4462585449219]","[449.1159973144531, 473.47613525390625]","[449.30438232421875, 504.4996032714844]"
2,"[441.0176696777344, 198.12428283691406]","[445.0099182128906, 184.0421905517578]","[436.0572509765625, 182.98379516601562]","[424.5097351074219, 173.6912078857422]","[402.68548583984375, 170.43206787109375]","[375.3914794921875, 217.3414306640625]","[337.0718078613281, 230.98947143554688]","[380.19927978515625, 316.7721862792969]","[305.4239501953125, 363.78131103515625]","[463.0929870605469, 314.0447692871094]","[411.85675048828125, 360.2210388183594]","[352.0570373535156, 412.1127624511719]","[324.1220397949219, 431.14031982421875]","[482.9870300292969, 407.4494323730469]","[483.7885437011719, 430.97711181640625]","[448.255126953125, 477.2415466308594]","[447.66607666015625, 507.7848815917969]"
3,"[441.31988525390625, 197.4114532470703]","[445.4616394042969, 183.26609802246094]","[436.16961669921875, 182.16009521484375]","[425.02203369140625, 173.0918731689453]","[402.3284912109375, 169.66131591796875]","[376.0766296386719, 217.15196228027344]","[336.846435546875, 230.45651245117188]","[380.67681884765625, 316.90374755859375]","[305.060546875, 363.0718078613281]","[462.3917541503906, 313.8540344238281]","[411.03143310546875, 359.418212890625]","[353.1972351074219, 412.05975341796875]","[324.7475280761719, 430.77886962890625]","[479.7858581542969, 411.0915832519531]","[480.43212890625, 434.2502136230469]","[445.3691101074219, 480.9059143066406]","[445.2550048828125, 511.108154296875]"
4,"[440.8554382324219, 198.08152770996094]","[445.2746276855469, 184.03912353515625]","[435.99609375, 182.58334350585938]","[423.9976501464844, 174.0179443359375]","[402.4497985839844, 169.72970581054688]","[375.0706481933594, 218.76170349121094]","[336.4752502441406, 230.84120178222656]","[378.26129150390625, 320.8876647949219]","[304.9952392578125, 364.49609375]","[459.0057678222656, 316.4380187988281]","[410.42535400390625, 359.6092224121094]","[352.09246826171875, 415.13629150390625]","[324.1551818847656, 433.1441345214844]","[475.5948486328125, 417.1130065917969]","[476.56658935546875, 439.3569030761719]","[441.7925109863281, 489.11602783203125]","[441.80194091796875, 518.0316772460938]"
5,"[440.8092346191406, 198.249755859375]","[445.5319519042969, 184.05368041992188]","[435.97412109375, 182.5352020263672]","[423.34039306640625, 173.8927001953125]","[402.32733154296875, 169.52818298339844]","[373.1978759765625, 218.7978057861328]","[336.56060791015625, 230.6644744873047]","[375.92041015625, 322.0407409667969]","[304.7560119628906, 364.1965026855469]","[457.5063171386719, 318.899169921875]","[410.55908203125, 358.87957763671875]","[349.7955322265625, 415.087646484375]","[323.0084228515625, 432.98931884765625]","[473.66064453125, 417.8429260253906]","[475.0789794921875, 439.8539733886719]","[440.2857971191406, 488.74310302734375]","[439.99603271484375, 517.3346557617188]"
6,"[440.5683288574219, 198.6072235107422]","[445.5411376953125, 184.3681182861328]","[435.92132568359375, 182.62710571289062]","[422.34942626953125, 174.4402313232422]","[402.0596008300781, 169.53611755371094]","[371.2595520019531, 219.7730712890625]","[335.9102783203125, 231.28953552246094]","[374.1228332519531, 324.22430419921875]","[304.8267822265625, 365.7962341308594]","[456.8735046386719, 319.65484619140625]","[411.7591552734375, 358.5444030761719]","[348.684326171875, 416.2841491699219]","[322.694091796875, 434.09637451171875]","[471.32696533203125, 419.2253723144531]","[473.2010192871094, 441.0325927734375]","[440.0361328125, 490.2323303222656]","[439.5821533203125, 518.50732421875]"
7,"[440.1159973144531, 198.8773956298828]","[445.1373596191406, 184.675048828125]","[435.5472412109375, 183.00723266601562]","[422.34173583984375, 174.58250427246094]","[402.1883239746094, 169.8955078125]","[371.4270935058594, 219.6819305419922]","[336.2735900878906, 231.23268127441406]","[373.6858825683594, 324.2317199707031]","[304.6193542480469, 365.43719482421875]","[456.40936279296875, 320.227783203125]","[411.2676086425781, 358.6207275390625]","[348.50445556640625, 416.7350769042969]","[322.6652526855469, 434.5143127441406]","[471.6618347167969, 420.1171875]","[473.4324035644531, 441.8309326171875]","[441.4330749511719, 492.078369140625]","[440.7909240722656, 520.1618041992188]"
8,"[440.1598205566406, 198.7707977294922]","[445.1933288574219, 184.64407348632812]","[435.4376525878906, 182.98129272460938]","[423.4476013183594, 174.66421508789062]","[402.0584411621094, 169.88674926757812]","[373.2108154296875, 219.9724884033203]","[336.33544921875, 231.06280517578125]","[374.54656982421875, 324.59283447265625]","[304.506103515625, 364.7439880371094]","[455.24169921875, 321.8988952636719]","[410.6465148925781, 358.9002990722656]","[350.35272216796875, 416.44244384765625]","[323.42303466796875, 433.9975891113281]","[472.3731994628906, 419.4044494628906]","[473.3878173828125, 440.9839782714844]","[442.0375671386719, 491.7474365234375]","[441.3082580566406, 519.6260986328125]"
9,"[440.72637939453125, 198.87588500976562]","[445.81689453125, 184.73782348632812]","[436.2497253417969, 182.98631286621094]","[423.14129638671875, 174.78611755371094]","[402.8357238769531, 169.85499572753906]","[372.0336608886719, 220.04408264160156]","[336.7254943847656, 231.27549743652344]","[373.1886901855469, 324.637939453125]","[304.682861328125, 365.18359375]","[455.3583984375, 322.2503967285156]","[410.68304443359375, 359.9169616699219]","[349.58746337890625, 416.7847595214844]","[323.710693359375, 434.44757080078125]","[471.558837890625, 418.99560546875]","[473.3284606933594, 440.5893859863281]","[442.43841552734375, 490.3714599609375]","[442.0722961425781, 518.252685546875]"
10,"[440.30255126953125, 198.83541870117188]","[445.7719421386719, 184.56985473632812]","[435.7733459472656, 182.76296997070312]","[422.6842346191406, 174.6899871826172]","[402.34234619140625, 169.7184295654297]","[370.2439270019531, 220.2554168701172]","[336.74981689453125, 231.47483825683594]","[370.5228576660156, 326.2663879394531]","[305.21917724609375, 366.3853759765625]","[453.499267578125, 323.5179138183594]","[411.08624267578125, 359.8840637207031]","[346.70269775390625, 416.7940979003906]","[321.85089111328125, 434.38433837890625]","[468.7218322753906, 418.3792419433594]","[470.90570068359375, 439.8434143066406]","[440.1026306152344, 490.7161560058594]","[439.0694580078125, 518.4047241210938]"
