Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[274.5093078613281, 130.9984588623047]","[276.34552001953125, 118.41090393066406]","[260.6086120605469, 119.14203643798828]","[259.8738098144531, 123.6193618774414]","[218.14434814453125, 128.00547790527344]","[235.89230346679688, 194.9624786376953]","[207.69805908203125, 206.45626831054688]","[283.920654296875, 282.0705871582031]","[255.1677703857422, 305.0945129394531]","[346.5369873046875, 328.74163818359375]","[361.8826904296875, 341.5758361816406]","[263.2156982421875, 366.4081726074219]","[238.56358337402344, 385.02313232421875]","[367.6357116699219, 359.3540344238281]","[347.88299560546875, 393.0704040527344]","[365.2519226074219, 392.7325134277344]","[353.02325439453125, 426.9496765136719]"
2,"[274.7299499511719, 130.97622680664062]","[276.4886779785156, 118.51023864746094]","[260.8790588378906, 119.05191040039062]","[259.9454040527344, 123.80170440673828]","[218.36883544921875, 127.82878875732422]","[236.42001342773438, 195.3589324951172]","[207.0830841064453, 206.06365966796875]","[283.96044921875, 282.9185485839844]","[254.54132080078125, 304.6072082519531]","[346.69940185546875, 330.1703796386719]","[361.93377685546875, 341.9223937988281]","[263.6957702636719, 364.5665283203125]","[238.68763732910156, 382.8794860839844]","[370.31195068359375, 356.394287109375]","[350.9800720214844, 388.82666015625]","[367.4202880859375, 390.3802185058594]","[356.9732360839844, 423.0172119140625]"
3,"[274.6152648925781, 130.9371795654297]","[276.5067138671875, 118.4290771484375]","[260.7320556640625, 119.06172943115234]","[260.24908447265625, 123.7554702758789]","[218.32676696777344, 127.90839385986328]","[236.68601989746094, 195.17431640625]","[207.30491638183594, 206.09829711914062]","[284.0032043457031, 282.0995178222656]","[253.92269897460938, 304.12939453125]","[346.4555969238281, 329.742919921875]","[361.7322082519531, 342.0243835449219]","[264.1512145996094, 364.7177429199219]","[238.87554931640625, 383.1501159667969]","[368.77947998046875, 357.8123474121094]","[348.3920593261719, 391.1698913574219]","[365.98193359375, 391.37249755859375]","[353.6891174316406, 425.3359069824219]"
4,"[274.50457763671875, 130.92237854003906]","[276.44122314453125, 118.40866088867188]","[260.72821044921875, 119.03663635253906]","[260.2144470214844, 123.72429656982422]","[218.47569274902344, 127.78272247314453]","[236.79249572753906, 195.1129913330078]","[207.26954650878906, 205.9310302734375]","[284.1591796875, 282.08453369140625]","[253.89547729492188, 303.9067077636719]","[346.4116516113281, 330.038818359375]","[361.7366027832031, 342.0290222167969]","[264.08660888671875, 364.91986083984375]","[238.59095764160156, 383.23974609375]","[367.62274169921875, 358.4415283203125]","[346.31964111328125, 391.7003479003906]","[365.8083801269531, 391.23321533203125]","[352.0690002441406, 425.0505065917969]"
5,"[274.59942626953125, 130.69940185546875]","[276.3879089355469, 118.12545776367188]","[260.73089599609375, 118.93672943115234]","[259.93243408203125, 123.38655853271484]","[218.41964721679688, 127.9559097290039]","[236.33702087402344, 194.82467651367188]","[207.3816375732422, 206.36508178710938]","[283.5719909667969, 281.3172912597656]","[254.25848388671875, 304.1570129394531]","[345.84515380859375, 329.1253967285156]","[361.5846862792969, 341.8960876464844]","[263.8805236816406, 363.1885070800781]","[239.09335327148438, 381.9349365234375]","[369.0713195800781, 355.0464172363281]","[349.7751159667969, 388.594482421875]","[367.578369140625, 387.8672790527344]","[356.7385559082031, 421.948974609375]"
6,"[274.54754638671875, 130.7149658203125]","[276.3764343261719, 118.15225982666016]","[260.6972961425781, 118.91304779052734]","[259.9989929199219, 123.40791320800781]","[218.40524291992188, 127.8388671875]","[236.46739196777344, 194.8912353515625]","[207.32505798339844, 206.16819763183594]","[283.6126403808594, 281.5154113769531]","[254.18312072753906, 303.9295349121094]","[345.7951354980469, 329.3243408203125]","[361.5498046875, 341.8841857910156]","[263.9570617675781, 363.3768615722656]","[238.99513244628906, 381.9742431640625]","[368.87896728515625, 355.512451171875]","[349.15509033203125, 388.8058776855469]","[367.5391540527344, 388.19586181640625]","[356.08905029296875, 421.9573974609375]"
7,"[274.5436096191406, 130.6870880126953]","[276.35137939453125, 118.10492706298828]","[260.63482666015625, 118.92575073242188]","[260.0807800292969, 123.28675079345703]","[218.34402465820312, 127.85635375976562]","[236.81008911132812, 194.72845458984375]","[206.94984436035156, 206.0196533203125]","[283.5129699707031, 281.1982421875]","[253.9209747314453, 303.6457824707031]","[345.5899963378906, 328.7388000488281]","[361.43170166015625, 341.69073486328125]","[264.0403137207031, 361.9682922363281]","[238.85935974121094, 380.5743713378906]","[369.4687805175781, 353.44427490234375]","[350.3144836425781, 386.24908447265625]","[368.56732177734375, 386.4530944824219]","[358.54248046875, 419.5210266113281]"
8,"[274.521240234375, 130.63108825683594]","[276.2987365722656, 118.0338134765625]","[260.5994567871094, 118.9057388305664]","[259.97052001953125, 123.23604583740234]","[218.35675048828125, 127.9439697265625]","[236.5979461669922, 194.66368103027344]","[207.3257598876953, 206.17430114746094]","[283.37506103515625, 281.1819763183594]","[254.0438232421875, 303.8860778808594]","[345.50384521484375, 328.70245361328125]","[361.5267333984375, 341.789794921875]","[264.22613525390625, 362.3442077636719]","[239.35653686523438, 381.0815124511719]","[369.3515625, 353.8854675292969]","[350.5030822753906, 387.1927185058594]","[368.0842590332031, 386.7476806640625]","[358.0912780761719, 420.4500732421875]"
9,"[274.513671875, 130.71102905273438]","[276.42169189453125, 118.14283752441406]","[260.5865173339844, 118.95319366455078]","[260.3155517578125, 123.47969055175781]","[218.2532196044922, 127.97157287597656]","[236.70863342285156, 194.74375915527344]","[206.98672485351562, 206.46786499023438]","[283.49188232421875, 280.316162109375]","[254.06982421875, 304.08001708984375]","[344.4850158691406, 326.7389221191406]","[361.25970458984375, 341.5451965332031]","[264.2124938964844, 362.85784912109375]","[238.91770935058594, 381.73443603515625]","[369.6952819824219, 353.5321960449219]","[350.0277404785156, 387.1169128417969]","[368.7340393066406, 386.2843322753906]","[358.1849365234375, 420.4155578613281]"
10,"[274.6629638671875, 130.9851837158203]","[276.5155944824219, 118.4589614868164]","[260.89678955078125, 119.13853454589844]","[260.01153564453125, 123.68738555908203]","[218.41822814941406, 127.88752746582031]","[236.1412811279297, 194.82386779785156]","[206.9114227294922, 206.50827026367188]","[283.5885314941406, 280.65667724609375]","[254.55052185058594, 304.52288818359375]","[344.8584899902344, 327.2154541015625]","[361.3710632324219, 341.8473205566406]","[263.7465515136719, 363.4522705078125]","[238.77749633789062, 382.30291748046875]","[369.82415771484375, 353.9581604003906]","[350.31756591796875, 387.4036865234375]","[368.99078369140625, 386.5943298339844]","[358.7649841308594, 420.593017578125]"
11,"[274.8826904296875, 130.96014404296875]","[276.5872497558594, 118.49242401123047]","[261.1692810058594, 119.1054458618164]","[259.8451843261719, 123.87183380126953]","[218.66436767578125, 127.94914245605469]","[236.46876525878906, 195.19232177734375]","[206.94998168945312, 206.73532104492188]","[284.2210693359375, 281.1138610839844]","[254.5206756591797, 304.7791442871094]","[345.46051025390625, 327.7005920410156]","[361.5319519042969, 342.1178894042969]","[264.6604309082031, 363.94189453125]","[239.5731964111328, 382.69769287109375]","[370.56036376953125, 354.7413635253906]","[350.896484375, 387.7771301269531]","[369.4701232910156, 387.43975830078125]","[359.01177978515625, 420.70013427734375]"
12,"[274.8014221191406, 130.87110900878906]","[276.55828857421875, 118.43340301513672]","[261.0557556152344, 119.0160140991211]","[259.9188232421875, 123.88755798339844]","[218.56031799316406, 127.89588165283203]","[236.38719177246094, 195.23583984375]","[207.04986572265625, 206.4814453125]","[283.9948425292969, 281.3598327636719]","[254.55213928222656, 304.49615478515625]","[345.32281494140625, 327.8792724609375]","[361.4353942871094, 342.1579284667969]","[264.1673583984375, 364.5370178222656]","[239.04354858398438, 383.11212158203125]","[369.8169860839844, 355.7187194824219]","[349.7875671386719, 388.68414306640625]","[368.2971496582031, 388.6639709472656]","[357.0254821777344, 421.957763671875]"
13,"[274.8380126953125, 130.8146514892578]","[277.05487060546875, 118.53156280517578]","[261.20941162109375, 118.98159790039062]","[261.16058349609375, 124.19815063476562]","[218.66253662109375, 127.5308609008789]","[237.79888916015625, 194.98028564453125]","[205.9407501220703, 204.7592010498047]","[284.1153564453125, 281.3010559082031]","[251.96343994140625, 301.9998779296875]","[344.9559631347656, 327.77581787109375]","[361.1770324707031, 340.8379821777344]","[263.9015808105469, 364.0829772949219]","[236.43572998046875, 381.8282775878906]","[364.1501770019531, 359.4217529296875]","[338.9991760253906, 392.00787353515625]","[364.7322692871094, 389.8223876953125]","[346.58599853515625, 422.8807373046875]"
14,"[274.76861572265625, 130.65769958496094]","[276.9511413574219, 118.31863403320312]","[261.1376953125, 118.88654327392578]","[260.87823486328125, 123.98381042480469]","[218.6311798095703, 127.60297393798828]","[237.11911010742188, 194.67727661132812]","[206.6596221923828, 205.23202514648438]","[283.4557800292969, 281.0658874511719]","[252.68560791015625, 303.1595764160156]","[344.1391296386719, 326.6833190917969]","[360.9182434082031, 341.0626220703125]","[263.6778869628906, 364.8363952636719]","[236.92465209960938, 382.8908386230469]","[362.7940979003906, 359.8185119628906]","[337.8966979980469, 393.4697570800781]","[362.86834716796875, 390.62548828125]","[344.2336120605469, 425.1914367675781]"
15,"[274.7344055175781, 130.78985595703125]","[276.8411865234375, 118.40939331054688]","[261.07720947265625, 119.01533508300781]","[260.656494140625, 124.02415466308594]","[218.4710235595703, 127.76383972167969]","[236.8201904296875, 194.82394409179688]","[206.66871643066406, 205.60853576660156]","[283.7420654296875, 280.96917724609375]","[253.4901123046875, 303.3441467285156]","[344.53656005859375, 327.1327819824219]","[361.29254150390625, 341.4335632324219]","[263.4805603027344, 364.6701354980469]","[237.03533935546875, 382.8621826171875]","[363.650390625, 358.6893310546875]","[339.44000244140625, 392.3775634765625]","[364.0224609375, 389.51751708984375]","[346.3005676269531, 424.06494140625]"
16,"[274.7703857421875, 130.74343872070312]","[276.8528137207031, 118.36560821533203]","[261.1105041503906, 119.03510284423828]","[260.60205078125, 123.94615936279297]","[218.4905242919922, 127.82266235351562]","[236.75637817382812, 194.63531494140625]","[206.3715057373047, 205.51602172851562]","[283.4571533203125, 280.6123046875]","[253.16104125976562, 303.0508117675781]","[344.30255126953125, 326.6824035644531]","[361.0796813964844, 341.1531066894531]","[263.24700927734375, 363.3279113769531]","[236.839111328125, 381.6171569824219]","[364.02618408203125, 356.4806213378906]","[340.3865661621094, 390.04559326171875]","[365.2087097167969, 387.2750244140625]","[348.6510925292969, 421.6439208984375]"
17,"[274.6183166503906, 130.61412048339844]","[276.606201171875, 118.20067596435547]","[260.91162109375, 119.01223754882812]","[260.243896484375, 123.77676391601562]","[218.28836059570312, 127.9940414428711]","[236.36224365234375, 194.43109130859375]","[206.7971649169922, 205.7881317138672]","[283.23809814453125, 280.3055419921875]","[253.96728515625, 303.3305358886719]","[344.092529296875, 325.9735412597656]","[361.1921081542969, 341.1514892578125]","[263.4873962402344, 363.2010803222656]","[237.59825134277344, 381.69818115234375]","[363.7173156738281, 356.0263366699219]","[340.8567199707031, 389.9915771484375]","[365.4209289550781, 386.58758544921875]","[349.3534240722656, 421.3600158691406]"
18,"[274.7558288574219, 130.76193237304688]","[276.6918029785156, 118.27539825439453]","[261.06072998046875, 119.11804962158203]","[260.2101745605469, 123.55005645751953]","[218.84857177734375, 128.0174102783203]","[236.2524871826172, 194.19593811035156]","[208.67015075683594, 205.6778106689453]","[282.0902099609375, 280.0976867675781]","[255.26321411132812, 302.91131591796875]","[344.1798095703125, 326.02392578125]","[361.1748046875, 340.944580078125]","[264.7051696777344, 360.8551025390625]","[240.45758056640625, 379.28277587890625]","[364.1979675292969, 352.5407409667969]","[344.0010070800781, 385.997314453125]","[364.7751159667969, 382.6408386230469]","[351.9306335449219, 416.7675476074219]"
19,"[274.79766845703125, 130.90298461914062]","[276.6963195800781, 118.4371566772461]","[261.2256774902344, 119.18921661376953]","[259.99200439453125, 123.6869888305664]","[219.06056213378906, 127.95477294921875]","[236.21942138671875, 194.408203125]","[208.5432586669922, 205.7489471435547]","[282.14794921875, 280.1354675292969]","[255.03677368164062, 302.8279724121094]","[344.42852783203125, 326.0648193359375]","[361.0780029296875, 340.63555908203125]","[264.8059387207031, 361.2002868652344]","[240.56707763671875, 379.4896545410156]","[363.8872375488281, 353.6417541503906]","[343.55804443359375, 386.5634765625]","[364.7895812988281, 383.4320983886719]","[351.7505798339844, 416.7109069824219]"
20,"[274.81439208984375, 131.02890014648438]","[276.69049072265625, 118.49840545654297]","[261.2703552246094, 119.27561950683594]","[259.9479064941406, 123.66217803955078]","[219.09207153320312, 127.93387603759766]","[236.39451599121094, 194.53414916992188]","[208.83041381835938, 205.70562744140625]","[282.20587158203125, 280.62359619140625]","[254.92062377929688, 302.7204895019531]","[344.7347412109375, 327.37005615234375]","[361.3901672363281, 341.4875793457031]","[265.7959899902344, 362.089599609375]","[241.429931640625, 380.2634582519531]","[362.57098388671875, 355.57159423828125]","[341.16943359375, 388.6871337890625]","[364.04241943359375, 385.39306640625]","[348.7057800292969, 418.83782958984375]"
21,"[275.38275146484375, 130.84507751464844]","[276.77423095703125, 118.43865966796875]","[262.0435791015625, 119.06127166748047]","[259.0447082519531, 123.70237731933594]","[219.63523864746094, 127.76266479492188]","[236.3914031982422, 195.0692596435547]","[208.7353515625, 206.71678161621094]","[282.8597717285156, 280.5552673339844]","[256.8406677246094, 303.8485107421875]","[344.3990478515625, 325.74481201171875]","[361.1304016113281, 340.5743713378906]","[267.96978759765625, 359.603515625]","[244.54490661621094, 377.9544372558594]","[367.9150390625, 349.75323486328125]","[349.8116455078125, 380.8934326171875]","[370.7926940917969, 379.2675476074219]","[361.6285400390625, 409.63641357421875]"
22,"[275.2776794433594, 130.71780395507812]","[276.9849548339844, 118.32186889648438]","[261.9417419433594, 118.98725128173828]","[259.7310791015625, 123.66455841064453]","[219.67611694335938, 127.67216491699219]","[236.60256958007812, 194.59063720703125]","[208.9845428466797, 205.94166564941406]","[282.6405029296875, 280.4626159667969]","[255.54205322265625, 303.0404357910156]","[344.4473876953125, 326.87969970703125]","[360.9936828613281, 340.8813171386719]","[267.1380615234375, 361.2630310058594]","[242.9886016845703, 379.4321594238281]","[363.5954895019531, 354.6890869140625]","[342.6191101074219, 387.1583251953125]","[365.946533203125, 383.9505615234375]","[351.7641906738281, 416.38604736328125]"
23,"[275.35430908203125, 130.6927947998047]","[276.8685607910156, 118.25660705566406]","[261.9392395019531, 119.02732849121094]","[259.37200927734375, 123.52359008789062]","[219.5899658203125, 127.90412139892578]","[236.25631713867188, 194.3895721435547]","[209.10635375976562, 206.77935791015625]","[282.5904846191406, 279.4263610839844]","[256.6542053222656, 304.03582763671875]","[343.8855285644531, 324.8239440917969]","[361.0343933105469, 340.25067138671875]","[267.6257629394531, 359.66412353515625]","[244.2186279296875, 378.3950500488281]","[367.0091247558594, 351.23870849609375]","[348.3094787597656, 383.7568359375]","[369.2022399902344, 380.46551513671875]","[358.8699645996094, 412.7303466796875]"
24,"[275.3680725097656, 130.617919921875]","[277.00103759765625, 118.2016372680664]","[262.023681640625, 118.95604705810547]","[259.5146484375, 123.45973205566406]","[219.6832733154297, 127.71240234375]","[236.13768005371094, 194.24478149414062]","[208.70724487304688, 205.94403076171875]","[281.8548889160156, 279.86883544921875]","[255.17308044433594, 302.9542541503906]","[343.79864501953125, 325.8845520019531]","[360.5014343261719, 340.44378662109375]","[266.49969482421875, 359.3086242675781]","[242.7828826904297, 377.7288513183594]","[364.21435546875, 351.3296813964844]","[344.59423828125, 383.96612548828125]","[366.8519287109375, 381.1478576660156]","[354.92169189453125, 413.91241455078125]"
25,"[275.296875, 130.4806365966797]","[277.15960693359375, 118.10623931884766]","[261.7700500488281, 118.65274047851562]","[260.1771240234375, 123.68758392333984]","[219.20338439941406, 127.45425415039062]","[236.97972106933594, 195.23434448242188]","[208.7393798828125, 205.55859375]","[282.9687194824219, 283.22735595703125]","[254.15455627441406, 303.4633483886719]","[346.4648742675781, 330.80487060546875]","[361.855712890625, 341.86083984375]","[267.5196838378906, 364.7079162597656]","[242.51321411132812, 382.4943542480469]","[362.53729248046875, 361.6503601074219]","[339.77874755859375, 394.39324951171875]","[363.06280517578125, 390.6222229003906]","[345.85736083984375, 423.3861999511719]"
26,"[275.3058166503906, 130.3162384033203]","[277.1341247558594, 118.01608276367188]","[261.6942443847656, 118.50593566894531]","[260.2239074707031, 123.76810455322266]","[219.07614135742188, 127.48661804199219]","[237.2567596435547, 195.44821166992188]","[208.49647521972656, 205.41481018066406]","[282.9958801269531, 283.9383850097656]","[253.7724151611328, 303.4880676269531]","[346.84503173828125, 331.8131103515625]","[361.748779296875, 341.748779296875]","[267.301025390625, 364.8349609375]","[241.94532775878906, 382.40679931640625]","[363.3497314453125, 362.2738952636719]","[340.1068115234375, 394.5019226074219]","[362.50018310546875, 392.3876953125]","[344.7360534667969, 424.5035705566406]"
27,"[275.2478942871094, 130.31446838378906]","[277.0837097167969, 118.0309829711914]","[261.5594177246094, 118.48082733154297]","[260.34783935546875, 123.85409545898438]","[218.84719848632812, 127.47473907470703]","[237.58424377441406, 195.715576171875]","[208.59947204589844, 205.48056030273438]","[283.66796875, 284.1661376953125]","[254.29920959472656, 303.37176513671875]","[347.40875244140625, 331.82501220703125]","[362.1334533691406, 341.6811218261719]","[268.2213134765625, 365.4330139160156]","[242.68812561035156, 382.9294738769531]","[364.233642578125, 362.81280517578125]","[340.89813232421875, 394.8518371582031]","[363.3878173828125, 392.6451416015625]","[345.5570373535156, 424.4299621582031]"
28,"[275.1793212890625, 130.49847412109375]","[277.0558776855469, 118.2399673461914]","[261.42938232421875, 118.5271224975586]","[260.5225524902344, 124.03317260742188]","[218.82980346679688, 127.40401458740234]","[237.82864379882812, 196.1770477294922]","[208.11813354492188, 205.1996307373047]","[283.4669189453125, 284.8363952636719]","[253.6343994140625, 303.02978515625]","[347.8418273925781, 332.2178039550781]","[362.1292419433594, 341.859375]","[267.4420166015625, 364.8541564941406]","[241.6863250732422, 382.0654296875]","[366.541748046875, 360.604248046875]","[343.5345764160156, 391.6160888671875]","[364.2330627441406, 391.9301452636719]","[347.5059814453125, 422.5909423828125]"
29,"[275.1463623046875, 130.54998779296875]","[276.9148864746094, 118.23165893554688]","[261.405517578125, 118.58546447753906]","[260.1065368652344, 123.95375061035156]","[218.75209045410156, 127.51398468017578]","[237.3415069580078, 196.23602294921875]","[208.49337768554688, 205.74935913085938]","[283.53472900390625, 284.69549560546875]","[254.58009338378906, 303.5726013183594]","[348.1766357421875, 331.9154052734375]","[362.384765625, 341.98895263671875]","[268.0001220703125, 364.97607421875]","[242.9402618408203, 382.4601135253906]","[367.2533264160156, 359.88592529296875]","[345.43377685546875, 391.1910095214844]","[365.58355712890625, 390.9067687988281]","[350.22857666015625, 421.8139343261719]"
30,"[275.1763916015625, 130.66653442382812]","[277.03961181640625, 118.32624053955078]","[261.3819885253906, 118.70556640625]","[260.49334716796875, 123.89665222167969]","[218.71875, 127.49469757080078]","[237.69287109375, 195.87315368652344]","[208.05758666992188, 205.39852905273438]","[283.2159423828125, 284.19964599609375]","[253.67088317871094, 303.1930847167969]","[347.5391540527344, 331.63458251953125]","[362.06494140625, 341.7288818359375]","[267.8458557128906, 363.29681396484375]","[242.39466857910156, 380.8420715332031]","[367.57037353515625, 358.0125427246094]","[345.70513916015625, 389.3770751953125]","[365.6407470703125, 389.4353332519531]","[350.9587097167969, 420.5445861816406]"
31,"[274.5765380859375, 130.18814086914062]","[276.9709167480469, 117.64584350585938]","[260.3175964355469, 118.52381134033203]","[261.6781311035156, 123.7090835571289]","[217.64712524414062, 128.2618865966797]","[238.10592651367188, 195.3723907470703]","[206.8563995361328, 206.32041931152344]","[282.557861328125, 282.8654479980469]","[252.03868103027344, 304.4861145019531]","[345.84356689453125, 330.8277282714844]","[359.8472595214844, 340.7193908691406]","[263.69024658203125, 363.9248352050781]","[236.26419067382812, 381.8605041503906]","[362.3490905761719, 361.3447265625]","[335.1515808105469, 394.5215148925781]","[360.3671875, 393.39111328125]","[337.704345703125, 426.9486083984375]"
