Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[218.41737365722656, 131.71673583984375]","[221.1785430908203, 117.89971160888672]","[203.53839111328125, 120.66899871826172]","[216.48147583007812, 127.44168853759766]","[172.87588500976562, 133.1614990234375]","[202.4644012451172, 194.39071655273438]","[165.61929321289062, 212.7484588623047]","[236.75784301757812, 276.4399719238281]","[199.70457458496094, 322.34307861328125]","[327.0640869140625, 302.1735534667969]","[286.50238037109375, 323.0191345214844]","[243.6737060546875, 331.5845031738281]","[219.2380828857422, 350.7219543457031]","[359.1297302246094, 329.9698486328125]","[353.8548278808594, 350.3727722167969]","[366.54754638671875, 376.8995361328125]","[364.4255676269531, 400.6827392578125]"
2,"[218.22140502929688, 131.25990295410156]","[220.86947631835938, 117.47870635986328]","[203.3800506591797, 120.28852844238281]","[216.28921508789062, 127.03633117675781]","[172.93016052246094, 132.83953857421875]","[202.65440368652344, 194.13514709472656]","[165.6942596435547, 212.5484161376953]","[236.833984375, 276.05560302734375]","[199.52151489257812, 322.1804504394531]","[325.89990234375, 301.94512939453125]","[286.29107666015625, 323.68988037109375]","[243.7704620361328, 331.9104309082031]","[219.2401123046875, 351.0099792480469]","[358.42816162109375, 330.6684875488281]","[352.9283752441406, 351.0746154785156]","[364.7857666015625, 377.4609375]","[362.6250305175781, 401.2803955078125]"
3,"[218.19937133789062, 131.253662109375]","[220.8830108642578, 117.4607162475586]","[203.36412048339844, 120.27678680419922]","[216.29161071777344, 126.98938751220703]","[172.9077911376953, 132.8147430419922]","[202.33306884765625, 193.87696838378906]","[165.8131561279297, 212.26336669921875]","[236.23988342285156, 275.505126953125]","[199.25111389160156, 321.4647216796875]","[325.5221862792969, 301.83563232421875]","[285.86480712890625, 323.4360656738281]","[243.45420837402344, 331.126220703125]","[219.19834899902344, 350.21319580078125]","[358.3139343261719, 330.1636962890625]","[352.9804992675781, 350.53082275390625]","[365.26611328125, 376.597412109375]","[363.12396240234375, 400.3602294921875]"
4,"[218.31124877929688, 131.16261291503906]","[220.9435272216797, 117.37802124023438]","[203.4663848876953, 120.2021484375]","[216.27474975585938, 126.9046401977539]","[173.01278686523438, 132.74740600585938]","[202.38836669921875, 193.78834533691406]","[165.88912963867188, 212.17739868164062]","[236.4188690185547, 275.4261779785156]","[199.33099365234375, 321.39019775390625]","[325.7144470214844, 302.04400634765625]","[285.9612121582031, 323.5635681152344]","[243.3431854248047, 331.2623596191406]","[219.087158203125, 350.338623046875]","[358.44598388671875, 330.3122253417969]","[353.0594787597656, 350.6819152832031]","[364.826416015625, 377.1645202636719]","[362.65093994140625, 400.9537353515625]"
5,"[218.2844696044922, 131.09857177734375]","[220.92486572265625, 117.32267761230469]","[203.45306396484375, 120.14570617675781]","[216.29669189453125, 126.8783187866211]","[173.04798889160156, 132.7094268798828]","[202.5603790283203, 193.7826690673828]","[165.80758666992188, 212.16290283203125]","[236.6688995361328, 275.39263916015625]","[199.28184509277344, 321.3454895019531]","[325.9813232421875, 301.87744140625]","[285.7889099121094, 323.2891845703125]","[243.398681640625, 331.11712646484375]","[218.9856719970703, 350.17779541015625]","[358.2178649902344, 330.7096252441406]","[352.6824645996094, 351.071533203125]","[364.6209411621094, 377.3993225097656]","[362.31536865234375, 401.178955078125]"
6,"[218.288818359375, 131.10720825195312]","[220.96815490722656, 117.29706573486328]","[203.37840270996094, 120.14479064941406]","[216.41845703125, 126.92262268066406]","[172.91900634765625, 132.82142639160156]","[202.71588134765625, 194.05487060546875]","[165.88961791992188, 212.5419158935547]","[237.02340698242188, 275.92327880859375]","[200.46304321289062, 321.9018859863281]","[326.5619201660156, 302.3887939453125]","[287.4710693359375, 323.22088623046875]","[243.74327087402344, 331.55694580078125]","[219.21432495117188, 350.69775390625]","[358.7203063964844, 330.73370361328125]","[352.9432373046875, 351.1916198730469]","[364.96746826171875, 377.45233154296875]","[362.2548828125, 401.3457946777344]"
7,"[218.21824645996094, 131.10951232910156]","[220.9169921875, 117.38616943359375]","[203.40359497070312, 120.15211486816406]","[216.5377960205078, 127.16187286376953]","[172.98922729492188, 132.83546447753906]","[203.33653259277344, 194.5356903076172]","[165.34510803222656, 212.864501953125]","[237.99395751953125, 276.57598876953125]","[199.99603271484375, 322.5397644042969]","[326.7938232421875, 302.5047912597656]","[287.07391357421875, 323.4796447753906]","[244.2691650390625, 332.4220275878906]","[219.0306854248047, 351.5079345703125]","[358.5903015136719, 330.9206848144531]","[352.3486633300781, 351.35906982421875]","[364.89361572265625, 378.3016662597656]","[362.09710693359375, 402.1694641113281]"
8,"[218.1294708251953, 131.23837280273438]","[220.88250732421875, 117.45829010009766]","[203.2469482421875, 120.26591491699219]","[216.59400939941406, 127.21818542480469]","[172.8377685546875, 133.01535034179688]","[203.3492431640625, 194.66314697265625]","[165.43226623535156, 213.15463256835938]","[238.0355224609375, 276.859130859375]","[200.49705505371094, 323.0204772949219]","[327.1414489746094, 302.66436767578125]","[287.7000427246094, 323.521728515625]","[244.2490234375, 332.69964599609375]","[219.04376220703125, 351.85418701171875]","[358.57745361328125, 330.9714660644531]","[352.4599914550781, 351.47552490234375]","[364.5962219238281, 378.29107666015625]","[361.8437805175781, 402.240966796875]"
9,"[217.9114532470703, 131.4209747314453]","[220.59349060058594, 117.62601470947266]","[202.95359802246094, 120.49008178710938]","[216.45831298828125, 127.30120086669922]","[172.49285888671875, 133.25233459472656]","[203.41744995117188, 194.60372924804688]","[165.52276611328125, 213.2333221435547]","[238.0677032470703, 276.4658508300781]","[199.979248046875, 322.8728942871094]","[326.8005676269531, 302.3778381347656]","[286.2816162109375, 323.7258605957031]","[244.68284606933594, 332.8733825683594]","[219.55055236816406, 352.03985595703125]","[358.6522521972656, 331.2724914550781]","[352.6119689941406, 351.7824401855469]","[364.67864990234375, 378.695068359375]","[361.9866027832031, 402.67138671875]"
10,"[217.8485565185547, 131.655517578125]","[220.53302001953125, 117.87684631347656]","[202.90548706054688, 120.73915100097656]","[216.36492919921875, 127.47997283935547]","[172.48876953125, 133.4527130126953]","[203.40719604492188, 194.47280883789062]","[165.6298065185547, 213.03323364257812]","[237.83749389648438, 276.10455322265625]","[199.58724975585938, 322.18536376953125]","[325.9244384765625, 301.3957824707031]","[284.91448974609375, 322.5402526855469]","[244.38818359375, 331.7926940917969]","[219.36117553710938, 350.8748474121094]","[358.4846496582031, 330.6851806640625]","[352.47454833984375, 351.08837890625]","[364.5899353027344, 377.85296630859375]","[361.9069519042969, 401.6869812011719]"
