Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[226.1709747314453, 88.03923797607422]","[233.7122039794922, 68.98674774169922]","[204.82823181152344, 73.76582336425781]","[230.9721221923828, 74.69922637939453]","[163.2791290283203, 88.92176055908203]","[216.79579162597656, 168.0830078125]","[134.49905395507812, 194.0227813720703]","[231.39341735839844, 286.42425537109375]","[142.82308959960938, 338.97442626953125]","[298.5010986328125, 297.276123046875]","[247.61013793945312, 337.9493408203125]","[255.45191955566406, 361.3681640625]","[206.700439453125, 391.841796875]","[400.3055419921875, 339.0638122558594]","[381.62493896484375, 373.6219482421875]","[414.8271789550781, 481.3702697753906]","[437.59564208984375, 512.90185546875]"
2,"[226.57769775390625, 89.9908447265625]","[233.5264434814453, 71.08982849121094]","[205.87364196777344, 75.89588928222656]","[229.12339782714844, 76.05059051513672]","[164.2892303466797, 90.24801635742188]","[215.29080200195312, 167.4576873779297]","[134.16213989257812, 194.21273803710938]","[230.7769012451172, 284.9393310546875]","[143.3263397216797, 338.8894348144531]","[297.5408935546875, 296.35595703125]","[249.3761444091797, 336.5926208496094]","[255.19326782226562, 360.9325866699219]","[207.21212768554688, 391.6648864746094]","[398.56781005859375, 340.1055603027344]","[380.2348327636719, 374.3451232910156]","[416.3310546875, 481.8401184082031]","[439.0284423828125, 512.0933227539062]"
3,"[227.78514099121094, 90.634765625]","[234.4466552734375, 71.37570190429688]","[207.57252502441406, 76.28052520751953]","[228.9564666748047, 75.22258758544922]","[167.4187469482422, 89.50591278076172]","[220.5009307861328, 162.41488647460938]","[137.61940002441406, 191.1609649658203]","[236.33433532714844, 276.29681396484375]","[147.86500549316406, 336.43475341796875]","[297.6612548828125, 295.0596008300781]","[251.2333984375, 337.63787841796875]","[249.681884765625, 360.0050964355469]","[198.9300537109375, 389.8890380859375]","[407.8916931152344, 339.120849609375]","[382.0375671386719, 368.70111083984375]","[405.3410339355469, 485.919189453125]","[430.86712646484375, 512.4027099609375]"
4,"[227.41552734375, 92.88848876953125]","[235.2399139404297, 73.68363189697266]","[206.56935119628906, 78.07866668701172]","[231.89236450195312, 76.6296157836914]","[164.0068817138672, 89.80206298828125]","[215.38519287109375, 165.755126953125]","[133.6219482421875, 192.80946350097656]","[230.26988220214844, 282.3922119140625]","[142.95066833496094, 338.8016357421875]","[296.71319580078125, 294.1293640136719]","[248.51968383789062, 336.4230651855469]","[254.330810546875, 359.55181884765625]","[205.6680908203125, 390.7121887207031]","[399.5272521972656, 339.56402587890625]","[379.62957763671875, 375.6349182128906]","[415.4353942871094, 479.9295349121094]","[438.62066650390625, 513.7537841796875]"
5,"[226.58726501464844, 95.28971099853516]","[234.71092224121094, 76.22996520996094]","[206.13235473632812, 80.35455322265625]","[231.91265869140625, 78.23094177246094]","[164.1429901123047, 90.62420654296875]","[215.55564880371094, 165.7899169921875]","[133.8341064453125, 192.4435272216797]","[231.15716552734375, 282.473876953125]","[142.8555450439453, 338.3918762207031]","[296.6233825683594, 295.5830383300781]","[246.06715393066406, 337.82574462890625]","[254.7046661376953, 359.0354309082031]","[205.9990997314453, 390.02996826171875]","[398.843994140625, 340.6758728027344]","[378.0747985839844, 377.44683837890625]","[414.6990051269531, 476.953125]","[437.379638671875, 512.7623901367188]"
6,"[226.35049438476562, 96.44803619384766]","[234.16053771972656, 76.59075164794922]","[206.35997009277344, 81.44192504882812]","[230.4795379638672, 77.0361328125]","[166.7762451171875, 90.87744140625]","[220.3611602783203, 160.66845703125]","[137.3004913330078, 190.11233520507812]","[235.16360473632812, 274.5546569824219]","[145.99679565429688, 335.6228942871094]","[295.9430236816406, 297.75543212890625]","[246.6884002685547, 339.2467346191406]","[249.08697509765625, 358.34112548828125]","[198.08409118652344, 388.875]","[406.28466796875, 340.5849914550781]","[379.2749328613281, 372.9966735839844]","[405.6222839355469, 479.97174072265625]","[431.55926513671875, 511.6504211425781]"
7,"[226.44818115234375, 100.0396957397461]","[234.41107177734375, 80.6254653930664]","[207.7282257080078, 84.15953063964844]","[228.98464965820312, 79.55695343017578]","[167.34226989746094, 90.22077941894531]","[217.81576538085938, 160.36181640625]","[134.808837890625, 189.2317657470703]","[233.5407257080078, 272.5703125]","[145.46810913085938, 335.6178283691406]","[291.72320556640625, 296.732421875]","[245.8988494873047, 338.0613708496094]","[249.0603790283203, 358.5760803222656]","[198.04554748535156, 388.732177734375]","[405.7686767578125, 343.3871154785156]","[375.9548034667969, 374.8055419921875]","[404.857177734375, 480.8445129394531]","[430.9727783203125, 512.3052978515625]"
8,"[228.20481872558594, 102.94420623779297]","[236.58958435058594, 83.81378173828125]","[210.10777282714844, 86.42013549804688]","[230.53848266601562, 81.42427825927734]","[168.79916381835938, 89.8780517578125]","[217.7093963623047, 159.3061065673828]","[134.77537536621094, 187.99978637695312]","[233.7671356201172, 270.3605651855469]","[145.50486755371094, 335.2965393066406]","[291.3276672363281, 295.3778991699219]","[244.3297119140625, 337.2403564453125]","[251.17337036132812, 356.9119873046875]","[200.24803161621094, 387.0463562011719]","[407.0050964355469, 343.52191162109375]","[375.6422424316406, 375.0404968261719]","[405.18878173828125, 480.4937438964844]","[432.51483154296875, 512.9205932617188]"
9,"[229.78619384765625, 106.04356384277344]","[238.19384765625, 86.66334533691406]","[211.79237365722656, 89.35343170166016]","[231.6803741455078, 82.41090393066406]","[170.052978515625, 91.09747314453125]","[217.28050231933594, 157.8312530517578]","[135.39889526367188, 187.67529296875]","[231.71200561523438, 269.36956787109375]","[145.78884887695312, 336.0700378417969]","[288.5767822265625, 296.0618896484375]","[243.46485900878906, 336.4862976074219]","[249.84902954101562, 356.3963928222656]","[199.43788146972656, 387.0969543457031]","[406.80047607421875, 343.0058898925781]","[375.37957763671875, 375.5746765136719]","[405.360107421875, 479.5679626464844]","[432.90179443359375, 513.2338256835938]"
10,"[231.9494171142578, 107.9582748413086]","[239.9308319091797, 88.32872772216797]","[214.10833740234375, 90.99732971191406]","[231.9547119140625, 82.01333618164062]","[171.1108856201172, 90.75725555419922]","[216.15679931640625, 155.53260803222656]","[135.64659118652344, 185.7662353515625]","[231.49649047851562, 267.63372802734375]","[146.28759765625, 334.7968444824219]","[290.128173828125, 295.327392578125]","[244.6243896484375, 336.60919189453125]","[249.05809020996094, 353.5538024902344]","[199.71112060546875, 384.64190673828125]","[406.42303466796875, 339.5969543457031]","[375.8244323730469, 373.29522705078125]","[405.94403076171875, 476.53271484375]","[433.4582824707031, 511.6778869628906]"
