Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[324.6493835449219, 99.84789276123047]","[324.9276123046875, 85.21101379394531]","[314.4053955078125, 85.67234802246094]","[293.0445251464844, 88.540771484375]","[272.6114501953125, 92.76963806152344]","[272.4167785644531, 166.53622436523438]","[241.4935760498047, 188.87208557128906]","[304.885986328125, 266.066650390625]","[279.8695373535156, 307.0146484375]","[366.1681823730469, 279.1220397949219]","[363.8078308105469, 298.53961181640625]","[331.9731140136719, 337.65093994140625]","[315.2715148925781, 365.3099365234375]","[493.31268310546875, 302.39605712890625]","[484.5108337402344, 330.34381103515625]","[533.9441528320312, 400.6976318359375]","[558.338623046875, 434.7168273925781]"
2,"[324.7632751464844, 99.96404266357422]","[324.9814758300781, 85.32027435302734]","[314.6255187988281, 85.76337432861328]","[292.76068115234375, 88.5712661743164]","[272.9439392089844, 92.80497741699219]","[272.0216979980469, 166.59536743164062]","[241.4711151123047, 188.9060821533203]","[304.0083923339844, 266.2366027832031]","[279.32916259765625, 307.0661315917969]","[365.5954895019531, 279.19110107421875]","[363.34246826171875, 298.4570617675781]","[331.4180908203125, 337.90313720703125]","[315.0169677734375, 365.5366516113281]","[493.173828125, 302.3429870605469]","[484.5904235839844, 330.02911376953125]","[534.0202026367188, 400.59686279296875]","[558.5221557617188, 434.2633056640625]"
3,"[324.8680419921875, 99.99112701416016]","[325.00909423828125, 85.29984283447266]","[314.597900390625, 85.81385040283203]","[292.6863098144531, 88.53474426269531]","[272.6290588378906, 92.95901489257812]","[271.9102478027344, 166.78759765625]","[241.38580322265625, 189.0825653076172]","[303.7388610839844, 266.56298828125]","[279.38494873046875, 307.05059814453125]","[365.61083984375, 279.67108154296875]","[363.44915771484375, 298.39373779296875]","[331.6842346191406, 337.9764404296875]","[315.3185729980469, 365.604248046875]","[493.4420471191406, 302.12213134765625]","[485.0276794433594, 329.6171569824219]","[534.6516723632812, 400.248046875]","[559.15380859375, 433.425537109375]"
4,"[324.9404296875, 99.92772674560547]","[325.0213317871094, 85.28981018066406]","[314.6881408691406, 85.75041198730469]","[292.6990051269531, 88.64459228515625]","[272.6989440917969, 92.94432067871094]","[272.3185119628906, 166.96347045898438]","[241.24365234375, 189.16534423828125]","[304.36212158203125, 266.6825866699219]","[279.4992370605469, 307.2206726074219]","[365.9997253417969, 279.76513671875]","[363.7762756347656, 298.43206787109375]","[332.1631774902344, 338.09442138671875]","[315.4847106933594, 365.6262512207031]","[493.7663879394531, 302.0677795410156]","[485.1775207519531, 329.2204895019531]","[534.4154052734375, 400.332763671875]","[559.1470947265625, 432.9879150390625]"
5,"[324.8988037109375, 100.00121307373047]","[325.1070251464844, 85.33941650390625]","[314.5922546386719, 85.80464172363281]","[292.9192810058594, 88.58299255371094]","[272.4693908691406, 92.88677978515625]","[271.98223876953125, 166.47640991210938]","[241.10809326171875, 188.9528045654297]","[304.15740966796875, 266.0536804199219]","[279.2490539550781, 307.2682189941406]","[365.917724609375, 279.2314758300781]","[363.9460754394531, 298.49920654296875]","[331.69696044921875, 337.6164855957031]","[315.0386047363281, 365.4046325683594]","[494.0320129394531, 301.40899658203125]","[485.2528381347656, 329.3969421386719]","[534.2857055664062, 400.13568115234375]","[558.9063720703125, 434.0290832519531]"
6,"[324.9238586425781, 99.9622573852539]","[325.18804931640625, 85.31060028076172]","[314.6663818359375, 85.69508361816406]","[292.91082763671875, 88.53778076171875]","[272.45587158203125, 92.6520004272461]","[271.5777893066406, 166.38951110839844]","[240.85264587402344, 188.84353637695312]","[303.8926086425781, 265.9620361328125]","[278.838134765625, 307.39422607421875]","[365.2787780761719, 278.6569519042969]","[363.2074890136719, 298.50140380859375]","[330.7816467285156, 337.7911682128906]","[314.1773681640625, 365.6037902832031]","[493.4652404785156, 302.16314697265625]","[484.64544677734375, 330.4363708496094]","[533.546142578125, 400.347412109375]","[558.00341796875, 434.78607177734375]"
7,"[325.12774658203125, 99.80937194824219]","[325.0887451171875, 85.22633361816406]","[314.9954833984375, 85.60248565673828]","[292.2637939453125, 88.69522857666016]","[272.6910095214844, 92.78353881835938]","[271.6836242675781, 166.86093139648438]","[240.68084716796875, 189.3242950439453]","[304.5074462890625, 266.0215148925781]","[278.91107177734375, 307.31939697265625]","[365.5201721191406, 279.0497131347656]","[362.84857177734375, 298.2167053222656]","[331.6739501953125, 338.0041198730469]","[315.0810546875, 365.7147521972656]","[493.3954162597656, 301.8288879394531]","[484.7056579589844, 329.5204162597656]","[533.9232177734375, 400.3313293457031]","[558.6056518554688, 433.78350830078125]"
8,"[325.1515197753906, 100.0133056640625]","[325.10101318359375, 85.44046783447266]","[315.1376953125, 85.79537200927734]","[292.1342468261719, 88.69103240966797]","[273.0054626464844, 92.74375915527344]","[271.46575927734375, 166.40872192382812]","[240.7549591064453, 188.9969940185547]","[304.0722351074219, 265.63836669921875]","[278.71795654296875, 307.3027648925781]","[365.01727294921875, 279.04229736328125]","[362.4776611328125, 298.5632629394531]","[331.25531005859375, 337.98944091796875]","[314.8234558105469, 365.731689453125]","[493.30572509765625, 302.0123291015625]","[484.6701354980469, 329.6377868652344]","[533.8201904296875, 400.498046875]","[558.6740112304688, 433.8889465332031]"
9,"[325.1132507324219, 99.99472045898438]","[325.1543273925781, 85.43573760986328]","[315.057373046875, 85.76789855957031]","[292.41693115234375, 88.76136779785156]","[272.9669494628906, 92.75350952148438]","[271.68145751953125, 166.44981384277344]","[240.96408081054688, 188.9928741455078]","[304.3272705078125, 265.70556640625]","[278.613525390625, 307.3922424316406]","[365.2733154296875, 278.6922302246094]","[362.5596618652344, 298.6466064453125]","[331.61383056640625, 337.9322814941406]","[315.1268310546875, 365.7088928222656]","[493.4655456542969, 302.273193359375]","[484.6603088378906, 330.2927551269531]","[533.4458618164062, 401.0179748535156]","[558.0088500976562, 435.0696105957031]"
10,"[325.1929931640625, 99.99849700927734]","[325.1891784667969, 85.48394012451172]","[315.22607421875, 85.7179183959961]","[292.40850830078125, 88.8702163696289]","[273.0718994140625, 92.58301544189453]","[271.9303894042969, 166.70169067382812]","[240.8969268798828, 188.9788818359375]","[305.2876281738281, 265.5830383300781]","[279.1376953125, 306.9365234375]","[365.88116455078125, 278.6708679199219]","[363.0473327636719, 298.5735168457031]","[332.23699951171875, 337.3877868652344]","[315.6401672363281, 365.05657958984375]","[493.7978515625, 302.0525207519531]","[484.7813720703125, 329.897216796875]","[534.2608032226562, 400.6310729980469]","[558.6348876953125, 434.5824890136719]"
11,"[325.1134948730469, 99.82547760009766]","[325.11260986328125, 85.26481628417969]","[315.0547180175781, 85.61192321777344]","[292.4737548828125, 88.79420471191406]","[272.9450988769531, 92.76998138427734]","[272.07281494140625, 166.85182189941406]","[240.97024536132812, 189.39273071289062]","[305.3865051269531, 265.4553527832031]","[279.00823974609375, 307.1162414550781]","[365.8791809082031, 278.6797180175781]","[363.072021484375, 298.58624267578125]","[332.15423583984375, 337.42181396484375]","[315.4828186035156, 365.203125]","[493.3714294433594, 302.09710693359375]","[484.2945251464844, 330.33831787109375]","[533.5894775390625, 400.6545104980469]","[557.556884765625, 435.0267639160156]"
12,"[325.112060546875, 99.9193344116211]","[325.1466979980469, 85.35194396972656]","[314.99822998046875, 85.64674377441406]","[292.6006774902344, 88.77283477783203]","[272.77117919921875, 92.6521987915039]","[272.13397216796875, 166.76832580566406]","[240.91268920898438, 189.11184692382812]","[305.49639892578125, 265.5273132324219]","[279.4002990722656, 307.0000915527344]","[366.44873046875, 278.6734313964844]","[363.9842834472656, 298.69427490234375]","[332.2333068847656, 337.41943359375]","[315.4703369140625, 365.1119384765625]","[493.90008544921875, 301.98016357421875]","[484.823974609375, 329.9046936035156]","[533.802001953125, 400.65887451171875]","[558.0344848632812, 434.5704345703125]"
