Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[415.61676025390625, 80.04103088378906]","[413.6265563964844, 66.78646087646484]","[399.5582275390625, 68.46492004394531]","[390.9254150390625, 80.02716064453125]","[357.8276672363281, 89.40662384033203]","[381.81719970703125, 160.69935607910156]","[343.282958984375, 193.85435485839844]","[429.93011474609375, 259.0299072265625]","[381.9091491699219, 331.56024169921875]","[483.0201721191406, 278.8768005371094]","[486.0365295410156, 318.23046875]","[439.52691650390625, 350.9268798828125]","[410.8175354003906, 382.57598876953125]","[611.3206787109375, 303.8555908203125]","[579.1038208007812, 351.7445068359375]","[560.6798706054688, 396.8717041015625]","[553.0972900390625, 452.5815124511719]"
2,"[415.53314208984375, 80.01587677001953]","[413.7957763671875, 66.74143981933594]","[399.6968994140625, 68.44990539550781]","[391.1639099121094, 80.23709106445312]","[358.1123962402344, 89.44127655029297]","[381.1742248535156, 160.5157470703125]","[343.81005859375, 193.9639129638672]","[430.43682861328125, 259.159912109375]","[381.15728759765625, 331.8813171386719]","[483.9056701660156, 277.8456115722656]","[487.16741943359375, 318.0968933105469]","[440.85662841796875, 352.7428894042969]","[411.8692321777344, 385.0712890625]","[611.4684448242188, 306.9672546386719]","[574.6461181640625, 358.4847106933594]","[563.511474609375, 397.9855041503906]","[547.07568359375, 458.9906921386719]"
3,"[415.376708984375, 80.19346618652344]","[413.87310791015625, 66.8581314086914]","[399.2921447753906, 68.4694595336914]","[391.6988525390625, 80.32759857177734]","[357.3182678222656, 89.36934661865234]","[380.6903991699219, 160.4930877685547]","[344.0457458496094, 193.99722290039062]","[429.9601135253906, 258.7303466796875]","[381.45501708984375, 332.1826477050781]","[483.78948974609375, 276.8978576660156]","[488.1766052246094, 317.6659240722656]","[440.0376892089844, 353.5352783203125]","[410.9847412109375, 385.8911437988281]","[610.6924438476562, 307.3030090332031]","[572.45556640625, 359.75115966796875]","[559.8931884765625, 397.3800048828125]","[541.2269287109375, 459.6997375488281]"
4,"[415.0895690917969, 80.11463928222656]","[413.5766906738281, 66.8225326538086]","[399.014404296875, 68.46153259277344]","[391.48455810546875, 80.36700439453125]","[357.2044677734375, 89.45523834228516]","[380.739501953125, 160.55453491210938]","[344.08843994140625, 194.01988220214844]","[430.013427734375, 258.91217041015625]","[381.1579895019531, 332.15020751953125]","[483.60308837890625, 277.3268127441406]","[488.0044860839844, 317.94708251953125]","[440.60174560546875, 353.5579528808594]","[411.60479736328125, 385.9324035644531]","[610.7853393554688, 307.2530822753906]","[573.1190795898438, 359.7161560058594]","[560.2164306640625, 396.4501647949219]","[542.5335083007812, 458.66912841796875]"
5,"[415.2948303222656, 80.0992660522461]","[413.8326416015625, 66.80007934570312]","[399.1114501953125, 68.44931030273438]","[391.8252868652344, 80.38756561279297]","[357.0139465332031, 89.48914337158203]","[380.7841491699219, 160.55702209472656]","[343.9882507324219, 194.04483032226562]","[429.8742370605469, 259.0320739746094]","[381.06170654296875, 332.206298828125]","[483.28125, 277.9080505371094]","[487.74627685546875, 318.0048828125]","[440.6596984863281, 353.54095458984375]","[411.52618408203125, 385.9708557128906]","[610.7680053710938, 307.0867614746094]","[573.0899658203125, 359.8392333984375]","[559.793701171875, 396.2183532714844]","[542.4837036132812, 458.8349304199219]"
6,"[415.0064392089844, 79.9306411743164]","[413.7096862792969, 66.67488861083984]","[398.7579345703125, 68.313720703125]","[392.3694763183594, 80.476318359375]","[356.94085693359375, 89.50520324707031]","[381.843017578125, 160.66885375976562]","[344.0623474121094, 194.12791442871094]","[430.99932861328125, 258.97906494140625]","[380.7679138183594, 332.32562255859375]","[483.9571228027344, 278.6532287597656]","[487.86126708984375, 318.1658935546875]","[441.5416564941406, 353.4379577636719]","[411.5534362792969, 385.8014831542969]","[611.0650634765625, 307.853759765625]","[571.520263671875, 360.82562255859375]","[559.1129150390625, 396.3033447265625]","[539.6444091796875, 459.2669677734375]"
7,"[415.18011474609375, 80.11962890625]","[413.7865905761719, 66.90774536132812]","[399.0356140136719, 68.48114776611328]","[392.1593933105469, 80.6455078125]","[357.2441101074219, 89.55720520019531]","[381.64892578125, 160.71539306640625]","[344.0254211425781, 193.99952697753906]","[430.9359130859375, 258.89202880859375]","[380.4765930175781, 332.0559997558594]","[483.9163513183594, 278.7627868652344]","[487.94818115234375, 318.2237243652344]","[441.0798645019531, 353.37591552734375]","[411.2762145996094, 385.62799072265625]","[610.7616577148438, 307.97711181640625]","[571.7937622070312, 360.5819091796875]","[558.5491943359375, 395.8215026855469]","[539.9154052734375, 458.1960754394531]"
8,"[415.4736328125, 80.19246673583984]","[413.9041748046875, 66.9858169555664]","[399.54400634765625, 68.49618530273438]","[391.73419189453125, 80.58373260498047]","[357.7674255371094, 89.35526275634766]","[381.32110595703125, 160.55165100097656]","[343.9706726074219, 193.98001098632812]","[430.9423828125, 258.3221130371094]","[380.73504638671875, 331.96234130859375]","[483.5563659667969, 278.0160217285156]","[487.6802978515625, 318.29132080078125]","[440.7100830078125, 353.194091796875]","[411.22149658203125, 385.46685791015625]","[610.7926635742188, 307.3382568359375]","[572.0509033203125, 359.73968505859375]","[558.9779663085938, 396.05401611328125]","[540.464111328125, 458.30511474609375]"
9,"[415.15557861328125, 80.16941833496094]","[413.5657653808594, 66.94159698486328]","[399.1135559082031, 68.51323699951172]","[391.6191101074219, 80.60321807861328]","[357.49749755859375, 89.56437683105469]","[381.5798645019531, 160.78103637695312]","[343.9454040527344, 194.09556579589844]","[430.892578125, 258.9397888183594]","[380.8534240722656, 332.2452087402344]","[483.82855224609375, 278.4577331542969]","[487.8652038574219, 318.33819580078125]","[440.64935302734375, 353.3349304199219]","[410.99407958984375, 385.47821044921875]","[611.1057739257812, 307.40386962890625]","[572.3118896484375, 359.315673828125]","[558.6773681640625, 396.3896789550781]","[540.101806640625, 457.9300231933594]"
10,"[415.24322509765625, 80.263671875]","[413.6841735839844, 67.0522232055664]","[399.304443359375, 68.5228500366211]","[391.6834716796875, 80.6740493774414]","[357.7708740234375, 89.39342498779297]","[381.6890563964844, 160.9793243408203]","[343.8774719238281, 194.03518676757812]","[431.1035461425781, 259.05316162109375]","[380.853759765625, 332.1579895019531]","[484.1115417480469, 278.06634521484375]","[487.8885498046875, 318.4687805175781]","[440.5488586425781, 353.1664733886719]","[410.9169616699219, 385.17840576171875]","[611.2234497070312, 306.8075256347656]","[572.683349609375, 358.2885437011719]","[559.082763671875, 395.87384033203125]","[541.1332397460938, 456.9776306152344]"
