Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[389.89892578125, 124.36299133300781]","[387.4537353515625, 108.18008422851562]","[376.6565856933594, 111.22197723388672]","[339.13720703125, 106.24825286865234]","[337.50689697265625, 118.14993286132812]","[316.9858093261719, 165.66937255859375]","[338.6205749511719, 195.75979614257812]","[358.47784423828125, 258.05712890625]","[382.9549255371094, 309.9158935546875]","[430.38006591796875, 209.60353088378906]","[440.1875915527344, 229.28274536132812]","[360.4628601074219, 359.0067138671875]","[374.1506652832031, 381.0648193359375]","[504.2286071777344, 329.5747985839844]","[519.7144775390625, 349.03564453125]","[477.92645263671875, 437.3123474121094]","[479.5391540527344, 462.9243469238281]"
2,"[389.8550720214844, 124.58007049560547]","[387.63714599609375, 108.23991394042969]","[376.44000244140625, 111.3819808959961]","[340.0878601074219, 106.01868438720703]","[337.16729736328125, 118.14613342285156]","[318.0585021972656, 164.85528564453125]","[338.04473876953125, 195.6836700439453]","[360.3590393066406, 256.87939453125]","[382.8670349121094, 310.2093200683594]","[432.8581237792969, 207.48248291015625]","[440.8433532714844, 227.70191955566406]","[362.6648254394531, 357.80023193359375]","[375.1474914550781, 380.4505920410156]","[508.1580505371094, 330.9736633300781]","[522.8402709960938, 351.1089172363281]","[482.38201904296875, 438.11859130859375]","[482.9631042480469, 464.48065185546875]"
3,"[389.740478515625, 124.8277359008789]","[387.8307800292969, 108.42217254638672]","[376.2894592285156, 111.57147979736328]","[340.9660949707031, 106.02472686767578]","[337.1125183105469, 118.16185760498047]","[318.6109924316406, 164.448486328125]","[338.2192687988281, 195.4716796875]","[360.85675048828125, 256.130615234375]","[383.34539794921875, 309.86041259765625]","[433.7170715332031, 206.04383850097656]","[441.43572998046875, 226.39938354492188]","[363.5701904296875, 356.20013427734375]","[375.79541015625, 378.9999694824219]","[507.95062255859375, 330.1744384765625]","[522.7582397460938, 350.4845886230469]","[483.5304870605469, 435.45880126953125]","[484.1547546386719, 461.95220947265625]"
4,"[389.653564453125, 124.85165405273438]","[387.61468505859375, 108.41162872314453]","[376.0549621582031, 111.6537857055664]","[341.16064453125, 106.03834533691406]","[336.579345703125, 118.3785629272461]","[318.9734802246094, 164.20828247070312]","[337.81195068359375, 195.51568603515625]","[360.4202880859375, 256.2808837890625]","[382.2049560546875, 310.3265075683594]","[431.630615234375, 209.12420654296875]","[439.4720764160156, 229.00790405273438]","[365.0712890625, 354.6227111816406]","[376.78204345703125, 377.6849670410156]","[510.2187194824219, 328.02777099609375]","[524.85888671875, 348.70654296875]","[486.18817138671875, 431.4951171875]","[487.1303405761719, 458.4641418457031]"
5,"[389.8645935058594, 124.72638702392578]","[387.6717529296875, 108.2574462890625]","[376.1802062988281, 111.5870590209961]","[341.1924743652344, 106.00675964355469]","[336.28448486328125, 118.52208709716797]","[318.87982177734375, 164.152587890625]","[337.2717590332031, 195.7704315185547]","[359.7275390625, 256.5069885253906]","[380.8326416015625, 311.1098327636719]","[431.13299560546875, 210.1384735107422]","[438.56781005859375, 230.13246154785156]","[366.0804748535156, 354.014404296875]","[377.5115661621094, 377.3381652832031]","[511.39361572265625, 328.2856750488281]","[526.1466064453125, 349.2851257324219]","[487.69354248046875, 431.18682861328125]","[488.9246520996094, 458.6098327636719]"
6,"[389.70684814453125, 124.67138671875]","[387.59747314453125, 108.07109069824219]","[375.88232421875, 111.51901245117188]","[341.73944091796875, 105.72562408447266]","[336.0291442871094, 118.53376007080078]","[319.6597900390625, 163.8661651611328]","[336.9234313964844, 195.97251892089844]","[360.46234130859375, 257.1841735839844]","[380.11376953125, 312.4886779785156]","[431.0464782714844, 211.14056396484375]","[437.44940185546875, 230.84085083007812]","[367.0771179199219, 353.2314453125]","[377.7533874511719, 376.8656921386719]","[512.1553344726562, 328.48309326171875]","[526.3430786132812, 349.9071350097656]","[488.94207763671875, 431.1535339355469]","[489.68280029296875, 459.12451171875]"
7,"[389.2706298828125, 124.59732818603516]","[387.4577941894531, 107.93992614746094]","[375.3248291015625, 111.4142074584961]","[342.2380676269531, 105.59477233886719]","[335.5538024902344, 118.48567962646484]","[319.915283203125, 163.82119750976562]","[336.7751159667969, 196.17160034179688]","[361.4739990234375, 256.826416015625]","[380.1451110839844, 312.721923828125]","[432.1563720703125, 209.62547302246094]","[437.227294921875, 230.06539916992188]","[366.8421936035156, 353.0440979003906]","[377.26190185546875, 376.77410888671875]","[510.9613037109375, 328.8879089355469]","[525.2635498046875, 350.4474182128906]","[488.6060485839844, 432.123046875]","[489.4924621582031, 460.2477722167969]"
8,"[389.01361083984375, 124.52261352539062]","[387.2084655761719, 107.89974975585938]","[375.06982421875, 111.3274917602539]","[342.08746337890625, 105.43341827392578]","[335.4421081542969, 118.20927429199219]","[320.067626953125, 163.7207794189453]","[336.60400390625, 195.8451385498047]","[362.0370788574219, 256.4992980957031]","[380.37945556640625, 312.0572509765625]","[432.64654541015625, 210.0098114013672]","[437.606689453125, 230.0566864013672]","[366.2815856933594, 354.44659423828125]","[376.4222106933594, 378.0318603515625]","[511.2236328125, 330.335205078125]","[524.9657592773438, 351.74505615234375]","[487.6803894042969, 435.5216064453125]","[487.83538818359375, 463.4449157714844]"
9,"[389.0666198730469, 124.69134521484375]","[387.1230773925781, 108.09872436523438]","[375.2214660644531, 111.43895721435547]","[341.3681945800781, 105.46049499511719]","[335.5931396484375, 118.03612518310547]","[319.4263916015625, 163.6593017578125]","[336.3427734375, 195.44862365722656]","[361.69671630859375, 256.5945739746094]","[379.9101867675781, 311.8750305175781]","[433.7649841308594, 208.70970153808594]","[438.22515869140625, 229.26686096191406]","[364.9107666015625, 356.42596435546875]","[375.3034362792969, 379.80902099609375]","[511.7541809082031, 331.14862060546875]","[525.2136840820312, 352.2718811035156]","[486.4687805175781, 438.9642333984375]","[486.0302429199219, 466.509521484375]"
10,"[388.6553649902344, 124.96053314208984]","[387.1053771972656, 108.51898956298828]","[375.2546081542969, 111.65882110595703]","[341.5833740234375, 105.78861999511719]","[337.002685546875, 117.75068664550781]","[318.25299072265625, 163.68577575683594]","[337.489501953125, 194.56564331054688]","[358.6282043457031, 257.0354919433594]","[379.7203674316406, 311.0255126953125]","[432.5302734375, 207.7213897705078]","[439.02447509765625, 228.33523559570312]","[363.1029052734375, 353.8866882324219]","[375.04052734375, 376.8153381347656]","[507.8321228027344, 329.8216247558594]","[522.1083984375, 350.4385986328125]","[484.7851257324219, 436.1798400878906]","[484.629638671875, 462.8695068359375]"
11,"[388.54962158203125, 124.88955688476562]","[386.7847595214844, 108.64242553710938]","[375.4004211425781, 111.59861755371094]","[340.4145812988281, 105.9768295288086]","[337.5262451171875, 117.44691467285156]","[317.2616882324219, 164.09373474121094]","[337.9049377441406, 193.87596130371094]","[357.0089416503906, 258.17425537109375]","[379.74688720703125, 310.37237548828125]","[430.8551330566406, 207.9088897705078]","[439.3729248046875, 228.50454711914062]","[361.241455078125, 355.16064453125]","[374.125244140625, 377.364013671875]","[505.8777770996094, 332.85113525390625]","[520.2573852539062, 352.5843505859375]","[482.3576965332031, 440.7581481933594]","[482.0601501464844, 466.3076477050781]"
12,"[388.80426025390625, 124.7237548828125]","[387.0110778808594, 108.50531005859375]","[375.84942626953125, 111.43863677978516]","[340.3887939453125, 106.02433776855469]","[338.1011657714844, 117.40730285644531]","[317.1452331542969, 164.06063842773438]","[338.0119323730469, 194.1232452392578]","[358.4929504394531, 257.63519287109375]","[380.75140380859375, 310.840576171875]","[433.82977294921875, 204.93577575683594]","[440.6075439453125, 226.90805053710938]","[361.47930908203125, 354.7667541503906]","[374.5519714355469, 377.1771240234375]","[504.92156982421875, 333.82525634765625]","[519.6385498046875, 353.8162841796875]","[483.5301818847656, 440.0771484375]","[483.1544494628906, 465.9708251953125]"
13,"[388.3294372558594, 125.1207046508789]","[386.8395080566406, 108.80193328857422]","[375.4422912597656, 111.7054214477539]","[340.2902526855469, 105.98780822753906]","[337.9361572265625, 117.3344497680664]","[316.9227294921875, 163.86199951171875]","[337.85772705078125, 194.056640625]","[358.4738464355469, 257.1595153808594]","[381.0951843261719, 310.4145812988281]","[433.4845275878906, 204.07708740234375]","[440.682861328125, 225.94268798828125]","[361.3517761230469, 354.6942443847656]","[374.4274597167969, 377.1448974609375]","[503.375, 335.3627014160156]","[517.8978271484375, 355.3213806152344]","[482.8267822265625, 440.69964599609375]","[482.0316467285156, 466.50164794921875]"
