Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[230.735595703125, 78.76513671875]","[233.41531372070312, 65.17803955078125]","[214.54830932617188, 67.11898040771484]","[227.67100524902344, 79.0550765991211]","[174.493408203125, 82.9409408569336]","[211.35104370117188, 155.84800720214844]","[156.98231506347656, 174.56292724609375]","[232.00758361816406, 245.1004180908203]","[178.29212951660156, 297.8800048828125]","[288.670166015625, 295.9581604003906]","[253.5212860107422, 340.9718017578125]","[250.11351013183594, 318.2333984375]","[213.86471557617188, 336.55767822265625]","[329.5312805175781, 318.5736083984375]","[314.9642028808594, 338.56787109375]","[321.1070251464844, 375.8145446777344]","[312.306884765625, 401.9231872558594]"
2,"[231.1439208984375, 78.70658874511719]","[233.6460723876953, 65.14739227294922]","[215.15676879882812, 67.12374114990234]","[227.40257263183594, 78.5757827758789]","[175.38031005859375, 82.60782623291016]","[211.1542205810547, 154.8540802001953]","[158.51622009277344, 173.47618103027344]","[230.55555725097656, 243.59620666503906]","[177.33984375, 295.8692932128906]","[284.91046142578125, 294.4776306152344]","[247.43783569335938, 341.34503173828125]","[249.7894744873047, 315.8511047363281]","[214.88465881347656, 333.829833984375]","[325.3671875, 316.3133239746094]","[311.4169006347656, 335.8535461425781]","[317.70806884765625, 371.5602111816406]","[309.0550537109375, 397.1731872558594]"
3,"[231.12786865234375, 78.57447814941406]","[233.80770874023438, 64.9676742553711]","[215.08250427246094, 66.8909683227539]","[227.64541625976562, 78.58085632324219]","[175.40924072265625, 82.49686431884766]","[211.18551635742188, 155.44476318359375]","[158.7266082763672, 173.98329162597656]","[230.7172393798828, 244.72320556640625]","[177.8292999267578, 297.0934753417969]","[285.9935302734375, 294.4102783203125]","[248.78866577148438, 341.613037109375]","[250.0787353515625, 317.54522705078125]","[215.36476135253906, 335.5126953125]","[325.62451171875, 317.6888122558594]","[312.2966613769531, 337.1601867675781]","[318.10504150390625, 373.50091552734375]","[310.1067810058594, 398.9367370605469]"
4,"[231.56822204589844, 78.92723083496094]","[234.0209197998047, 65.33248901367188]","[215.58380126953125, 67.32266235351562]","[227.5301055908203, 78.62608337402344]","[175.68540954589844, 82.70249938964844]","[210.9710235595703, 154.86114501953125]","[158.9799346923828, 173.59059143066406]","[230.04855346679688, 243.51004028320312]","[177.10208129882812, 296.1173400878906]","[284.8311462402344, 293.86114501953125]","[246.62498474121094, 341.8840026855469]","[250.21444702148438, 316.3691711425781]","[215.83154296875, 334.38446044921875]","[324.99462890625, 316.4314270019531]","[311.6499938964844, 335.9584655761719]","[317.6839599609375, 371.7294616699219]","[309.5289001464844, 397.3503112792969]"
5,"[231.610107421875, 78.7170639038086]","[234.14215087890625, 65.12079620361328]","[215.6318359375, 67.09879302978516]","[227.7442169189453, 78.44300842285156]","[175.7819366455078, 82.50975799560547]","[210.99014282226562, 154.79161071777344]","[159.02374267578125, 173.49484252929688]","[229.6780242919922, 243.5189666748047]","[176.76246643066406, 296.10308837890625]","[284.4895935058594, 294.0118103027344]","[246.11558532714844, 342.4259033203125]","[249.98318481445312, 316.5440673828125]","[215.60980224609375, 334.5523681640625]","[325.3357238769531, 315.81597900390625]","[311.90545654296875, 335.3111877441406]","[318.03326416015625, 371.1438903808594]","[309.7288513183594, 396.6899719238281]"
6,"[231.46267700195312, 79.01078796386719]","[234.3050079345703, 65.31761169433594]","[215.38499450683594, 67.18009185791016]","[228.31948852539062, 78.49452209472656]","[175.49951171875, 82.23397064208984]","[211.13552856445312, 155.093994140625]","[158.77914428710938, 173.2888641357422]","[229.65744018554688, 244.7566680908203]","[176.98487854003906, 296.55059814453125]","[285.12799072265625, 295.2450256347656]","[248.00514221191406, 342.5076904296875]","[249.56068420410156, 318.4060363769531]","[214.83697509765625, 336.2066345214844]","[325.5130920410156, 318.3548889160156]","[311.77947998046875, 337.6185607910156]","[317.9446716308594, 375.08477783203125]","[309.1103515625, 400.2323913574219]"
7,"[231.69252014160156, 79.4283676147461]","[234.4610137939453, 65.72245788574219]","[215.639892578125, 67.62387084960938]","[228.4675750732422, 78.63673400878906]","[175.68826293945312, 82.45858001708984]","[211.16973876953125, 154.809326171875]","[158.79193115234375, 173.17062377929688]","[229.43377685546875, 244.3808135986328]","[176.875732421875, 296.5414123535156]","[285.026611328125, 294.44403076171875]","[248.32009887695312, 342.0472717285156]","[249.68222045898438, 318.1979675292969]","[214.93246459960938, 336.1123962402344]","[325.8366394042969, 318.5222473144531]","[312.26055908203125, 337.93206787109375]","[318.2324523925781, 375.33197021484375]","[309.5870361328125, 400.6885986328125]"
8,"[232.0948028564453, 79.34498596191406]","[234.3851776123047, 65.78082275390625]","[216.2731170654297, 67.53982543945312]","[227.14471435546875, 78.79408264160156]","[175.64186096191406, 82.15618133544922]","[209.6541748046875, 154.34486389160156]","[157.59024047851562, 172.5336456298828]","[229.17745971679688, 242.73316955566406]","[175.2239227294922, 295.45367431640625]","[285.7126159667969, 290.9770202636719]","[246.855712890625, 340.36041259765625]","[249.5782928466797, 315.6278991699219]","[215.10398864746094, 333.67584228515625]","[327.14935302734375, 316.4189758300781]","[314.1960754394531, 336.04833984375]","[320.446044921875, 370.6725769042969]","[312.72869873046875, 396.38482666015625]"
9,"[231.95155334472656, 79.40812683105469]","[234.28440856933594, 65.80705261230469]","[216.04904174804688, 67.58335876464844]","[227.26365661621094, 78.77796936035156]","[175.31837463378906, 82.17364501953125]","[209.78448486328125, 154.37562561035156]","[157.7125244140625, 172.4923858642578]","[229.28997802734375, 242.7303009033203]","[175.0164794921875, 295.225830078125]","[286.3209228515625, 292.38006591796875]","[245.73876953125, 341.8278503417969]","[250.26516723632812, 315.9996032714844]","[215.84422302246094, 333.957763671875]","[326.3851318359375, 316.8863220214844]","[313.4190673828125, 336.3653869628906]","[320.3060607910156, 370.8880920410156]","[312.38543701171875, 396.44415283203125]"
10,"[232.17514038085938, 79.40975952148438]","[234.526123046875, 65.77830505371094]","[216.2430877685547, 67.57740783691406]","[227.4850616455078, 78.77284240722656]","[175.50912475585938, 82.2399673461914]","[209.6644287109375, 154.50929260253906]","[158.06849670410156, 172.72789001464844]","[228.95315551757812, 243.0050811767578]","[175.14852905273438, 295.74664306640625]","[286.6641540527344, 292.22808837890625]","[246.31430053710938, 342.05804443359375]","[250.27685546875, 316.4986572265625]","[216.2056884765625, 334.531982421875]","[326.75885009765625, 316.7701416015625]","[314.4429931640625, 336.3139343261719]","[320.6299133300781, 370.99365234375]","[313.3775329589844, 396.6116027832031]"
