Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[402.5836486816406, 149.43873596191406]","[398.4504089355469, 137.5913543701172]","[393.37371826171875, 136.14401245117188]","[365.82928466796875, 139.6747283935547]","[354.2098083496094, 141.76300048828125]","[348.3311462402344, 198.8011016845703]","[324.07928466796875, 220.46646118164062]","[379.750732421875, 286.67926025390625]","[359.8982238769531, 332.52978515625]","[444.88104248046875, 250.38844299316406]","[424.7054748535156, 256.94854736328125]","[399.7743835449219, 358.8487243652344]","[386.83868408203125, 381.7682189941406]","[563.0349731445312, 323.0942077636719]","[557.8170166015625, 340.60125732421875]","[541.5242919921875, 470.5323791503906]","[563.07421875, 489.5486145019531]"
2,"[402.4399108886719, 148.112548828125]","[398.2972412109375, 136.2933349609375]","[393.072998046875, 134.95408630371094]","[365.9338684082031, 139.1342010498047]","[354.1828308105469, 141.4777069091797]","[349.149169921875, 198.99838256835938]","[324.2948913574219, 221.75619506835938]","[380.3397521972656, 285.7047119140625]","[359.7677307128906, 334.13909912109375]","[443.3265380859375, 249.86402893066406]","[424.3021545410156, 257.132080078125]","[400.997314453125, 360.27484130859375]","[387.7280578613281, 383.5340881347656]","[563.3075561523438, 322.87847900390625]","[558.0586547851562, 340.5473327636719]","[540.6065063476562, 471.6863098144531]","[562.5139770507812, 490.1629943847656]"
3,"[402.9729309082031, 147.9041748046875]","[398.9876403808594, 136.23724365234375]","[393.4750061035156, 134.83645629882812]","[367.06787109375, 139.8109130859375]","[354.33636474609375, 141.9069366455078]","[350.5080871582031, 200.53514099121094]","[324.3223876953125, 222.7871856689453]","[382.1768493652344, 286.2811279296875]","[360.07293701171875, 333.66229248046875]","[444.94207763671875, 250.4321746826172]","[424.298583984375, 256.6274108886719]","[402.1532897949219, 360.9603576660156]","[388.1003112792969, 384.0262145996094]","[563.7518310546875, 323.3609619140625]","[557.576904296875, 340.8923645019531]","[541.7613525390625, 471.22357177734375]","[562.9441528320312, 489.6214599609375]"
4,"[402.2181091308594, 148.605712890625]","[398.48541259765625, 136.81173706054688]","[392.62347412109375, 135.38882446289062]","[367.1962585449219, 140.1118927001953]","[353.494873046875, 142.11236572265625]","[350.5273132324219, 200.9716339111328]","[323.8028869628906, 223.59727478027344]","[382.55908203125, 285.7716979980469]","[360.3853759765625, 334.11419677734375]","[445.34796142578125, 250.49415588378906]","[424.6272888183594, 256.5812072753906]","[402.4142761230469, 361.3598327636719]","[388.0599365234375, 384.6590881347656]","[564.1693725585938, 323.8675231933594]","[557.525634765625, 341.98052978515625]","[541.6041870117188, 470.46380615234375]","[563.1614379882812, 489.8536376953125]"
5,"[401.89630126953125, 151.0135955810547]","[397.98223876953125, 139.11927795410156]","[392.5104675292969, 137.66725158691406]","[366.65625, 141.6953125]","[353.71307373046875, 143.56182861328125]","[350.7484436035156, 201.8584442138672]","[324.0095520019531, 224.68455505371094]","[383.84423828125, 285.1485290527344]","[360.8608093261719, 334.2680969238281]","[445.56298828125, 250.40406799316406]","[424.5516662597656, 256.927490234375]","[403.1336364746094, 361.4174499511719]","[388.9040222167969, 384.6792297363281]","[563.8048706054688, 323.7597351074219]","[557.093994140625, 341.7959289550781]","[541.0562133789062, 469.92181396484375]","[562.3284912109375, 489.28265380859375]"
6,"[402.17413330078125, 152.08566284179688]","[397.8409729003906, 140.02259826660156]","[393.369140625, 138.731201171875]","[364.8891906738281, 141.34854125976562]","[355.0494689941406, 143.6953887939453]","[348.32684326171875, 199.37010192871094]","[323.9241943359375, 222.9510498046875]","[380.72509765625, 283.6080322265625]","[359.44110107421875, 333.6785888671875]","[444.1009216308594, 249.70753479003906]","[424.24566650390625, 257.5426330566406]","[399.9172058105469, 360.1366271972656]","[387.13787841796875, 383.8069152832031]","[562.6104125976562, 323.567626953125]","[556.9112548828125, 342.01776123046875]","[540.9805297851562, 469.8055114746094]","[562.5391845703125, 489.7039489746094]"
7,"[401.8215637207031, 151.62940979003906]","[397.762939453125, 139.33700561523438]","[392.32012939453125, 138.34402465820312]","[366.03076171875, 140.38064575195312]","[352.8985290527344, 143.33401489257812]","[349.0741882324219, 198.4532012939453]","[322.4747619628906, 223.0462646484375]","[381.4563293457031, 280.57244873046875]","[358.64410400390625, 332.8043518066406]","[443.86077880859375, 248.66665649414062]","[423.6158142089844, 257.8551940917969]","[400.5164794921875, 358.9705810546875]","[386.2767639160156, 383.1263427734375]","[562.07080078125, 323.75]","[555.6856079101562, 342.8204040527344]","[540.7711181640625, 469.8692321777344]","[562.6678466796875, 489.7142028808594]"
8,"[402.3804016113281, 151.1558074951172]","[397.9411315917969, 138.95970153808594]","[393.3753967285156, 137.86268615722656]","[365.15264892578125, 140.017578125]","[354.57244873046875, 142.80587768554688]","[349.0858154296875, 197.53408813476562]","[323.266845703125, 222.296142578125]","[382.9090881347656, 280.0638732910156]","[358.9072570800781, 332.7629089355469]","[446.5521240234375, 247.9954833984375]","[424.0679626464844, 257.65716552734375]","[400.9702453613281, 358.2492370605469]","[387.3477478027344, 382.41937255859375]","[563.0202026367188, 323.7819519042969]","[556.6364135742188, 342.7884826660156]","[540.95947265625, 469.54010009765625]","[562.341796875, 489.49365234375]"
9,"[402.2913513183594, 150.46669006347656]","[397.8195495605469, 138.24365234375]","[393.08123779296875, 137.35533142089844]","[365.63580322265625, 139.61878967285156]","[354.37042236328125, 142.7555389404297]","[350.4913635253906, 197.58615112304688]","[323.0726318359375, 222.6979522705078]","[385.46441650390625, 278.9227294921875]","[359.2411804199219, 332.3095397949219]","[447.92999267578125, 247.39036560058594]","[424.5586853027344, 257.2747497558594]","[401.9197082519531, 358.40130615234375]","[387.3504943847656, 382.7045593261719]","[563.0112915039062, 324.0517578125]","[556.2535400390625, 343.2110595703125]","[541.7675170898438, 469.46075439453125]","[562.7904052734375, 489.1995849609375]"
10,"[402.9643249511719, 151.1399688720703]","[398.379638671875, 138.90386962890625]","[393.7940673828125, 137.9929962158203]","[365.9952697753906, 140.25103759765625]","[355.26104736328125, 143.3549041748047]","[350.7432556152344, 198.4785919189453]","[323.9059753417969, 223.002197265625]","[384.65863037109375, 280.907958984375]","[359.19281005859375, 332.9757995605469]","[445.7932434082031, 247.50656127929688]","[424.2636413574219, 257.0605773925781]","[401.7255554199219, 358.3122253417969]","[387.5679016113281, 382.34124755859375]","[562.9088745117188, 324.7198791503906]","[556.9195556640625, 343.5137023925781]","[541.7919921875, 470.2169494628906]","[562.52197265625, 489.5777893066406]"
11,"[401.97943115234375, 151.58108520507812]","[397.9479064941406, 138.38648986816406]","[393.5672912597656, 137.7220458984375]","[364.067138671875, 139.07147216796875]","[356.1400451660156, 143.2657470703125]","[348.0058898925781, 200.13693237304688]","[327.4251708984375, 225.23020935058594]","[379.7178649902344, 288.4356384277344]","[361.4414978027344, 337.5114440917969]","[441.7629089355469, 248.72109985351562]","[424.22088623046875, 254.27508544921875]","[398.8272399902344, 355.6671447753906]","[387.7880859375, 379.3413391113281]","[554.2666625976562, 327.59320068359375]","[548.7667236328125, 347.4095153808594]","[538.3051147460938, 473.67791748046875]","[556.6729125976562, 495.8359069824219]"
12,"[403.0450744628906, 149.9774169921875]","[398.585205078125, 137.86444091796875]","[394.02703857421875, 136.69334411621094]","[365.73394775390625, 139.6130828857422]","[355.3690185546875, 142.214599609375]","[349.875732421875, 198.43157958984375]","[323.8883056640625, 222.62667846679688]","[384.39617919921875, 281.4841003417969]","[359.4796142578125, 333.0867614746094]","[447.9450378417969, 248.19590759277344]","[424.27288818359375, 257.29132080078125]","[400.9483642578125, 359.7470703125]","[387.40277099609375, 383.6623840332031]","[563.1525268554688, 323.6963806152344]","[557.406494140625, 342.32611083984375]","[541.275390625, 469.78045654296875]","[562.9010620117188, 489.26251220703125]"
13,"[402.83184814453125, 149.454345703125]","[398.6367492675781, 137.7383270263672]","[394.18505859375, 136.02182006835938]","[365.8792724609375, 140.2583465576172]","[356.1975402832031, 141.6144561767578]","[350.4239501953125, 199.8339080810547]","[324.0035705566406, 222.28358459472656]","[384.4252014160156, 284.2931823730469]","[359.205810546875, 333.1955871582031]","[448.24578857421875, 249.63040161132812]","[424.4041442871094, 256.9147644042969]","[401.3950500488281, 360.890625]","[387.591064453125, 384.00250244140625]","[564.3193359375, 324.92242431640625]","[557.675537109375, 342.2786865234375]","[541.3551025390625, 470.14190673828125]","[562.7819213867188, 488.9748229980469]"
14,"[402.7810363769531, 148.598388671875]","[398.6004943847656, 136.55726623535156]","[393.91107177734375, 134.99920654296875]","[365.75421142578125, 138.66110229492188]","[355.3619384765625, 140.39932250976562]","[349.6802978515625, 198.98753356933594]","[324.0010681152344, 221.5649871826172]","[382.6864013671875, 285.16363525390625]","[358.993408203125, 333.53887939453125]","[446.77032470703125, 249.73976135253906]","[423.7986145019531, 256.619873046875]","[401.58087158203125, 359.7767028808594]","[388.2466735839844, 382.9714050292969]","[562.6917724609375, 323.792724609375]","[556.7579956054688, 341.6388244628906]","[540.4776611328125, 470.652587890625]","[561.7001953125, 490.0749206542969]"
15,"[402.5605163574219, 149.413330078125]","[398.42742919921875, 137.4812774658203]","[393.7378234863281, 135.8492889404297]","[365.6349792480469, 139.68878173828125]","[355.27142333984375, 141.2674560546875]","[349.589111328125, 199.5786895751953]","[324.16534423828125, 222.45359802246094]","[382.2216491699219, 285.32208251953125]","[359.3865966796875, 334.3551940917969]","[445.73638916015625, 250.5364532470703]","[424.729248046875, 256.6577453613281]","[402.43023681640625, 360.40960693359375]","[389.1090393066406, 383.7640686035156]","[563.6630859375, 323.7572021484375]","[557.2058715820312, 342.0401611328125]","[540.2560424804688, 469.36376953125]","[561.3956909179688, 489.3628234863281]"
16,"[402.87066650390625, 148.09280395507812]","[398.4455871582031, 136.56434631347656]","[394.9184875488281, 134.63433837890625]","[364.4596252441406, 139.58055114746094]","[357.6683349609375, 140.44053649902344]","[349.9490661621094, 199.0391845703125]","[324.4609680175781, 222.1050567626953]","[383.8899841308594, 283.6572570800781]","[358.85845947265625, 334.02630615234375]","[446.67681884765625, 250.21514892578125]","[425.0417175292969, 256.9283142089844]","[402.7529296875, 360.1844787597656]","[389.5799560546875, 383.4088439941406]","[564.1448364257812, 324.42803955078125]","[556.7589721679688, 341.94085693359375]","[540.69970703125, 469.66497802734375]","[561.1917724609375, 488.80657958984375]"
17,"[402.6590270996094, 145.28993225097656]","[398.7621765136719, 133.78765869140625]","[394.2955627441406, 131.7891845703125]","[365.8039855957031, 137.2813262939453]","[356.7746276855469, 138.0494842529297]","[350.3490905761719, 197.93545532226562]","[324.38104248046875, 220.5211944580078]","[382.497802734375, 283.82720947265625]","[358.9098815917969, 333.30377197265625]","[445.4063720703125, 250.37942504882812]","[424.9751892089844, 256.6839294433594]","[402.36798095703125, 359.7091064453125]","[388.71258544921875, 382.7864685058594]","[564.9653930664062, 324.11590576171875]","[557.2762451171875, 341.6304016113281]","[540.2701416015625, 469.5505676269531]","[561.22265625, 489.0552978515625]"
18,"[401.81744384765625, 147.08468627929688]","[397.7366943359375, 135.41354370117188]","[393.5050048828125, 133.6449737548828]","[365.0040588378906, 138.09100341796875]","[356.7804870605469, 139.46673583984375]","[350.44427490234375, 197.48318481445312]","[324.6533203125, 220.5003204345703]","[382.20263671875, 281.8330078125]","[358.4180908203125, 332.2186279296875]","[445.4300842285156, 249.44764709472656]","[424.82000732421875, 257.5744934082031]","[402.3482971191406, 357.41033935546875]","[388.849853515625, 380.5498352050781]","[565.2667846679688, 322.6773986816406]","[557.5335083007812, 339.8399658203125]","[540.3427734375, 469.1723327636719]","[560.5211791992188, 488.1550598144531]"
