Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[324.70794677734375, 112.8299560546875]","[324.37127685546875, 100.18746185302734]","[318.0839538574219, 100.64996337890625]","[296.39239501953125, 98.56489562988281]","[285.6945495605469, 100.41879272460938]","[282.4068603515625, 145.7364044189453]","[245.7105712890625, 167.53826904296875]","[323.2433166503906, 222.40919494628906]","[268.9630126953125, 280.29473876953125]","[375.3406066894531, 143.6167755126953]","[325.8382873535156, 188.79054260253906]","[294.4551086425781, 304.4126892089844]","[271.7501220703125, 322.6136169433594]","[346.015380859375, 297.4077453613281]","[343.9586181640625, 317.668701171875]","[344.98931884765625, 337.4869079589844]","[340.344482421875, 365.5341796875]"
2,"[324.76904296875, 112.81116485595703]","[324.40106201171875, 100.18789672851562]","[318.1640625, 100.65155029296875]","[296.4671936035156, 98.5857925415039]","[285.8055114746094, 100.42810821533203]","[282.4822998046875, 145.73731994628906]","[245.71665954589844, 167.55856323242188]","[323.34259033203125, 222.23068237304688]","[268.7944030761719, 280.3138732910156]","[375.5664978027344, 143.4163055419922]","[325.7690124511719, 189.009033203125]","[294.53924560546875, 304.4440612792969]","[271.7912292480469, 322.663818359375]","[346.0963134765625, 297.7298583984375]","[344.03924560546875, 318.0289306640625]","[345.0346374511719, 337.8435363769531]","[340.3860778808594, 365.9441833496094]"
3,"[325.025390625, 112.45919036865234]","[324.6170959472656, 99.85107421875]","[318.3477478027344, 100.31707763671875]","[296.6041259765625, 98.51630401611328]","[285.8443908691406, 100.35662841796875]","[282.3702087402344, 145.84600830078125]","[245.88331604003906, 167.74102783203125]","[323.9010925292969, 221.84478759765625]","[269.1424865722656, 280.250732421875]","[376.9170227050781, 142.85455322265625]","[326.8172607421875, 188.51092529296875]","[294.4627990722656, 304.1673889160156]","[271.8684387207031, 322.4667663574219]","[346.74151611328125, 295.79248046875]","[344.8466796875, 316.2230529785156]","[345.0132141113281, 336.2279968261719]","[340.4885559082031, 364.52874755859375]"
4,"[325.5478515625, 112.84542846679688]","[325.0789794921875, 100.20932006835938]","[318.96795654296875, 100.67546081542969]","[296.79205322265625, 98.63802337646484]","[286.3529052734375, 100.477294921875]","[282.4897155761719, 145.7234649658203]","[245.8998565673828, 167.68270874023438]","[323.6221923828125, 221.9192657470703]","[268.76947021484375, 280.42919921875]","[376.51300048828125, 142.45408630371094]","[326.5028076171875, 188.32241821289062]","[294.52691650390625, 304.36187744140625]","[271.8847351074219, 322.70654296875]","[346.44757080078125, 296.2718811035156]","[344.5220031738281, 316.74884033203125]","[344.8492126464844, 336.4093322753906]","[340.3812255859375, 364.7860412597656]"
5,"[325.0964050292969, 112.18599700927734]","[324.5834045410156, 99.64151000976562]","[318.49383544921875, 100.10506439208984]","[296.312255859375, 98.54061126708984]","[286.00799560546875, 100.3562240600586]","[281.98211669921875, 146.37042236328125]","[246.06776428222656, 167.6652374267578]","[320.0390625, 224.49609375]","[268.4249572753906, 280.7593688964844]","[370.4024963378906, 145.3282928466797]","[325.9324951171875, 188.62564086914062]","[294.1835021972656, 304.5606994628906]","[271.887939453125, 322.51092529296875]","[345.4842224121094, 296.05645751953125]","[343.4206237792969, 316.08197021484375]","[343.55877685546875, 336.9624938964844]","[338.82037353515625, 364.69586181640625]"
6,"[325.0934143066406, 111.9740982055664]","[324.5567321777344, 99.53117370605469]","[318.5683898925781, 100.00588989257812]","[296.8450927734375, 98.49577331542969]","[286.525146484375, 100.2799301147461]","[282.9299011230469, 146.16371154785156]","[246.13320922851562, 167.6007843017578]","[322.5921325683594, 222.4218292236328]","[267.8031311035156, 279.9441833496094]","[374.88641357421875, 143.08262634277344]","[326.230712890625, 188.71115112304688]","[294.7109680175781, 304.0636901855469]","[271.9613342285156, 322.092041015625]","[346.1868896484375, 295.25933837890625]","[343.9061279296875, 315.4122009277344]","[343.7818908691406, 335.7286376953125]","[339.1834411621094, 363.61578369140625]"
7,"[324.80133056640625, 111.64329528808594]","[324.293212890625, 99.37544250488281]","[318.32940673828125, 99.72225952148438]","[297.2011413574219, 98.61705780029297]","[286.8221740722656, 99.96395874023438]","[284.0543212890625, 146.46795654296875]","[246.0523681640625, 167.6827850341797]","[327.1760559082031, 220.97872924804688]","[268.7201232910156, 279.3452453613281]","[382.553466796875, 141.60452270507812]","[328.0190734863281, 187.8588104248047]","[295.822265625, 304.71075439453125]","[272.45050048828125, 322.7632141113281]","[348.4942321777344, 296.4287414550781]","[346.2635498046875, 316.71295166015625]","[346.0794982910156, 337.6431884765625]","[341.6628723144531, 365.6146545410156]"
8,"[324.68975830078125, 111.65267944335938]","[324.20880126953125, 99.4087905883789]","[318.10601806640625, 99.78106689453125]","[297.8363037109375, 98.57860565185547]","[286.52789306640625, 99.95677185058594]","[285.4029541015625, 146.2666015625]","[245.8094940185547, 167.53695678710938]","[329.44219970703125, 219.98927307128906]","[268.81158447265625, 278.7003479003906]","[383.8321228027344, 141.06341552734375]","[327.50213623046875, 187.91189575195312]","[296.9880676269531, 304.4458923339844]","[272.6121520996094, 322.4884948730469]","[348.9454650878906, 297.6762390136719]","[346.1620178222656, 318.0078125]","[346.7864685058594, 338.8751220703125]","[342.3194885253906, 366.94024658203125]"
9,"[324.442138671875, 111.22281646728516]","[324.1191101074219, 98.95153045654297]","[317.629638671875, 99.30290222167969]","[298.1663513183594, 98.32450103759766]","[285.7439880371094, 99.62120819091797]","[285.5123291015625, 146.36021423339844]","[245.6502685546875, 167.19912719726562]","[328.1566467285156, 220.84432983398438]","[268.7135009765625, 278.4391174316406]","[381.4950866699219, 142.34619140625]","[327.1228332519531, 188.1638946533203]","[297.00677490234375, 304.2408142089844]","[272.3775634765625, 322.0049133300781]","[348.1520690917969, 297.8071594238281]","[345.1659851074219, 317.83477783203125]","[345.6727600097656, 339.1456604003906]","[340.9914245605469, 366.804931640625]"
10,"[323.6116638183594, 111.11432647705078]","[323.5823974609375, 98.87789154052734]","[316.5576171875, 99.05706024169922]","[298.42913818359375, 98.47235870361328]","[284.732666015625, 99.24849700927734]","[285.6553039550781, 146.76242065429688]","[245.2396697998047, 167.35899353027344]","[331.895751953125, 219.1790313720703]","[269.6336364746094, 277.9208984375]","[388.43975830078125, 140.48524475097656]","[328.6711120605469, 188.2249298095703]","[297.35748291015625, 304.96728515625]","[272.44903564453125, 322.7217712402344]","[349.7101135253906, 298.537353515625]","[347.132568359375, 318.6263732910156]","[347.5005187988281, 340.2975769042969]","[343.1137390136719, 367.9366149902344]"
