Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[393.11260986328125, 119.87517547607422]","[393.8240966796875, 108.2508544921875]","[381.25836181640625, 105.61940002441406]","[374.8594970703125, 109.26448822021484]","[337.40118408203125, 105.77294158935547]","[358.9552917480469, 172.48367309570312]","[307.2076721191406, 183.0987091064453]","[400.0626525878906, 262.0589904785156]","[351.1819152832031, 294.2801513671875]","[449.03338623046875, 208.1273956298828]","[428.32635498046875, 228.15318298339844]","[396.8934631347656, 358.421630859375]","[363.52679443359375, 376.3531799316406]","[529.4485473632812, 346.5704040527344]","[514.2617797851562, 360.5768127441406]","[527.1661987304688, 447.6767578125]","[544.3115234375, 457.5497131347656]"
2,"[393.17596435546875, 117.09752655029297]","[393.79901123046875, 105.47959899902344]","[380.8515930175781, 103.15507507324219]","[375.17608642578125, 107.90904235839844]","[337.020263671875, 105.23341369628906]","[359.7162170410156, 173.18023681640625]","[307.73876953125, 183.44627380371094]","[400.6234436035156, 263.1884460449219]","[351.5730285644531, 293.883544921875]","[450.19586181640625, 205.9858856201172]","[429.4542236328125, 225.97265625]","[396.6704406738281, 357.6578674316406]","[363.1141052246094, 375.4164733886719]","[530.1751708984375, 345.8421936035156]","[515.13720703125, 359.57098388671875]","[528.0773315429688, 447.2531433105469]","[543.4054565429688, 456.5018005371094]"
3,"[392.8173828125, 114.59408569335938]","[392.7572326660156, 102.91525268554688]","[380.15606689453125, 101.28548431396484]","[373.0110168457031, 106.62458038330078]","[335.8240661621094, 105.68537139892578]","[357.7694091796875, 173.36526489257812]","[307.8395690917969, 185.34521484375]","[398.8436279296875, 262.1734619140625]","[351.3677673339844, 293.93756103515625]","[448.3923645019531, 206.36019897460938]","[428.1168212890625, 226.45486450195312]","[397.4127502441406, 356.8746337890625]","[365.11761474609375, 375.5713806152344]","[531.0233764648438, 347.1749267578125]","[517.0369262695312, 362.52740478515625]","[531.7855834960938, 444.4959716796875]","[545.2238159179688, 454.78509521484375]"
4,"[393.2580261230469, 112.52977752685547]","[392.3727722167969, 100.76449584960938]","[381.0122375488281, 99.55099487304688]","[370.68048095703125, 104.65040588378906]","[337.4023132324219, 104.83743286132812]","[356.2217102050781, 171.1837921142578]","[308.5307312011719, 184.97634887695312]","[398.4055480957031, 258.7603454589844]","[351.5861511230469, 293.4757995605469]","[449.4331970214844, 204.26231384277344]","[428.29962158203125, 225.35430908203125]","[394.646484375, 355.2280578613281]","[364.1298522949219, 374.4416198730469]","[529.0048217773438, 341.9749450683594]","[516.5069580078125, 357.4820556640625]","[529.66845703125, 444.79266357421875]","[542.9379272460938, 454.80792236328125]"
5,"[392.6877136230469, 111.08574676513672]","[391.9098205566406, 99.15697479248047]","[380.0107421875, 98.27723693847656]","[370.645751953125, 103.65052032470703]","[336.091552734375, 104.59554290771484]","[356.06646728515625, 171.64187622070312]","[307.3706359863281, 185.6881866455078]","[396.98577880859375, 261.42620849609375]","[350.8642272949219, 294.8926696777344]","[447.77154541015625, 207.65647888183594]","[427.9096374511719, 224.80130004882812]","[394.0072937011719, 354.4447021484375]","[362.86016845703125, 373.9808349609375]","[529.3338012695312, 340.298828125]","[516.36181640625, 356.5323791503906]","[531.0391235351562, 444.0370788574219]","[543.7853393554688, 455.0072326660156]"
6,"[390.7884521484375, 108.88268280029297]","[390.10797119140625, 96.82967376708984]","[377.3014221191406, 96.35607147216797]","[370.31158447265625, 101.81497192382812]","[333.98358154296875, 103.88037872314453]","[357.4189453125, 170.82461547851562]","[306.3214416503906, 184.6212158203125]","[396.8346862792969, 263.0319519042969]","[349.7062072753906, 295.9448547363281]","[448.5507507324219, 205.05743408203125]","[429.2481384277344, 222.73196411132812]","[392.84503173828125, 354.1806640625]","[360.1482238769531, 373.3358459472656]","[528.1661987304688, 340.4343566894531]","[515.515380859375, 355.18218994140625]","[526.6901245117188, 446.8072204589844]","[540.1254272460938, 455.3106994628906]"
7,"[390.2286376953125, 107.38301086425781]","[389.2110290527344, 95.28044128417969]","[376.6453857421875, 95.06795501708984]","[369.14544677734375, 100.4477767944336]","[333.3422546386719, 103.12438201904297]","[357.4500732421875, 169.19985961914062]","[305.2571716308594, 184.2201690673828]","[397.9792175292969, 261.657470703125]","[349.51702880859375, 296.97821044921875]","[449.4341125488281, 205.20849609375]","[428.8616943359375, 222.80142211914062]","[392.3114318847656, 354.6960754394531]","[358.9686279296875, 374.18072509765625]","[527.6121826171875, 339.0894775390625]","[514.6126708984375, 353.59564208984375]","[524.9851684570312, 448.2226257324219]","[539.0231323242188, 455.6943054199219]"
8,"[390.19915771484375, 104.47460174560547]","[389.1073913574219, 92.2155990600586]","[376.1072692871094, 92.56157684326172]","[369.3446044921875, 98.53752136230469]","[332.2413330078125, 102.37483978271484]","[357.81231689453125, 169.2567138671875]","[304.7285461425781, 185.60064697265625]","[400.14111328125, 261.6303405761719]","[349.7450866699219, 297.683349609375]","[450.7033996582031, 205.40036010742188]","[430.0320739746094, 222.26275634765625]","[394.2370910644531, 354.4205017089844]","[360.21734619140625, 375.0967712402344]","[530.999755859375, 339.6841125488281]","[516.9365844726562, 357.359619140625]","[531.6041259765625, 444.81219482421875]","[542.7683715820312, 456.010986328125]"
9,"[389.68670654296875, 104.86695861816406]","[388.9431457519531, 92.5422134399414]","[375.3517150878906, 92.93534088134766]","[370.4410400390625, 98.60037231445312]","[331.5019226074219, 102.35202026367188]","[359.22821044921875, 169.20306396484375]","[304.2514953613281, 185.05645751953125]","[400.58935546875, 263.0122375488281]","[349.5174865722656, 297.9237976074219]","[448.49432373046875, 205.46527099609375]","[429.385986328125, 221.8578338623047]","[396.15283203125, 353.9436950683594]","[360.7655334472656, 374.5386047363281]","[532.5897827148438, 339.6241149902344]","[517.4697265625, 357.1291809082031]","[535.2105102539062, 442.22003173828125]","[546.2149658203125, 453.1961975097656]"
10,"[389.75372314453125, 104.81666564941406]","[388.6849365234375, 92.46707153320312]","[375.9661865234375, 92.84845733642578]","[368.5607604980469, 98.08873748779297]","[332.7082824707031, 102.05712890625]","[356.7696533203125, 168.0293426513672]","[305.0757751464844, 185.06524658203125]","[396.8742370605469, 261.0849914550781]","[349.01324462890625, 298.6736145019531]","[446.1527099609375, 206.85401916503906]","[427.2343444824219, 224.42161560058594]","[392.3388977050781, 353.39117431640625]","[359.33441162109375, 373.9560546875]","[526.7796630859375, 342.2931823730469]","[514.2907104492188, 359.1795959472656]","[526.90087890625, 447.1300048828125]","[540.3345947265625, 457.2933044433594]"
