Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[307.203857421875, 185.2877655029297]","[308.93756103515625, 173.0321044921875]","[300.6983642578125, 171.59661865234375]","[289.6258239746094, 172.2584228515625]","[260.9920349121094, 166.95693969726562]","[256.32275390625, 216.8209991455078]","[201.70944213867188, 228.86038208007812]","[263.4847412109375, 308.023193359375]","[208.03016662597656, 349.99993896484375]","[318.3183898925781, 311.7391357421875]","[312.3023986816406, 333.8138122558594]","[266.3359069824219, 374.830078125]","[227.8262939453125, 392.3526611328125]","[342.7478942871094, 353.1618347167969]","[323.25689697265625, 374.6959533691406]","[332.8686828613281, 409.96539306640625]","[319.080322265625, 439.65850830078125]"
2,"[307.0873718261719, 185.7351837158203]","[308.864013671875, 173.50286865234375]","[300.5797424316406, 172.02685546875]","[289.79248046875, 172.60379028320312]","[260.93701171875, 167.16929626464844]","[256.54315185546875, 217.01458740234375]","[201.72189331054688, 228.7410430908203]","[263.50506591796875, 308.2097473144531]","[207.889892578125, 349.518798828125]","[317.88531494140625, 312.736083984375]","[312.0195007324219, 334.0941467285156]","[266.41351318359375, 375.472900390625]","[227.71788024902344, 392.83172607421875]","[342.7855224609375, 354.4085998535156]","[322.869140625, 375.7724304199219]","[332.8887634277344, 411.78826904296875]","[318.51507568359375, 441.2487487792969]"
3,"[307.1162109375, 185.71389770507812]","[308.8761901855469, 173.46690368652344]","[300.5453186035156, 172.0100555419922]","[290.05126953125, 172.58349609375]","[260.8805236816406, 167.15936279296875]","[256.8942565917969, 217.08738708496094]","[201.67575073242188, 228.74363708496094]","[263.6720886230469, 308.43524169921875]","[207.65130615234375, 349.7633056640625]","[318.0618591308594, 312.73028564453125]","[311.775146484375, 334.3923645019531]","[266.5555725097656, 375.4861755371094]","[227.60911560058594, 392.7913513183594]","[342.60498046875, 354.7093505859375]","[322.44927978515625, 376.05230712890625]","[332.60064697265625, 412.061279296875]","[318.0330505371094, 441.5007019042969]"
4,"[307.1107482910156, 185.89450073242188]","[308.9136657714844, 173.64102172851562]","[300.5490417480469, 172.15301513671875]","[290.15081787109375, 172.6685028076172]","[260.9014892578125, 167.15374755859375]","[256.9497985839844, 217.14712524414062]","[201.64015197753906, 228.6510009765625]","[263.6741638183594, 308.6979675292969]","[207.58621215820312, 349.80401611328125]","[318.0164794921875, 312.9052734375]","[311.79510498046875, 334.45233154296875]","[266.33856201171875, 375.90191650390625]","[227.31890869140625, 393.116455078125]","[342.1341247558594, 355.4263610839844]","[321.8399963378906, 376.6769714355469]","[332.1780090332031, 413.1269836425781]","[317.3780822753906, 442.44342041015625]"
5,"[307.0904235839844, 185.78160095214844]","[308.8620300292969, 173.56411743164062]","[300.56390380859375, 172.09280395507812]","[290.1991271972656, 172.61940002441406]","[261.02630615234375, 167.1430206298828]","[257.1275939941406, 217.14019775390625]","[201.6525421142578, 228.61917114257812]","[263.4893798828125, 308.86505126953125]","[207.3984832763672, 349.79150390625]","[317.39007568359375, 313.3824462890625]","[311.6096496582031, 334.5918273925781]","[266.23223876953125, 376.300537109375]","[227.09422302246094, 393.4745178222656]","[341.5820617675781, 356.7251892089844]","[321.2179870605469, 377.9623718261719]","[331.2869873046875, 415.16339111328125]","[316.47906494140625, 444.48187255859375]"
6,"[307.1202697753906, 185.46693420410156]","[308.84686279296875, 173.29661560058594]","[300.59417724609375, 171.82676696777344]","[290.1961669921875, 172.56890869140625]","[261.0696105957031, 167.09152221679688]","[257.211669921875, 217.256103515625]","[201.70925903320312, 228.6979217529297]","[263.565673828125, 308.8056640625]","[207.4515838623047, 349.6683044433594]","[317.4059753417969, 313.475830078125]","[311.57379150390625, 334.6517028808594]","[266.33953857421875, 376.0729064941406]","[227.18075561523438, 393.2354736328125]","[342.0138244628906, 356.1161804199219]","[321.6372375488281, 377.35321044921875]","[331.6214904785156, 414.35540771484375]","[316.8438415527344, 443.6708068847656]"
7,"[307.26556396484375, 185.0338592529297]","[309.0125427246094, 172.82745361328125]","[300.5794677734375, 171.380615234375]","[290.5312805175781, 172.34719848632812]","[260.9038391113281, 166.9144287109375]","[257.4682312011719, 217.25559997558594]","[201.81655883789062, 228.72853088378906]","[263.8890075683594, 308.72509765625]","[207.8887939453125, 349.90740966796875]","[318.084716796875, 312.33258056640625]","[311.90966796875, 334.21466064453125]","[266.35650634765625, 374.6756286621094]","[227.11854553222656, 391.844970703125]","[342.5598449707031, 353.4086608886719]","[322.3536376953125, 374.68212890625]","[331.8096618652344, 410.5780334472656]","[317.4290771484375, 439.94122314453125]"
8,"[307.279296875, 184.63510131835938]","[308.9138488769531, 172.4690704345703]","[300.63262939453125, 171.0568084716797]","[290.2537536621094, 172.10018920898438]","[261.00616455078125, 166.76971435546875]","[257.3961181640625, 217.10723876953125]","[201.99609375, 228.67054748535156]","[263.8536682128906, 308.3336181640625]","[207.97860717773438, 349.5914306640625]","[318.16424560546875, 312.092529296875]","[311.8572082519531, 334.142822265625]","[266.61968994140625, 374.58453369140625]","[227.57180786132812, 391.78656005859375]","[343.1285705566406, 353.54461669921875]","[322.99346923828125, 374.8187561035156]","[332.51953125, 410.32763671875]","[318.1636962890625, 439.6877746582031]"
9,"[307.2016296386719, 184.8108673095703]","[308.86248779296875, 172.6013641357422]","[300.5343017578125, 171.22869873046875]","[290.1691589355469, 172.125732421875]","[260.899169921875, 166.9202117919922]","[257.17694091796875, 216.96157836914062]","[202.03651428222656, 228.7539825439453]","[263.5523681640625, 308.0604248046875]","[208.0520782470703, 349.626708984375]","[318.0233459472656, 311.9411926269531]","[311.7367858886719, 334.1351013183594]","[266.6774597167969, 374.18646240234375]","[227.80517578125, 391.513916015625]","[343.31884765625, 353.1847229003906]","[323.42626953125, 374.570068359375]","[332.8509216308594, 409.56390380859375]","[318.7244873046875, 439.063232421875]"
10,"[307.23193359375, 184.60977172851562]","[308.8481750488281, 172.4395294189453]","[300.5945739746094, 171.0642852783203]","[290.1101989746094, 172.08985900878906]","[260.993896484375, 166.87371826171875]","[257.1989440917969, 217.02671813964844]","[202.07638549804688, 228.81094360351562]","[263.6360168457031, 307.98541259765625]","[208.05836486816406, 349.5400695800781]","[318.0492248535156, 311.9438781738281]","[311.8013000488281, 334.1042175292969]","[266.8485107421875, 373.9848937988281]","[227.99761962890625, 391.3285217285156]","[343.6746826171875, 352.7375793457031]","[323.84429931640625, 374.1470947265625]","[333.195556640625, 408.8250732421875]","[319.1977844238281, 438.3470153808594]"
11,"[307.224609375, 184.65811157226562]","[308.8749694824219, 172.4732666015625]","[300.58038330078125, 171.0906524658203]","[290.14581298828125, 172.11492919921875]","[260.97711181640625, 166.88145446777344]","[257.1790466308594, 217.05816650390625]","[202.07017517089844, 228.81423950195312]","[263.5302734375, 308.09515380859375]","[208.0777587890625, 349.57861328125]","[317.99468994140625, 312.0008239746094]","[311.822509765625, 334.0635070800781]","[266.8002014160156, 373.9287414550781]","[227.96092224121094, 391.258056640625]","[343.5550231933594, 352.4971923828125]","[323.7419128417969, 373.8840637207031]","[333.09332275390625, 408.37115478515625]","[319.1182861328125, 437.8556213378906]"
12,"[307.2133483886719, 184.74069213867188]","[308.87567138671875, 172.54884338378906]","[300.5737609863281, 171.16261291503906]","[290.1479187011719, 172.1309051513672]","[260.968994140625, 166.89239501953125]","[257.12982177734375, 216.99526977539062]","[202.0516357421875, 228.76461791992188]","[263.4844055175781, 308.07696533203125]","[208.1013946533203, 349.6044616699219]","[317.98089599609375, 311.9627990722656]","[311.87548828125, 334.0699157714844]","[266.6846618652344, 373.9512023925781]","[227.8548583984375, 391.2853088378906]","[343.4354553222656, 352.7124938964844]","[323.6239929199219, 374.1069030761719]","[332.9883728027344, 408.8074035644531]","[318.96258544921875, 438.3061828613281]"
