Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[332.1708679199219, 169.1719207763672]","[332.1673583984375, 155.82119750976562]","[329.37652587890625, 154.5487518310547]","[293.87548828125, 136.1398162841797]","[298.21929931640625, 138.5562744140625]","[257.1568908691406, 169.9395751953125]","[251.8372344970703, 197.4406280517578]","[267.9571228027344, 251.31134033203125]","[253.73291015625, 307.36090087890625]","[345.085693359375, 273.4820251464844]","[347.40283203125, 294.8441162109375]","[269.7982482910156, 335.401611328125]","[267.7883605957031, 360.71795654296875]","[418.0919494628906, 327.6594543457031]","[409.5282897949219, 359.7856750488281]","[408.86566162109375, 413.0237121582031]","[418.62890625, 453.50518798828125]"
2,"[332.358154296875, 168.7635498046875]","[332.3952941894531, 155.56765747070312]","[329.7087707519531, 154.09547424316406]","[294.08770751953125, 136.41600036621094]","[298.4491882324219, 138.22805786132812]","[257.8877868652344, 170.62001037597656]","[251.09217834472656, 197.45083618164062]","[268.6881408691406, 252.09475708007812]","[253.78643798828125, 307.3140563964844]","[345.058837890625, 274.00518798828125]","[347.69512939453125, 294.91973876953125]","[270.7945861816406, 335.25732421875]","[267.9832458496094, 360.2428894042969]","[418.9452209472656, 327.2121887207031]","[409.618408203125, 358.0455627441406]","[411.31396484375, 412.8704528808594]","[421.25921630859375, 451.5786437988281]"
3,"[332.4908752441406, 168.6777801513672]","[332.4107666015625, 155.49114990234375]","[329.90386962890625, 154.00685119628906]","[293.682373046875, 136.4263153076172]","[298.53924560546875, 138.21871948242188]","[257.5655822753906, 170.82008361816406]","[251.2250213623047, 197.38238525390625]","[268.2088928222656, 252.3836212158203]","[253.83119201660156, 306.8044738769531]","[344.9164123535156, 274.21527099609375]","[347.4409484863281, 294.7620849609375]","[271.0472717285156, 335.55908203125]","[268.62677001953125, 360.35406494140625]","[418.17242431640625, 327.44073486328125]","[409.4886474609375, 357.7217102050781]","[411.333984375, 413.5440673828125]","[421.75048828125, 451.4006042480469]"
4,"[332.36993408203125, 168.74481201171875]","[332.2615051269531, 155.6041717529297]","[329.8259582519531, 154.07630920410156]","[293.5521545410156, 136.5388946533203]","[298.3824462890625, 138.15972900390625]","[257.6405029296875, 170.87548828125]","[250.8728485107422, 197.36123657226562]","[268.7826232910156, 252.19894409179688]","[253.88055419921875, 306.64984130859375]","[345.0611572265625, 274.2149353027344]","[347.361572265625, 294.9747009277344]","[271.5196838378906, 335.4005432128906]","[268.8638916015625, 360.20697021484375]","[418.3768615722656, 326.7960510253906]","[409.4337463378906, 357.1084899902344]","[412.1642761230469, 412.6159973144531]","[422.5428771972656, 450.55242919921875]"
5,"[332.3598327636719, 168.66725158691406]","[332.4169921875, 155.58743286132812]","[329.6924743652344, 154.0215606689453]","[294.2051696777344, 136.5171661376953]","[298.1416931152344, 138.0245819091797]","[258.122314453125, 170.75852966308594]","[250.8428192138672, 196.85604858398438]","[268.7952575683594, 252.2135467529297]","[254.03448486328125, 306.069580078125]","[344.94561767578125, 273.8643798828125]","[347.4669189453125, 294.70440673828125]","[271.7480163574219, 334.9962158203125]","[268.6911315917969, 359.634765625]","[418.4333801269531, 327.3685302734375]","[409.352783203125, 357.3956298828125]","[412.306640625, 412.8349914550781]","[422.95001220703125, 450.4195861816406]"
6,"[332.67120361328125, 168.6275634765625]","[332.73583984375, 155.55140686035156]","[329.9535827636719, 153.96395874023438]","[294.597412109375, 136.57273864746094]","[298.3014221191406, 138.04139709472656]","[258.4649353027344, 170.97157287597656]","[250.9964599609375, 196.9339599609375]","[269.1410827636719, 252.37387084960938]","[253.9292449951172, 306.0560607910156]","[345.1950378417969, 273.903564453125]","[347.3350830078125, 294.72491455078125]","[271.8745422363281, 335.1743469238281]","[268.6958312988281, 359.7380676269531]","[418.6683044433594, 328.21484375]","[409.63275146484375, 358.09539794921875]","[412.11602783203125, 413.6033020019531]","[422.7786560058594, 450.9010009765625]"
7,"[333.7610778808594, 168.69566345214844]","[333.5887451171875, 155.40948486328125]","[330.80511474609375, 153.78309631347656]","[294.96624755859375, 135.77052307128906]","[299.14898681640625, 137.63528442382812]","[258.1973876953125, 170.27801513671875]","[252.43817138671875, 196.19956970214844]","[267.399658203125, 253.33355712890625]","[253.60365295410156, 306.9478759765625]","[345.2793884277344, 274.3810119628906]","[348.9015197753906, 295.7557067871094]","[270.14923095703125, 335.3141784667969]","[267.97991943359375, 359.86993408203125]","[420.50299072265625, 326.92218017578125]","[412.37091064453125, 357.2668762207031]","[407.12451171875, 413.0093994140625]","[417.6277770996094, 451.136474609375]"
8,"[333.732421875, 168.2674560546875]","[333.5883483886719, 154.92933654785156]","[330.8392028808594, 153.40745544433594]","[294.8748779296875, 135.55734252929688]","[299.034423828125, 137.52601623535156]","[257.89306640625, 170.38192749023438]","[252.3483123779297, 196.68663024902344]","[267.62725830078125, 253.33567810058594]","[253.84259033203125, 307.3444519042969]","[344.8752136230469, 274.58990478515625]","[348.56085205078125, 296.06109619140625]","[270.2477722167969, 334.944580078125]","[268.1322326660156, 359.7105407714844]","[419.1332702636719, 326.93536376953125]","[410.7785339355469, 357.9465637207031]","[407.8607482910156, 410.8933410644531]","[417.6600341796875, 449.7193298339844]"
9,"[333.1280822753906, 168.52674865722656]","[333.0305480957031, 155.2321014404297]","[330.2663269042969, 153.68614196777344]","[294.49322509765625, 135.5797119140625]","[298.7001953125, 137.50086975097656]","[257.5891418457031, 170.0248260498047]","[252.39991760253906, 196.40574645996094]","[267.6022644042969, 253.02735900878906]","[254.1605682373047, 307.2304992675781]","[344.9916076660156, 274.2076721191406]","[348.7806701660156, 295.8066711425781]","[270.34271240234375, 334.6018371582031]","[268.3995666503906, 359.4432678222656]","[419.25616455078125, 326.07373046875]","[410.77935791015625, 357.483154296875]","[407.769287109375, 409.2784423828125]","[417.3739929199219, 448.88177490234375]"
10,"[333.0321044921875, 168.63865661621094]","[333.00653076171875, 155.32757568359375]","[330.0444030761719, 153.78857421875]","[294.7969055175781, 135.5143585205078]","[298.3971252441406, 137.478271484375]","[257.7939147949219, 169.88482666015625]","[252.32098388671875, 196.354248046875]","[267.6336364746094, 252.86024475097656]","[254.16656494140625, 307.39227294921875]","[345.0135498046875, 274.1172180175781]","[348.71197509765625, 295.8996887207031]","[270.3500061035156, 334.486083984375]","[268.19146728515625, 359.3748779296875]","[419.56671142578125, 326.0191955566406]","[410.9006652832031, 357.5690612792969]","[407.27105712890625, 409.531494140625]","[416.9150695800781, 449.3648986816406]"
