Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[254.84793090820312, 126.8781967163086]","[253.28585815429688, 114.07640838623047]","[242.13873291015625, 114.63977813720703]","[230.7351837158203, 116.11079406738281]","[202.89083862304688, 121.75003814697266]","[217.19871520996094, 183.33306884765625]","[184.92454528808594, 196.52206420898438]","[256.6070251464844, 265.1714782714844]","[231.8601837158203, 288.6839904785156]","[314.8531799316406, 234.4803466796875]","[299.9918518066406, 241.99072265625]","[254.69664001464844, 337.38299560546875]","[235.40863037109375, 356.0947265625]","[405.12249755859375, 334.5954895019531]","[403.1792907714844, 351.1788024902344]","[405.046875, 450.6903076171875]","[422.7353515625, 471.0504455566406]"
2,"[254.94580078125, 126.79914093017578]","[253.7797088623047, 113.90900421142578]","[242.10003662109375, 114.48091125488281]","[232.4655303955078, 115.56598663330078]","[203.21170043945312, 121.11813354492188]","[219.40301513671875, 182.37107849121094]","[184.30923461914062, 195.28213500976562]","[258.01214599609375, 264.3594665527344]","[229.96421813964844, 287.9257507324219]","[315.7769470214844, 234.04656982421875]","[300.0529479980469, 242.06544494628906]","[255.72386169433594, 336.67431640625]","[234.6300811767578, 355.3903503417969]","[406.8288879394531, 334.69573974609375]","[403.6593017578125, 351.0489196777344]","[406.68505859375, 451.13140869140625]","[424.5248107910156, 471.0652770996094]"
3,"[254.980224609375, 128.1801300048828]","[254.30813598632812, 115.03741455078125]","[242.0854034423828, 115.6614761352539]","[234.11622619628906, 115.49073791503906]","[203.7809600830078, 121.11211395263672]","[220.8723907470703, 180.9990234375]","[184.31515502929688, 194.07948303222656]","[256.736328125, 262.43212890625]","[225.5271759033203, 286.4945983886719]","[314.058837890625, 235.20977783203125]","[296.9433288574219, 243.45533752441406]","[257.14813232421875, 336.4036865234375]","[235.1204833984375, 355.3861389160156]","[407.12841796875, 334.5206604003906]","[403.4156799316406, 351.66680908203125]","[405.7943115234375, 451.0917663574219]","[424.316162109375, 471.8369140625]"
4,"[254.9654998779297, 128.70941162109375]","[253.72532653808594, 115.5011215209961]","[242.34397888183594, 116.06010437011719]","[231.8642578125, 116.12745666503906]","[203.3616943359375, 121.75005340576172]","[218.37295532226562, 181.69656372070312]","[183.6761474609375, 197.49302673339844]","[258.2442626953125, 263.2843322753906]","[227.86322021484375, 294.08514404296875]","[316.28533935546875, 235.6995849609375]","[298.72271728515625, 248.1123046875]","[256.1754455566406, 336.5032653808594]","[235.60877990722656, 356.7110595703125]","[408.15655517578125, 330.84832763671875]","[404.8722229003906, 350.1601867675781]","[403.6494140625, 447.7872619628906]","[423.1021728515625, 471.4969482421875]"
5,"[254.4140625, 128.5023193359375]","[252.78128051757812, 115.46526336669922]","[242.24264526367188, 115.91699981689453]","[229.7991485595703, 116.69954681396484]","[203.4005584716797, 122.0582275390625]","[216.3837432861328, 182.66383361816406]","[184.69232177734375, 199.63897705078125]","[261.6453857421875, 260.8332214355469]","[234.4091033935547, 294.6438903808594]","[320.6631774902344, 234.7718048095703]","[304.9178161621094, 249.2798309326172]","[254.8651885986328, 336.9595947265625]","[236.29879760742188, 357.5655212402344]","[407.6177673339844, 329.7373962402344]","[404.94451904296875, 350.3026428222656]","[403.19696044921875, 445.5226135253906]","[422.22930908203125, 471.5298156738281]"
6,"[254.4639129638672, 129.22100830078125]","[252.40924072265625, 116.35801696777344]","[242.6576385498047, 116.41474914550781]","[228.12588500976562, 117.77400970458984]","[203.6865234375, 122.36448669433594]","[214.89303588867188, 183.99514770507812]","[185.32113647460938, 200.53909301757812]","[263.2644958496094, 263.07879638671875]","[237.89776611328125, 296.9761962890625]","[324.8531799316406, 232.61984252929688]","[308.6835632324219, 248.23001098632812]","[254.6818084716797, 337.5630187988281]","[237.66787719726562, 357.8868103027344]","[408.6074523925781, 328.6279296875]","[406.77264404296875, 348.5291748046875]","[402.8290100097656, 445.80267333984375]","[422.063232421875, 471.5225830078125]"
7,"[254.45159912109375, 129.6968994140625]","[251.90402221679688, 116.74170684814453]","[242.75057983398438, 117.07447814941406]","[226.68479919433594, 117.94754791259766]","[203.68414306640625, 123.1476058959961]","[212.91416931152344, 183.97335815429688]","[186.88059997558594, 201.60205078125]","[263.3203430175781, 261.3066101074219]","[242.51620483398438, 296.5952453613281]","[323.8736877441406, 232.55804443359375]","[309.6693420410156, 249.39895629882812]","[253.16299438476562, 338.3767395019531]","[238.34385681152344, 359.0265197753906]","[406.58294677734375, 328.581298828125]","[406.6608581542969, 349.3392333984375]","[402.8216247558594, 444.8126220703125]","[421.98480224609375, 471.59033203125]"
8,"[254.85882568359375, 129.97079467773438]","[252.56460571289062, 116.8538589477539]","[242.7945556640625, 117.45149230957031]","[228.9583740234375, 117.75398254394531]","[203.67562866210938, 123.40100860595703]","[216.53805541992188, 182.78929138183594]","[185.99777221679688, 201.56553649902344]","[266.64678955078125, 259.27001953125]","[239.5975799560547, 297.5616455078125]","[325.0296325683594, 230.83676147460938]","[308.8979797363281, 249.7754669189453]","[256.9014587402344, 333.731689453125]","[239.31642150878906, 355.0184326171875]","[409.131591796875, 325.155517578125]","[406.98321533203125, 346.882080078125]","[404.4198303222656, 443.0489807128906]","[422.8876037597656, 470.48822021484375]"
9,"[255.09645080566406, 130.25778198242188]","[253.070068359375, 117.10586547851562]","[242.73208618164062, 117.8398666381836]","[230.52122497558594, 117.75897979736328]","[203.3268585205078, 123.59386444091797]","[218.17282104492188, 182.20216369628906]","[185.13479614257812, 200.6487579345703]","[267.69354248046875, 257.58221435546875]","[237.08326721191406, 294.7908935546875]","[324.91058349609375, 230.40975952148438]","[305.7491455078125, 247.69244384765625]","[257.1155090332031, 333.1700134277344]","[237.8484649658203, 354.3578186035156]","[409.01715087890625, 325.8624572753906]","[405.8985290527344, 347.4692077636719]","[405.08917236328125, 443.5555114746094]","[423.2076416015625, 470.4479675292969]"
10,"[255.184814453125, 130.12496948242188]","[253.488525390625, 117.02510833740234]","[242.4398956298828, 117.78877258300781]","[232.0125732421875, 117.86597442626953]","[202.8380584716797, 123.73675537109375]","[219.83615112304688, 182.3624725341797]","[184.216796875, 200.02175903320312]","[268.25677490234375, 258.0743408203125]","[234.74029541015625, 293.7651672363281]","[325.5444641113281, 230.60989379882812]","[304.15631103515625, 246.86325073242188]","[257.1911315917969, 334.22332763671875]","[236.1726837158203, 355.0809020996094]","[409.2250671386719, 328.02740478515625]","[405.32354736328125, 348.8888854980469]","[404.7726745605469, 445.4781188964844]","[423.1095886230469, 471.05670166015625]"
