Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[281.22796630859375, 88.3663330078125]","[286.1019287109375, 77.0713119506836]","[268.5064697265625, 74.3965835571289]","[273.8717041015625, 83.20337677001953]","[228.0032958984375, 78.72116088867188]","[254.052978515625, 154.33792114257812]","[207.3291778564453, 165.78109741210938]","[298.5317077636719, 253.43861389160156]","[263.0664367675781, 283.7401123046875]","[346.20318603515625, 166.1187286376953]","[314.0564880371094, 194.2742156982422]","[312.728271484375, 330.4551086425781]","[283.4362487792969, 352.82354736328125]","[476.2304992675781, 303.0351867675781]","[465.1299133300781, 325.01324462890625]","[506.1490478515625, 398.2098083496094]","[534.536376953125, 427.6141662597656]"
2,"[281.2481994628906, 88.35037994384766]","[286.1212463378906, 77.05561065673828]","[268.5165710449219, 74.37744140625]","[273.8840026855469, 83.20559692382812]","[227.9591827392578, 78.71155548095703]","[254.044921875, 154.38523864746094]","[207.25978088378906, 165.74880981445312]","[298.4613037109375, 253.4047393798828]","[263.1871032714844, 283.5576171875]","[346.2325134277344, 166.09181213378906]","[314.15277099609375, 194.21824645996094]","[312.6363220214844, 330.3292541503906]","[283.32281494140625, 352.6452941894531]","[476.1309814453125, 302.803955078125]","[465.00146484375, 324.6244812011719]","[506.2039489746094, 398.6298522949219]","[534.55517578125, 427.8615417480469]"
3,"[281.2266845703125, 88.33499908447266]","[286.0516052246094, 77.0530776977539]","[268.5406494140625, 74.37931823730469]","[273.6910705566406, 83.18144989013672]","[228.0047607421875, 78.69378662109375]","[253.83106994628906, 154.24435424804688]","[207.37161254882812, 165.75990295410156]","[298.7421875, 253.05789184570312]","[263.8453674316406, 283.6404724121094]","[346.67327880859375, 165.2969512939453]","[314.65716552734375, 193.85166931152344]","[312.36968994140625, 330.35760498046875]","[283.2501220703125, 352.7117614746094]","[475.9659423828125, 302.7274475097656]","[464.9451904296875, 324.6050720214844]","[506.1269836425781, 398.7462158203125]","[534.49267578125, 428.0999755859375]"
4,"[281.3244934082031, 88.3344955444336]","[286.0893859863281, 77.03471374511719]","[268.6632080078125, 74.39021301269531]","[273.59576416015625, 83.19824981689453]","[228.08749389648438, 78.78137969970703]","[253.78688049316406, 154.3981170654297]","[207.2731475830078, 166.11277770996094]","[299.0851135253906, 252.48797607421875]","[264.14202880859375, 283.3751220703125]","[347.192138671875, 165.25009155273438]","[314.76104736328125, 193.46951293945312]","[312.0005798339844, 330.16766357421875]","[282.9326171875, 352.56591796875]","[475.82183837890625, 302.4623107910156]","[464.6861572265625, 324.2561950683594]","[506.22943115234375, 398.3951110839844]","[534.4039306640625, 427.57269287109375]"
5,"[281.2613220214844, 88.35797882080078]","[286.1322021484375, 77.05361938476562]","[268.595458984375, 74.38389587402344]","[273.8022155761719, 83.22935485839844]","[228.00843811035156, 78.71320343017578]","[253.9371337890625, 154.4899444580078]","[207.13267517089844, 166.0845184326172]","[298.95831298828125, 253.10421752929688]","[263.7279968261719, 283.76312255859375]","[346.8344421386719, 165.57298278808594]","[314.5374450683594, 193.71859741210938]","[312.3114318847656, 329.8607482910156]","[283.0551452636719, 352.2546691894531]","[475.6513366699219, 302.13385009765625]","[464.38311767578125, 324.0716247558594]","[506.3426818847656, 397.6251525878906]","[534.591552734375, 427.0882263183594]"
6,"[281.31494140625, 88.33284759521484]","[286.1075744628906, 77.04938507080078]","[268.67803955078125, 74.34072875976562]","[273.64898681640625, 83.23729705810547]","[228.0494842529297, 78.6478042602539]","[253.96803283691406, 154.54806518554688]","[207.1802215576172, 166.0934295654297]","[299.22607421875, 253.06851196289062]","[264.2508544921875, 283.6564025878906]","[347.0984802246094, 165.69961547851562]","[314.8533630371094, 193.42034912109375]","[312.41668701171875, 330.14837646484375]","[283.1842041015625, 352.4466247558594]","[475.6961364746094, 302.3554992675781]","[464.3822021484375, 323.965576171875]","[506.1103210449219, 398.2934875488281]","[534.3290405273438, 427.27587890625]"
7,"[281.3039245605469, 88.3399887084961]","[286.0956115722656, 77.04203796386719]","[268.6087341308594, 74.36151885986328]","[273.6876525878906, 83.22288513183594]","[227.9817352294922, 78.7281494140625]","[253.898681640625, 154.5063018798828]","[207.37966918945312, 165.99391174316406]","[298.76409912109375, 253.0974884033203]","[264.30218505859375, 283.4595642089844]","[346.6610412597656, 165.73951721191406]","[314.8861083984375, 193.44586181640625]","[312.32879638671875, 329.9320983886719]","[283.2217712402344, 352.1961669921875]","[475.5938415527344, 302.2310791015625]","[464.4456481933594, 323.829345703125]","[505.7715759277344, 398.5036926269531]","[533.8733520507812, 427.4427795410156]"
8,"[281.33154296875, 88.2868423461914]","[286.12603759765625, 76.98882293701172]","[268.6472473144531, 74.24947357177734]","[273.6837158203125, 83.23965454101562]","[227.92227172851562, 78.58528137207031]","[253.9148406982422, 154.91806030273438]","[207.11737060546875, 166.01611328125]","[298.1706237792969, 254.5140838623047]","[264.1219482421875, 283.8625183105469]","[345.1297302246094, 167.29220581054688]","[314.2342834472656, 193.92420959472656]","[312.40814208984375, 330.3005676269531]","[283.1388854980469, 352.39691162109375]","[475.61004638671875, 302.5509338378906]","[464.37371826171875, 323.8447265625]","[506.1346740722656, 398.5732727050781]","[534.2894897460938, 427.2337646484375]"
9,"[281.3013610839844, 88.22410583496094]","[286.1107177734375, 76.87962341308594]","[268.58282470703125, 74.20935821533203]","[273.6689453125, 83.08609771728516]","[227.91632080078125, 78.61935424804688]","[253.7043914794922, 154.69525146484375]","[207.29541015625, 166.17709350585938]","[297.96502685546875, 254.0870361328125]","[264.5218505859375, 284.0795593261719]","[345.395263671875, 167.1389923095703]","[314.3737487792969, 193.63943481445312]","[311.8782653808594, 330.51873779296875]","[282.8277282714844, 352.757080078125]","[475.4945373535156, 302.3494567871094]","[464.3170471191406, 323.81884765625]","[505.7503967285156, 399.2518005371094]","[533.85009765625, 428.09326171875]"
10,"[281.229736328125, 88.30659484863281]","[285.9990539550781, 76.96435546875]","[268.50567626953125, 74.27881622314453]","[273.5301513671875, 83.17295837402344]","[227.81629943847656, 78.66551971435547]","[253.64080810546875, 155.02633666992188]","[207.1497344970703, 166.06875610351562]","[297.14080810546875, 255.3119354248047]","[264.6186218261719, 284.00244140625]","[343.65924072265625, 168.5592041015625]","[313.994140625, 193.7124481201172]","[311.7494201660156, 330.9984130859375]","[282.6209411621094, 353.0123291015625]","[475.47454833984375, 303.544677734375]","[464.3669128417969, 324.5041198730469]","[506.2254638671875, 400.47344970703125]","[534.251220703125, 428.6716003417969]"
