Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[247.77671813964844, 100.71340942382812]","[250.13275146484375, 85.81448364257812]","[234.8916473388672, 86.15870666503906]","[226.669921875, 86.08786010742188]","[198.13613891601562, 86.62918853759766]","[218.12759399414062, 150.50694274902344]","[176.7600860595703, 164.60374450683594]","[262.64923095703125, 256.4947204589844]","[218.0001983642578, 292.0250244140625]","[286.88800048828125, 175.94403076171875]","[285.6151428222656, 193.9596405029297]","[243.6448211669922, 353.453369140625]","[214.61622619628906, 366.5207824707031]","[278.22686767578125, 480.74798583984375]","[260.2690124511719, 494.6727294921875]","[288.8623352050781, 540.0]","[256.7514343261719, 540.0]"
2,"[247.54495239257812, 100.9918212890625]","[249.86801147460938, 85.97703552246094]","[234.84275817871094, 86.20065307617188]","[224.65736389160156, 85.90705108642578]","[198.17730712890625, 86.36004638671875]","[215.02525329589844, 150.39418029785156]","[177.44708251953125, 164.49122619628906]","[258.9194030761719, 257.5968933105469]","[219.0508575439453, 292.547607421875]","[283.8891906738281, 177.85125732421875]","[284.8076477050781, 195.11334228515625]","[241.1619110107422, 353.33282470703125]","[214.81509399414062, 366.5238037109375]","[280.2668762207031, 474.7454528808594]","[265.2519836425781, 488.5636901855469]","[290.6156005859375, 540.0]","[261.323486328125, 540.0]"
3,"[248.0575714111328, 100.63980865478516]","[250.08819580078125, 85.84053039550781]","[235.2882080078125, 86.03418731689453]","[225.2086181640625, 86.35799407958984]","[198.45745849609375, 86.5876693725586]","[216.62196350097656, 151.26170349121094]","[177.9661102294922, 164.7272186279297]","[261.87213134765625, 257.8465576171875]","[221.4199676513672, 291.6912536621094]","[284.7717590332031, 177.73196411132812]","[287.4101867675781, 194.24281311035156]","[242.95619201660156, 353.6143798828125]","[215.6512908935547, 366.38140869140625]","[279.5100402832031, 478.5614318847656]","[262.54010009765625, 492.0764465332031]","[290.6127624511719, 540.0]","[258.9523620605469, 540.0]"
4,"[248.02406311035156, 100.80018615722656]","[250.22415161132812, 85.75044250488281]","[235.1051788330078, 85.96634674072266]","[224.6579132080078, 85.96553039550781]","[198.11119079589844, 86.45411682128906]","[216.10951232910156, 151.77073669433594]","[178.55198669433594, 165.30308532714844]","[260.6300354003906, 260.569091796875]","[222.6170654296875, 293.3184814453125]","[283.06817626953125, 180.00193786621094]","[286.83258056640625, 194.3529052734375]","[242.20701599121094, 353.39483642578125]","[216.04217529296875, 366.2341003417969]","[282.1104736328125, 469.4194641113281]","[267.3831787109375, 482.79852294921875]","[292.74365234375, 540.0]","[265.08013916015625, 540.0]"
5,"[248.1848602294922, 100.974365234375]","[250.63491821289062, 85.79590606689453]","[235.18373107910156, 85.94135284423828]","[225.13890075683594, 85.86577606201172]","[197.8942108154297, 86.226318359375]","[216.46746826171875, 152.09373474121094]","[178.22801208496094, 165.41708374023438]","[260.1546936035156, 261.9703674316406]","[222.03822326660156, 294.06109619140625]","[282.4757995605469, 180.9276123046875]","[286.521240234375, 194.32923889160156]","[242.52806091308594, 354.25665283203125]","[216.02162170410156, 367.0668029785156]","[283.7472839355469, 466.96868896484375]","[269.0609436035156, 480.2231140136719]","[294.244140625, 540.0]","[267.14495849609375, 540.0]"
6,"[248.29165649414062, 101.86441802978516]","[250.6600799560547, 86.46052551269531]","[235.2327117919922, 86.69081115722656]","[223.98941040039062, 86.0555419921875]","[197.5458984375, 86.79984283447266]","[214.73487854003906, 152.0283966064453]","[178.4356689453125, 166.30239868164062]","[259.70025634765625, 261.6927795410156]","[223.28797912597656, 295.157958984375]","[282.7581481933594, 180.18594360351562]","[287.3676452636719, 193.95933532714844]","[242.0170135498047, 355.1730651855469]","[216.96388244628906, 368.5693359375]","[284.889404296875, 465.0986022949219]","[272.89959716796875, 478.8731994628906]","[294.7049255371094, 540.0]","[270.93267822265625, 540.0]"
7,"[248.21456909179688, 101.78013610839844]","[250.62918090820312, 86.48110961914062]","[235.16213989257812, 86.59618377685547]","[223.85655212402344, 86.34929656982422]","[197.46841430664062, 86.72649383544922]","[213.8660430908203, 152.2832794189453]","[178.8419647216797, 165.73751831054688]","[256.90118408203125, 262.20208740234375]","[222.7566375732422, 294.1656799316406]","[280.85699462890625, 182.86212158203125]","[287.1833801269531, 196.2054901123047]","[241.6405792236328, 354.4526672363281]","[217.4541015625, 367.39208984375]","[283.6282958984375, 467.17449951171875]","[272.7192687988281, 480.3812255859375]","[293.4742126464844, 540.0]","[271.00067138671875, 540.0]"
8,"[247.8336181640625, 101.74878692626953]","[250.1041259765625, 86.60546112060547]","[234.98345947265625, 86.7817611694336]","[223.3220672607422, 86.532470703125]","[198.12913513183594, 87.03005981445312]","[213.3463897705078, 151.8533477783203]","[179.79959106445312, 165.33242797851562]","[255.77838134765625, 261.04486083984375]","[222.81671142578125, 292.9979248046875]","[280.5257568359375, 184.55694580078125]","[286.924072265625, 198.33201599121094]","[241.63174438476562, 353.2935791015625]","[218.38389587402344, 366.1138916015625]","[281.61456298828125, 471.07830810546875]","[271.0374755859375, 484.1277770996094]","[291.41534423828125, 540.0]","[268.7787780761719, 540.0]"
9,"[247.5617218017578, 101.78900146484375]","[249.61692810058594, 86.83857727050781]","[234.87364196777344, 87.102294921875]","[223.2439727783203, 86.75017547607422]","[198.57723999023438, 87.3568344116211]","[214.42616271972656, 151.4293212890625]","[179.57537841796875, 165.22119140625]","[259.0392761230469, 259.0481872558594]","[223.54861450195312, 291.9400634765625]","[283.25311279296875, 182.3441162109375]","[288.2796936035156, 197.1020050048828]","[242.6318817138672, 352.6641540527344]","[218.298583984375, 365.58099365234375]","[280.46575927734375, 475.1466064453125]","[267.6539611816406, 488.4469299316406]","[290.69049072265625, 540.0]","[265.2008972167969, 540.0]"
10,"[246.82525634765625, 101.47798919677734]","[249.01210021972656, 86.89469909667969]","[234.69895935058594, 86.90314483642578]","[223.10462951660156, 87.30965423583984]","[198.3510284423828, 87.2607192993164]","[211.53160095214844, 150.81689453125]","[178.73350524902344, 163.36827087402344]","[251.1337890625, 256.8111267089844]","[218.08663940429688, 288.68133544921875]","[283.1161193847656, 186.1866455078125]","[284.4577331542969, 200.24679565429688]","[236.3155975341797, 347.5793151855469]","[214.38482666015625, 359.88983154296875]","[275.5431213378906, 458.2347412109375]","[273.53936767578125, 471.1436462402344]","[279.2445983886719, 534.3596801757812]","[270.9083251953125, 540.0]"
