Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[258.892822265625, 143.2012939453125]","[258.7642822265625, 129.69810485839844]","[245.05389404296875, 132.2007598876953]","[236.38706970214844, 135.75942993164062]","[206.6497802734375, 144.0217742919922]","[217.22158813476562, 195.5284423828125]","[202.0492401123047, 220.49246215820312]","[249.70404052734375, 277.19989013671875]","[241.5487518310547, 324.94427490234375]","[289.1934814453125, 300.9339294433594]","[292.82952880859375, 317.9103088378906]","[263.4420166015625, 351.0517578125]","[251.83975219726562, 372.9278869628906]","[393.3891906738281, 325.50604248046875]","[392.8929138183594, 347.59765625]","[401.95843505859375, 412.9085998535156]","[396.5795593261719, 441.54327392578125]"
2,"[258.695068359375, 143.23838806152344]","[258.7290954589844, 129.7603759765625]","[244.86013793945312, 132.206787109375]","[236.73756408691406, 135.81719970703125]","[206.42115783691406, 143.86451721191406]","[217.4498291015625, 195.30218505859375]","[201.90286254882812, 219.923095703125]","[249.6719512939453, 276.0843200683594]","[241.0234832763672, 323.46142578125]","[289.4233703613281, 302.53118896484375]","[292.1999816894531, 320.1163330078125]","[264.0075988769531, 350.0924377441406]","[252.19337463378906, 371.68927001953125]","[390.33636474609375, 328.06329345703125]","[389.8266906738281, 349.7951354980469]","[399.965087890625, 412.6755065917969]","[394.9283752441406, 440.9112243652344]"
3,"[258.8265075683594, 143.33990478515625]","[258.6441650390625, 129.77188110351562]","[244.97622680664062, 132.29541015625]","[235.4159698486328, 135.91558837890625]","[206.37713623046875, 144.2472686767578]","[215.9717559814453, 195.56451416015625]","[202.2275848388672, 220.5494842529297]","[248.8795166015625, 276.79888916015625]","[241.91900634765625, 324.1798095703125]","[288.9772033691406, 301.3279724121094]","[292.1490783691406, 317.85369873046875]","[262.7357482910156, 349.6221618652344]","[252.09523010253906, 371.3873291015625]","[390.6273498535156, 327.3404846191406]","[390.7817077636719, 349.2094421386719]","[400.1178894042969, 411.589599609375]","[395.2430725097656, 440.06158447265625]"
4,"[259.0158386230469, 143.39840698242188]","[258.7774658203125, 129.84190368652344]","[245.16184997558594, 132.40756225585938]","[235.65707397460938, 135.95387268066406]","[206.54713439941406, 144.3625946044922]","[216.26815795898438, 195.5008544921875]","[202.43675231933594, 220.4886016845703]","[248.87420654296875, 276.5077819824219]","[241.76797485351562, 323.8287353515625]","[288.9023742675781, 301.65521240234375]","[291.72625732421875, 318.18499755859375]","[263.0782470703125, 349.32098388671875]","[252.4123992919922, 371.0531005859375]","[390.0969543457031, 327.72186279296875]","[390.28729248046875, 349.56390380859375]","[399.8864440917969, 411.1226806640625]","[395.1468200683594, 439.5945739746094]"
5,"[258.9430847167969, 143.27920532226562]","[258.77117919921875, 129.82337951660156]","[245.02377319335938, 132.38128662109375]","[236.8395538330078, 136.0282745361328]","[206.3132781982422, 144.31198120117188]","[217.89373779296875, 195.42335510253906]","[201.86669921875, 220.14756774902344]","[250.27410888671875, 275.8013610839844]","[240.9260711669922, 323.00750732421875]","[289.5321350097656, 302.70623779296875]","[291.66644287109375, 319.48223876953125]","[264.45465087890625, 349.1914978027344]","[252.36090087890625, 370.812744140625]","[390.043701171875, 327.2737121582031]","[389.495849609375, 349.0973205566406]","[400.0517578125, 410.5480041503906]","[395.40521240234375, 439.0143127441406]"
6,"[258.9889831542969, 143.09445190429688]","[258.8978576660156, 129.74758911132812]","[245.01242065429688, 132.25515747070312]","[238.05093383789062, 135.89208984375]","[206.6667938232422, 143.97145080566406]","[219.28170776367188, 195.35943603515625]","[202.1988983154297, 219.62594604492188]","[250.66664123535156, 275.5357971191406]","[240.39486694335938, 322.7450256347656]","[289.5247802734375, 303.1669616699219]","[291.23046875, 321.6309814453125]","[264.4474792480469, 350.47723388671875]","[251.68072509765625, 371.75347900390625]","[389.1091003417969, 328.3311767578125]","[388.3470153808594, 349.88629150390625]","[396.7204284667969, 413.2383728027344]","[392.1882019042969, 441.3386535644531]"
7,"[258.8597717285156, 143.0610809326172]","[258.8930969238281, 129.665283203125]","[244.7310791015625, 132.2498016357422]","[238.81834411621094, 135.90174865722656]","[206.35386657714844, 144.1260223388672]","[220.06631469726562, 195.29603576660156]","[201.8733367919922, 219.81610107421875]","[251.06153869628906, 275.4146423339844]","[240.00125122070312, 323.1664123535156]","[289.8990173339844, 302.3846130371094]","[291.7319030761719, 321.0183410644531]","[265.544677734375, 349.5606994628906]","[251.99661254882812, 371.06500244140625]","[390.7308654785156, 328.2813720703125]","[389.86285400390625, 350.1499938964844]","[398.1541748046875, 412.38677978515625]","[393.7870178222656, 440.8179931640625]"
8,"[259.11883544921875, 143.0288848876953]","[259.06439208984375, 129.62965393066406]","[245.01715087890625, 132.1866455078125]","[238.7199249267578, 135.7864532470703]","[206.67279052734375, 143.93321228027344]","[220.193115234375, 195.45574951171875]","[202.09251403808594, 219.8207244873047]","[251.14205932617188, 276.3312072753906]","[240.29774475097656, 323.8304443359375]","[290.1341247558594, 302.1558532714844]","[291.57330322265625, 320.53961181640625]","[265.5903015136719, 350.18646240234375]","[252.1895294189453, 371.6034851074219]","[390.7319641113281, 329.14947509765625]","[390.0112609863281, 350.935546875]","[397.975341796875, 413.5853576660156]","[393.6256103515625, 441.8877258300781]"
9,"[259.1336669921875, 143.0577850341797]","[259.03009033203125, 129.6498565673828]","[245.0628662109375, 132.24710083007812]","[238.4750518798828, 135.73446655273438]","[206.6962890625, 144.00320434570312]","[219.62216186523438, 195.25149536132812]","[202.3629608154297, 219.6953582763672]","[250.42123413085938, 275.77099609375]","[240.17189025878906, 323.2396545410156]","[289.7565612792969, 302.9680480957031]","[291.1033630371094, 321.4391174316406]","[265.0435791015625, 350.2463684082031]","[252.20587158203125, 371.65155029296875]","[389.7393493652344, 329.442138671875]","[389.3768005371094, 351.16973876953125]","[397.6969299316406, 413.5525207519531]","[393.5925598144531, 441.8365478515625]"
10,"[259.0860900878906, 143.07444763183594]","[258.97735595703125, 129.60394287109375]","[245.0731658935547, 132.16664123535156]","[237.5646209716797, 135.69602966308594]","[206.87632751464844, 143.95323181152344]","[218.5413360595703, 195.4711456298828]","[202.76309204101562, 219.9569549560547]","[249.65757751464844, 276.7462463378906]","[241.16676330566406, 323.91766357421875]","[289.360595703125, 301.4139099121094]","[291.33746337890625, 318.9196472167969]","[264.12957763671875, 350.0107727050781]","[252.26002502441406, 371.4587707519531]","[390.2603759765625, 329.5126037597656]","[390.4790954589844, 351.2269592285156]","[398.17010498046875, 413.4091491699219]","[393.89794921875, 441.6086730957031]"
11,"[258.94952392578125, 143.18582153320312]","[258.8647155761719, 129.67489624023438]","[244.9408721923828, 132.22518920898438]","[237.2127227783203, 135.65164184570312]","[206.75360107421875, 143.8911895751953]","[217.89715576171875, 195.40512084960938]","[202.83038330078125, 219.8060760498047]","[248.7462158203125, 276.8604736328125]","[241.10267639160156, 323.77874755859375]","[289.1185607910156, 301.3388671875]","[291.1484375, 318.5970153808594]","[263.45758056640625, 350.0717468261719]","[252.0735626220703, 371.4615173339844]","[389.7984924316406, 329.6925964355469]","[390.4082336425781, 351.3009033203125]","[397.6549377441406, 413.4798278808594]","[393.53778076171875, 441.52020263671875]"
12,"[258.89483642578125, 143.18362426757812]","[258.8358154296875, 129.66494750976562]","[244.87762451171875, 132.22610473632812]","[237.22821044921875, 135.6500244140625]","[206.65855407714844, 143.93765258789062]","[217.8254852294922, 195.43826293945312]","[202.8374786376953, 219.92678833007812]","[248.66085815429688, 276.6130065917969]","[241.0169677734375, 323.7080993652344]","[289.00750732421875, 301.7733154296875]","[291.1295166015625, 319.40679931640625]","[263.5272216796875, 350.55572509765625]","[252.1707000732422, 371.98223876953125]","[389.92822265625, 329.8636779785156]","[390.4263000488281, 351.4815979003906]","[397.9323425292969, 413.5119323730469]","[393.6353759765625, 441.5686340332031]"
13,"[258.85107421875, 143.1976776123047]","[258.80694580078125, 129.68896484375]","[244.88172912597656, 132.20199584960938]","[236.9343719482422, 135.70547485351562]","[206.7581329345703, 143.8967742919922]","[217.5842742919922, 195.62008666992188]","[202.84698486328125, 220.0052490234375]","[248.68734741210938, 277.0500183105469]","[241.25552368164062, 323.9044494628906]","[288.8941955566406, 301.2860412597656]","[291.25726318359375, 318.5776062011719]","[263.0380554199219, 350.7023620605469]","[251.84849548339844, 372.07470703125]","[389.8900451660156, 329.1988220214844]","[390.376953125, 350.7474060058594]","[397.4796142578125, 413.40618896484375]","[393.08734130859375, 441.3564147949219]"
14,"[259.02154541015625, 143.1841278076172]","[258.8622131347656, 129.61143493652344]","[245.07957458496094, 132.19293212890625]","[236.5187530517578, 135.52735900878906]","[206.87452697753906, 143.9054412841797]","[217.0385284423828, 195.3459014892578]","[202.94522094726562, 220.02740478515625]","[248.3498077392578, 277.0836181640625]","[241.39430236816406, 324.1827697753906]","[288.9543762207031, 301.42236328125]","[291.1680603027344, 318.26422119140625]","[262.8544006347656, 350.10540771484375]","[252.10406494140625, 371.6488037109375]","[389.6598205566406, 329.375732421875]","[390.5080261230469, 351.10498046875]","[397.8995361328125, 412.9363708496094]","[393.71868896484375, 441.1668395996094]"
15,"[259.1681213378906, 143.1639862060547]","[258.9384460449219, 129.61021423339844]","[245.26663208007812, 132.21292114257812]","[236.629638671875, 135.48756408691406]","[207.13079833984375, 143.89869689941406]","[217.35646057128906, 195.20306396484375]","[203.0749053955078, 219.90943908691406]","[248.71517944335938, 277.0086975097656]","[241.4544677734375, 324.1143798828125]","[288.884033203125, 301.5645446777344]","[291.0489196777344, 318.2985534667969]","[263.1256103515625, 349.8470764160156]","[252.2673797607422, 371.3923645019531]","[389.35382080078125, 329.848388671875]","[390.1589660644531, 351.61431884765625]","[397.7873229980469, 413.375244140625]","[393.6820983886719, 441.6788635253906]"
16,"[259.215087890625, 143.19117736816406]","[258.9942626953125, 129.5887451171875]","[245.2459716796875, 132.22201538085938]","[236.73056030273438, 135.3877716064453]","[206.97637939453125, 143.88697814941406]","[217.42868041992188, 195.00311279296875]","[202.98348999023438, 219.89476013183594]","[248.91668701171875, 276.71759033203125]","[241.5401611328125, 324.17034912109375]","[288.7868347167969, 301.9394226074219]","[291.1277160644531, 318.9686279296875]","[263.26470947265625, 349.9459533691406]","[252.2415771484375, 371.59344482421875]","[389.8199157714844, 330.28973388671875]","[390.4916687011719, 352.17279052734375]","[397.9510803222656, 413.52960205078125]","[393.7391052246094, 442.0021667480469]"
17,"[259.2200622558594, 143.11524963378906]","[259.0623779296875, 129.53480529785156]","[245.09861755371094, 132.2189483642578]","[237.59898376464844, 135.4701690673828]","[206.7513885498047, 144.06564331054688]","[218.5550537109375, 195.06317138671875]","[202.9569854736328, 219.99288940429688]","[249.88375854492188, 276.3802185058594]","[241.4058837890625, 324.06878662109375]","[288.7790222167969, 302.0669250488281]","[291.0884704589844, 319.77056884765625]","[264.10552978515625, 349.73309326171875]","[252.29147338867188, 371.3758850097656]","[390.5126037597656, 329.8590393066406]","[390.7442321777344, 351.79217529296875]","[398.466064453125, 413.2597351074219]","[394.29925537109375, 441.7958679199219]"
18,"[259.287109375, 143.3166961669922]","[258.9166259765625, 129.76210021972656]","[245.30091857910156, 132.41380310058594]","[236.62753295898438, 135.47218322753906]","[206.8544464111328, 144.0939483642578]","[218.04940795898438, 194.9069366455078]","[202.70152282714844, 220.19952392578125]","[250.8848114013672, 276.2461853027344]","[242.2828826904297, 324.6441650390625]","[288.65863037109375, 300.2677917480469]","[291.7931213378906, 318.2706298828125]","[263.3894348144531, 350.89501953125]","[251.65829467773438, 372.7247314453125]","[391.278564453125, 328.7835388183594]","[390.91644287109375, 350.9411315917969]","[398.4370422363281, 414.5797424316406]","[393.2708435058594, 443.4709167480469]"
