Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[445.024658203125, 210.1065673828125]","[452.7148132324219, 194.95199584960938]","[442.0711975097656, 191.30950927734375]","[432.04058837890625, 179.98902893066406]","[405.5164489746094, 169.46044921875]","[374.3822326660156, 218.62998962402344]","[322.75079345703125, 228.48101806640625]","[382.5938720703125, 326.7845153808594]","[296.331298828125, 374.6785888671875]","[461.95013427734375, 318.74822998046875]","[422.2889099121094, 364.46893310546875]","[342.605712890625, 417.6328125]","[303.4281921386719, 435.5942687988281]","[437.7998046875, 430.16729736328125]","[416.8270568847656, 453.6549987792969]","[416.3063049316406, 487.7481994628906]","[386.1960144042969, 519.3235473632812]"
2,"[444.78076171875, 210.46524047851562]","[452.31402587890625, 195.20755004882812]","[441.7764587402344, 191.8728485107422]","[431.2235412597656, 179.87265014648438]","[405.3330078125, 170.29165649414062]","[373.2290954589844, 217.45176696777344]","[323.0717468261719, 228.81845092773438]","[381.49822998046875, 325.17333984375]","[297.6265869140625, 375.1434631347656]","[461.2059631347656, 318.3851318359375]","[422.107177734375, 364.85955810546875]","[341.30621337890625, 413.9901428222656]","[303.06768798828125, 432.734619140625]","[439.4228515625, 425.14544677734375]","[419.90985107421875, 449.466064453125]","[417.5690002441406, 482.8990478515625]","[389.14447021484375, 515.6273803710938]"
3,"[444.00872802734375, 209.85182189941406]","[451.770263671875, 194.8854217529297]","[441.3357238769531, 191.22378540039062]","[429.94757080078125, 180.2386474609375]","[404.881103515625, 169.9188690185547]","[371.3627014160156, 217.62954711914062]","[321.9181213378906, 228.17088317871094]","[380.3257141113281, 325.0928955078125]","[297.51983642578125, 373.6429138183594]","[459.8775329589844, 318.82379150390625]","[421.7798156738281, 364.5489196777344]","[338.2210693359375, 412.34210205078125]","[300.206298828125, 430.67681884765625]","[438.7226257324219, 422.48870849609375]","[418.2671813964844, 446.2547607421875]","[419.56951904296875, 482.2625427246094]","[389.6479797363281, 514.289794921875]"
4,"[444.62823486328125, 210.43663024902344]","[452.1500549316406, 195.24057006835938]","[441.8759765625, 191.76040649414062]","[430.96099853515625, 179.65855407714844]","[405.5904541015625, 169.6233673095703]","[373.5709228515625, 217.2590789794922]","[322.682373046875, 227.79867553710938]","[381.7373352050781, 325.83245849609375]","[295.5317077636719, 373.8621826171875]","[461.9965515136719, 318.66131591796875]","[420.57861328125, 363.2948913574219]","[344.0049133300781, 415.2816467285156]","[305.33843994140625, 433.763671875]","[441.8306579589844, 425.241943359375]","[420.1424865722656, 449.1094665527344]","[423.54779052734375, 483.1056823730469]","[392.0616760253906, 515.0762329101562]"
5,"[443.43731689453125, 209.1452178955078]","[449.9388732910156, 195.47296142578125]","[439.1542053222656, 191.7568817138672]","[433.65118408203125, 182.01686096191406]","[405.0360107421875, 171.077880859375]","[382.7166442871094, 223.94129943847656]","[326.6968994140625, 227.1251220703125]","[379.8673095703125, 332.01025390625]","[296.98590087890625, 368.68121337890625]","[451.34271240234375, 322.5995178222656]","[415.9424743652344, 367.19036865234375]","[339.412109375, 411.79486083984375]","[300.0857849121094, 424.6566467285156]","[435.5611267089844, 418.7341003417969]","[417.2381286621094, 436.1098937988281]","[394.3293762207031, 478.6213073730469]","[379.10467529296875, 501.7481689453125]"
6,"[442.6267395019531, 210.46142578125]","[449.3038330078125, 195.9814453125]","[440.23516845703125, 193.31369018554688]","[427.8311767578125, 183.10850524902344]","[406.1450500488281, 175.4238739013672]","[374.3606872558594, 221.4469757080078]","[324.8153991699219, 231.95851135253906]","[378.6701354980469, 329.0877990722656]","[295.30572509765625, 371.48345947265625]","[459.489990234375, 327.0870666503906]","[419.8367614746094, 361.9295959472656]","[338.46588134765625, 413.7380065917969]","[301.25830078125, 430.9734191894531]","[433.8993835449219, 420.9178466796875]","[414.31341552734375, 443.09747314453125]","[413.71014404296875, 482.29608154296875]","[387.9472961425781, 512.3822021484375]"
7,"[440.8348693847656, 211.3991241455078]","[448.1785583496094, 196.7963104248047]","[438.5215759277344, 194.00753784179688]","[426.1749572753906, 183.16700744628906]","[404.9796142578125, 175.42648315429688]","[370.9861755371094, 219.8729248046875]","[324.4133605957031, 230.36045837402344]","[374.016357421875, 328.2019958496094]","[295.62457275390625, 370.03228759765625]","[455.8524169921875, 327.566650390625]","[417.48541259765625, 362.2195129394531]","[331.7120666503906, 406.48876953125]","[296.3194274902344, 423.4474182128906]","[427.41375732421875, 410.2989807128906]","[408.6719055175781, 432.0207824707031]","[405.4576721191406, 468.6869201660156]","[379.2298278808594, 498.1965637207031]"
8,"[441.6116638183594, 211.06846618652344]","[448.56097412109375, 196.17788696289062]","[439.2024841308594, 193.69639587402344]","[425.403564453125, 182.0595703125]","[405.3434143066406, 175.2068634033203]","[371.28314208984375, 218.7527618408203]","[324.4195861816406, 231.0478057861328]","[374.76910400390625, 328.53692626953125]","[297.6893005371094, 373.38116455078125]","[456.2384033203125, 326.3104248046875]","[419.3882751464844, 362.1952819824219]","[334.0247802734375, 404.0142822265625]","[298.5835876464844, 422.0888977050781]","[433.95989990234375, 405.0696105957031]","[415.77337646484375, 427.9302062988281]","[410.887939453125, 461.551513671875]","[386.3128967285156, 492.4137268066406]"
9,"[441.3958740234375, 208.86790466308594]","[448.7185363769531, 194.9744110107422]","[436.1962585449219, 191.37615966796875]","[434.58636474609375, 180.93113708496094]","[402.916259765625, 170.5655059814453]","[385.2979431152344, 220.0165557861328]","[327.05743408203125, 224.5611572265625]","[383.091796875, 327.1895446777344]","[304.7587890625, 366.8352355957031]","[449.0560302734375, 320.31610107421875]","[419.81195068359375, 368.2002868652344]","[339.5823974609375, 393.5638732910156]","[298.76690673828125, 406.869873046875]","[439.4282531738281, 398.4786071777344]","[422.95220947265625, 416.37469482421875]","[388.8259582519531, 456.25396728515625]","[379.251953125, 480.0270080566406]"
10,"[440.5621337890625, 208.84881591796875]","[447.999755859375, 194.9568328857422]","[435.34149169921875, 191.2195587158203]","[433.41461181640625, 181.46974182128906]","[401.52392578125, 170.79400634765625]","[385.11138916015625, 220.50962829589844]","[325.50653076171875, 226.0047149658203]","[385.44573974609375, 327.3266906738281]","[307.90185546875, 368.92230224609375]","[448.7518615722656, 320.216064453125]","[423.2564697265625, 367.59429931640625]","[343.9710388183594, 393.1257019042969]","[302.3112487792969, 407.267333984375]","[442.59954833984375, 399.6309814453125]","[427.63946533203125, 418.43316650390625]","[392.9317321777344, 459.4420471191406]","[386.6483459472656, 484.3326416015625]"
