Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[398.8252258300781, 119.92967224121094]","[395.0547180175781, 110.3038330078125]","[389.30108642578125, 106.5985336303711]","[368.1646423339844, 115.09854125976562]","[353.01068115234375, 109.73478698730469]","[346.3892517089844, 177.5323028564453]","[351.26885986328125, 185.23443603515625]","[428.0943908691406, 242.79324340820312]","[435.9423522949219, 266.6737060546875]","[478.2125549316406, 169.8210906982422]","[470.8680725097656, 190.16131591796875]","[393.9780578613281, 353.7196960449219]","[396.9498596191406, 370.1567687988281]","[538.84326171875, 329.8931579589844]","[555.1553955078125, 355.1056213378906]","[526.2549438476562, 429.25103759765625]","[551.2364501953125, 466.7422790527344]"
2,"[400.91741943359375, 120.3121337890625]","[398.038330078125, 107.8301773071289]","[391.52996826171875, 108.34954833984375]","[351.79107666015625, 109.36038208007812]","[361.7847900390625, 114.28558349609375]","[339.1496276855469, 166.5724639892578]","[355.74517822265625, 188.2838897705078]","[413.0197448730469, 236.24386596679688]","[425.369384765625, 277.6385192871094]","[464.4534606933594, 181.84959411621094]","[474.0360107421875, 198.13916015625]","[367.15362548828125, 352.52117919921875]","[376.8216247558594, 371.1966552734375]","[520.0059814453125, 325.4220886230469]","[535.64599609375, 342.5089416503906]","[504.47882080078125, 434.0348815917969]","[509.9564514160156, 456.56158447265625]"
3,"[401.2642822265625, 120.97969055175781]","[398.4659729003906, 108.3149185180664]","[392.3551330566406, 108.68074798583984]","[349.98486328125, 109.07382202148438]","[362.9859924316406, 113.78148651123047]","[336.60955810546875, 166.44349670410156]","[355.9045715332031, 187.95599365234375]","[410.7762451171875, 237.71466064453125]","[426.18768310546875, 278.367919921875]","[463.8880310058594, 181.15618896484375]","[474.17742919921875, 197.33615112304688]","[362.077880859375, 355.4337463378906]","[373.5433654785156, 373.8233642578125]","[514.4559326171875, 329.7864074707031]","[530.943603515625, 346.365966796875]","[498.8173828125, 437.89178466796875]","[504.39385986328125, 459.79248046875]"
4,"[398.03778076171875, 120.32801818847656]","[394.5894470214844, 110.66459655761719]","[388.6554870605469, 106.83607482910156]","[367.1598815917969, 115.26702117919922]","[352.7037048339844, 109.71286010742188]","[342.140380859375, 177.75656127929688]","[352.232421875, 184.8324432373047]","[422.6217346191406, 242.94195556640625]","[435.5486755371094, 265.64501953125]","[476.1035461425781, 171.64430236816406]","[469.8608093261719, 190.3402099609375]","[385.09716796875, 357.5777893066406]","[391.0628662109375, 373.5207824707031]","[527.1968994140625, 334.5606689453125]","[546.3790283203125, 361.177734375]","[509.6622619628906, 435.0425720214844]","[536.4618530273438, 475.6689453125]"
5,"[399.324462890625, 122.67729949951172]","[395.4518737792969, 111.51409149169922]","[390.0862731933594, 108.09761810302734]","[362.79730224609375, 116.0311050415039]","[355.5060119628906, 111.58570861816406]","[331.0190124511719, 177.0670623779297]","[357.17962646484375, 188.9126739501953]","[404.0745849609375, 238.85980224609375]","[430.3897705078125, 269.2024841308594]","[470.6517333984375, 170.0054168701172]","[467.8488464355469, 192.08433532714844]","[368.1298522949219, 360.58343505859375]","[382.1417541503906, 377.608154296875]","[504.97723388671875, 359.02069091796875]","[528.1016845703125, 386.54278564453125]","[465.6550598144531, 453.9538879394531]","[489.46307373046875, 487.5899963378906]"
6,"[399.062255859375, 122.58071899414062]","[398.39422607421875, 109.03264617919922]","[390.4492492675781, 109.99065399169922]","[347.70867919921875, 108.2418212890625]","[361.21966552734375, 114.18805694580078]","[331.6445617675781, 168.01535034179688]","[351.4473571777344, 189.93055725097656]","[408.7656555175781, 246.58163452148438]","[423.1538391113281, 279.96533203125]","[461.2614440917969, 188.94332885742188]","[472.26727294921875, 197.70350646972656]","[354.68072509765625, 357.16778564453125]","[367.87152099609375, 374.1367492675781]","[445.1507568359375, 372.5242614746094]","[466.187255859375, 387.331787109375]","[436.82464599609375, 467.5553283691406]","[451.9237060546875, 488.5166015625]"
7,"[398.3792724609375, 122.4144287109375]","[397.9835205078125, 108.74437713623047]","[389.1977233886719, 109.78620147705078]","[349.1802978515625, 108.26744842529297]","[359.67425537109375, 114.43812561035156]","[334.0293273925781, 168.850341796875]","[351.08123779296875, 191.26858520507812]","[412.4073486328125, 247.00181579589844]","[424.2981262207031, 281.6364440917969]","[463.19586181640625, 187.8679962158203]","[474.0663757324219, 197.1554718017578]","[358.9925842285156, 358.1400451660156]","[370.3328552246094, 375.6418762207031]","[453.61798095703125, 366.3487548828125]","[473.7144775390625, 381.79339599609375]","[444.10009765625, 462.59234619140625]","[458.69439697265625, 484.1379089355469]"
8,"[397.98150634765625, 122.38438415527344]","[397.8151550292969, 108.68576049804688]","[388.6651611328125, 109.75060272216797]","[349.8702392578125, 108.07209777832031]","[359.22039794921875, 114.25331115722656]","[334.8478698730469, 168.6686553955078]","[351.2135925292969, 190.76422119140625]","[412.4599914550781, 246.97312927246094]","[424.21728515625, 280.83209228515625]","[462.83477783203125, 187.8814239501953]","[473.4250793457031, 196.76495361328125]","[359.38726806640625, 356.8354187011719]","[370.300048828125, 374.0449523925781]","[451.8343811035156, 364.77886962890625]","[471.2376708984375, 379.8854675292969]","[442.92645263671875, 461.0167236328125]","[456.65625, 482.1068115234375]"
9,"[398.0650939941406, 122.00537109375]","[394.3896179199219, 110.91495513916016]","[388.8544006347656, 107.43104553222656]","[362.6861572265625, 115.69416046142578]","[354.6461181640625, 110.88899230957031]","[333.08984375, 176.48336791992188]","[356.26416015625, 188.4078826904297]","[406.28643798828125, 238.4661407470703]","[430.1312255859375, 268.955322265625]","[469.3482971191406, 169.23851013183594]","[467.0232238769531, 189.62252807617188]","[372.87139892578125, 357.890380859375]","[384.7305908203125, 374.8417053222656]","[506.8762512207031, 362.8559875488281]","[526.4357299804688, 390.2325439453125]","[468.7079772949219, 457.79461669921875]","[488.9713439941406, 491.5035400390625]"
10,"[397.9144592285156, 122.04052734375]","[394.4425354003906, 110.95248413085938]","[388.4959716796875, 107.48281860351562]","[363.4967041015625, 115.70361328125]","[354.2342224121094, 110.9699935913086]","[334.0547180175781, 176.61227416992188]","[356.0318603515625, 188.2265625]","[406.4801330566406, 239.0990753173828]","[429.1333923339844, 268.95831298828125]","[469.5023193359375, 170.10113525390625]","[466.42303466796875, 190.7445526123047]","[373.79095458984375, 357.3509826660156]","[384.8562927246094, 374.2477111816406]","[508.3818359375, 361.5180358886719]","[527.5784912109375, 388.9027404785156]","[469.607666015625, 456.5249938964844]","[489.80181884765625, 490.4244689941406]"
11,"[397.9826965332031, 122.37518310546875]","[397.6533508300781, 108.66303253173828]","[388.51275634765625, 109.81645965576172]","[349.4374694824219, 108.06871795654297]","[358.8593444824219, 114.49308776855469]","[334.42962646484375, 168.7796630859375]","[351.428955078125, 190.9153289794922]","[411.533935546875, 247.40452575683594]","[424.2960510253906, 280.9230651855469]","[462.70751953125, 188.3470916748047]","[473.4027404785156, 196.9207305908203]","[359.3865051269531, 357.5830993652344]","[370.8020935058594, 374.7843933105469]","[452.94268798828125, 364.6146545410156]","[472.96942138671875, 379.6395263671875]","[442.871826171875, 461.7371520996094]","[457.4458923339844, 482.7184753417969]"
12,"[398.23455810546875, 122.68341827392578]","[397.5589599609375, 109.04081726074219]","[389.2460632324219, 110.1116943359375]","[347.1474609375, 107.92094421386719]","[359.7215881347656, 114.2757568359375]","[331.4154968261719, 168.05825805664062]","[351.8641662597656, 190.055419921875]","[408.4197692871094, 247.36148071289062]","[424.38043212890625, 280.22308349609375]","[461.8330993652344, 188.0100555419922]","[472.7214660644531, 196.38706970214844]","[355.4461669921875, 356.4975891113281]","[369.3561096191406, 373.5713195800781]","[450.7942199707031, 363.2463684082031]","[473.1197204589844, 377.96575927734375]","[441.3873596191406, 460.3031921386719]","[458.14739990234375, 480.8935852050781]"
13,"[398.71636962890625, 122.3944320678711]","[397.8036193847656, 108.78999328613281]","[389.5975646972656, 109.99392700195312]","[347.7301025390625, 108.0472640991211]","[359.8846130371094, 114.66387939453125]","[332.4723815917969, 168.0825958251953]","[351.949951171875, 190.59228515625]","[410.2090759277344, 246.19488525390625]","[424.8094482421875, 280.0463562011719]","[461.70245361328125, 188.68624877929688]","[472.6423034667969, 197.2554931640625]","[357.15679931640625, 357.18896484375]","[370.2267150878906, 374.52960205078125]","[451.0295104980469, 366.6079406738281]","[472.4095458984375, 381.7956237792969]","[441.4339599609375, 463.0519714355469]","[457.20391845703125, 484.4442443847656]"
14,"[398.5831604003906, 122.2968978881836]","[397.6180114746094, 108.7292251586914]","[389.4328308105469, 109.9417724609375]","[347.42156982421875, 108.32341766357422]","[359.69146728515625, 114.9482421875]","[332.3745422363281, 168.72866821289062]","[351.81781005859375, 191.35525512695312]","[411.8822326660156, 245.60897827148438]","[425.88519287109375, 279.6979064941406]","[462.90106201171875, 187.33529663085938]","[473.5785217285156, 195.92657470703125]","[357.154052734375, 358.0280456542969]","[370.06439208984375, 375.43359375]","[450.5700378417969, 367.2750549316406]","[471.5217590332031, 382.5943908691406]","[440.9242248535156, 463.91949462890625]","[455.9998474121094, 485.59893798828125]"
15,"[398.3189392089844, 122.24732208251953]","[397.3858337402344, 108.70924377441406]","[389.26312255859375, 109.9121322631836]","[347.4781188964844, 108.18672180175781]","[359.7870788574219, 114.82537841796875]","[332.5028991699219, 168.34629821777344]","[351.8401794433594, 191.14041137695312]","[411.4220886230469, 246.25347900390625]","[425.0838317871094, 280.7886657714844]","[462.3807678222656, 188.8344268798828]","[473.02142333984375, 197.75518798828125]","[358.0274353027344, 356.46588134765625]","[370.9870910644531, 374.0488586425781]","[452.5566101074219, 363.028564453125]","[473.6976318359375, 378.5191345214844]","[443.1867370605469, 460.2528076171875]","[458.6988220214844, 482.03521728515625]"
16,"[398.3930969238281, 122.48983001708984]","[397.5315856933594, 108.87073516845703]","[389.2991638183594, 110.10395050048828]","[347.88665771484375, 107.98104858398438]","[359.7992858886719, 114.66117095947266]","[332.94622802734375, 167.9478302001953]","[351.88494873046875, 190.65826416015625]","[411.0860900878906, 246.53138732910156]","[424.91815185546875, 280.8343200683594]","[462.5684509277344, 190.0865478515625]","[473.1652526855469, 198.7247314453125]","[358.0679931640625, 356.6826171875]","[370.76763916015625, 374.1240234375]","[450.5412902832031, 365.4200744628906]","[471.2062072753906, 380.7554626464844]","[441.1315612792969, 462.32061767578125]","[455.9783935546875, 483.90631103515625]"
