Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[388.42822265625, 50.01683807373047]","[386.24334716796875, 36.51990509033203]","[371.7906188964844, 38.379615783691406]","[364.9704284667969, 47.649192810058594]","[329.6315002441406, 58.09210968017578]","[357.5608825683594, 131.81846618652344]","[318.6431579589844, 163.6870574951172]","[407.41107177734375, 239.78897094726562]","[358.1463317871094, 303.9736328125]","[466.89422607421875, 274.94439697265625]","[478.3971862792969, 297.422607421875]","[413.0242614746094, 332.4992370605469]","[385.67242431640625, 361.1124572753906]","[550.8539428710938, 334.2693786621094]","[538.9542846679688, 371.3931884765625]","[508.11669921875, 399.1460266113281]","[512.621826171875, 424.7470397949219]"
2,"[388.30401611328125, 49.75843048095703]","[386.0895080566406, 36.51237487792969]","[371.87841796875, 38.09978485107422]","[364.688720703125, 48.20584487915039]","[329.9878234863281, 57.98760223388672]","[358.3176574707031, 132.5541229248047]","[318.44384765625, 163.94000244140625]","[409.2263488769531, 240.42417907714844]","[358.2185363769531, 304.3413391113281]","[468.5893249511719, 275.1916198730469]","[478.8468933105469, 297.3860778808594]","[414.9320373535156, 333.9384460449219]","[386.9521179199219, 362.28082275390625]","[552.5169067382812, 337.09735107421875]","[539.4338989257812, 373.3298034667969]","[509.89251708984375, 401.1064453125]","[513.484130859375, 425.42724609375]"
3,"[388.4416809082031, 49.44851303100586]","[386.1346435546875, 36.28813934326172]","[372.0322265625, 37.86482620239258]","[364.5348815917969, 48.26971435546875]","[330.29833984375, 58.11646270751953]","[358.1129150390625, 132.74761962890625]","[318.96051025390625, 164.28744506835938]","[409.2734069824219, 239.98362731933594]","[358.3197326660156, 304.35113525390625]","[468.844482421875, 274.3277282714844]","[478.7215576171875, 297.2840881347656]","[414.641357421875, 333.26239013671875]","[387.1329345703125, 361.65850830078125]","[552.778564453125, 334.8536376953125]","[539.9592895507812, 371.1460876464844]","[509.5397033691406, 396.87652587890625]","[513.0633544921875, 421.1480712890625]"
4,"[387.6402282714844, 49.60831832885742]","[385.4031677246094, 36.51188278198242]","[371.5450134277344, 37.894775390625]","[363.86810302734375, 48.425559997558594]","[330.9714660644531, 57.918697357177734]","[358.87371826171875, 132.96908569335938]","[318.1778869628906, 163.9822998046875]","[409.75250244140625, 239.99354553222656]","[358.2864990234375, 303.4681091308594]","[470.7550964355469, 276.12744140625]","[479.71905517578125, 296.9871826171875]","[414.3465576171875, 332.61285400390625]","[386.54150390625, 360.7582092285156]","[556.7846069335938, 335.2772216796875]","[543.8607788085938, 370.3609313964844]","[512.2288208007812, 408.4855041503906]","[516.5007934570312, 432.6100158691406]"
5,"[387.79241943359375, 49.5362434387207]","[385.5297546386719, 36.48551559448242]","[371.8627624511719, 37.83203887939453]","[363.67913818359375, 48.423282623291016]","[331.23590087890625, 57.76201629638672]","[358.68731689453125, 132.88427734375]","[317.9537658691406, 163.70452880859375]","[409.65106201171875, 240.2171630859375]","[357.8231506347656, 303.40789794921875]","[470.4472961425781, 276.45208740234375]","[479.2139587402344, 297.4466857910156]","[413.2934265136719, 333.4639892578125]","[385.3797302246094, 361.3409729003906]","[553.4089965820312, 338.6115417480469]","[540.3333740234375, 373.34246826171875]","[509.4129638671875, 410.6072692871094]","[513.2706909179688, 434.1602783203125]"
6,"[387.8580322265625, 49.542640686035156]","[385.6304626464844, 36.606571197509766]","[372.14373779296875, 37.74674606323242]","[363.5188293457031, 48.632057189941406]","[331.40631103515625, 57.43589401245117]","[358.3551025390625, 132.9719696044922]","[317.8932800292969, 163.42190551757812]","[409.7017822265625, 240.43862915039062]","[358.1600646972656, 303.4021911621094]","[470.29443359375, 276.6681213378906]","[479.1541442871094, 297.52880859375]","[412.4326477050781, 335.2256774902344]","[384.4567565917969, 362.732421875]","[550.6080322265625, 341.5625]","[536.782470703125, 375.9382629394531]","[506.04925537109375, 412.93963623046875]","[509.0457458496094, 436.1871643066406]"
7,"[387.500244140625, 49.37531661987305]","[385.3018798828125, 36.430423736572266]","[371.6086730957031, 37.690372467041016]","[363.4985046386719, 48.5588493347168]","[330.8884582519531, 57.685020446777344]","[357.9693908691406, 133.11117553710938]","[318.4488525390625, 163.83404541015625]","[409.60601806640625, 240.13441467285156]","[359.0425720214844, 303.3690185546875]","[469.89715576171875, 276.0449523925781]","[478.86834716796875, 297.3972473144531]","[411.9918212890625, 334.8797607421875]","[384.5279235839844, 362.5295104980469]","[550.4760131835938, 340.35150146484375]","[537.3960571289062, 375.28173828125]","[505.7545166015625, 409.73895263671875]","[509.1682434082031, 433.6967468261719]"
8,"[387.620849609375, 49.38878631591797]","[385.3377990722656, 36.39705276489258]","[371.65753173828125, 37.84889602661133]","[363.2979736328125, 48.3962516784668]","[330.7445983886719, 58.021087646484375]","[357.07489013671875, 132.51800537109375]","[318.7236633300781, 164.04025268554688]","[408.4787292480469, 238.70059204101562]","[359.5965576171875, 303.1458740234375]","[468.7673034667969, 274.6322326660156]","[478.8825988769531, 297.2161560058594]","[410.8806457519531, 333.5292663574219]","[384.15557861328125, 361.5730895996094]","[549.8162841796875, 338.3342590332031]","[537.6257934570312, 374.082763671875]","[505.423095703125, 407.82550048828125]","[509.4259033203125, 432.8323059082031]"
9,"[387.454833984375, 49.41426086425781]","[385.1711730957031, 36.435035705566406]","[371.47705078125, 37.86061477661133]","[363.1925048828125, 48.48786163330078]","[330.67877197265625, 58.09300231933594]","[356.87396240234375, 132.6936492919922]","[319.056884765625, 164.2454833984375]","[408.51617431640625, 238.5677947998047]","[360.0132751464844, 303.27001953125]","[468.6587219238281, 273.94366455078125]","[479.12176513671875, 297.0128173828125]","[410.4942626953125, 334.0766906738281]","[384.0329895019531, 362.10546875]","[549.5510864257812, 338.0671691894531]","[537.6307983398438, 374.02386474609375]","[504.07891845703125, 407.1515808105469]","[508.2420349121094, 432.54400634765625]"
10,"[387.7165222167969, 49.37562561035156]","[385.2473449707031, 36.383548736572266]","[371.8244323730469, 37.825069427490234]","[362.64776611328125, 48.32604217529297]","[330.7226867675781, 58.0081787109375]","[356.1339416503906, 132.30029296875]","[318.67132568359375, 164.0255584716797]","[407.9640197753906, 238.14112854003906]","[359.57635498046875, 302.9310302734375]","[468.599609375, 274.3722229003906]","[479.074951171875, 297.2142639160156]","[409.8210144042969, 333.38165283203125]","[383.66754150390625, 361.51885986328125]","[549.3363647460938, 337.9923400878906]","[537.6110229492188, 374.1058349609375]","[504.1016540527344, 408.06939697265625]","[508.06475830078125, 433.59393310546875]"
