Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[407.84271240234375, 146.37249755859375]","[412.86468505859375, 128.16920471191406]","[396.0368957519531, 129.35458374023438]","[390.9678955078125, 112.20658111572266]","[357.650146484375, 116.0161361694336]","[367.6037902832031, 157.39120483398438]","[323.45166015625, 178.45396423339844]","[386.0531921386719, 275.6468505859375]","[351.69207763671875, 321.3603820800781]","[428.4998779296875, 231.0919647216797]","[429.2768859863281, 245.69998168945312]","[373.5948791503906, 323.42333984375]","[344.30950927734375, 341.71685791015625]","[432.9284362792969, 316.0509338378906]","[417.47198486328125, 335.807861328125]","[417.0185852050781, 380.8916015625]","[396.7875671386719, 407.5892333984375]"
2,"[407.661376953125, 146.37185668945312]","[412.631103515625, 128.09451293945312]","[395.834228515625, 129.3079376220703]","[389.97064208984375, 112.18441772460938]","[357.190185546875, 116.1478500366211]","[365.8916931152344, 157.3912811279297]","[323.2943420410156, 178.8020782470703]","[383.6337890625, 275.91741943359375]","[351.3816833496094, 322.00750732421875]","[427.20440673828125, 231.9198760986328]","[428.38800048828125, 246.3613739013672]","[372.2982177734375, 323.468994140625]","[344.07904052734375, 341.9382019042969]","[431.8587646484375, 316.0745544433594]","[418.111083984375, 335.9952392578125]","[414.6101989746094, 380.4560241699219]","[396.12701416015625, 407.3987121582031]"
3,"[407.9200134277344, 145.5213623046875]","[412.513671875, 127.49401092529297]","[396.26202392578125, 128.70176696777344]","[389.85382080078125, 112.41495513916016]","[357.62847900390625, 116.26493072509766]","[366.5761413574219, 158.0144805908203]","[323.1907958984375, 179.13232421875]","[385.88116455078125, 275.5838623046875]","[351.3674011230469, 321.40240478515625]","[429.5731201171875, 232.69715881347656]","[429.00714111328125, 246.8232879638672]","[372.6973876953125, 323.8249816894531]","[343.9046630859375, 342.1197814941406]","[432.0479736328125, 315.18255615234375]","[417.1536560058594, 335.0289001464844]","[415.2143859863281, 380.9136962890625]","[395.8504333496094, 407.9305114746094]"
4,"[407.9393005371094, 144.64755249023438]","[412.5585021972656, 126.88973999023438]","[396.07244873046875, 128.02540588378906]","[391.50054931640625, 112.61343383789062]","[357.5013732910156, 116.08781433105469]","[368.9531555175781, 158.94790649414062]","[323.3443908691406, 179.09913635253906]","[388.0860900878906, 275.486328125]","[351.1564636230469, 320.0985107421875]","[430.4809875488281, 233.97134399414062]","[429.8767395019531, 247.96755981445312]","[374.7779541015625, 324.1597595214844]","[344.4820251464844, 341.93975830078125]","[433.6604919433594, 314.20855712890625]","[417.27679443359375, 333.63555908203125]","[415.91009521484375, 381.2895812988281]","[395.9435119628906, 407.767822265625]"
5,"[408.668701171875, 145.31146240234375]","[413.25054931640625, 127.57681274414062]","[396.9708557128906, 128.65374755859375]","[391.9432067871094, 113.10333251953125]","[358.4421691894531, 116.39525604248047]","[368.9677429199219, 158.81874084472656]","[323.53179931640625, 178.94569396972656]","[388.8941650390625, 275.0342102050781]","[351.3611145019531, 320.0037536621094]","[431.6737365722656, 232.55364990234375]","[430.605224609375, 247.1049041748047]","[374.2099609375, 323.5223693847656]","[343.9284362792969, 341.31884765625]","[431.96044921875, 315.22705078125]","[415.5246276855469, 334.75177001953125]","[414.7918701171875, 380.8414306640625]","[394.1697998046875, 407.5629577636719]"
6,"[409.0023193359375, 145.62200927734375]","[413.6326904296875, 127.87820434570312]","[397.2374267578125, 128.97080993652344]","[392.9977111816406, 113.28621673583984]","[358.8543395996094, 116.6048583984375]","[370.9058532714844, 159.1674041748047]","[323.72601318359375, 179.2917022705078]","[391.05938720703125, 275.3241271972656]","[351.6768798828125, 320.203125]","[432.0765380859375, 233.58270263671875]","[430.21099853515625, 247.55859375]","[375.7726135253906, 324.3300476074219]","[344.4954833984375, 342.1513366699219]","[433.447265625, 315.00177001953125]","[416.94305419921875, 334.6166687011719]","[415.2204284667969, 380.84014892578125]","[395.6994323730469, 407.62225341796875]"
7,"[409.017822265625, 145.6289520263672]","[413.72528076171875, 127.86673736572266]","[397.4755859375, 128.93687438964844]","[392.58599853515625, 113.0508804321289]","[359.400634765625, 116.33677673339844]","[370.2198486328125, 158.72564697265625]","[323.77459716796875, 178.72755432128906]","[388.7970886230469, 275.83233642578125]","[350.67095947265625, 320.115234375]","[431.0332946777344, 234.5752716064453]","[429.3270568847656, 247.97103881835938]","[374.9260559082031, 323.50555419921875]","[344.2504577636719, 341.22491455078125]","[431.8189392089844, 315.8772888183594]","[415.76458740234375, 335.2574157714844]","[413.9967346191406, 381.7381896972656]","[395.06341552734375, 408.1357727050781]"
8,"[408.97662353515625, 145.4517059326172]","[413.8403625488281, 127.56990051269531]","[397.3231201171875, 128.65255737304688]","[392.48931884765625, 112.71869659423828]","[359.05169677734375, 116.0859603881836]","[369.6263732910156, 158.6856689453125]","[323.75640869140625, 178.81480407714844]","[388.1235656738281, 276.0806579589844]","[350.6612243652344, 320.47369384765625]","[431.70989990234375, 234.34910583496094]","[429.5030822753906, 247.5447235107422]","[374.1361389160156, 324.2283935546875]","[343.8724365234375, 341.9709777832031]","[430.9479064941406, 315.5196838378906]","[415.3760681152344, 334.8651123046875]","[412.6091613769531, 381.36285400390625]","[394.0100402832031, 407.703369140625]"
9,"[409.3532409667969, 145.35317993164062]","[414.0778503417969, 127.50306701660156]","[397.6512756347656, 128.5730438232422]","[392.42138671875, 112.88401794433594]","[359.0596618652344, 116.18161010742188]","[369.54754638671875, 159.16299438476562]","[323.8859558105469, 179.20738220214844]","[388.4523010253906, 276.3329162597656]","[350.90948486328125, 320.6815185546875]","[432.1994934082031, 234.22096252441406]","[430.1507263183594, 247.51268005371094]","[374.8118591308594, 324.93218994140625]","[344.7032775878906, 342.65948486328125]","[431.4934387207031, 317.6454162597656]","[416.3464050292969, 336.9765625]","[413.269775390625, 383.4364013671875]","[395.2661437988281, 409.7935485839844]"
10,"[409.538818359375, 144.83660888671875]","[414.157470703125, 127.0052490234375]","[397.5254821777344, 128.2482147216797]","[393.53558349609375, 113.1413803100586]","[358.92706298828125, 116.82779693603516]","[372.28436279296875, 160.34060668945312]","[324.4068603515625, 180.53207397460938]","[392.67364501953125, 276.9456481933594]","[352.0774841308594, 321.3455505371094]","[435.30908203125, 234.081298828125]","[430.4080810546875, 246.46847534179688]","[377.0207824707031, 325.5274963378906]","[345.52239990234375, 343.2052917480469]","[433.5517272949219, 319.3082275390625]","[417.7150573730469, 338.7093505859375]","[414.6471862792969, 384.3508605957031]","[396.86456298828125, 410.8352355957031]"
