Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[414.3344421386719, 83.15425872802734]","[412.77880859375, 66.59880828857422]","[404.7392578125, 68.09022521972656]","[362.2430114746094, 66.95890808105469]","[367.11376953125, 74.0265884399414]","[343.1370544433594, 134.52493286132812]","[341.1985168457031, 162.755126953125]","[390.81829833984375, 242.86289978027344]","[377.1126708984375, 298.3114318847656]","[445.9248352050781, 168.76695251464844]","[424.23828125, 193.41114807128906]","[362.76617431640625, 341.28076171875]","[362.44573974609375, 362.0545349121094]","[449.8448181152344, 320.7681884765625]","[456.3846435546875, 341.3757019042969]","[428.92254638671875, 413.78558349609375]","[426.18011474609375, 442.8861083984375]"
2,"[414.3910217285156, 84.19823455810547]","[412.8147888183594, 67.45500946044922]","[404.42791748046875, 69.1541519165039]","[363.0634460449219, 67.1914291381836]","[365.9344482421875, 74.82447814941406]","[344.4566955566406, 133.7136993408203]","[340.39361572265625, 163.19769287109375]","[392.8680725097656, 241.18585205078125]","[377.420654296875, 299.2074279785156]","[447.96087646484375, 167.02122497558594]","[424.091796875, 193.51361083984375]","[365.8087463378906, 339.3442077636719]","[364.07037353515625, 360.99114990234375]","[457.0018005371094, 314.44482421875]","[463.0865478515625, 336.01806640625]","[435.7375793457031, 408.1721496582031]","[432.8815612792969, 438.4046630859375]"
3,"[414.44110107421875, 84.45645904541016]","[413.0898132324219, 67.54219055175781]","[404.59918212890625, 69.16629028320312]","[362.341552734375, 66.89373779296875]","[366.4017333984375, 74.39537048339844]","[341.996826171875, 133.58460998535156]","[341.1236877441406, 162.77244567871094]","[389.4408874511719, 241.77159118652344]","[377.0801086425781, 299.4103088378906]","[448.67138671875, 165.591064453125]","[424.6465759277344, 192.3848114013672]","[361.6636657714844, 339.5082092285156]","[362.1950378417969, 360.7577209472656]","[449.0308532714844, 312.6607971191406]","[457.05780029296875, 333.7033996582031]","[425.4626770019531, 405.2448425292969]","[423.8123779296875, 434.90570068359375]"
4,"[414.5386962890625, 84.07903289794922]","[413.0040283203125, 67.27284240722656]","[404.6849060058594, 68.94711303710938]","[362.2961730957031, 66.8573226928711]","[366.41632080078125, 74.4636459350586]","[342.5294494628906, 133.56863403320312]","[341.2054748535156, 162.87347412109375]","[390.36529541015625, 241.32586669921875]","[377.50604248046875, 298.8829040527344]","[447.9196472167969, 166.2859344482422]","[424.4387512207031, 192.51866149902344]","[363.1667175292969, 338.7556457519531]","[363.31329345703125, 360.1476745605469]","[451.9607849121094, 314.1189270019531]","[459.49822998046875, 335.3309326171875]","[429.7261047363281, 406.2345886230469]","[427.5782775878906, 436.1108093261719]"
5,"[414.46759033203125, 83.95085906982422]","[412.93359375, 67.10980224609375]","[404.5351257324219, 68.95575714111328]","[362.8480224609375, 66.5028076171875]","[366.1723937988281, 74.59261322021484]","[343.1731262207031, 132.5737762451172]","[340.8619079589844, 162.70706176757812]","[390.3199157714844, 239.65577697753906]","[376.49505615234375, 298.61187744140625]","[447.92169189453125, 166.19784545898438]","[423.9898681640625, 193.3582305908203]","[364.3509521484375, 336.5537414550781]","[363.7860107421875, 358.5549621582031]","[457.6971130371094, 308.30908203125]","[464.9674072265625, 330.18341064453125]","[434.1222839355469, 401.8268127441406]","[432.1785583496094, 432.41107177734375]"
6,"[414.3622131347656, 84.54622650146484]","[412.9190368652344, 67.67695617675781]","[404.48248291015625, 69.51734924316406]","[363.1379089355469, 66.72367858886719]","[366.4438171386719, 74.7777328491211]","[342.85498046875, 132.40591430664062]","[340.7872009277344, 162.6390838623047]","[389.618896484375, 239.4551239013672]","[375.376953125, 299.2432861328125]","[448.8893737792969, 164.66729736328125]","[425.1763000488281, 193.38580322265625]","[363.31005859375, 336.22027587890625]","[362.9051513671875, 358.3709411621094]","[458.7369079589844, 303.2735595703125]","[466.2306823730469, 325.3722839355469]","[432.4825744628906, 399.12701416015625]","[431.0072937011719, 429.8785705566406]"
7,"[412.82501220703125, 83.26758575439453]","[413.0284729003906, 66.63661193847656]","[402.526611328125, 68.01471710205078]","[365.108642578125, 66.70252990722656]","[363.1000671386719, 73.75303649902344]","[347.15301513671875, 138.89952087402344]","[337.4613342285156, 165.65972900390625]","[399.3492126464844, 252.32772827148438]","[379.1633605957031, 300.23614501953125]","[435.6031494140625, 179.96795654296875]","[438.6287841796875, 193.79635620117188]","[362.9327392578125, 345.03265380859375]","[357.3661804199219, 364.8307800292969]","[439.7868347167969, 312.0102844238281]","[441.8524475097656, 331.6080322265625]","[417.33740234375, 404.4975891113281]","[414.8192138671875, 432.24951171875]"
8,"[412.7134094238281, 82.16302490234375]","[412.87188720703125, 65.7174072265625]","[402.1745910644531, 67.06307220458984]","[365.72845458984375, 66.65547180175781]","[362.5422668457031, 73.5713882446289]","[348.5584716796875, 139.8442840576172]","[337.52203369140625, 166.01051330566406]","[401.23748779296875, 252.79348754882812]","[379.8077697753906, 299.76654052734375]","[437.4168395996094, 180.3373260498047]","[439.6273498535156, 193.58340454101562]","[364.31427001953125, 345.0434875488281]","[357.8814697265625, 364.5556640625]","[443.2956848144531, 310.0377502441406]","[444.3697814941406, 329.3227844238281]","[421.6428527832031, 404.2430419921875]","[418.3082275390625, 431.4947204589844]"
9,"[412.81231689453125, 82.42678833007812]","[412.90716552734375, 65.88990783691406]","[402.23834228515625, 67.35651397705078]","[365.44000244140625, 66.65982055664062]","[362.7530517578125, 73.93726348876953]","[348.0323181152344, 139.4977264404297]","[338.3014221191406, 166.060546875]","[401.0704040527344, 251.64532470703125]","[380.4408874511719, 299.054443359375]","[438.2288818359375, 179.2410888671875]","[439.53753662109375, 192.58570861816406]","[363.2932434082031, 345.0543212890625]","[357.78253173828125, 364.6028137207031]","[440.5727233886719, 309.277587890625]","[442.47564697265625, 328.57904052734375]","[417.5246276855469, 402.82379150390625]","[414.9911804199219, 430.22808837890625]"
10,"[414.3219909667969, 83.48723602294922]","[413.230224609375, 66.4732666015625]","[403.82659912109375, 68.45455169677734]","[364.6732177734375, 66.29629516601562]","[365.2748107910156, 74.73443603515625]","[344.208740234375, 133.0926971435547]","[341.171630859375, 163.31781005859375]","[389.3001708984375, 241.30894470214844]","[376.3365478515625, 300.4642639160156]","[450.1788024902344, 166.14244079589844]","[425.7125244140625, 193.29576110839844]","[365.2511901855469, 336.3798828125]","[364.2059631347656, 358.5597839355469]","[463.7873840332031, 305.4617614746094]","[471.446044921875, 327.4776306152344]","[439.7195739746094, 402.3677978515625]","[438.402587890625, 432.8018493652344]"
