Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[247.38633728027344, 103.75872802734375]","[252.1332550048828, 85.71340942382812]","[233.57093811035156, 86.40293884277344]","[227.3740997314453, 82.15223693847656]","[190.4003143310547, 88.81180572509766]","[202.32778930664062, 160.86361694335938]","[151.73013305664062, 186.76895141601562]","[214.89646911621094, 292.7268981933594]","[161.0168914794922, 350.9017639160156]","[293.76446533203125, 293.7935791015625]","[267.8128662109375, 340.71490478515625]","[237.14561462402344, 366.02410888671875]","[207.21067810058594, 395.6141357421875]","[410.6681213378906, 332.6768798828125]","[397.2311096191406, 363.9943542480469]","[410.8818359375, 459.982666015625]","[440.6095275878906, 492.576416015625]"
2,"[247.14593505859375, 103.77030944824219]","[251.82838439941406, 85.63032531738281]","[233.38320922851562, 86.53825378417969]","[226.8776092529297, 82.09009552001953]","[190.6189727783203, 89.33779907226562]","[201.50697326660156, 160.85496520996094]","[152.2576446533203, 187.42391967773438]","[214.5486297607422, 292.060546875]","[161.15469360351562, 350.87420654296875]","[294.225341796875, 293.7488708496094]","[267.8432312011719, 341.0188293457031]","[235.58578491210938, 365.2400207519531]","[206.66546630859375, 395.21319580078125]","[410.5781555175781, 330.9569091796875]","[398.499755859375, 363.2084045410156]","[411.1629638671875, 459.26287841796875]","[441.5882568359375, 493.2549133300781]"
3,"[247.212890625, 103.82368469238281]","[252.05435180664062, 85.70745849609375]","[233.4620819091797, 86.53678894042969]","[227.31674194335938, 82.13603210449219]","[190.90834045410156, 89.18609619140625]","[202.06422424316406, 161.02772521972656]","[152.4296875, 187.13841247558594]","[214.0498809814453, 293.1433410644531]","[160.56500244140625, 351.1139221191406]","[294.10235595703125, 294.345458984375]","[267.69317626953125, 341.3459777832031]","[236.28231811523438, 367.07080078125]","[207.00692749023438, 396.80322265625]","[410.3036804199219, 333.7796630859375]","[397.7086486816406, 365.54620361328125]","[410.4875793457031, 460.9424743652344]","[440.8151550292969, 494.312255859375]"
4,"[247.323486328125, 103.92400360107422]","[252.09307861328125, 85.72979736328125]","[233.59474182128906, 86.56050109863281]","[227.12869262695312, 81.79884338378906]","[191.04171752929688, 88.88580322265625]","[201.85098266601562, 160.63958740234375]","[152.37953186035156, 186.70431518554688]","[213.60951232910156, 293.80462646484375]","[160.0801544189453, 351.6403503417969]","[294.1273498535156, 294.0751953125]","[267.930908203125, 341.1951599121094]","[236.07261657714844, 368.0896911621094]","[206.86431884765625, 397.8636474609375]","[410.1313781738281, 334.16107177734375]","[397.65765380859375, 366.2767639160156]","[409.3605041503906, 460.9091491699219]","[439.8571472167969, 494.83465576171875]"
5,"[247.1554412841797, 104.14844512939453]","[252.11129760742188, 85.84593200683594]","[233.3242950439453, 86.71156311035156]","[227.52980041503906, 81.59156799316406]","[190.70819091796875, 88.71180725097656]","[201.9774169921875, 160.14170837402344]","[152.0266876220703, 186.5669403076172]","[213.63299560546875, 293.400390625]","[159.46331787109375, 352.05950927734375]","[294.1154479980469, 293.8037414550781]","[267.9376525878906, 341.1336669921875]","[236.20513916015625, 368.608154296875]","[206.55763244628906, 398.720947265625]","[410.4942626953125, 333.9284362792969]","[397.2190246582031, 367.2012634277344]","[409.1959533691406, 460.2543029785156]","[439.24566650390625, 495.89263916015625]"
6,"[247.04637145996094, 104.07852172851562]","[252.12030029296875, 85.91580963134766]","[233.39479064941406, 86.67594909667969]","[227.48561096191406, 82.03582763671875]","[190.9951171875, 88.84748840332031]","[201.6304931640625, 160.69454956054688]","[151.99114990234375, 186.9077911376953]","[213.5104522705078, 293.00811767578125]","[159.4387664794922, 351.4723205566406]","[293.70648193359375, 293.6725769042969]","[267.5841369628906, 341.1886901855469]","[235.54647827148438, 369.07232666015625]","[206.12966918945312, 399.1257019042969]","[410.36883544921875, 332.8557434082031]","[397.14306640625, 366.0958557128906]","[410.1136779785156, 459.8881530761719]","[440.37432861328125, 495.7344665527344]"
7,"[247.04283142089844, 104.143798828125]","[251.99139404296875, 85.87065124511719]","[233.23956298828125, 86.74639892578125]","[227.4576416015625, 82.05747985839844]","[190.52354431152344, 89.10868835449219]","[202.0294647216797, 161.02743530273438]","[151.23744201660156, 187.52581787109375]","[214.33737182617188, 292.730712890625]","[159.5204620361328, 351.72637939453125]","[294.32904052734375, 293.7738342285156]","[267.4837341308594, 340.88922119140625]","[236.20838928222656, 369.09521484375]","[206.20889282226562, 399.2487487792969]","[411.8293762207031, 332.394775390625]","[398.4295349121094, 364.8995361328125]","[412.9173889160156, 462.9114074707031]","[443.34661865234375, 497.2099914550781]"
8,"[246.99266052246094, 103.44735717773438]","[252.21871948242188, 85.05509948730469]","[232.78280639648438, 86.04167175292969]","[228.60833740234375, 81.40576171875]","[189.87799072265625, 88.6343765258789]","[203.10992431640625, 161.10745239257812]","[150.6134033203125, 187.086181640625]","[214.4608612060547, 293.4134216308594]","[158.31463623046875, 351.5693359375]","[294.4682922363281, 293.98895263671875]","[267.1710510253906, 341.9736633300781]","[236.6428985595703, 369.9117126464844]","[205.6094970703125, 399.9458312988281]","[412.1238098144531, 334.63958740234375]","[399.0519104003906, 366.74029541015625]","[413.4613952636719, 466.2419128417969]","[445.3125, 499.8320617675781]"
9,"[246.38465881347656, 103.57887268066406]","[251.83676147460938, 85.58990478515625]","[232.2914581298828, 86.176025390625]","[229.1027069091797, 82.89285278320312]","[189.1997833251953, 88.83169555664062]","[204.5767822265625, 162.4164276123047]","[148.95823669433594, 187.29258728027344]","[217.0735626220703, 294.01055908203125]","[157.41055297851562, 351.62933349609375]","[294.00946044921875, 294.26861572265625]","[266.15057373046875, 342.7779541015625]","[239.3525848388672, 369.64544677734375]","[206.25262451171875, 399.28143310546875]","[413.45599365234375, 335.2635498046875]","[398.2822570800781, 366.77032470703125]","[415.3114318847656, 468.4192199707031]","[447.1142883300781, 501.6004333496094]"
10,"[245.95596313476562, 103.4307861328125]","[251.78134155273438, 85.14138793945312]","[231.49154663085938, 85.74263763427734]","[230.51953125, 82.29190063476562]","[188.46446228027344, 87.96734619140625]","[207.27671813964844, 163.7985076904297]","[147.46217346191406, 187.24195861816406]","[219.4727020263672, 294.1838073730469]","[157.49185180664062, 350.6549987792969]","[296.78045654296875, 290.92633056640625]","[266.899658203125, 341.4649658203125]","[240.1829376220703, 371.862060546875]","[204.96986389160156, 400.4609069824219]","[410.1995544433594, 336.9610290527344]","[395.4222412109375, 364.3141174316406]","[416.95074462890625, 472.2028503417969]","[450.8112487792969, 498.81512451171875]"
