Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[457.527587890625, 150.34938049316406]","[458.3896484375, 136.154296875]","[451.0850830078125, 134.11074829101562]","[427.3014221191406, 119.44633483886719]","[412.2585144042969, 116.6676025390625]","[398.1645202636719, 163.11514282226562]","[351.9743347167969, 184.5501708984375]","[418.5654602050781, 266.0821838378906]","[366.0335388183594, 321.14190673828125]","[469.24859619140625, 268.6893615722656]","[456.7625427246094, 301.25848388671875]","[437.31402587890625, 344.5301513671875]","[411.4122619628906, 373.59466552734375]","[599.6069946289062, 294.693359375]","[587.0517578125, 321.1428527832031]","[645.9547119140625, 379.97113037109375]","[683.3817138671875, 406.341064453125]"
2,"[457.5806884765625, 150.49710083007812]","[458.35858154296875, 136.20474243164062]","[450.9037170410156, 134.26222229003906]","[427.4041748046875, 119.32645416259766]","[411.8412170410156, 116.8631362915039]","[398.27099609375, 162.9714813232422]","[352.2500915527344, 184.30032348632812]","[418.7158203125, 266.0765075683594]","[365.5567321777344, 320.6250305175781]","[469.82403564453125, 268.5713806152344]","[456.51483154296875, 301.7217102050781]","[437.9249267578125, 344.330322265625]","[412.0658874511719, 373.430419921875]","[600.0657348632812, 295.67889404296875]","[587.9237060546875, 322.4933166503906]","[645.5333862304688, 379.8891906738281]","[682.8191528320312, 406.51702880859375]"
3,"[457.060302734375, 150.73463439941406]","[457.79327392578125, 136.2127227783203]","[452.4414367675781, 135.2526397705078]","[421.6326599121094, 117.1524658203125]","[413.96466064453125, 116.88523864746094]","[394.4770202636719, 160.84414672851562]","[352.5489196777344, 188.13308715820312]","[408.4820251464844, 263.89984130859375]","[363.81298828125, 323.03704833984375]","[464.39813232421875, 270.2304382324219]","[452.8848571777344, 301.2486267089844]","[439.98687744140625, 339.29644775390625]","[418.6584777832031, 369.9280700683594]","[589.2718505859375, 291.9455871582031]","[578.1791381835938, 321.0909118652344]","[644.4690551757812, 370.6937255859375]","[686.62939453125, 403.1125793457031]"
4,"[458.2182312011719, 150.0463409423828]","[458.84906005859375, 135.54283142089844]","[451.2933044433594, 133.9453582763672]","[427.6845703125, 118.96239471435547]","[411.562255859375, 117.18571472167969]","[398.46697998046875, 163.10211181640625]","[352.0917663574219, 185.3397674560547]","[418.6766052246094, 265.3406982421875]","[365.04254150390625, 320.7767639160156]","[468.8262939453125, 268.89862060546875]","[455.1175231933594, 302.0763244628906]","[438.9331970214844, 343.3289794921875]","[412.9231872558594, 372.8984069824219]","[599.0948486328125, 293.6684265136719]","[586.9387817382812, 321.56158447265625]","[645.6253051757812, 378.5819091796875]","[682.68603515625, 406.30645751953125]"
5,"[456.89996337890625, 151.2224884033203]","[457.1275939941406, 136.41639709472656]","[452.8098449707031, 136.302978515625]","[419.362060546875, 114.6431884765625]","[416.1902160644531, 116.29621124267578]","[386.7418518066406, 159.3481903076172]","[354.6376037597656, 186.317138671875]","[402.7880859375, 268.2421875]","[363.2149963378906, 320.1998596191406]","[467.4039306640625, 267.52056884765625]","[458.2304382324219, 300.2076416015625]","[438.0036926269531, 332.239990234375]","[425.0195007324219, 364.8922119140625]","[589.2570190429688, 291.85040283203125]","[586.0764770507812, 326.1791076660156]","[670.107177734375, 366.9421691894531]","[702.1133422851562, 403.53790283203125]"
6,"[456.3125, 152.17645263671875]","[456.5920715332031, 137.3153839111328]","[451.9790344238281, 137.23658752441406]","[419.35321044921875, 115.03004455566406]","[415.0946960449219, 116.82950592041016]","[386.7971496582031, 159.29434204101562]","[354.4673156738281, 186.55499267578125]","[402.88397216796875, 268.0914001464844]","[363.2607421875, 320.72216796875]","[468.19793701171875, 268.47772216796875]","[457.81671142578125, 301.41650390625]","[438.861083984375, 331.5520935058594]","[425.6576232910156, 364.36700439453125]","[589.461669921875, 289.9667053222656]","[585.8405151367188, 325.0502014160156]","[668.1890258789062, 365.09814453125]","[700.2639770507812, 402.9366760253906]"
7,"[457.1882629394531, 150.9497833251953]","[457.3647155761719, 136.06114196777344]","[452.7967529296875, 136.08445739746094]","[419.75640869140625, 114.58940124511719]","[415.5169677734375, 116.62641906738281]","[386.6098327636719, 159.34584045410156]","[355.0996398925781, 186.65931701660156]","[402.093505859375, 268.3051452636719]","[362.83709716796875, 320.5367431640625]","[466.5033874511719, 268.2870178222656]","[456.1548156738281, 301.4977722167969]","[438.5821228027344, 331.94232177734375]","[425.64495849609375, 364.7694091796875]","[589.1424560546875, 290.6878356933594]","[585.721435546875, 326.21575927734375]","[667.2930908203125, 364.9232482910156]","[698.8193359375, 403.2532043457031]"
8,"[457.08685302734375, 151.2184600830078]","[457.1595458984375, 136.2281036376953]","[452.8919677734375, 136.3023681640625]","[419.0962219238281, 114.41148376464844]","[415.6159973144531, 116.44180297851562]","[386.1497497558594, 159.49530029296875]","[354.43133544921875, 187.14427185058594]","[401.865966796875, 268.693359375]","[362.9560546875, 321.3578796386719]","[465.9533386230469, 268.27752685546875]","[455.92803955078125, 300.5741271972656]","[437.8940734863281, 331.7763671875]","[425.18914794921875, 364.6845703125]","[586.0675048828125, 288.07708740234375]","[583.1390380859375, 323.6332092285156]","[666.10107421875, 362.9692687988281]","[698.8035888671875, 401.49371337890625]"
9,"[457.1691589355469, 151.46507263183594]","[457.1590881347656, 136.67604064941406]","[453.3946228027344, 136.59193420410156]","[418.4504699707031, 115.09314727783203]","[416.4906921386719, 116.80542755126953]","[385.3383483886719, 159.01625061035156]","[354.3251647949219, 187.5006866455078]","[401.9472961425781, 266.9639587402344]","[362.4627990722656, 321.9920959472656]","[464.7906188964844, 267.7154846191406]","[454.8117370605469, 301.0078430175781]","[436.1781921386719, 332.28472900390625]","[423.8225402832031, 365.5052490234375]","[586.6832885742188, 288.7793884277344]","[583.4193115234375, 324.82794189453125]","[665.7328491210938, 363.162109375]","[698.1528930664062, 402.24859619140625]"
10,"[460.3595886230469, 148.2183380126953]","[461.2540283203125, 133.8052978515625]","[453.6266784667969, 132.02627563476562]","[429.79150390625, 118.18161010742188]","[413.12127685546875, 115.65090942382812]","[400.2122802734375, 163.75433349609375]","[350.7005615234375, 186.01217651367188]","[419.82806396484375, 266.4804382324219]","[364.8086242675781, 322.5959777832031]","[467.8455810546875, 269.78973388671875]","[450.19610595703125, 301.203369140625]","[436.9417419433594, 343.4359436035156]","[409.4372253417969, 372.56488037109375]","[596.9887084960938, 287.2014465332031]","[583.1902465820312, 312.7955017089844]","[646.2705688476562, 377.4855651855469]","[684.5038452148438, 402.5061950683594]"
11,"[458.98883056640625, 150.0756378173828]","[458.9140319824219, 135.05397033691406]","[454.5627136230469, 135.41622924804688]","[421.1089782714844, 114.65311431884766]","[416.6990051269531, 117.27111053466797]","[388.2952880859375, 159.40322875976562]","[355.3403015136719, 188.61712646484375]","[404.5190124511719, 266.68707275390625]","[362.87347412109375, 322.5401916503906]","[465.0089111328125, 268.04937744140625]","[453.1033630371094, 300.7064208984375]","[438.54852294921875, 331.9918518066406]","[424.5827941894531, 365.3211669921875]","[587.2748413085938, 288.0968933105469]","[582.9144897460938, 324.13458251953125]","[665.4310913085938, 364.0459289550781]","[696.4982299804688, 401.86981201171875]"
12,"[461.51727294921875, 146.94338989257812]","[462.2027282714844, 132.62806701660156]","[454.78375244140625, 130.9188232421875]","[430.4145202636719, 117.59288024902344]","[414.1260070800781, 115.2330093383789]","[401.0435791015625, 163.30059814453125]","[351.875244140625, 185.73550415039062]","[420.0351867675781, 265.7071533203125]","[365.3536376953125, 321.86029052734375]","[466.8119201660156, 269.6708679199219]","[449.5328063964844, 300.56903076171875]","[438.49713134765625, 342.7248229980469]","[411.0879821777344, 371.7944641113281]","[597.7948608398438, 287.8111877441406]","[583.9370727539062, 313.2022705078125]","[646.2904663085938, 376.8576965332031]","[684.2902221679688, 401.2806091308594]"
13,"[460.68414306640625, 147.841796875]","[461.4881286621094, 133.59974670410156]","[454.18792724609375, 131.68809509277344]","[429.78753662109375, 118.0282974243164]","[413.9933166503906, 115.24295043945312]","[400.21014404296875, 163.0377960205078]","[351.94256591796875, 185.28256225585938]","[419.7673645019531, 265.5071105957031]","[365.8368225097656, 321.6827697753906]","[466.85595703125, 269.9657897949219]","[448.783203125, 301.29840087890625]","[437.4728698730469, 343.0803527832031]","[410.6364440917969, 372.0623474121094]","[597.7313842773438, 287.7685852050781]","[584.0499877929688, 313.23321533203125]","[645.9654541015625, 377.51715087890625]","[684.082275390625, 402.6294250488281]"
14,"[459.3545837402344, 148.99179077148438]","[460.82989501953125, 134.70274353027344]","[452.520263671875, 132.58982849121094]","[430.7421569824219, 118.53495788574219]","[412.2210388183594, 115.18932342529297]","[400.68017578125, 163.0235595703125]","[351.3378601074219, 184.70993041992188]","[419.9413146972656, 266.4002380371094]","[366.1241149902344, 322.07781982421875]","[466.47906494140625, 270.0592346191406]","[448.6141052246094, 300.67437744140625]","[438.2439880371094, 342.97613525390625]","[410.4801025390625, 371.85516357421875]","[598.9689331054688, 287.5724182128906]","[584.0814208984375, 313.7149658203125]","[645.6485595703125, 377.1954345703125]","[683.6796264648438, 404.0801696777344]"
15,"[459.5260009765625, 148.78680419921875]","[460.9681091308594, 134.52874755859375]","[452.8149108886719, 132.42376708984375]","[430.8218994140625, 118.37606811523438]","[412.8307189941406, 115.0474853515625]","[400.99603271484375, 162.93934631347656]","[351.6343688964844, 184.44053649902344]","[420.0434265136719, 266.5931396484375]","[366.74798583984375, 321.7474365234375]","[466.9339599609375, 269.1072998046875]","[449.48101806640625, 299.263916015625]","[438.2353820800781, 342.5345764160156]","[410.56781005859375, 371.3067626953125]","[599.6316528320312, 286.9405517578125]","[584.8965454101562, 312.5933532714844]","[647.1290283203125, 377.4747009277344]","[685.21875, 403.8886413574219]"
16,"[458.99029541015625, 149.4652862548828]","[460.582763671875, 135.12625122070312]","[452.22540283203125, 133.0469207763672]","[430.8240966796875, 118.60147094726562]","[412.2638854980469, 115.28826141357422]","[400.7685546875, 162.61093139648438]","[351.3511962890625, 184.91510009765625]","[419.7741394042969, 265.9428405761719]","[367.33282470703125, 322.9328918457031]","[465.22119140625, 268.3760070800781]","[448.4270324707031, 298.8979797363281]","[437.82855224609375, 341.9147033691406]","[410.0821228027344, 370.9920959472656]","[599.6478881835938, 286.4739685058594]","[584.4415283203125, 312.6864013671875]","[646.5883178710938, 377.0276184082031]","[684.6397705078125, 404.4377746582031]"
17,"[460.8271484375, 147.41162109375]","[462.1083068847656, 133.19329833984375]","[453.9620361328125, 131.2994384765625]","[431.59844970703125, 118.1950912475586]","[413.39483642578125, 115.22351837158203]","[401.8834533691406, 163.47598266601562]","[351.3963317871094, 185.56951904296875]","[420.04888916015625, 266.61895751953125]","[367.7395935058594, 322.74853515625]","[465.51336669921875, 267.767578125]","[449.75537109375, 296.96905517578125]","[438.8000183105469, 341.63665771484375]","[410.51690673828125, 370.45452880859375]","[600.250732421875, 284.9349060058594]","[585.0308227539062, 309.24810791015625]","[649.626220703125, 380.0830078125]","[687.75146484375, 404.0610656738281]"
