Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[256.877197265625, 136.2565155029297]","[257.2771911621094, 124.75138854980469]","[243.32937622070312, 125.74043273925781]","[247.89134216308594, 129.49838256835938]","[207.28396606445312, 130.30821228027344]","[239.99478149414062, 185.72425842285156]","[190.25704956054688, 199.46824645996094]","[290.48016357421875, 251.398681640625]","[246.04080200195312, 292.5709228515625]","[342.24871826171875, 225.2428436279297]","[329.0787048339844, 246.44151306152344]","[268.2085266113281, 337.6941833496094]","[234.42555236816406, 353.3272705078125]","[344.3177490234375, 315.3429870605469]","[331.5235290527344, 334.0948181152344]","[329.3444519042969, 376.66839599609375]","[323.7867126464844, 401.1123962402344]"
2,"[257.015625, 136.42153930664062]","[257.35919189453125, 124.7725830078125]","[243.34173583984375, 125.87940216064453]","[247.7606964111328, 129.11123657226562]","[206.9105224609375, 130.30548095703125]","[239.68603515625, 184.87680053710938]","[190.68807983398438, 198.97842407226562]","[290.1272277832031, 250.7410125732422]","[248.42025756835938, 291.56060791015625]","[339.8056945800781, 225.81504821777344]","[329.4556884765625, 245.26931762695312]","[267.3364562988281, 337.11029052734375]","[233.86367797851562, 352.84771728515625]","[343.1761779785156, 314.0347900390625]","[330.4888000488281, 332.9421691894531]","[329.12896728515625, 373.8384094238281]","[323.3353271484375, 398.6018371582031]"
3,"[256.80401611328125, 136.49501037597656]","[257.19256591796875, 124.81155395507812]","[243.02175903320312, 125.9638442993164]","[247.4008026123047, 129.17282104492188]","[206.590087890625, 130.53976440429688]","[239.33511352539062, 185.03065490722656]","[191.18443298339844, 199.24314880371094]","[290.5047912597656, 250.81948852539062]","[251.10983276367188, 291.3147277832031]","[340.4605407714844, 224.9647979736328]","[331.1267395019531, 243.79847717285156]","[266.67529296875, 337.2356262207031]","[233.69020080566406, 352.9588623046875]","[342.45721435546875, 314.3511962890625]","[330.2628173828125, 333.2259826660156]","[328.47747802734375, 373.9603576660156]","[322.88946533203125, 398.68890380859375]"
4,"[256.76959228515625, 136.54307556152344]","[257.1182556152344, 124.93119049072266]","[243.05557250976562, 126.01797485351562]","[247.13131713867188, 129.32461547851562]","[206.685791015625, 130.54141235351562]","[239.27322387695312, 185.12632751464844]","[191.41232299804688, 199.1220703125]","[291.0527038574219, 250.7786865234375]","[252.27316284179688, 290.7693786621094]","[340.59228515625, 224.45166015625]","[331.4530029296875, 242.64437866210938]","[266.4912414550781, 337.0857238769531]","[233.69581604003906, 352.6863098144531]","[342.2171936035156, 314.5531005859375]","[330.2544860839844, 333.30377197265625]","[328.7030029296875, 374.3192138671875]","[323.1202697753906, 398.89068603515625]"
5,"[256.78924560546875, 136.5399932861328]","[257.14288330078125, 124.90817260742188]","[243.0807647705078, 126.02629852294922]","[247.3830108642578, 129.31214904785156]","[206.8086700439453, 130.57420349121094]","[239.6428680419922, 185.23374938964844]","[191.22096252441406, 199.33261108398438]","[290.98199462890625, 250.9701690673828]","[250.5061492919922, 291.46051025390625]","[340.51043701171875, 224.3231964111328]","[330.35400390625, 243.40631103515625]","[267.10333251953125, 337.60931396484375]","[234.0130615234375, 353.24755859375]","[341.9942321777344, 315.80712890625]","[329.7816467285156, 334.5994567871094]","[328.0863037109375, 375.80145263671875]","[322.46209716796875, 400.4168701171875]"
6,"[256.7269592285156, 136.59422302246094]","[257.08795166015625, 124.90933227539062]","[243.02169799804688, 126.0911636352539]","[247.36065673828125, 129.1670684814453]","[206.82632446289062, 130.6223602294922]","[239.6201934814453, 184.99012756347656]","[191.3850555419922, 199.25889587402344]","[290.0296325683594, 250.94454956054688]","[249.86624145507812, 291.4368896484375]","[339.0062255859375, 224.92208862304688]","[329.3772277832031, 243.7745819091797]","[267.3002014160156, 336.8866271972656]","[234.36032104492188, 352.57342529296875]","[342.0295715332031, 314.27032470703125]","[329.6355285644531, 333.05712890625]","[328.1294250488281, 374.0259704589844]","[322.3263854980469, 398.6304016113281]"
7,"[256.7379455566406, 136.60830688476562]","[257.1168212890625, 124.91632080078125]","[243.03021240234375, 126.08596801757812]","[247.38900756835938, 129.18035888671875]","[206.81375122070312, 130.60519409179688]","[239.60989379882812, 185.03985595703125]","[191.3174591064453, 199.32330322265625]","[290.2000732421875, 250.88284301757812]","[249.9081268310547, 291.463623046875]","[339.1777038574219, 224.57786560058594]","[329.4662780761719, 243.50758361816406]","[267.2663269042969, 337.1789245605469]","[234.28138732910156, 352.8903503417969]","[342.0680847167969, 314.55029296875]","[329.7209167480469, 333.37664794921875]","[328.12713623046875, 374.4847717285156]","[322.3550720214844, 399.1383361816406]"
8,"[256.6935119628906, 136.598388671875]","[257.07470703125, 124.88420104980469]","[242.9725341796875, 126.07182312011719]","[247.3809356689453, 129.16329956054688]","[206.7814178466797, 130.6216278076172]","[239.79653930664062, 185.23619079589844]","[191.2279815673828, 199.55384826660156]","[290.5335998535156, 251.23060607910156]","[249.80101013183594, 291.828369140625]","[339.3492126464844, 224.52337646484375]","[329.4957275390625, 243.3416748046875]","[267.54290771484375, 338.1755676269531]","[234.3995361328125, 353.88189697265625]","[341.3906555175781, 316.5841979980469]","[328.9745178222656, 335.41033935546875]","[327.4894714355469, 376.6571044921875]","[321.6978454589844, 401.32342529296875]"
9,"[256.62469482421875, 136.5963134765625]","[257.013916015625, 124.85334777832031]","[242.87326049804688, 126.04342651367188]","[247.63739013671875, 129.1786346435547]","[206.7563934326172, 130.56675720214844]","[240.2397003173828, 185.63861083984375]","[190.8246612548828, 199.83885192871094]","[290.5109558105469, 252.2977752685547]","[247.82310485839844, 293.251708984375]","[340.0601806640625, 224.43824768066406]","[329.40850830078125, 244.6585235595703]","[268.5216369628906, 339.2124938964844]","[234.93051147460938, 354.9027099609375]","[342.3408508300781, 317.00531005859375]","[329.5205993652344, 335.79583740234375]","[327.8134460449219, 377.3880920410156]","[322.142578125, 401.90838623046875]"
10,"[255.9739990234375, 136.2652130126953]","[256.3973693847656, 124.29046630859375]","[241.68768310546875, 126.64505767822266]","[249.14369201660156, 128.04344177246094]","[205.66566467285156, 132.46714782714844]","[242.1668701171875, 183.93380737304688]","[190.0232391357422, 199.77415466308594]","[290.3699951171875, 251.15919494628906]","[242.03628540039062, 290.00628662109375]","[338.69305419921875, 227.260498046875]","[326.42059326171875, 240.2175750732422]","[264.8621520996094, 332.9236755371094]","[229.29995727539062, 348.4152526855469]","[318.239501953125, 312.40869140625]","[301.4290466308594, 331.0972595214844]","[295.5406799316406, 367.0365905761719]","[288.148681640625, 392.1090087890625]"
