Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[298.8379821777344, 117.87913513183594]","[299.1371765136719, 107.63994598388672]","[293.4937744140625, 106.80059814453125]","[283.0576477050781, 105.60429382324219]","[264.416748046875, 102.0995864868164]","[262.5551452636719, 151.21847534179688]","[213.6471405029297, 158.47119140625]","[281.65069580078125, 234.97265625]","[218.3162841796875, 263.8590087890625]","[319.41064453125, 243.41949462890625]","[304.2046813964844, 256.880615234375]","[251.11766052246094, 301.45977783203125]","[216.94390869140625, 314.134033203125]","[339.2165222167969, 312.65679931640625]","[317.3475036621094, 328.89935302734375]","[321.3188781738281, 366.156494140625]","[306.6199951171875, 388.47686767578125]"
2,"[298.7424011230469, 117.70369720458984]","[299.05877685546875, 107.45125579833984]","[293.379638671875, 106.61885833740234]","[282.8060302734375, 105.4802474975586]","[264.42852783203125, 102.01545715332031]","[262.2398986816406, 151.37217712402344]","[214.00782775878906, 158.692626953125]","[281.4149169921875, 235.3205108642578]","[219.276123046875, 264.4439392089844]","[319.837646484375, 243.2706756591797]","[305.0873107910156, 257.231689453125]","[250.76651000976562, 301.5932922363281]","[217.05255126953125, 314.2591857910156]","[338.8731994628906, 312.0328674316406]","[317.2130126953125, 328.2302551269531]","[320.7853698730469, 365.60009765625]","[306.0082092285156, 387.8302307128906]"
3,"[298.6264953613281, 117.98756408691406]","[299.0191955566406, 107.73403930664062]","[293.2714538574219, 106.87709045410156]","[283.17755126953125, 105.60462188720703]","[264.3293151855469, 102.04800415039062]","[262.7113952636719, 151.23257446289062]","[213.66647338867188, 158.3972625732422]","[281.43511962890625, 235.1267547607422]","[218.53790283203125, 264.002685546875]","[319.24713134765625, 243.54757690429688]","[304.64447021484375, 257.3505554199219]","[251.1685791015625, 300.8598327636719]","[216.95338439941406, 313.47894287109375]","[339.07733154296875, 309.2492980957031]","[317.09393310546875, 325.4065246582031]","[320.7084045410156, 362.63848876953125]","[306.1473083496094, 384.7960510253906]"
4,"[298.8071594238281, 117.68133544921875]","[299.1015930175781, 107.44549560546875]","[293.4043884277344, 106.6393051147461]","[283.0362548828125, 105.52359771728516]","[264.3194274902344, 102.11814880371094]","[262.49334716796875, 151.25509643554688]","[213.81761169433594, 158.62078857421875]","[281.39703369140625, 234.84571838378906]","[218.7560577392578, 263.9590759277344]","[319.2546081542969, 243.48582458496094]","[304.6408996582031, 257.30157470703125]","[250.99449157714844, 300.3501281738281]","[217.01235961914062, 313.05413818359375]","[339.1329650878906, 308.2209777832031]","[317.3157653808594, 324.48077392578125]","[320.51171875, 361.7759704589844]","[306.1299133300781, 384.1315002441406]"
5,"[298.82940673828125, 117.61807250976562]","[299.1021423339844, 107.38602447509766]","[293.496826171875, 106.57882690429688]","[282.8055725097656, 105.3947982788086]","[264.5213928222656, 102.00357818603516]","[262.01678466796875, 150.96209716796875]","[214.036376953125, 158.38259887695312]","[280.9652099609375, 234.54940795898438]","[219.04701232910156, 263.7509765625]","[319.217529296875, 243.46426391601562]","[305.0928039550781, 257.3330078125]","[250.37852478027344, 299.8734130859375]","[216.8245391845703, 312.61041259765625]","[338.9169616699219, 307.8547668457031]","[317.47344970703125, 324.1447448730469]","[320.2148742675781, 361.29949951171875]","[306.03564453125, 383.691650390625]"
6,"[298.87445068359375, 117.50324249267578]","[299.15606689453125, 107.3056869506836]","[293.55804443359375, 106.48290252685547]","[282.868408203125, 105.3812484741211]","[264.60076904296875, 101.9521255493164]","[262.1331787109375, 150.89215087890625]","[214.12637329101562, 158.20005798339844]","[281.12255859375, 234.29269409179688]","[219.11215209960938, 263.13446044921875]","[319.13726806640625, 243.44659423828125]","[305.0191345214844, 256.75543212890625]","[250.38685607910156, 299.5954895019531]","[216.8070526123047, 312.2595520019531]","[338.7308349609375, 307.9486083984375]","[317.2606201171875, 324.1585693359375]","[320.101806640625, 361.3154602050781]","[305.9241943359375, 383.61651611328125]"
7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,"[298.8119201660156, 117.2421875]","[299.1099548339844, 107.07453918457031]","[293.5280456542969, 106.22369384765625]","[282.75830078125, 105.2941665649414]","[264.6141357421875, 101.80860900878906]","[262.1716613769531, 150.98553466796875]","[214.04869079589844, 158.2529754638672]","[281.2692565917969, 234.31875610351562]","[218.77891540527344, 263.0665588378906]","[319.1622619628906, 243.3734893798828]","[304.3222961425781, 256.72650146484375]","[250.73712158203125, 300.074462890625]","[217.0761260986328, 312.7406921386719]","[339.6134948730469, 309.4071350097656]","[317.8860168457031, 325.5868835449219]","[321.55133056640625, 362.8587951660156]","[306.9111633300781, 385.07366943359375]"
9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
