Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[319.912109375, 147.56272888183594]","[320.7358703613281, 132.9730224609375]","[310.8866271972656, 132.6168212890625]","[288.1373291015625, 125.19974517822266]","[268.09552001953125, 125.09479522705078]","[261.8116455078125, 165.68582153320312]","[233.89759826660156, 184.00323486328125]","[296.85955810546875, 255.7301788330078]","[271.27490234375, 295.3025817871094]","[342.120849609375, 251.0177001953125]","[328.6328430175781, 253.53936767578125]","[287.1880187988281, 312.0936279296875]","[266.7668762207031, 331.67724609375]","[388.6612243652344, 308.15875244140625]","[383.10821533203125, 329.4333801269531]","[404.29815673828125, 343.1871032714844]","[392.20166015625, 372.16717529296875]"
2,"[319.7723083496094, 148.17138671875]","[320.8515319824219, 133.6380615234375]","[310.93304443359375, 133.0437774658203]","[288.947021484375, 125.5180435180664]","[268.3108215332031, 124.7061996459961]","[262.15277099609375, 165.78636169433594]","[232.84219360351562, 183.2668914794922]","[297.1153564453125, 256.52691650390625]","[270.67840576171875, 295.4151611328125]","[343.06707763671875, 252.14053344726562]","[329.4297180175781, 254.37167358398438]","[285.75982666015625, 312.5292053222656]","[264.3585205078125, 331.84149169921875]","[387.97979736328125, 306.9424743652344]","[381.6331787109375, 328.0563659667969]","[404.80352783203125, 343.37347412109375]","[391.994384765625, 372.0815734863281]"
3,"[320.0072326660156, 147.3504180908203]","[320.86273193359375, 132.84947204589844]","[311.23773193359375, 132.31861877441406]","[288.21051025390625, 125.39035034179688]","[268.16253662109375, 124.75440216064453]","[261.4481201171875, 165.92955017089844]","[231.7374725341797, 183.88018798828125]","[296.92742919921875, 256.059814453125]","[269.46197509765625, 295.50506591796875]","[343.2906494140625, 252.0970001220703]","[330.0383605957031, 253.9899444580078]","[285.9535217285156, 310.3389587402344]","[264.228271484375, 330.01171875]","[389.2309875488281, 304.83355712890625]","[382.59197998046875, 326.3500061035156]","[405.0093688964844, 340.38006591796875]","[392.9590759277344, 369.7589111328125]"
4,"[318.5187683105469, 146.44821166992188]","[319.11090087890625, 132.60186767578125]","[309.4805908203125, 131.56585693359375]","[288.2317199707031, 124.98239135742188]","[267.6356506347656, 123.54668426513672]","[266.85552978515625, 169.2742462158203]","[238.05255126953125, 184.43405151367188]","[306.5594177246094, 263.62298583984375]","[278.4452819824219, 300.76409912109375]","[339.5744934082031, 244.153076171875]","[337.9168395996094, 256.6586608886719]","[286.6312561035156, 316.1506652832031]","[267.13507080078125, 332.40380859375]","[370.2392578125, 296.6883850097656]","[363.7254638671875, 314.09124755859375]","[375.4540100097656, 343.015380859375]","[363.257080078125, 367.2560119628906]"
5,"[319.98846435546875, 147.3181610107422]","[321.2728576660156, 132.77352905273438]","[311.0817565917969, 132.09588623046875]","[288.55035400390625, 125.51603698730469]","[267.6483154296875, 124.53488159179688]","[260.6855163574219, 166.37551879882812]","[231.50588989257812, 183.6532745361328]","[295.1224670410156, 257.4322814941406]","[269.25714111328125, 295.4189453125]","[342.5049133300781, 253.21487426757812]","[330.41876220703125, 253.8257598876953]","[283.98248291015625, 310.1107177734375]","[262.54791259765625, 329.3987731933594]","[388.177490234375, 303.8088684082031]","[381.5752258300781, 324.7969665527344]","[404.8254089355469, 339.8165588378906]","[392.8743896484375, 368.433837890625]"
6,"[320.0548095703125, 147.47755432128906]","[321.42022705078125, 132.89268493652344]","[310.99481201171875, 132.16319274902344]","[289.36798095703125, 125.53642272949219]","[267.48193359375, 124.3377685546875]","[262.066162109375, 166.70562744140625]","[231.2179412841797, 183.63272094726562]","[297.503662109375, 258.1145935058594]","[269.7460021972656, 295.77392578125]","[344.22528076171875, 253.80963134765625]","[330.6596374511719, 253.70106506347656]","[284.6412048339844, 311.59942626953125]","[262.107421875, 330.7141418457031]","[387.7896423339844, 305.91259765625]","[380.5381164550781, 326.8473205566406]","[404.3188781738281, 341.68426513671875]","[391.7250671386719, 370.2363586425781]"
7,"[320.04656982421875, 147.7621307373047]","[321.4719543457031, 133.15191650390625]","[310.9179382324219, 132.2945556640625]","[289.6806640625, 125.58281707763672]","[267.3937072753906, 123.99555206298828]","[262.9061279296875, 167.23179626464844]","[231.00521850585938, 183.5911102294922]","[298.73388671875, 259.8445129394531]","[270.21038818359375, 296.8911437988281]","[346.5096130371094, 254.1686553955078]","[331.97174072265625, 253.406494140625]","[285.696533203125, 314.6956787109375]","[262.5589904785156, 333.62359619140625]","[390.2673645019531, 308.90716552734375]","[382.6748352050781, 329.625]","[406.4410705566406, 346.1849060058594]","[393.34326171875, 374.28167724609375]"
8,"[318.0671691894531, 147.59310913085938]","[319.1419372558594, 133.7330322265625]","[309.0780029296875, 132.3457794189453]","[289.35882568359375, 125.3034439086914]","[267.702392578125, 122.9219970703125]","[268.7950744628906, 169.59361267089844]","[237.09347534179688, 183.3961944580078]","[308.5137939453125, 265.8599548339844]","[278.2834167480469, 301.5141906738281]","[341.47930908203125, 244.7975616455078]","[340.0530700683594, 257.0340881347656]","[286.1802062988281, 320.80908203125]","[264.76397705078125, 336.3724365234375]","[369.917724609375, 302.4216613769531]","[361.6738586425781, 319.08197021484375]","[373.55841064453125, 352.7059020996094]","[359.5028076171875, 375.69964599609375]"
9,"[318.06854248046875, 147.83131408691406]","[319.2214050292969, 133.87710571289062]","[309.1385498046875, 132.4684295654297]","[289.2105712890625, 125.1537094116211]","[267.8008728027344, 122.7626953125]","[268.48577880859375, 169.39993286132812]","[236.97006225585938, 183.19253540039062]","[307.76910400390625, 266.8072814941406]","[278.08270263671875, 302.384765625]","[340.79656982421875, 244.8242950439453]","[339.94903564453125, 257.12890625]","[285.19244384765625, 320.4613037109375]","[263.9585266113281, 335.9922180175781]","[368.759765625, 301.20941162109375]","[360.8319396972656, 317.80755615234375]","[372.4481506347656, 350.90240478515625]","[358.8587341308594, 373.78045654296875]"
10,"[317.9261779785156, 148.04946899414062]","[319.67779541015625, 133.9683380126953]","[308.641357421875, 132.29644775390625]","[290.601806640625, 125.28545379638672]","[266.70965576171875, 122.2357406616211]","[269.5483093261719, 170.21241760253906]","[235.88563537597656, 183.15261840820312]","[310.6875, 268.1840515136719]","[279.5396423339844, 303.1518249511719]","[343.6939392089844, 243.2609405517578]","[343.00592041015625, 255.8172149658203]","[282.8006896972656, 324.10223388671875]","[259.8611755371094, 339.0667724609375]","[365.60333251953125, 302.5503234863281]","[355.8139343261719, 318.6434326171875]","[367.9770812988281, 354.8192138671875]","[351.8494873046875, 377.0891418457031]"
