Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[389.0726623535156, 83.33712005615234]","[383.989990234375, 74.29582214355469]","[379.07470703125, 70.48357391357422]","[354.6828308105469, 83.06355285644531]","[336.511962890625, 78.31780242919922]","[348.1296691894531, 146.67898559570312]","[309.19036865234375, 167.27828979492188]","[416.830078125, 233.03765869140625]","[380.2267761230469, 286.81781005859375]","[459.96856689453125, 185.27655029296875]","[448.248046875, 210.25730895996094]","[429.61871337890625, 338.1366882324219]","[405.2142333984375, 363.4737548828125]","[609.9143676757812, 325.905029296875]","[596.1674194335938, 343.8556213378906]","[611.4318237304688, 430.3686218261719]","[627.4992065429688, 443.5326232910156]"
2,"[388.7373352050781, 83.49559020996094]","[383.46343994140625, 74.4330825805664]","[378.8207092285156, 70.59585571289062]","[353.5504150390625, 83.05145263671875]","[336.2120056152344, 78.31208038330078]","[346.75677490234375, 146.92529296875]","[309.3124084472656, 167.3895263671875]","[416.4393310546875, 233.2334442138672]","[380.69122314453125, 286.93524169921875]","[460.7362365722656, 184.62425231933594]","[447.842041015625, 209.49746704101562]","[426.3150634765625, 340.419189453125]","[403.0159912109375, 365.315185546875]","[603.7515258789062, 328.35205078125]","[592.2075805664062, 345.7312927246094]","[603.5272216796875, 434.51690673828125]","[621.44287109375, 446.8669738769531]"
3,"[388.7575378417969, 83.68350982666016]","[383.482177734375, 74.59449005126953]","[378.88763427734375, 70.7812728881836]","[353.5534973144531, 83.0910873413086]","[336.4690246582031, 78.41182708740234]","[346.8553161621094, 146.74769592285156]","[309.55059814453125, 167.5275421142578]","[416.9167175292969, 233.0833740234375]","[380.7693786621094, 287.61627197265625]","[461.6949768066406, 183.81243896484375]","[448.1851501464844, 209.41799926757812]","[426.1330261230469, 340.9087829589844]","[402.89923095703125, 365.90386962890625]","[603.2000732421875, 329.27154541015625]","[591.7349853515625, 346.83636474609375]","[602.4583740234375, 434.68194580078125]","[620.4041137695312, 447.1709289550781]"
4,"[388.59539794921875, 83.56153869628906]","[383.3648986816406, 74.43074798583984]","[378.6931457519531, 70.71442413330078]","[353.6106262207031, 82.9578857421875]","[336.4706115722656, 78.48992919921875]","[346.9990539550781, 146.61859130859375]","[309.7065124511719, 167.7346954345703]","[417.040771484375, 232.0509033203125]","[380.7226257324219, 287.1686706542969]","[461.7919921875, 183.94244384765625]","[448.2920227050781, 210.03997802734375]","[426.3721008300781, 340.8002014160156]","[403.1574401855469, 365.9698791503906]","[603.255859375, 328.4795837402344]","[591.7528076171875, 346.3647766113281]","[602.7659912109375, 433.8943176269531]","[620.7618408203125, 446.699462890625]"
5,"[388.7197265625, 83.30035400390625]","[383.2685852050781, 74.2548828125]","[379.03619384765625, 70.4829330444336]","[352.8558044433594, 82.87673950195312]","[336.9670715332031, 78.31404876708984]","[346.35931396484375, 146.63168334960938]","[309.77166748046875, 167.5131072998047]","[416.3145751953125, 232.6060333251953]","[380.793701171875, 287.17144775390625]","[460.8782043457031, 184.63211059570312]","[447.8162841796875, 209.7757110595703]","[424.8254699707031, 341.49163818359375]","[402.14202880859375, 366.361572265625]","[601.0814819335938, 330.55328369140625]","[590.3335571289062, 347.745361328125]","[600.3986206054688, 436.1427001953125]","[618.7786254882812, 448.01605224609375]"
6,"[388.4461975097656, 83.54553985595703]","[382.96063232421875, 74.44422912597656]","[378.77362060546875, 70.68501281738281]","[352.4565124511719, 82.99436950683594]","[336.95953369140625, 78.51782989501953]","[345.690673828125, 147.16323852539062]","[310.1882629394531, 167.71517944335938]","[415.6380615234375, 233.7227020263672]","[380.98565673828125, 287.2715148925781]","[460.4865417480469, 185.39553833007812]","[447.3279724121094, 209.7705841064453]","[423.73126220703125, 342.03021240234375]","[401.77325439453125, 366.7784118652344]","[600.8529052734375, 330.21875]","[590.8988647460938, 347.4605712890625]","[600.1150512695312, 435.4478759765625]","[618.5606079101562, 447.6186218261719]"
7,"[388.3856506347656, 83.0615234375]","[382.9543151855469, 74.10956573486328]","[378.8227233886719, 70.20854949951172]","[352.43280029296875, 82.97406768798828]","[337.04473876953125, 78.15367126464844]","[345.6374206542969, 147.20208740234375]","[309.89111328125, 167.41757202148438]","[415.800048828125, 234.15078735351562]","[381.0986022949219, 287.14453125]","[460.4242248535156, 185.5310821533203]","[447.4056701660156, 209.65188598632812]","[424.0609436035156, 341.0281677246094]","[401.9397888183594, 365.7751770019531]","[603.0152587890625, 328.9930114746094]","[592.4080810546875, 346.29119873046875]","[602.8446044921875, 433.6470642089844]","[620.8388671875, 446.28826904296875]"
8,"[388.5741882324219, 83.2983169555664]","[383.2485656738281, 74.3356704711914]","[379.0752258300781, 70.33152770996094]","[352.70977783203125, 83.07003784179688]","[337.2880554199219, 78.01163482666016]","[345.5192565917969, 147.3365936279297]","[309.82354736328125, 167.1409149169922]","[415.0231018066406, 234.84507751464844]","[380.6405944824219, 287.119140625]","[459.8617858886719, 185.9952850341797]","[447.1152648925781, 209.58743286132812]","[423.56817626953125, 340.9581298828125]","[401.4996032714844, 365.5523376464844]","[603.0477905273438, 328.59271240234375]","[592.3771362304688, 345.5882263183594]","[603.0848388671875, 433.6758117675781]","[621.1336669921875, 446.0945739746094]"
9,"[388.5128173828125, 83.58383178710938]","[383.1372985839844, 74.54521942138672]","[378.98358154296875, 70.5854721069336]","[352.7117919921875, 83.03251647949219]","[337.22344970703125, 78.05534362792969]","[346.06787109375, 147.1011199951172]","[310.0027770996094, 167.1282501220703]","[415.76220703125, 234.20201110839844]","[380.67205810546875, 287.08740234375]","[460.4590759277344, 185.69998168945312]","[447.1584777832031, 210.51788330078125]","[425.0826721191406, 340.76690673828125]","[402.84423828125, 365.40557861328125]","[603.2134399414062, 328.4655456542969]","[592.5494384765625, 345.32171630859375]","[603.4467163085938, 434.47869873046875]","[621.4896850585938, 446.44805908203125]"
10,"[389.3427429199219, 83.29097747802734]","[384.0306091308594, 74.26911926269531]","[379.4074401855469, 70.35780334472656]","[354.0904846191406, 83.12423706054688]","[336.7593078613281, 78.27780151367188]","[346.82159423828125, 147.1463623046875]","[309.5373229980469, 167.61602783203125]","[416.4275207519531, 234.48968505859375]","[380.58819580078125, 287.93792724609375]","[459.8963928222656, 185.74728393554688]","[447.0993347167969, 210.45538330078125]","[427.7138671875, 339.6831970214844]","[404.4161071777344, 365.09912109375]","[611.171875, 323.00689697265625]","[598.6975708007812, 341.4137878417969]","[611.0387573242188, 426.2540588378906]","[628.199951171875, 440.2489013671875]"
