Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[233.6858367919922, 112.47673034667969]","[238.09437561035156, 95.49080657958984]","[217.41009521484375, 97.83039855957031]","[222.8212432861328, 93.77037048339844]","[181.13612365722656, 101.17969512939453]","[204.15843200683594, 159.91842651367188]","[175.78414916992188, 182.07577514648438]","[240.25511169433594, 265.13421630859375]","[226.1838836669922, 311.0902404785156]","[280.44158935546875, 187.99301147460938]","[292.4866638183594, 205.28765869140625]","[221.57862854003906, 335.62078857421875]","[203.0074920654297, 354.242431640625]","[307.45989990234375, 273.5223693847656]","[312.32391357421875, 293.8403625488281]","[280.4401550292969, 346.7889404296875]","[282.40185546875, 372.6259460449219]"
2,"[234.01304626464844, 112.49004364013672]","[238.6100616455078, 95.46025085449219]","[217.5403289794922, 97.75044250488281]","[223.8339385986328, 93.96403503417969]","[180.69886779785156, 101.21649169921875]","[205.02667236328125, 160.14146423339844]","[175.42095947265625, 182.1788330078125]","[240.5888671875, 265.59759521484375]","[225.89064025878906, 311.4825439453125]","[280.6911926269531, 187.84231567382812]","[292.6892395019531, 205.1276092529297]","[223.60443115234375, 335.7194519042969]","[204.22055053710938, 354.36712646484375]","[309.3402404785156, 275.537109375]","[314.0401611328125, 295.8322448730469]","[283.80303955078125, 349.0251159667969]","[285.88916015625, 374.7959289550781]"
3,"[233.69139099121094, 112.58368682861328]","[238.28379821777344, 95.55255889892578]","[217.29794311523438, 97.8475112915039]","[223.28472900390625, 93.89373779296875]","[180.63597106933594, 101.21739196777344]","[204.40402221679688, 159.9030303955078]","[175.52908325195312, 182.00047302246094]","[239.75587463378906, 265.4066162109375]","[226.00543212890625, 311.1302490234375]","[278.9783630371094, 188.69381713867188]","[291.47711181640625, 205.89047241210938]","[222.55810546875, 335.3750305175781]","[203.66177368164062, 354.00048828125]","[308.306884765625, 274.65887451171875]","[313.3912048339844, 294.9090576171875]","[282.84130859375, 347.4993591308594]","[285.19805908203125, 373.22198486328125]"
4,"[233.3814239501953, 112.46660614013672]","[237.94052124023438, 95.6749267578125]","[217.19325256347656, 97.82440185546875]","[223.48919677734375, 94.11060333251953]","[181.0424346923828, 100.91107177734375]","[204.3958740234375, 159.82371520996094]","[175.34327697753906, 181.11447143554688]","[239.00460815429688, 264.36016845703125]","[224.6554412841797, 309.4741516113281]","[279.99786376953125, 187.92974853515625]","[292.38116455078125, 205.5904541015625]","[222.1326141357422, 335.0881042480469]","[203.11862182617188, 353.4029541015625]","[308.73797607421875, 272.896484375]","[313.6480407714844, 292.9056396484375]","[281.7904357910156, 346.9339599609375]","[284.1380310058594, 372.2145080566406]"
5,"[233.3035125732422, 112.38288116455078]","[237.84169006347656, 95.46661376953125]","[217.1751251220703, 97.68867492675781]","[223.0580291748047, 93.9314193725586]","[180.870849609375, 100.96321868896484]","[204.5181427001953, 160.0315704345703]","[174.42535400390625, 181.9646453857422]","[238.9471893310547, 266.3851623535156]","[223.40451049804688, 312.2992248535156]","[278.499755859375, 189.1145477294922]","[290.1424560546875, 206.38851928710938]","[223.4819793701172, 334.864013671875]","[203.9065399169922, 353.5952453613281]","[309.3804016113281, 275.12890625]","[313.9581298828125, 295.5384521484375]","[285.4124450683594, 348.3292236328125]","[287.697509765625, 374.11688232421875]"
6,"[233.7779083251953, 112.4722671508789]","[238.15367126464844, 95.81153869628906]","[217.71945190429688, 97.87812042236328]","[224.60455322265625, 94.72266387939453]","[180.95132446289062, 101.07184600830078]","[206.37452697753906, 160.78565979003906]","[172.71617126464844, 181.94833374023438]","[239.867431640625, 265.85357666015625]","[220.55751037597656, 311.59478759765625]","[276.78131103515625, 189.2867889404297]","[288.3399353027344, 206.8206024169922]","[224.5546112060547, 335.0264587402344]","[202.4718017578125, 353.53692626953125]","[308.73846435546875, 274.79974365234375]","[311.2915954589844, 295.354736328125]","[284.01348876953125, 348.0169372558594]","[284.76519775390625, 374.1064758300781]"
7,"[233.06808471679688, 112.8274917602539]","[237.82028198242188, 96.23262023925781]","[216.75686645507812, 98.15947723388672]","[226.20181274414062, 95.14908599853516]","[180.02978515625, 100.96781921386719]","[208.13623046875, 160.80715942382812]","[172.56687927246094, 180.9428253173828]","[241.1124725341797, 264.7500915527344]","[221.11734008789062, 309.2584533691406]","[277.9840393066406, 187.66815185546875]","[290.33038330078125, 205.19436645507812]","[226.56103515625, 334.38275146484375]","[203.155517578125, 352.41815185546875]","[309.5128173828125, 275.2283935546875]","[311.6996154785156, 295.3412780761719]","[284.38104248046875, 346.3546142578125]","[285.1109619140625, 371.671875]"
8,"[233.7791748046875, 112.50703430175781]","[237.99693298339844, 95.9437255859375]","[217.708251953125, 97.91746520996094]","[224.49041748046875, 94.7810287475586]","[180.93951416015625, 100.84932708740234]","[206.73643493652344, 160.84066772460938]","[173.34869384765625, 181.49594116210938]","[241.57687377929688, 264.3262634277344]","[221.83937072753906, 309.44403076171875]","[277.0765686035156, 187.56532287597656]","[288.37481689453125, 205.18734741210938]","[225.17373657226562, 336.944091796875]","[203.2965545654297, 355.1300964355469]","[307.8367919921875, 276.48822021484375]","[310.7301940917969, 296.7329406738281]","[282.7828369140625, 347.6326599121094]","[283.53564453125, 373.36700439453125]"
9,"[233.90255737304688, 112.59638977050781]","[237.99952697753906, 95.78245544433594]","[217.67198181152344, 98.0009765625]","[224.9139862060547, 94.34521484375]","[180.70863342285156, 100.99635314941406]","[207.91009521484375, 160.3095703125]","[172.25982666015625, 182.04808044433594]","[242.8571319580078, 265.93743896484375]","[218.67691040039062, 313.2680969238281]","[278.2751770019531, 191.06163024902344]","[286.09039306640625, 209.4908447265625]","[227.35525512695312, 335.62286376953125]","[204.0369415283203, 354.403564453125]","[309.6890563964844, 280.31634521484375]","[311.0362548828125, 301.2432861328125]","[286.0513000488281, 352.6124572753906]","[285.42034912109375, 379.3596496582031]"
10,"[233.53501892089844, 112.71675872802734]","[237.49246215820312, 96.00119018554688]","[217.3011932373047, 98.20610809326172]","[224.622314453125, 94.99182891845703]","[180.23951721191406, 101.55182647705078]","[208.1659393310547, 161.29000854492188]","[171.47315979003906, 183.01400756835938]","[243.98057556152344, 266.57757568359375]","[218.27696228027344, 314.1065673828125]","[277.697021484375, 192.84347534179688]","[285.0985107421875, 211.20599365234375]","[227.61160278320312, 336.43426513671875]","[203.49725341796875, 355.22625732421875]","[309.0548400878906, 280.9834899902344]","[309.41876220703125, 302.05584716796875]","[285.6506652832031, 353.261474609375]","[283.89166259765625, 380.2965087890625]"
