Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[392.5547790527344, 95.51290130615234]","[391.8363037109375, 83.3115234375]","[382.4254150390625, 80.10713195800781]","[364.45318603515625, 84.66890716552734]","[342.7791748046875, 82.68955993652344]","[347.4190979003906, 146.97882080078125]","[318.5986022949219, 175.21290588378906]","[398.24359130859375, 244.86209106445312]","[346.7986755371094, 316.37030029296875]","[455.8814697265625, 198.5692901611328]","[442.5626525878906, 245.04006958007812]","[420.69921875, 375.9580078125]","[398.65484619140625, 404.9249267578125]","[579.829833984375, 418.0589904785156]","[567.6768798828125, 453.5761413574219]","[549.4017944335938, 480.22357177734375]","[562.19189453125, 512.9785766601562]"
2,"[392.4122314453125, 95.4112548828125]","[391.56390380859375, 83.27714538574219]","[382.4349060058594, 80.03012084960938]","[363.82757568359375, 84.88462829589844]","[343.0113220214844, 82.80084228515625]","[346.98577880859375, 147.3734130859375]","[318.5997009277344, 175.32298278808594]","[398.2290344238281, 245.0235137939453]","[346.94744873046875, 315.9474792480469]","[456.08477783203125, 198.69845581054688]","[442.49505615234375, 245.21466064453125]","[420.10748291015625, 375.835693359375]","[398.48748779296875, 404.6794128417969]","[579.6246948242188, 415.3851013183594]","[567.9776000976562, 450.6508483886719]","[549.6212768554688, 478.34381103515625]","[562.7423706054688, 510.9390563964844]"
3,"[392.47650146484375, 94.30510711669922]","[391.5860595703125, 82.27899169921875]","[382.5042724609375, 79.13170623779297]","[364.38409423828125, 84.63542175292969]","[343.18829345703125, 82.437744140625]","[349.6476745605469, 147.7225341796875]","[317.23712158203125, 175.4750518798828]","[401.8698425292969, 244.7313232421875]","[346.7740173339844, 315.12939453125]","[457.23846435546875, 198.60850524902344]","[442.997314453125, 244.4670867919922]","[423.9349365234375, 375.27056884765625]","[400.0381164550781, 404.17071533203125]","[582.9812622070312, 417.1756896972656]","[569.4501953125, 451.6618957519531]","[557.7453002929688, 480.076904296875]","[569.546142578125, 511.15594482421875]"
4,"[392.7744140625, 95.02872467041016]","[391.6540832519531, 82.90771484375]","[382.8864440917969, 79.83677673339844]","[363.6369323730469, 84.87016296386719]","[343.49761962890625, 83.02606201171875]","[347.5444641113281, 147.55772399902344]","[318.1331481933594, 175.66525268554688]","[399.7544250488281, 244.54701232910156]","[347.3456726074219, 315.0966796875]","[455.7541809082031, 199.0613250732422]","[442.8497619628906, 245.08465576171875]","[421.01165771484375, 374.5007629394531]","[398.9136047363281, 403.61346435546875]","[582.5692749023438, 412.8409729003906]","[570.165283203125, 448.11968994140625]","[556.6828002929688, 476.1626892089844]","[567.9544067382812, 508.396728515625]"
5,"[392.7664489746094, 95.441162109375]","[391.3097839355469, 83.38664245605469]","[383.2890625, 80.20772552490234]","[362.2370910644531, 85.28148651123047]","[344.2671813964844, 83.22631072998047]","[346.6199645996094, 147.8123321533203]","[318.1369323730469, 175.67262268066406]","[399.4237365722656, 244.87364196777344]","[347.81195068359375, 314.8256530761719]","[455.7557678222656, 199.15554809570312]","[443.0206604003906, 244.412353515625]","[419.4860534667969, 374.7044677734375]","[398.3011169433594, 403.5125732421875]","[580.7435302734375, 411.7907409667969]","[569.6603393554688, 446.0872497558594]","[555.3421630859375, 476.26824951171875]","[567.6344604492188, 507.23687744140625]"
6,"[392.901123046875, 95.2593002319336]","[391.5031433105469, 83.23942565917969]","[383.2983093261719, 80.07694244384766]","[363.0438537597656, 85.51304626464844]","[344.19873046875, 83.35798645019531]","[348.2341003417969, 148.44488525390625]","[317.5972900390625, 176.1954345703125]","[401.7154541015625, 244.91500854492188]","[347.603271484375, 315.0229797363281]","[456.9762268066406, 198.6346893310547]","[442.83013916015625, 244.37774658203125]","[421.18597412109375, 374.9299011230469]","[398.6927490234375, 403.76763916015625]","[582.7092895507812, 412.2489929199219]","[570.3908081054688, 446.5664367675781]","[557.7708129882812, 477.2718200683594]","[569.2335205078125, 508.33685302734375]"
7,"[392.6382751464844, 95.8095932006836]","[391.2129821777344, 83.77713775634766]","[383.2868347167969, 80.4514389038086]","[362.1312255859375, 85.7153549194336]","[344.45501708984375, 83.31326293945312]","[346.7080078125, 148.55067443847656]","[318.02252197265625, 175.98826599121094]","[399.60125732421875, 245.90194702148438]","[347.8905029296875, 315.4173278808594]","[456.0768127441406, 198.6083221435547]","[443.25421142578125, 244.5218505859375]","[420.0914611816406, 375.59613037109375]","[398.7948303222656, 404.2972717285156]","[582.2244873046875, 412.2976989746094]","[570.661376953125, 446.44171142578125]","[556.9702758789062, 477.0727844238281]","[568.7452392578125, 508.3411560058594]"
8,"[392.6258239746094, 96.17559814453125]","[391.0822448730469, 83.99378204345703]","[383.44635009765625, 80.78404998779297]","[361.6640625, 85.6340103149414]","[344.6685791015625, 83.43098449707031]","[345.7744445800781, 147.87890625]","[318.43707275390625, 176.52703857421875]","[399.3945007324219, 244.79360961914062]","[348.0786437988281, 316.3699035644531]","[454.47100830078125, 198.45291137695312]","[442.9999694824219, 245.13259887695312]","[421.37860107421875, 373.998046875]","[400.55218505859375, 403.58966064453125]","[585.446044921875, 406.19232177734375]","[571.9616088867188, 442.5657653808594]","[561.7288208007812, 468.4763488769531]","[570.156494140625, 502.7515869140625]"
9,"[392.5462646484375, 95.84552764892578]","[391.1562194824219, 83.55496215820312]","[383.6293029785156, 80.50674438476562]","[361.3058166503906, 85.21229553222656]","[344.8299865722656, 83.2061767578125]","[343.1880798339844, 147.50350952148438]","[318.8815612792969, 176.90846252441406]","[397.15789794921875, 244.43431091308594]","[347.8393249511719, 316.5198669433594]","[450.64923095703125, 199.0426025390625]","[442.428955078125, 246.1414031982422]","[419.94012451171875, 373.1243591308594]","[400.3058166503906, 403.6524353027344]","[586.2994995117188, 401.1511535644531]","[570.9119262695312, 440.75592041015625]","[567.3184814453125, 456.73388671875]","[571.477783203125, 495.73223876953125]"
10,"[392.3357238769531, 95.99102783203125]","[390.7874755859375, 83.98512268066406]","[383.52783203125, 80.48274993896484]","[360.62286376953125, 85.64127349853516]","[345.2926940917969, 82.94158172607422]","[344.87310791015625, 147.83541870117188]","[318.7513732910156, 176.16542053222656]","[396.9438171386719, 244.41647338867188]","[348.0042419433594, 316.35491943359375]","[452.3941345214844, 198.69154357910156]","[442.7957458496094, 246.4356689453125]","[419.1325378417969, 375.7224426269531]","[399.34442138671875, 404.54107666015625]","[579.9552001953125, 412.8893737792969]","[568.41552734375, 446.92706298828125]","[554.2518920898438, 476.4220275878906]","[565.4097900390625, 507.5186462402344]"
