Frame,Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
1,"[314.6438903808594, 91.76275634765625]","[318.9100341796875, 76.3556900024414]","[300.3801574707031, 75.86228942871094]","[298.0981140136719, 81.56005096435547]","[254.7405548095703, 79.54598236083984]","[270.85870361328125, 153.10401916503906]","[224.84666442871094, 164.20640563964844]","[292.4761047363281, 265.8974914550781]","[251.75643920898438, 301.1736145019531]","[344.0997009277344, 202.635498046875]","[335.27899169921875, 218.24290466308594]","[280.3002014160156, 346.8586120605469]","[249.5806884765625, 359.9788513183594]","[326.8096618652344, 403.9724426269531]","[325.77239990234375, 419.59527587890625]","[313.02813720703125, 488.12841796875]","[309.843994140625, 509.9739074707031]"
2,"[314.6184997558594, 91.76466369628906]","[318.8852233886719, 76.35143280029297]","[300.36798095703125, 75.85610961914062]","[298.0037536621094, 81.51897430419922]","[254.7434844970703, 79.50582122802734]","[270.7218017578125, 153.03099060058594]","[224.88784790039062, 164.14825439453125]","[292.3326416015625, 265.8559265136719]","[251.8115997314453, 301.137939453125]","[344.03570556640625, 202.66168212890625]","[335.3002624511719, 218.27867126464844]","[280.25830078125, 346.8827819824219]","[249.6553955078125, 360.0097961425781]","[326.7373046875, 404.1834411621094]","[325.7793273925781, 419.80242919921875]","[313.0213623046875, 488.3096923828125]","[309.8611145019531, 510.14532470703125]"
3,"[314.64208984375, 92.35249328613281]","[318.9998779296875, 76.9127426147461]","[300.15692138671875, 76.51336669921875]","[298.8634948730469, 82.14521789550781]","[254.35643005371094, 80.39127349853516]","[271.5846252441406, 153.16278076171875]","[225.31504821777344, 164.7540740966797]","[294.5562744140625, 264.3388977050781]","[253.23387145996094, 300.61761474609375]","[346.8438720703125, 201.8993682861328]","[336.6815185546875, 217.91171264648438]","[281.4359436035156, 346.9584045410156]","[250.48727416992188, 360.30645751953125]","[327.48046875, 403.7146911621094]","[326.6304016113281, 419.6181640625]","[313.5403747558594, 487.6473083496094]","[310.3829650878906, 509.9261169433594]"
4,"[315.3671569824219, 92.72927856445312]","[319.7785339355469, 77.4367446899414]","[301.2498779296875, 76.85421752929688]","[299.6397705078125, 82.38407135009766]","[255.87681579589844, 80.08575439453125]","[272.2059020996094, 152.70556640625]","[225.5665283203125, 163.75799560546875]","[295.2734680175781, 263.66217041015625]","[252.84266662597656, 299.5496520996094]","[348.1196594238281, 201.12167358398438]","[337.3962707519531, 217.29136657714844]","[281.3617858886719, 345.9899597167969]","[250.15325927734375, 359.14910888671875]","[327.10693359375, 404.77911376953125]","[325.9739990234375, 420.53466796875]","[313.6319274902344, 488.4800720214844]","[310.1358947753906, 510.51416015625]"
5,"[314.9289245605469, 94.45301055908203]","[319.83154296875, 78.78923797607422]","[300.51434326171875, 78.34135437011719]","[300.517822265625, 82.469970703125]","[255.15428161621094, 80.60595703125]","[272.8624572753906, 151.44374084472656]","[226.19052124023438, 162.8859100341797]","[294.9867248535156, 262.93255615234375]","[254.159423828125, 298.6744079589844]","[348.263427734375, 201.4748077392578]","[337.6454772949219, 216.40887451171875]","[281.8646545410156, 342.49053955078125]","[250.7042236328125, 355.6960144042969]","[326.331787109375, 394.7963562011719]","[324.62158203125, 410.4367980957031]","[312.13836669921875, 476.9250183105469]","[308.29736328125, 498.772705078125]"
6,"[316.0793151855469, 95.20832061767578]","[320.8548889160156, 79.4886703491211]","[301.7410888671875, 78.95594787597656]","[300.95318603515625, 82.94270324707031]","[255.95541381835938, 80.79181671142578]","[273.09539794921875, 152.00775146484375]","[226.16598510742188, 163.1858367919922]","[294.9505310058594, 264.2931823730469]","[253.81715393066406, 299.8365173339844]","[347.0339660644531, 201.84271240234375]","[337.19854736328125, 217.21542358398438]","[281.9746398925781, 344.76007080078125]","[250.57115173339844, 357.8575439453125]","[325.242919921875, 403.6835632324219]","[323.59625244140625, 419.28863525390625]","[311.4397888183594, 485.3272705078125]","[307.463623046875, 507.1904602050781]"
7,"[316.2572937011719, 95.4001235961914]","[321.26031494140625, 79.6779556274414]","[302.07073974609375, 78.94983673095703]","[301.48577880859375, 82.87385559082031]","[256.5633239746094, 80.20101928710938]","[273.4381408691406, 152.1973876953125]","[226.31954956054688, 162.44540405273438]","[293.0775451660156, 266.3645935058594]","[252.99618530273438, 300.1493225097656]","[343.08648681640625, 202.80422973632812]","[335.515380859375, 217.44190979003906]","[281.4908142089844, 345.27813720703125]","[249.971435546875, 357.9210510253906]","[324.9034729003906, 406.7866516113281]","[323.2789306640625, 421.88433837890625]","[311.78643798828125, 488.275634765625]","[307.8128356933594, 509.2913818359375]"
8,"[315.870849609375, 96.60397338867188]","[321.0566711425781, 80.8608627319336]","[301.9480895996094, 79.97927856445312]","[301.2603454589844, 83.2950668334961]","[256.80767822265625, 80.19210052490234]","[272.84765625, 151.95196533203125]","[225.92410278320312, 161.64781188964844]","[290.82000732421875, 266.84710693359375]","[251.43031311035156, 299.7230224609375]","[339.8368225097656, 203.9044647216797]","[333.5638122558594, 218.5568389892578]","[280.6727600097656, 345.76422119140625]","[249.2728729248047, 358.15826416015625]","[323.3662109375, 410.3968811035156]","[321.78240966796875, 425.1954345703125]","[310.5730895996094, 490.4083557128906]","[306.58709716796875, 510.8954772949219]"
9,"[316.0318908691406, 96.6639175415039]","[321.26434326171875, 80.95280456542969]","[302.07489013671875, 80.0991439819336]","[301.8294982910156, 83.41303253173828]","[256.9720458984375, 80.3863296508789]","[273.83795166015625, 151.93356323242188]","[225.97052001953125, 161.79275512695312]","[292.74163818359375, 266.0666198730469]","[251.80679321289062, 299.29345703125]","[341.53570556640625, 203.4414825439453]","[333.6905212402344, 218.12960815429688]","[281.2913513183594, 345.6888427734375]","[249.30511474609375, 358.1163330078125]","[323.08203125, 409.84088134765625]","[321.04705810546875, 424.69427490234375]","[310.1908264160156, 489.9322204589844]","[306.01654052734375, 510.56744384765625]"
10,"[315.521484375, 96.29122924804688]","[320.9986572265625, 80.77384948730469]","[301.7458190917969, 79.65172576904297]","[301.7335205078125, 83.83158874511719]","[257.165771484375, 80.08694458007812]","[273.4651794433594, 152.97230529785156]","[226.00936889648438, 161.71971130371094]","[292.27252197265625, 267.7176818847656]","[251.8124542236328, 299.4383544921875]","[341.879150390625, 203.10580444335938]","[334.3489685058594, 217.50802612304688]","[279.935302734375, 347.0121765136719]","[248.1844940185547, 358.90606689453125]","[322.6721496582031, 415.4649658203125]","[321.4866027832031, 429.7363586425781]","[310.8585205078125, 496.6344299316406]","[307.0194396972656, 516.3088989257812]"
